"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"CRITT Matériaux Poitou-Charentes","Comportement mécanique et durabilité de mousses polymères destinées à des applications cryogéniques","484,530 €","190,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"CRITT Matériaux Poitou-Charentes","Durabilité des assemblages collés dans l'eau soumis à des sollicitations mécaniques et thermiques","89,462 €","35,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"CRITT Matériaux Poitou-Charentes","Eco-peintures: recherche de solutions respectueuses de l'environnement pour les traitements de surface et la mise en peinture","349,079 €","140,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"CRITT Matériaux Poitou-Charentes","Etude du spectre dutilisation et du comportement en fatigue des aéronefs légers en matériaux composites à fibres de carbone","948,815 €","379,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"CRITT sports et loisirs","Création d'une plateforme régionale de diffusion vidéo sur le web","493,181 €","197,272 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"CRITT sports et loisirs","Déploiement de la technologie de logiciel internet","257,758 €","103,103 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"CRITT sports et loisirs","Etendre notre système qualité aux vélos et aux EPI travail","329,997 €","132,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"CRITT sports et loisirs","Optimisation de l'offre TV Internet","100,479 €","40,191 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"CROUS de Poitiers","Carte Etudiante Régionale Multiservices","3,000,000 €","945,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"13","Services et applications pour les citoyens (santé, gouvernement, formation en ligne, participation de tous à la société de l'information, etc.)"
"CRYSTAL INTERNATIONAL TRADING","A1001006T-ETUDES DE FAISABILITE DE MISE AU POINT D'UNE GAMME DE BOISSONS A BASE D'INFUSION DE FEUILLES DE THES DESTINEE AUX BOUTIQUES SPECIALISEES DE LUXE","104,075 €","50,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"DALKIA","Centrale photovoltaïque connectée au réseau d'une puissance de 38,50 kWc ","240,000 €","96,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"42","Energie renouvelable: én. hydroélectrique, géothermique et autre"
"DALKIA","Installation solaire photovoltaïque raccordée au réseau","427,000 €","42,840 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"DALKIA","Mise en place d'une chaudière à bois déchiqueté et d'un réseau de chaleur","3,510,000 €","1,404,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"41","Energie renouvelable: biomasse"
"Dalle Philippe","Installation photovoltaïque raccordée au réseau","148,715 €","13,680 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"DAVID Jean Louis","Installation photovoltaïque raccordée au réseau","452,000 €","37,392 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
