"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégorisation","Libellé catégorisation"
"Adecco Pôle Emploi","2008 Prise de Confiance, dynamisation et acquisition de savoir-être afin d'initier des démarches d'insertion positives",18905,18905,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","LOIRE / SAINT-ETIENNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADENEO","COROLA - Développement d'un dispositif pour limiter les risques de renversement des poids lourds basé sur l'anticipation",671466,201440,"FEDER ","RHONE-ALPES","RHONE / LYON / LIMONEST / ECULLY","Programme Opérationnel FEDER","1","Activités R&DT dans centres de recherche"
"A.D.M.S - Association de Développement des Services Médico Sociaux","Sas de Découverte et de Recrutement dans les Métiers des Services à la Personne",29000,29000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","ACI - Potager de la Cressonnière",136840,19000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","ACI - Potager de la Cressonnière 2009",109805,21000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","Quitter l'alcool",5031,4656,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","Quoi de neuf ?",4730,4730,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","Référent de parcours",13316,,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","Référent de parcours 2009",19070,8770,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","Restauration de l'employabilité",18618,18600,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.N Services","Restauration de l'employabilité 2009",20729,19600,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AD NUCLEIS","Développement de l'analyse rapide par PCR pour la détection des germes pathogènes de contamination en agroalimentaire",600350,120000,"FEDER ","RHONE-ALPES","RHONE / LYON / VAUGNERAY / GREZIEU-LA-VARENNE","Programme Opérationnel FEDER","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ADVIVO","PUI de L'AGGLO du Pays Viennois Correspondant de nuit Quartier de la Vallée de la Gère ",465044,93333,"FEDER ","RHONE-ALPES","ISERE / VIENNE / VIENNE / VIENNE","Programme Opérationnel FEDER","61","Projets intégrés de réhabilitation urbaine et rurale"
"AEFTIS","Accompagnement & parcours individualisés",39000,14500,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","SAVOIE / CHAMBERY","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AEFTIS","Atelier Informatique (2009)",32000,15550,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","SAVOIE / CHAMBERY / CHAMBERY / CHAMBERY","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AEFTIS","Chantier Ecole (2009)",31350,15350,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","SAVOIE / CHAMBERY / CHAMBERY / CHAMBERY","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AEFTIS","Formation en atelier informatique pour les détenues ",25600,10300,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","SAVOIE / CHAMBERY / CHAMBERY / CHAMBERY","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFEV (Association de la Fondation Etudiante pour la Ville)","Accompagnement à l'apprentissage du français",5012,,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFIJ Rhône-Alpes (Association pour Faciliter l'Insertion professionnelle des Jeunes diplômés)","JD Handicap Rhône-Alpes 2008-2009",272928,103778,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFOBAT DU RHONE","Validation des acquis par l'expérience brevet professionnel platrier",1098.15,347.39,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE / LYON / LIMONEST / DARDILLY","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"A.F.P.A. ","Formation spécifique qualifiante d'agent de restauration au sein de la Maison d'Arrêt de Bonneville",45000,22500,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / BONNEVILLE / BONNEVILLE / BONNEVILLE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFPA de Villeurbanne","Animation plate-forme chantiers",56000,28000,"FONDS SOCIAL EUROPEEN",,,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFPA de Villeurbanne","Oser 2008",3384386,1302486,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"AFPA Drôme Ardèche","Action chantier école bâtiment concernant les détenus de la Maison d'Arrêt de Privas",67000,33500,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ARDECHE / PRIVAS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFPA Drôme Ardèche","Action Chantier-Ecole -Bâtiment - Maison d'Arrêt de Valence",44350,22175,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","DROME / VALENCE / VALENCE / VALENCE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFPA Drôme Ardèche","Formations individuelles",12480,12480,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","DROME","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFPA Pont de Claix","Plate-forme d'agglomération d'offre de chantiers",56000,28000,"FONDS SOCIAL EUROPEEN",,,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGEFOS-PME Rhône-Alpes","Accompagnement à la formation Passeport Competence Informatique Europeen ( formation et certification)",309030,98813,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Animation accompagnement à la mise en oeuvre d'opération individuelle",2500,799,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Assitance technique",40000,28000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen",,
"AGEFOS-PME Rhône-Alpes","Formation agents de maîtrise management intermédiaire",59788,19117,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Formation collective acquisition des compétences clés réapprentissage des savoirs ",927690,296629,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Formation collective des agents d'acceuil en station",56280,18010,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Formation collective professionnalisation des trois métiers des coopératives d'activités",333780,106810,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Formation collectives des salariés des maisons familliales et rurales",270186,86460,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","formation langue anglaise pour l'obtention du TOEIC ( Test of English international communication)",131070,41909,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Formation qualifiantes en établissements spécialisés",72497,23181,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Parcours de formation et de certification de formateur occasionnel",60686,19404,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Parcours  de formation ouverte de tuteurs",130460,41715,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Pisteurs secouristes et formations qualifiantes en remontées mécaniques",50980,16301,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS-PME Rhône-Alpes","Subvention globale 2009-2011 AGEFOS PME Rhöne Alpes",20611920,9201414,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen",,
"AGEFOS-PME Rhône-Alpes","Subvention globale FSE",3864000,1251018,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","86","Evaluation et études; information et communication"
"AGEFPI","TEKLICELL",583448,328189.5,"FEDER ","RHONE-ALPES",,"Programme Opérationnel FEDER","1","Activités R&DT dans centres de recherche"
"Agence de développement touristique de l'Ardèche","Valorisation du patrimoine paléontologique site de la Boissine: organisation de journées de formation et de sensibilisation des prestataires touristiques",10176,5088,"FEDER ","RHONE-ALPES","Multilocalisation","Programme Opérationnel FEDER","57","Autres outils d'amélioration des services touristiques"
"Agence Economique de la SAVOIE","Compétitivité et maîtrise de l'énergie dans les entreprises",46046,21046,"FEDER ","RHONE-ALPES","SAVOIE","Programme Opérationnel FEDER","5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Agence Economique de la SAVOIE","Mise en place d'une action collective d'entreprise  gestion financière prévisionnelle et projet de développement ",41860,20930,"FEDER ","RHONE-ALPES","SAVOIE","Programme Opérationnel FEDER","68","Aide au travail indépendant et à la création d'entreprise"
"Agence Economique de la SAVOIE","Mise en place d'une action collective d'entreprises  PROGRHES ",60000,30000,"FEDER ","RHONE-ALPES","SAVOIE","Programme Opérationnel FEDER","68","Aide au travail indépendant et à la création d'entreprise"
"Agence Nationale Pour l'Emploi ","2007  réfèrent de parcours",75358,75358,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","LOIRE / SAINT-ETIENNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","2008 3 réfèrent de parcours",98099.33,98099.33,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","LOIRE / SAINT-ETIENNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","Accompagnement renforcé vers l'emploi des bénéficiaires du revenu minimum d'insertion du département du Rhône 2007",2365520,1182760,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","Accompagnement renforcé vers l'emploi des bénéficiaires du revenu minimum d'insertion du département du Rhône 2008",2503602,1251801,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","RHONE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","Accompagnement renforcé vers l'emploi des bénéficiaires du RMI",210000,105000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","SAVOIE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","Favoriser l'accès à l'emploi des demandeurs d'emploi non indemnisés ",15820414,7300000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"Agence Nationale Pour l'Emploi ","Organisation et gestion de parcours d'insertion professionnelle pour le retour à l'emploi durable",509670,254835,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ISERE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","Organisation et gestion de parcours d'insertion professionnelle vers l'emploi durable des personnes ",2338716,1010793,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","AIN","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","Référent de parcours ANPE 2007",63381.67,63381.67,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","LOIRE / MONTBRISON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence Nationale Pour l'Emploi ","Une semaine pour un emploi",438291,182007,"FONDS SOCIAL EUROPEEN","RHONE-ALPES",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantier d'insertion d'Annecy 2008",33491,15070.95,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / ANNECY / ANNECY","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantier d'insertion de Faverges 2008",34452,15503.4,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / FAVERGES / FAVERGES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantier d'insertion de Glières 2008",31884,14347.8,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / ANNECY-LE-VIEUX / TALLOIRES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantier d'insertion de Meythet 2008",31884,14347.8,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / ANNECY-NORD-OUEST / MEYTHET","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantier d'insertion de Seynod 2008",40058,18026.1,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / SEYNOD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantier d'insertion de Ville-la-Grand 2008",32474,14613.3,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / SAINT-JULIEN-EN-GENEVOIS / ANNEMASSE-NORD / VILLE-LA-GRAND","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantier d'insertion de Viry et Valleiry 2008",31884,14347.8,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement du chantiers d'insertion de Clermont 2008",38282,17226.9,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / SAINT-JULIEN-EN-GENEVOIS / SEYSSEL / CLERMONT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier de Ville-la-Grand 2009",36168,16275.6,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / SAINT-JULIEN-EN-GENEVOIS / ANNEMASSE-NORD / VILLE-LA-GRAND","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier de Viry et Valleiry 2009",33420,15039,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier d'insertion d'Annecy 2009",27096,12193.2,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / ANNECY","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier d'insertion de Clermont 2009",36696,16513.2,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / SAINT-JULIEN-EN-GENEVOIS / SEYSSEL / CLERMONT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier d'insertion de Faverges 2009",34392,15476.4,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / FAVERGES / FAVERGES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier d'insertion de Meythet 2009",33420,15039,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / ANNECY-NORD-OUEST / MEYTHET","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier d'insertion de Seynod 2009",37968,17085.6,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / SEYNOD / SEYNOD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Encadrement technique du chantier d'insertion des Glières 2009",31884,14347.8,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Plate-forme de structuration des chantiers d'insertion 2008",266073,119732.85,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / SEYNOD / SEYNOD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.G.I.R.E 74 (Association Gestion Insertion Retour Emploi)","Plate-forme de structuration des chantiers d'insertion 2009",121280,54576,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","HAUTE-SAVOIE / ANNECY / SEYNOD / SEYNOD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGIR EMPLOI - Maison cantonale pour l'emploi et la formation","Accompagnement renforcé - Référent",28200,14100,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ISERE / GRENOBLE / EYBENS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGIR EMPLOI - Maison cantonale pour l'emploi et la formation","Accompagnement renforcé - Référent",29000,14500,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ISERE / GRENOBLE / EYBENS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGIR EMPLOI - Maison cantonale pour l'emploi et la formation","Chargé de relation entreprises",29200,14600,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ISERE / GRENOBLE / EYBENS / EYBENS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGIR EMPLOI - Maison cantonale pour l'emploi et la formation","Chargé de relation entreprises",29400,14700,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ISERE / GRENOBLE / EYBENS / EYBENS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGIR EMPLOI - Maison cantonale pour l'emploi et la formation","Correspondant PLIE",6800,3400,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ISERE / GRENOBLE / EYBENS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGLCA (Agence pour la Gestion, la Liaison et le Conseil aux Associations)","Dispositif Local d'Accompagnement de l'Ain (2009)",71362,35000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","AIN","Programme opérationnel national Fonds social européen","80","Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"AGLCA (Agence pour la Gestion, la Liaison et le Conseil aux Associations)","Dispositif Local d'Accompagnement de l'Ain. Fonds Ingénierie",73314,36657,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","AIN","Programme opérationnel national Fonds social européen","80","Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Agri Emploi Savoie","Groupement d'employeur départemental multisectoriel agricole et rural",164238,66000,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","SAVOIE","Programme opérationnel national Fonds social européen","64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"AID'AUTO 38 Association","Location d'un véhicule pour l'aide à l'insertion professionnelle",240,195,"FONDS SOCIAL EUROPEEN","RHONE-ALPES","ISERE / GRENOBLE / VOIRON / VOREPPE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
