"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"Activité socio-culturelle (association de loi de 1901)","Festival du Conte et de la calligraphie","136,182 €","45,000 €","FEDER ","PICARDIE","PICARDIE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"AETech","Développement d'une unité R&D orientée vers la validation expérimentale de solutions nouveaux matéri","729,044 €","309,114 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"AFHYMAT","A0904008S - Développement d'un système de bicarburant électronique TIPP MAX","350,200 €","80,000 €","FEDER ","PICARDIE","PICARDIE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"AFPI OISE","MECA META - Lean Management","202,500 €","81,000 €","FEDER ","PICARDIE","PICARDIE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Agence Régionale de l'Innovation Picardie (ARI - ex ADRTP)","Constitution d'un centre d'excellence pour l'autonomie de la personne agée","25,000 €","12,500 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Agence Régionale de l'Innovation Picardie (ARI - ex ADRTP)","Innovation et agroressources","192,188 €",,"FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Agence Régionale de l'Innovation Picardie (ARI - ex ADRTP)","Opération pilote en intelligence économique","136,722 €","21,112 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Agence Régionale de l'Innovation Picardie (ARI - ex ADRTP)","Plan d'actions 2009","1,815,182 €","608,516 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Agence Régionale de l'Innovation Picardie (ARI - ex ADRTP)","Programme d'actions 2008 de l'ARI Picardie","1,615,000 €","501,500 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Agence Régionale de l'Innovation Picardie (ARI - ex ADRTP)","Programme d'actions 2010","1,789,345 €","596,073 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Agro Transfert Ressources et Territoires","Pour une production agricole innovante dans le cadre d'un développement durable - actions 2008","1,238,000 €","619,000 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"Agro Transfert Ressources et Territoires","Soutien au programme d'actions 2010","1,376,400 €","413,000 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"Agro Transfert Ressources et Territoires","Soutien du programme d'actions 2009","1,230,000 €","615,000 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"AMIENS","Installation de nouvelles armoires d'éclairage public avec régulateurs de tension et d'un poste central de gestion","1,209,760 €","101,200 €","FEDER ","PICARDIE","PICARDIE",,"43","Efficacité énergétique, cogénération, gestion de l'énergie"
"Amiens métropole","TCSP Aménagement d'une voie Bus à Haut Niveau de Services, route d'Abbeville à Amiens","1,800,000 €","720,000 €","FEDER ","PICARDIE","PICARDIE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"ARMINES","ECOSABLE ","96,995 €","96,995 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Association CAPS (Culture, Animation, Prévention, Sports) - Centre social","P'Art'ici Passion (résidences d'artistes et rencontres avec les habitants)","213,000 €","90,000 €","FEDER ","PICARDIE","PICARDIE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"Association CARDAN","Ateliers populaires de pratique culturelle par le livre, la lecture et l'image vers deux rencontres annuelles événementielles : LeituraFuriosa et Ma Parole","427,000 €","183,000 €","FEDER ","PICARDIE","PICARDIE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"ASSOCIATION COMPETENCES POUR L'ENTREPRISE","Accompagnement de projets de création d'entreprises","114,200 €","40,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"ASSOCIATION COMPETENCES POUR L'ENTREPRISE","Accueil, conseil et accompagnement des créateurs et repreneurs d'entreprises, commerces et activités artisanales 2009/2010","113,500 €","56,750 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"ASSOCIATION COMPETENCES POUR L'ENTREPRISE","Renforcement et développement de l'accueil et du conseil à la création d'entreprise","116,600 €","40,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Association de gestion Institut polytechnique Lasalle BEAUVAIS","Construction et équipements d'un laboratoire de recherche en géologie 2007","1,719,570 €","1,719,570 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"Association de gestion Institut polytechnique Lasalle BEAUVAIS","Création du laboratoire de faisabilité  Ozone ","264,400 €","132,200 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"Association de gestion Institut polytechnique Lasalle BEAUVAIS","ECOSABLE ","185,030 €","95,800 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Association de gestion Institut polytechnique Lasalle BEAUVAIS","ECOSABLE - Investissement","32,890 €","13,156 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"Association de gestion Institut polytechnique Lasalle BEAUVAIS","Plateforme de recherche Agro-Ressources Lasalle Beauvais : Dimensionnement de la Plateforme Industrialisation  ozone  2009","275,000 €","110,000 €","FEDER ","PICARDIE","PICARDIE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"ASSOCIATION INDUSTRIES ET AGRORESSOURCES","Faisabilité d'un intercluster chimie du végétal","188,555 €","75,422 €","FEDER ","PICARDIE","PICARDIE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"ASSOCIATION INDUSTRIES ET AGRORESSOURCES","Faisabilité d'un Intercluster chimie du végétal - Etape 2 ","58,500 €","23,400 €","FEDER ","PICARDIE","PICARDIE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"ASSOCIATION INDUSTRIES ET AGRORESSOURCES","Mettez des agroressources dans votre entreprise","211,859 €",,"FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION INDUSTRIES ET AGRORESSOURCES"," PRIV 2  (Programme Régional Innovation Végétale - phase 2)","293,855 €","126,927 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Association ogec Jeanne d' Arc","Mise en place d'une chaufferie au bois déchiqueté de 55 KW pour une école","35,500 €","7,100 €","FEDER ","PICARDIE","PICARDIE",,"43","Efficacité énergétique, cogénération, gestion de l'énergie"
"Association Picardie d'Actions Préventives (APAP)","Lieu d'accueil de l'APAP Etouvie Espace Rencontre","147,063 €","37,000 €","FEDER ","PICARDIE","PICARDIE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"Association  pour le Droit à l'Initiative Economique (ADIE)","Développement du microcrédit en Picardie","364,500 €","70,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Association  pour le Droit à l'Initiative Economique (ADIE)","Développement du microcrédit en Picardie 2009","300,692 €","70,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Association SOMEA","Aménagement agro-environnemental et hydraulique des bassins versants et animation en vue de limiter l'érosion des sols et le ruissellement dans la Somme","553,300 €","120,000 €","FEDER ","PICARDIE","PICARDIE",,"53","Prévention des risques (...)"
"Association SOMEA","Aménagement et animation pour limiter l'érosion des sols 2007-2008","449,955 €","100,000 €","FEDER ","PICARDIE","PICARDIE",,"53","Prévention des risques (...)"
"Ault","Etude stratégique de développement communal et gestion durable de l'érosion côtière","273,902 €","68,890 €","FEDER ","PICARDIE","PICARDIE",,"53","Prévention des risques (...)"
"BABYDRINK","A0912003S - Développement d'une gamme de lait infantile liquide premier âge.","2,256,655 €","450,000 €","FEDER ","PICARDIE","PICARDIE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"BEUVRAIGNES","Programme PREBAT 2007/2008 : Construction d'une bibliothèque passive","103,605 €","20,721 €","FEDER ","PICARDIE","PICARDIE",,"43","Efficacité énergétique, cogénération, gestion de l'énergie"
"BONNEL DECOLLETAGE","A0904006S-Développement d'une nouvelle vanne trois voies  By pass new  permettant d'améliorer le système de filtration domestique","233,642 €","67,500 €","FEDER ","PICARDIE","PICARDIE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"BOUE","Réalisation d'une chaufferie bois","181,971 €","36,394 €","FEDER ","PICARDIE","PICARDIE",,"43","Efficacité énergétique, cogénération, gestion de l'énergie"
"Boutique de gestion de la Somme","Création d'entreprises et développement social, économique et territorial","410,240 €","100,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Boutique de gestion de la Somme","Création d'entreprises et développement social, économique et territorial 2009","625,900 €","110,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Boutique de gestion de la Somme","Création d'entreprises et développement social, économique et territorial pour 2008","585,700 €","102,500 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"BOUTTE","A0911004S - Développement d'un économiseur d'eau domestique : ECONIZ","343,720 €","85,000 €","FEDER ","PICARDIE","PICARDIE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"BOW MEDICAL","A0811006S - Développement d'un progiciel dédié aux activités de soins intensifs et de réanimation  ","681,600 €","200,000 €","FEDER ","PICARDIE","PICARDIE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"C2T Picardie Maritime","Eco / Reconception","185,050 €","37,010 €","FEDER ","PICARDIE","PICARDIE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Cap Energie","Intallation d'une chaudière air/eau fonctionnant au bois","143,015 €","50,269 €","FEDER ","PICARDIE","PICARDIE",,"43","Efficacité énergétique, cogénération, gestion de l'énergie"
"Capgemini Gouvieux","Réalisation de travaux relatifs au chauffage et au rafraichissement des 300 chambres par l'intermédiaire de la géothermie du Campus Capgemini à Gouvieux dans l'oise","3,132,868 €","191,717 €","FEDER ","PICARDIE","PICARDIE",,"6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"Centre Interculturel de documentation, d'animation et de formation","Médiation Interculturelle","340,375 €","100,000 €","FEDER ","PICARDIE","PICARDIE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"Centre Social Rural","Mise en réseau et mise en place d'un Point Cyber","31,410 €","10,916 €","FEDER ","PICARDIE","PICARDIE",,"12","Technologies de l'information et la communication (RTE-TIC)"
"CEPAC","Centre de Parrainage et d'Accompagnement continu des Créateurs d'entreprises - CEPAC 2009","557,000 €","144,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CESTP-ARACT","Plateforme FOAD (Ingénierie)","111,560 €","55,780 €","FEDER ","PICARDIE","PICARDIE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
"CETIM","Accord Cadre Clients-Fournisseurs","1,194,500 €","418,075 €","FEDER ","PICARDIE","PICARDIE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"CETIM","Entreprise Global Approach Leading Excellence","283,938 €","90,860 €","FEDER ","PICARDIE","PICARDIE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"CETIM","MECA META Picardie - Programme d'animation 2009-2010","101,200 €",,"FEDER ","PICARDIE","PICARDIE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"CETIM","Technologies propres","435,000 €","99,180 €","FEDER ","PICARDIE","PICARDIE",,"6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"CETIM","Veille brevets - normes - modèles pour les industriels de la robinetterie sanitaire, bâtiment et gaz","83,810 €","32,500 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CETRIL (Centre de Transfert et de Recherche en Infomatique Libre)","Trophées du Libre 2009","230,000 €","100,000 €","FEDER ","PICARDIE","PICARDIE",,"12","Technologies de l'information et la communication (RTE-TIC)"
"Chambre d'Agriculture de l'AISNE","Réduire le ruissellement et ses conséquences dans le Département de l'Aisne 2007-2009","279,314 €","69,662 €","FEDER ","PICARDIE","PICARDIE",,"53","Prévention des risques (...)"
"Chambre de Commerce et d'Industrie d'AMIENS (CCI)","Accompagnement de 15 PMI pour la mise en place d'une cellule de veille économique efficace","57,500 €","23,000 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Chambre de Commerce et d'Industrie d'AMIENS (CCI)","Annuaire B To B - Entreprises et ZAE","60,000 €","30,000 €","FEDER ","PICARDIE","PICARDIE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
"Chambre de Commerce et d'Industrie d'AMIENS (CCI)","Création d'un poste de chargé de missions Environnement Energie Déchets","172,500 €","69,000 €","FEDER ","PICARDIE","PICARDIE",,"6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"Chambre de Commerce et d'Industrie d'AMIENS (CCI)","Mission d'assitance environnementale pour les entreprises de la ZAC  Bornes du temps ","45,000 €","18,000 €","FEDER ","PICARDIE","PICARDIE",,"6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"Chambre de Commerce et d'Industrie d'AMIENS (CCI)","Nouveau site portail de la CCI d'Amiens Picardie","100,000 €","50,000 €","FEDER ","PICARDIE","PICARDIE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
"Chambre de Commerce et d'Industrie d'AMIENS (CCI)","Plateforme de covoiturage Kangouroule","23,920 €","9,568 €","FEDER ","PICARDIE","PICARDIE",,"12","Technologies de l'information et la communication (RTE-TIC)"
"Chambre de Commerce et d'Industrie d'AMIENS (CCI)","Plate forme porteurs de projets","25,000 €","12,500 €","FEDER ","PICARDIE","PICARDIE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
"Chambre de Commerce et d'Industrie de l'Aisne (CCI)","Aisne Numérique 2009-2011 Plan Départemental pour le développement des TIC dans le domaine économiqu","829,000 €","149,220 €","FEDER ","PICARDIE","PICARDIE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
"Chambre de Commerce et d'Industrie de l'Aisne (CCI)","Démarche d'intelligence économique de recherche de nouveaux marchés en faveur du dev. des ent. de l'","37,554 €",,"FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Chambre de Commerce et d'Industrie de l'Aisne (CCI)","Mise en place d'une cellule d'intelligence économique pour les entreprises de l'Aisne","511,300 €","204,520 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Chambre de Commerce et d'Industrie de l'Aisne (CCI)","plateforme Intelligence économique sur internet pour les entreprises du poles compétivité UP TEX","38,750 €","15,500 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Chambre de Commerce et d'Industrie de l'OISE (CCI)","Chargé de mission Environnement TPE Commerce","165,414 €","66,166 €","FEDER ","PICARDIE","PICARDIE",,"6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"Chambre de Commerce et d'Industrie de l'OISE (CCI)","Colloque contrefaçon du 21 mars 2008","10,852 €","4,341 €","FEDER ","PICARDIE","PICARDIE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Chambre de Commerce et d'Industrie de l'OISE (CCI)","Création d'un pôle économie numérique","183,692 €","91,846 €","FEDER ","PICARDIE","PICARDIE",,"15","Autres mesures pour améliorer l'accès et l'utilisation efficace des TIC par les PME"
"Chambre de Commerce et d'Industrie de Péronne","Attitude Informatique 360°","90,000 €","45,000 €","FEDER ","PICARDIE","PICARDIE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
"Chambre de Commerce et d'Industrie du LITTORAL NORMAND-PICARD (CCI)","Animation du SPL VIMEU","369,000 €",,"FEDER ","PICARDIE","PICARDIE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Chambre de Métiers de l'AISNE","RESTRUCTURATION DU CFA DE LA CAPELLE","411,065 €","123,320 €","FEDER ","PICARDIE","PICARDIE",,"73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Chambre de Métiers de l'AISNE","RESTRUCTURATION DU CFA DE LA CHAMBRE DES METIERS ET LE L'ARTISANAT DE L'AISNE","679,830 €","207,864 €","FEDER ","PICARDIE","PICARDIE",,"73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Chambre de Metiers de la Somme","Construction d'un centre d'hébergement d'apprentis","11,563,636 €","750,000 €","FEDER ","PICARDIE","PICARDIE",,"73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Chambre de Metiers de la Somme","Pack Logiciels Libres du créateur d'entreprises","240,000 €","120,000 €","FEDER ","PICARDIE","PICARDIE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
