"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"ADIV Association (association pour le développement de l'institut de la viande)","DEMINOV VPC : conduire et diffuser une démarche innovante pour adapter et renforcer le capital humain des PME du secteur viande et produits carnés","283,748 €","101,875 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"AETE - ASSOCIATION EUROPEDITERRANEENNE POUR LE TRAVAIL ET LES ECHANGES","ENTREPRENDRE QUAND MEME","44,750 €","14,750 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",68,"Aide au travail indépendant et à la création d'entreprise"
"AFPA Direction de l'Ingénierie Département Industrie","Industrie citoyenne","148,413 €","81,620 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",73,"Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AFPA Direction de l'Ingénierie Département Industrie","Industrie citoyenne","148,413 €","81,620 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",80,"Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"AGEFAFORIA","Actions de qualification et de requalification des salariés et des demandeurs d'emploi 2009","1,356,623 €","542,649 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"AGEFOS PME","Actions de qualification et de requalification des salariés et des demandeurs d'emploi","23,624,932 €","9,449,973 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"AGEFOS PME","Appui technique au réseau AGEFOS PME dans la mise en oeuvre de la nouvelle programmation 2007-2013","554,510 €","210,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",86,"Evaluation et études; information et communication"
"AGEFOS PME","Extension de l'expérimentation du CTP sur 25 bassins d'emploi","10,700,000 €","5,700,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"Agence de valorisation des initiatives socio-économiques (AVISE)","Appui aux acteurs de l'économie sociale sur l'accès au FSE","142,000 €","80,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",80,"Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Agence de valorisation des initiatives socio-économiques (AVISE)","Appuyer les collectivités territoriales dans leur politique en faveur de lESS - Programme CRess","194,141 €","94,141 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",80,"Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Agence de valorisation des initiatives socio-économiques (AVISE)","Assistance Technique","80,000 €","56,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",85,"Préparation, mise en oeuvre, suivi et inspection "
"Agence de valorisation des initiatives socio-économiques (AVISE)","Assistance technique 2","13,997 €","13,997 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",85,"Préparation, mise en oeuvre, suivi et inspection "
"Agence de valorisation des initiatives socio-économiques (AVISE)","Professionnalisation des acteur de l'ESS - Programme TSF","24,021 €","13,812 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",72,"Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Agence de valorisation des initiatives socio-économiques (AVISE)","Programme Centre ressources pour l'appui aux collectivités territoriales dans leur politique en faveur de l'ESS","155,000 €","35,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",80,"Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Agence de valorisation des initiatives socio-économiques (AVISE)","Programme Dispositif d'accompagnement DLA-C2RA-CNAR","1,000,000 €","450,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",80,"Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Agence de valorisation des initiatives socio-économiques (AVISE)","Programme DLA - Dispositif d'accompagnement DLA-C2RA-CNAR","1,035,260 €","441,109 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",80,"Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Agence de valorisation des initiatives socio-économiques (AVISE)","Programme Entrepreneurs Sociaux","304,000 €","136,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",68,"Aide au travail indépendant et à la création d'entreprise"
"Agence de valorisation des initiatives socio-économiques (AVISE)","Programme Insertion par l'activité économique (IAE)","512,436 €","194,753 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",80,"Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Agence de valorisation des initiatives socio-économiques (AVISE)","Programme Professionnalisation des acteurs de l'ESS - TSF","10,000 €","5,000 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",72,"Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Agence de valorisation des initiatives socio-économiques (AVISE)","Subvention globale de l'agence de valorisation des initiatives socio-économiques (AVISE)","11,570,000 €","4,858,100 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",86,"Evaluation et études; information et communication"
"Agence nationale pour la cohésion sociale et l'égalité des chances (ACSE)","Dispositif de formation des acteurs à la prévention et à la lutte contre les discriminations","2,226,418 €","1,113,209 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",71,"Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Agence nationale pour la cohésion sociale et l'égalité des chances (ACSE)","Dispositif de formation linguistique","49,522,948 €","24,761,474 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",70,"Actions spécifiques pour renforcer la participation des migrants sur le marché du travail..."
"AGROSUP DIJON","Participation d'AGROSUP (ex ENESAD) au programme national d'appui à l'innovation, aux adaptations pédagogiques et à l'ingénierie dans l'enseignement et la formation professionnelle agricoles publics ","1,603,920 €","710,566 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",,
"AGROSUP DIJON","Participation de l'ENESAD/EDUTER  au PNA enseignement agricole","2,568,807 €","1,291,578 €","FONDS SOCIAL EUROPEEN","France",,"Programme opérationnel national Fonds social européen",72,"Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
