"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégorisation","Libellé catégorisation"
"Accueil Garage Insertion du Saumurois","Développement et professionnalisation d'un garage solidaire par l'insertion par l'économique",193993,89700,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","MAINE-ET-LOIRE / SAUMUR / SAUMUR / SAUMUR","Programme opérationnel national Fonds social européen","80","Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"Actual Interim Insertion (A2I)","Accompagnement des bénéficiares du RSA vers l'emploi durable dans l'entreprise d'intérim d'insertion vers l'emploi durable",70499.25,25874.25,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","SARTHE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Actual Interim Insertion (A2I)","Actions d'accompagnement socio-professionnel",70499.74,27499.74,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","SARTHE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADASEA de la Sarthe","Animation Docob osmoderma foret de perseigne",90000,45000,"FEDER ","PAYS DE LA LOIRE","SARTHE","Programme opérationnel FEDER - 2007/2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"ADC propreté","Aide aux postes en entreprise d'insertion",755118,377559,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADELIS","Accompagnement",15850,15850,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADELIS","Accompagnement",94715,94715,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADELIS","Formation",8490,6800,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADELIS","Intégration",96237,96237,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADELIS","Intégration à l'emploi - Challenge emploi",22383,20923,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ADIPH Espaces Verts (AEV)","Aide aux postes en entreprise d'insertion",271068,135534,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFIIG - CFA de l'imprimerie","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008 - AFIIG (Métiers de l'Imprimerie)",135124.82,60806.17,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AFIIG - CFA de l'imprimerie","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 - AFIIG (Métiers de l'Imprimerie)",87754.32,39489.44,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AFORBAT 49","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008 - AFORBAT 49",742286.88,334029.1,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","MAINE-ET-LOIRE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AFORBAT 49","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 - AFORBAT 49",341625,153731.25,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","MAINE-ET-LOIRE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AFORBAT-VENDEE","Mise en oeuvre du projet de Centre de formation d'apprentis-AFORBAT 85 en 2007-2008",829624.03,373330.81,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","VENDEE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AFORBAT-VENDEE","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 -AFORBAT 85",419704,188866.8,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","VENDEE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AFPI","Mise en oeuvre du projet de Centre de formation d'apprentis - AFPI Pays de la Loire",530067.48,238530.37,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AFPI","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 - AFPI Pays de la Loire",452544.49,203645.02,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"AGEFOS PME PAYS DE LA LOIRE/ POITOU CHARENTES","2008-2009 Assistance technique PL",26140,18298,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS PME PAYS DE LA LOIRE/ POITOU CHARENTES","2008-2009 Pass Formation PL",450000,202500,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AGEFOS PME PAYS DE LA LOIRE/ POITOU CHARENTES","SUBVENTION GLOBALE OPCA AGEFOS PME",1510140,686098,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","86","Evaluation et études; information et communication"
"AGIREC","Aide aux postes en entreprise d'insertion",77448,38724,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AIDE","Appui à la mise en oeuvre du PLIE de Saumur",1492616,746294,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","86","Evaluation et études; information et communication"
"ALEC Formation","ALEC : Atlier de préparation au retour à l'emploi",11091.32,6591.32,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE / SAINT-NAZAIRE / SAINT-NAZAIRE / SAINT-NAZAIRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Alise Ateliers","Aide aux postes en entreprise d'insertion",212982,106491,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Angers Loire Métropole","Antenne angevine Est de la Loire à Vélo",1637056.68,409264.17,"FEDER ","PAYS DE LA LOIRE","Multilocalisation","Programme opérationnel FEDER - 2007/2013","52","Promotion de transports urbains propres"
"Angers Loire Métropole","Appui à la mise en oeuvre du PLIE d'Angers Loire Métropole",3643937,1593084,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","86","Evaluation et études; information et communication"
"Angers Loire Métropole","Basses vallées angevines - Animation Natura 2000 et agro-environnementale (2008-2010)",120000,60000,"FEDER ","PAYS DE LA LOIRE","Multilocalisation","Programme opérationnel FEDER - 2007/2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Angers Loire Métropole","BILAN CARBONE D'ANGERS LOIRE METROPOLE : diagnostic des émissions de gaz à effets de serre",47403.1,14220.93,"FEDER ","PAYS DE LA LOIRE","MAINE-ET-LOIRE","Programme opérationnel FEDER - 2007/2013","43","Efficacité énergétique, cogénération, gestion de l'énergie"
"Angers Loire Métropole","Friches industrielles de Trélazé : création d'un parc public - Phase 1",389641.3,97410.32,"FEDER ","PAYS DE LA LOIRE","Multilocalisation","Programme opérationnel FEDER - 2007/2013","50","Réhabilitation de sites industriels et de sols contaminés"
"Angers Technopole Promotion","Développer et renforcer l'ingénierie de projets innovants en Anjou (année 2008/2009)",108660,32304,"FEDER ","PAYS DE LA LOIRE","MAINE-ET-LOIRE","Programme opérationnel FEDER - 2007/2013","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"Antoine THAREAU","Installation photovoltaïque pour production d'électricité",115064.56,21000,"FEDER ","PAYS DE LA LOIRE","MAINE-ET-LOIRE / SEGRE / CANDE / FREIGNE","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"APIE Association Professionnelle d'Insertion par l'Economique","APIE chantier d'insertion",182012.29,27943.66,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE / SAINT-NAZAIRE / SAINT-NAZAIRE / SAINT-NAZAIRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ARBRES","Insertion professionnelle",214158.3,9750,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASPIRE","Aide aux postes en entreprise d'insertion",65195,19362,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association BOCAINSERT","Aide aux postes en entreprise d'insertion",135534,67767,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association de gestion d'actions de formation et d'insertion (AGAFI)","Accompagnement socio-professionnel vers et dans l'emploi",150000,75000,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","SARTHE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association de gestion d'actions de formation et d'insertion (AGAFI)","Accompagnement socioprofessionnel vers et dans l'emploi",150000,75000,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","SARTHE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Départementale pour la Danse et la Musique de Maine-et Loire","Insertion professionnelle de demandeurs d'emploi formulant un projet artistique (Danse et Musique)",120413,42000,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","MAINE-ET-LOIRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association des assises nationales des déchets","Assises nationales des déchets",216523.33,64957,"FEDER ","PAYS DE LA LOIRE",,"Programme opérationnel FEDER - 2007/2013","43","Efficacité énergétique, cogénération, gestion de l'énergie"
"Association du CFA des Maisons Familiales Rurales de Vendée","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008 - MFR 85",474427.56,213492.4,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","VENDEE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association du CFA des Maisons Familiales Rurales de Vendée","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 - MFR 85",494303.78,222436.7,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","VENDEE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association Formation Professionnelle Bâtiment Travaux Publics 44","Mise en oeuvre du projet de Centre de formation des apprentis - AFBTP44 en 2007-2008",715575,322008.75,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association Formation Professionnelle Bâtiment Travaux Publics 44","Mise en oeuvre du projet de Centre de formation des apprentis en 2009 - AFBTP 44",484996.13,218248.26,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association Institution technique St Julien La Baronnerie","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008- La Baronnerie",87228.28,39252.73,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association Institution technique St Julien La Baronnerie","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 - La Baronnerie EC 49",60247.02,27111.16,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association intermédiaire CAAP OUEST","Accompagnement",6683.62,6192,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Maison de l'Emploi de la Métropole Nantaise","Appui à la mise en oeuvre du PLIE (subvention  globale)",7486186,3743093,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","86","Evaluation et études; information et communication"
"Association Maison de l'Emploi de la Métropole Nantaise","Assistance technique",109560,54780,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Maison de l'Emploi de la Métropole Nantaise","Structure animation et gestion",266888,206668,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Maison de l'Emploi de la Métropole Nantaise","Structure d'animation et gestion",20420.46,20420.46,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Nantaise d'Education et d'Enseignement ","Mise en oeuvre du projet de Centre de Formation d'apprentis en 2009 - ANEE",10973,4937.85,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association Nantaise d'Education et d'Enseignement ","Mise en oeuvre du projet de Centre de Formation d'apprentissage en 2007-2008 -ANEE",14166.8,6375.06,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"association ouvriere des compagnons du devoir ","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008 - Compagnons du devoir ",51626.82,23232.07,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"association ouvriere des compagnons du devoir ","mise en oeuvre du projet de Centre de formation d'apprentis  en 2009 - Compagnons du devoir ",44703,20116.35,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","MAINE-ET-LOIRE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association Permanence d'Accueil, d'Information et d'Orientation du Bocage Sabolien","Améliorer l'accès au marché du travail des jeunes de bas niveau de qualification par un renfocement ",110307,29853,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"Association pour la Formation Professionnelle dans le Bâtiment et les Travaux Publics de la Sarthe","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008 - AFORPROBAT 72",368735.82,165931.12,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","SARTHE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association pour la Formation Professionnelle dans le Bâtiment et les Travaux Publics de la Sarthe","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 - AFORPROBAT 72 ",221084,99487.8,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","SARTHE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association pour la Formation Professionnelle dans les Industries de l'Ameublement Ouest (AFPIA Ouest)","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008 - AFPIA Ouest",78770.58,35446.76,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association pour la Formation Professionnelle dans les Industries de l'Ameublement Ouest (AFPIA Ouest)","Mise en oeuvre du projet de Centre de formation d'apprentis en 2009 - AFPIA Ouest",44512.6,20030.67,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association pour la mission locale du vignoble nantais","Accompagnement renforcé de jeunes de bas niveau de qualification",97167,16979,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"Association pour le développement de la formation dans le transport","Mise en oeuvre du projet de Centre de formation d'apprentis-AFT-CFATL",10494.44,4722.5,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association pour le développement de la formation dans le transport","Mise en oeuvre du projet de Centre de formation d'apprentis en 2007-2008-AFT-CFATL ",16265.91,7319.66,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"Association pour le Développement du Bassin Versant de la Baie de Bourgneuf","Animation Natura 2000",90000,45000,"FEDER ","PAYS DE LA LOIRE","VENDEE / LES SABLES-D'OLONNE / NOIRMOUTIER-EN-L'ILE / BARBATRE","Programme opérationnel FEDER - 2007/2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"ASSOCIATION POUR L'EMPLOI ET L'INSERTION DE LA COMMUNAUTE URBAINE DE NANTES","Structure d'animation et gestion",9049.43,9049.43,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION POUR LES TRANSFERTS DE TECHNOLOGIES DU MANS - CTTM","Développer les forces technologiques du CTTM - dossier 2007-2008",4242047.03,1060511.76,"FEDER ","PAYS DE LA LOIRE","SARTHE / LE MANS / MANS","Programme opérationnel FEDER - 2007/2013","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ASSOCIATION POUR LES TRANSFERTS DE TECHNOLOGIES DU MANS - CTTM","Projet AEREDECO  - recyclage des composites aéronautiques",197040,9852,"FEDER ","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel FEDER - 2007/2013","1","Activités R&DT dans centres de recherche"
"Association pour l'Insertion par le Vêtement","Aide aux postes en entreprise d'insertion",135534,67767,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association  Réussir le plan yonnais d'insertion par l'économique ","Appui à la mise en oeuvre du PLIE (subvention globale)",1338902,656684,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","86","Evaluation et études; information et communication"
"Association ségréenne pour l'insertion des jeunes (PAIO du ségréen)","Accompagnement renforcé des jeunes de bas niveau de qualification",78226,14861,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"ATAO","Insertion professionnelle",342276.54,20103,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ATLANPOLE","CEEi hors et post incubation 2007",486190,145857,"FEDER ","PAYS DE LA LOIRE",,"Programme opérationnel FEDER - 2007/2013","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ATLANPOLE","CEEi hors et post incubation 2008",497315,149000,"FEDER ","PAYS DE LA LOIRE",,"Programme opérationnel FEDER - 2007/2013","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ATLANPOLE","Incubateur 2007",825000,247500,"FEDER ","PAYS DE LA LOIRE",,"Programme opérationnel FEDER - 2007/2013","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ATLANPOLE","Incubateur 2008",822190,246000,"FEDER ","PAYS DE LA LOIRE",,"Programme opérationnel FEDER - 2007/2013","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ATLANPOLE","Pôle Atlantic Biothérapies: Développement biothérapies 2008",432700,108175,"FEDER ","PAYS DE LA LOIRE","Multilocalisation","Programme opérationnel FEDER - 2007/2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ATLANPOLE","Pôle Atlantic Biothérapies: Développement biothérapies 2009",583730,145932,"FEDER ","PAYS DE LA LOIRE","Multilocalisation","Programme opérationnel FEDER - 2007/2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ATLANPOLE","Recherche collaborative 2007",200566.67,48341.5,"FEDER ","PAYS DE LA LOIRE",,"Programme opérationnel FEDER - 2007/2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ATLANPOLE","Recherche collaborative 2008",212320,53000,"FEDER ","PAYS DE LA LOIRE",,"Programme opérationnel FEDER - 2007/2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"A'TOUT'MENAGE","Aide aux poste en entreprise d'insertion",183940,91970,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BARREAU Frédéric","Installation de panneaux photovoltaïque",84584.85,21000,"FEDER ","PAYS DE LA LOIRE","VENDEE / LA ROCHE-SUR-YON / MORTAGNE-SUR-SEVRE / SAINT-AUBIN-DES-ORMEAUX","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BATISPIRE","Aide aux postes en entreprise d'insertion",106491,53245.5,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Bernard Morantin","Installation photovoltaïque pour production d'électricité",59988.1,12717.37,"FEDER ","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE / SAINT-NAZAIRE / PORNIC / PORNIC","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BIDON Claude","Installation photovoltaïque pour production d'électricité",44854.5,8968.5,"FEDER ","PAYS DE LA LOIRE","SARTHE / LE MANS / CONLIE / TENNIE","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BIOGASYL","Mise en oeuvre d'une unité de méthanisation à partir de déchets agricoles et agro industriels sur le",1916700,423350,"FEDER ","PAYS DE LA LOIRE","VENDEE / LA ROCHE-SUR-YON / HERBIERS / LES HERBIERS","Programme opérationnel FEDER - 2007/2013","41","Energie renouvelable: biomasse"
"BOCAINSERT SERVICE","Aide aux postes en entreprise d'insertion",62927,31463.5,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BOISARD Didier","Installation photovoltaïque pour production d'électricité",49480.25,5973.7,"FEDER ","PAYS DE LA LOIRE","SARTHE / LA FLECHE / MALICORNE-SUR-SARTHE / COURCELLES-LA-FORET","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BOUTTIER Nicolas","Installation photovoltaïque pour production d'électricité",49467.22,5070.05,"FEDER ","PAYS DE LA LOIRE","SARTHE / MAMERS / FRESNAYE-SUR-CHEDOUET / AILLIERES-BEAUVOIR","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BRAULT Didier","Installation photovoltaïque pour production d'électricité",112443.91,21000,"FEDER ","PAYS DE LA LOIRE","SARTHE / LA FLECHE / MALICORNE-SUR-SARTHE / NOYEN-SUR-SARTHE","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BRETAUD ENERGIES RENOUVELABLES","Installation photovoltaïque d'une puissance de 24 kWc pour la production d'électricité intégralement injectée sur le réseau de distribution de l'électricité",81127.24,16221.45,"FEDER ","PAYS DE LA LOIRE","VENDEE / LA ROCHE-SUR-YON / MONTAIGU / TREIZE-SEPTIERS","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BROSSIER Michel","Installation photovoltaïque pour production d'électricité",44830.92,5855.46,"FEDER ","PAYS DE LA LOIRE","MAINE-ET-LOIRE / SAUMUR / VIHIERS / VIHIERS","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"BROUSSARD Jean-Louis","Installation photovoltaïque pour production d'électricité",79061.84,16592.37,"FEDER ","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE / ANCENIS / RIAILLE / PANNECE","Programme opérationnel FEDER - 2007/2013","40","Energie renouvelable: én. solaire"
"Carbur'emploi","Pôle ressources mobilité",35848.1,16049.05,"FONDS SOCIAL EUROPEEN","PAYS DE LA LOIRE","SARTHE / LE MANS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
