"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"A.D.E.R. AIDE A LA MOBILITE","Action DROM'ADER 2008","3,938 €","3,938 €","FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.E.R. AIDE A LA MOBILITE","Action DROM'ADER 2009","6,500 €","6,500 €","FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.E.R. AIDE A LA MOBILITE","Action mobilité","22,867 €","7,875 €","FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.D.E.R. AIDE A LA MOBILITE","Action mobilité Dom'Ader 2010","5,500 €",,"FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFPA","Fonds Local Formation 2010 : CACES R372M Engins de chantier catégorie 1  ",225 €,,"FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFT FC","Fonds Local Formation 2008 : Cariste plus + CACES 3 et 5",347 €,347 €,"FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFT FC","Fonds Local Formation 2008 : Formation initiale de base transports de matières dangereuses",250 €,250 €,"FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AFT FC","Fonds Local Formation 2008 : Formation initiale de base transports de matières dangereuses",300 €,300 €,"FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AIADPA","Aide aux postes d'une entreprise d'insertion de Corrèze","87,129 €","38,724 €","FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ANPE - DIRECTION REGIONALE DU LIMOUSIN","Accompagnement des DELD 2008","25,401 €","25,401 €","FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
