"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"CONSEIL REGIONAL DE LA GUADELOUPE","dipôme d'Etat d'auxiliaire de vie (DEAVS) / 716-13","88,842 €","75,516 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BASSE-TERRE / PETIT-BOURG","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","accompagnement à la création d'activités : services à la personne / 800-3","48,998 €","41,649 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BASSE-TERRE / SAINTE-ROSE","Programme Opérationnel FSE 2007-2013","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"CONSEIL REGIONAL DE LA GUADELOUPE","Brevet capitaine 200 / capitaine 200 voile / capitaine 200 pêche + module 1,2,3 / 702-2","143,174 €","121,698 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BASSE-TERRE / SAINTE-ROSE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Brevet d'études professionnelles agroéquipement / 701-3","88,060 €","74,851 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BASSE-TERRE / SAINTE-ROSE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","programme régional d'apprentissage FDMFR 2007-2008 / CAP maintenance des bâtiments de collectivité","29,075 €","22,242 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BASSE-TERRE / SAINTE-ROSE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","REMISE A NIVEAU - SECTEUR SANITAIRE ET SOCIAL 816-14","22,034 €","18,729 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BASSE-TERRE / SAINTE-ROSE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CARIF-OREF Guadeloupe - Maison Régionale de la Formation et de l'Emploi","ACTIVITES DU CARIF OREF 2008","600,000 €","300,000 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BASSE-TERRE 1ER CANTON","Programme Opérationnel FSE 2007-2013","65","Modernisation et renforcement des institutions du marché du travail"
"CONSEIL REGIONAL DE LA GUADELOUPE","Diplôme d'état d'auxiliaire de vie sociale (D.E.A.V.S) / 716-12","98,728 €","83,919 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / BOUILLANTE / BOUILLANTE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CFA DE L'OGEC JEAN BELLOC","LUTTE CONTRE L'ILLETTRISME 2008 - 2009","82,500 €","49,500 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / GOURBEYRE / GOURBEYRE","Programme Opérationnel FSE 2007-2013","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CONSEIL REGIONAL DE LA GUADELOUPE","brevet de capitaine 500 / 702-14","67,124 €","57,055 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / GOURBEYRE / GOURBEYRE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
