"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégorisation","Libellé catégorisation"
"ARFOBAT","EDEC secteur BTP 2008",481600,269696,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FSE 2007-2013 - ILE DE LA REUNION","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"ARIANE FORMATION","PLIE SAINT DENIS 2008",41488.31,29041.82,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FSE 2007-2013 - ILE DE LA REUNION","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ARISTANGELE Didier","Aide aux investissements des entreprises industrielles et artisanales",47060,8470.8,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"ART DE FER","Acquisition de matériels de production",63687.86,15285.08,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"ARTIC","EmissionsTV : l'ARTIC PRATIC II",177650,79942.5,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","15","Autres mesures pour améliorer l'accès et l'utilisation efficace des TIC par les PME"
"ARTIC","Forum TIC 2007",65903,,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"ARVISE","Santé et sécurité du travail 2009",36591.96,25614.37,"FONDS SOCIAL EUROPEEN","REUNION","REUNION","PO FSE 2007-2013 - ILE DE LA REUNION","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"ARVISE","Service à la personne - Programme 2009",48184.44,33729.11,"FONDS SOCIAL EUROPEEN","REUNION","REUNION","PO FSE 2007-2013 - ILE DE LA REUNION","64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","Formation initiale aux métiers de la mer - Programme 2007",740000,518000,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","Formation initiale aux métiers de la mer - Programme 2008",747142.86,523000,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","Formation initiale maritime 2009",700000,490000,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME COMPLEMENTAIRE PECHE 2007 FORMATION A L4ENSEIGNEMENT MEDICAL II",6718.4,2766.4,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- BREVET DE COMMANDEMENT- ENSEIGNEMENT PECHE",7631.3,3142.3,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- BREVET DE COMMANDEMENT ENSEIGNEMENT PONT et CRO",100289.8,41295.8,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- BREVET DE COMMANDEMENT MODULE 5- VOILE",57058.8,23494.8,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- BREVET DE COMMANDEMENT : PERMIS DE CONDUIRE LES MOTEURS MARINS",28306.7,11655.7,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- CERTIFICAT D'APTITUDE AU COMMANDEMENT A LA PETITE PECHE- 1ère session",35535.1,14632.1,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- CERTIFICAT D'APTITUDE AU COMMANDEMENT A LA PETITE PECHE - 2EME SESSION",35535.1,14632.1,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- CERTIFICAT D'APTITUDE AU COMMANDEMENT A LA PETITE PECHE- 3EME SESSION",35535.1,14632.1,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007 CERTIFICAT D'APTITUDE AU COMMANDEMENT A LA PETITE PECHE- 4EME SESSION",32135.1,13232.1,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Association de Gérance de l'Ecole  Maritime Aquacole de la Réunion","PROGRAMME PECHE 2007- FORMATION DE BASE A LA SECURITE",34385.9,14158.9,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"ASSOCIATION DE GESTION DE MANIFESTATIONS (A.G.E.M.A.)","Mise en réseau et développement de la pratique dansée du Hip Hop",103680,77760,"FEDER ","REUNION","REUNION","PO CTE OCEAN INDIEN 2007-2013","60","Autres aides à l'amélioration des services culturels"
"ASSOCIATION DE GESTION DU SECHOIR","Jumelage du Festival Leu Tempo Festival 2009 avec le festival Zegny-zo de Diego Suarez",19090,14317.5,"FEDER ","Multiregion","Multilocalisation","PO CTE OCEAN INDIEN 2007-2013","60","Autres aides à l'amélioration des services culturels"
"ASSOCIATION DEVELOPPEMENT RURAL REUNION (AD2R)","Accueil, accompagnement et suivi des porteurs de projets économiques 2008",288316,201821.2,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","68","Aide au travail indépendant et à la création d'entreprise"
"ASSOCIATION DOMAINE DES TOURELLES","Programmes d'actions 2008",75781.77,45469.06,"FEDER ","REUNION","REUNION / SAINT-BENOIT / LA PLAINE-DES-PALMISTES","PO FEDER 2007-2013 - ILE DE LA REUNION","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"ASSOCIATION HISTORUN","Commémoration de la route des engagés indiens Pondichéry 2010",56760.99,42570.74,"FEDER ","099","HORS FRANCE","PO CTE OCEAN INDIEN 2007-2013","60","Autres aides à l'amélioration des services culturels"
"Association Objectif 974","Formation aux métiers de patrimoine",156037.56,64250.76,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Association Objectif 974","Remise à niveau préparation à la qualification CACES 1 et 8",129992.88,53526.48,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Association pour la promotion de la Facultédes Autodidactes et des cadres AP/FAC","Agir pour la professionnalation - Programme 2008",122770.24,85939.17,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FSE 2007-2013 - ILE DE LA REUNION","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"ASSOCIATION POUR LE DEVELOPPEMENT INDUSTRIEL DE LA REUNION (ADIR)","les nouveaux défis 2007",215110.67,96799.8,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"ASSOCIATION POUR LE DEVELOPPEMENT INDUSTRIEL DE LA REUNION (ADIR)","Les nouveaux défis, saison 2008",221002.32,99451.04,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"ASSOCIATION POUR LE DEVELOPPEMENT INDUSTRIEL DE LA REUNION (ADIR)","Mise en oeuvre d'une démarche de maîtrise des flux de production (supply chain management)",195700,88065,"FEDER ","REUNION","REUNION","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"ASSOCIATION POUR LE DEVELOPPEMENT INDUSTRIEL DE LA REUNION (ADIR)","Mise en oeuvre d'un programme d'actions énergie déchets",206944,49666.56,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"Association Réunion Active","Expertise, financement et suivi post création de projets de développement par l'activité économique 2008",143000,100100,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","68","Aide au travail indépendant et à la création d'entreprise"
"Association Réunionnaise d'Education Populaire - AREP","dispositif APP programme 2008",144166.01,100916.21,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Etude sur les modalités d'usages partagés du centre multimédia du PTU par l'université et les entreprises du secteur multimédia",16000,8400,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","15","Autres mesures pour améliorer l'accès et l'utilisation efficace des TIC par les PME"
"ASSOCIATION TECHNOPOLE DE LA REUNION","Incubateur régional de la Réunion - Mise en place du projet GEORUN",73849,44309.4,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Incubateur Régional de La Réunion. Mise en place du projet RUNTEK",78605.75,47163.45,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en oeuvre du projet  La Réunion Virtuelle ",60487.49,36292.49,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en place du projet BABOUKWEB",75877.29,45526.37,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en place du projet  « DIET SET»",66198.19,39718.91,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en place du projet    Extraits de Bourbon ",72401.65,43440.99,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en place du projet  « HYDROLIAS  GERANIUM»",79385.66,47631.4,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en place du projet REUNIMER",74913.14,44947.88,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en place du projet  « SOLEIL CREOLE»",40432.12,24259.27,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Mise en place du projet « SYNAPTIC»",51842.84,31105.7,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ASSOCIATION TECHNOPOLE DE LA REUNION","Programmes d'actions 2008",200000,120000,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","3","Transfert de technologie et amélioration des réseaux de coopération..."
"ATELIER DE NORMANDIE","Acquisition de matériels de production, de manutention, de stockage",179341.94,32281.55,"FEDER ","REUNION","REUNION / SAINT-PAUL / L' ETANG-SALE / L' ETANG-SALE","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"BATAILLE ERIC","Aide aux investissements des entreprises industrielles et artisanales",26507.1,6361.7,"FEDER ","REUNION","REUNION / SAINT-PAUL / SAINT-PAUL / SAINT-PAUL","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"BEE TECHNOLOGY","Création d'une activité Télécom",154000,46200,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"BINARYSEC","Architecture de production et de recherche et développement à Saint-Pierre",57898,17369.4,"FEDER ","REUNION","REUNION / SAINT-PIERRE / SAINT-PIERRE / SAINT-PIERRE","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"Bonbon Piment","PLIE SAINT DENIS 2008",33797.2,23658.04,"FONDS SOCIAL EUROPEEN","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / SAINT-DENIS","PO FSE 2007-2013 - ILE DE LA REUNION","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BOUCHERIE ALAGAMA","Acquisition de matériels de production",124669,29920.56,"FEDER ","REUNION","REUNION","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"BOUCHERIE CHARCUTERIE CHEZ JEAN CLAUDE","Aide aux investissements des entreprises industrielles et artisanales",311626.96,,"FEDER ","REUNION","REUNION / SAINT-BENOIT / SAINT-BENOIT / SAINT-ANDRE","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"BOUGRAT Guillaume","Aide aux investissements des entreprises industrielles et artisanales",36169,8680.56,"FEDER ","REUNION","REUNION","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"BOURBON AGENCEMENT MOBILIER BOIS (BAMB)","Recrutement d'un directeur commercial",60000,,"FEDER ","REUNION","REUNION / SAINT-DENIS / SAINT-DENIS / LE PORT","PO FEDER 2007-2013 - ILE DE LA REUNION","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Boutique de gestion ADEL NORD","Accueil et accompagnement des porteurs de projets à la création d'entreprises 2008",383145,268202,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","68","Aide au travail indépendant et à la création d'entreprise"
"BRGM","MVTERRE 2 : détection, suivi et modélisation des mouvements de terrain de grande ampleur dans les cirques de la Réunion",799798,468039.3,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","53","Prévention des risques (...)"
"CALL EXPERT OCEAN INDIEN","Implantation d'un centre de relation client Multimédia",164422.2,49326.66,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"CAPITONNAGE DU NORD","Aides aux investissements des entreprises industrielles et artisanales ",12957,3109.68,"FEDER ","REUNION","REUNION / SAINT-DENIS","PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"CARIF OREF","Mission d'appui à la prévention et à la lutte contre l'illettrisme (MAPLCI)",159085.33,111359.73,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CARIF OREF","Mission d'appui à la prévention et à la lutte contre l'illettrisme (MAPLI) 2009",182499.99,127749.99,"FONDS SOCIAL EUROPEEN","REUNION","REUNION","PO FSE 2007-2013 - ILE DE LA REUNION","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CARIF OREF","Missions de base - Programme d'actions 2008",1624683.58,1137278.52,"FONDS SOCIAL EUROPEEN","REUNION",,"PO FSE 2007-2013 - ILE DE LA REUNION","64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"CARIF OREF","Missions de bases - Programme 2009",768028.83,537620.18,"FONDS SOCIAL EUROPEEN","REUNION","REUNION","PO FSE 2007-2013 - ILE DE LA REUNION","64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"CARTONNERIE DE LA REUNION","Acheminement des intrants productifs pour l'exercice 2008",195725.31,97862.65,"FEDER ","REUNION","REUNION / SAINT-PIERRE","PO FEDER 2007-2013 - ILE DE LA REUNION","82","Compensation des surcoûts liés au déficit d'accessibilité et à la fragmentation territoriale"
"CAUE - CONSEIL ARCHITECTURE URBANISME ENVIRONNEMENT","Mise en place d'un centre de ressources régional  qualité environnementale du cadre bâti ",190000,90000,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","8","Autres investissements en entreprises"
"CCSTIR","Programme d'actions 2008 du CCSTIR",274378.55,164627.13,"FEDER ","REUNION",,"PO FEDER 2007-2013 - ILE DE LA REUNION","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
