"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"Commune de Grand-Charmont","Préparation au changement d'usage du site de l'ancienne annexe de l'hôpital de Grand-Charmont","234,410 €","82,043 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"COMMUNE DU LAC DES ROUGES TRUITES","Rénovation du Chalet du Bugnon sur la commune de Lac des Rouges Truites","1,020,507 €","197,204 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"57","Autres outils d'amélioration des services touristiques"
"CONSEIL GENERAL DE HAUTE-SAONE (CG70)","Amélioration de la couverture du territoire en haut débit (tranche 1)","750,000 €","300,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"10","Infrastructures téléphoniques (y compris réseaux haut débit)"
"CONSEIL GENERAL DE HAUTE-SAONE (CG70)","Amélioration de la couverture du territoire en haut débit (tranche 2)","520,000 €","208,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"10","Infrastructures téléphoniques (y compris réseaux haut débit)"
"CONSEIL GENERAL DU DOUBS (CG25)","Aménagement du site de la source de la Loue","1,105,000 €","221,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"57","Autres outils d'amélioration des services touristiques"
"CONSEIL GENERAL DU JURA (CG39)","Aménagement foncier agricole et forestier de la rive droite de la zone pilote Loue (Belmont et La Loye) ","405,580 €","162,232 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"53","Prévention des risques (...)"
"CONSEIL GENERAL DU JURA (CG39)","Réseau haut débit du département du Jura (secteur bas Jura / 2008-2009)","13,762,924 €","1,500,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"10","Infrastructures téléphoniques (y compris réseaux haut débit)"
"CONSEIL GENERAL DU TERRITOIRE DE BELFORT (CG90)","Programme de sensibilisation à la biodiversité","756,762 €","378,381 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"54","Autres mesures pour protéger l'environnement et prévenir les risques"
"CONSEIL GENERAL DU TERRITOIRE DE BELFORT (CG90)","Réalisation d'un modèle physique des prises d'eau des bassins de rétention de la Savoureuse, dans le","149,930 €","74,965 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"53","Prévention des risques (...)"
"CONSEIL GENERAL DU TERRITOIRE DE BELFORT (CG90)","Réaménagement du site départemental du Malsaucy","1,143,000 €","400,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"CONSEIL GENERAL DU TERRITOIRE DE BELFORT (CG90)","Requalification urbaine des Boulevards Kennedy et Anatole France à Belfort - 3ème tranche","1,812,514 €","600,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"CONSEIL REGIONAL DE FRANCHE-COMTE","Extension du hall d'agroéquipement dui LEGTA Munier de Vesoul","1,355,385 €","542,154 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"CONSEIL REGIONAL DE FRANCHE-COMTE","Portail régional innovation","925,000 €","406,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CONSEIL REGIONAL DE FRANCHE-COMTE","TEMIS SCIENCES - Tranche 1 Etudes maîtrise d'oeuvre jusqu'à l'avant projet détaillé","1,284,592 €","642,296 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"CONSERVATOIRE BOTANIQUE DE FRANCHE-COMTE","Améliorer la connaissance et évaluer les habitats semi-naturels de franche-comté (2ème phase)","57,167 €","22,866 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"CONSERVATOIRE BOTANIQUE DE FRANCHE-COMTE","CBFC- Alimenter la plateforme environnementale pour la flore- programme 2009","56,712 €","22,101 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"CONSERVATOIRE BOTANIQUE DE FRANCHE-COMTE","Participer à la plateforme environnementale pour la flore et actualiser les outils de la bioévaluation - Programme 2008","60,883 €","24,353 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"CONSERVATOIRE BOTANIQUE DE FRANCHE-COMTE","Réaliser et mettre en oeuvre le plzn de conservation partenarial des espèces les plus menacées - Programme 2009","72,639 €","25,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"CONSERVATOIRE BOTANIQUE DE FRANCHE-COMTE","Réaliser et mettre en uvre le plan de conservation partenarial des espèces les plus menacées ... ","64,768 €","25,907 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Coopérative d'élevage et d'insémination animale Doubs et Territoire de Belfort","Création du premier laboratoire français de sexage de la semence bovine","525,000 €","105,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"CPIE DU HAUT-DOUBS","Concertation pour et par l'environnement dans les quartiers urbains et périurbains d'habitat social en Franche-Comté","58,850 €","27,410 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"54","Autres mesures pour protéger l'environnement et prévenir les risques"
"CPIE DU HAUT-DOUBS","Réalisation d'une bande dessinée sur les alpages de la Montagne Jurassienne","46,230 €","23,001 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"54","Autres mesures pour protéger l'environnement et prévenir les risques"
"CPIE DU HAUT-JURA","Organisation des 2èmes Assises régionales en Franche-Comté de l'Education à l'Environnement vers un développement durable","42,700 €","14,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"CRE ENTREPRENDRE INITIATIVE","améliorer l'accompagnement des entreprises en suivi post-création","76,214 €","26,530 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET DES MICROTECHNIQUES (ENSMM)","CON-PRO-MI","820,000 €","410,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"1","Activités R&DT dans centres de recherche"
"ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET DES MICROTECHNIQUES (ENSMM)","NEW PIM","700,000 €","279,855 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ENTREPRISE GIRARD TRAVAUX FORESTIERS","Projet d'aire de stockage de bois déchiqueté","239,301 €","23,930 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"41","Energie renouvelable: biomasse"
"ETABLISSEMENT FRANCAIS DU SANG BOURGOGNE FRANCHE-COMTE","Institut de Bio-Ingénierie de Franche-Comté : Nano et Microtechnologies pour la qualification de produits biologiques ","2,943,400 €","1,341,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"1","Activités R&DT dans centres de recherche"
"Etablissement Public Territorial du Bassin Saône et Doubs","Animation de l'Observatoire des inondations du Doubs","113,000 €","56,500 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"53","Prévention des risques (...)"
"Etablissement Public Territorial du Bassin Saône et Doubs","Création d'un Site Internet de l'Observatoire des Innondations du Doubs","50,997 €","15,000 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"53","Prévention des risques (...)"
"EUROFEN","DEVELOPPEMENT SUR LE SITE DE CHAMPAGNOLE (EUROFEN)","1,617,195 €","161,719 €","FEDER ","FRANCHE-COMTE","FRANCHE-COMTE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
