"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégorisation","Libellé catégorisation"
"Agence Régionale de l'Environnement de Haute-Normandie AREHN","Edition scientifique sur la biodiversité Atlas des papillons de Normandie",42546.54,27900,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Agence Régionale de l'Environnement de Haute-Normandie AREHN","Education à l'environnement et au développement durable",450326,225163,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Agence Régionale de l'Environnement de Haute-Normandie AREHN","Programme d'information et de sensibilisation à l'environnement et au développement durable",436837.2,218418.6,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Agence Régionale de l'Environnement de Haute-Normandie AREHN","Réalisation du Bilan Carbone des établissements d'enseignement",108400,54200,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"AGIR EN BRAY","ASPRAI",23651.98,11500,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGRINOVATECH","Cellule de transfert de technologie de l'ESITPA",544395,196849,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"AGRO HALL","Etude des Impacts du mode de transmission de l'énergie de technologies de décontamination (anciennes et innovantes) sur la destruction de microorganismes et de composés toxiques",583668.96,230558.17,"FEDER ","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Objectif  compétitivité régionale et emploi  2007-2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"AHAPS","CHANTIER D'INSERTION PEINTURE RENOVATION",283773.29,55400,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / LE HAVRE / HAVRE / LE HAVRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ALFA FORMATION","Atelier de pédagogie personnalisée : antenne de Gaillon",12200,6100,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE","Programme opérationnel national Fonds social européen",,
"A.L.P.I","ATELIER CHANTIER INSERTION",41415,20708,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / CORMEILLES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.L.P.I","ATELIER CHANTIER INSERTION",41416,20708,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / CORMEILLES / CORMEILLES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ANPE","accompagnement individualisé des bénéficiaires du PLIE",31625.6,30000,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ANPE","accompagnement individualisé des bénéficiaires du PLIE par un conseiller Pôle Emploi",34248.6,34248.6,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"APEF ( A TOUT' VAPEUR)","ATELIER CHANTIER D INSERTION",56475,28237,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"APEF ( A TOUT' VAPEUR)","ATELIER CHANTIER INSERTION",45180,22590,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"APMAR","ENVOL",379630,187013.5,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASICEN","MISE EN OEUVRE DU BILAN CARBONE EN ENTREPRISE",570379,72849,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"ASSELIN-THIBEAU","Développement d'un nouvel étaleur nappeur à haute vitesse d'entrée, permettant d'améliorer la résistance et l'isotropie des nappes en sortie de machines.",891190,100000,"FEDER ","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / ELBEUF / ELBEUF","Objectif  compétitivité régionale et emploi  2007-2013","6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"association BATI'TOIT","CHANTIER D'INSERTION ATELIER DE MAISON A OSSATURE BOIS",199520,67850,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / LE HAVRE / HAVRE / LE HAVRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"association CATEL","Etude diagnostic stratégique télémédecine multirégionale",99567,52539.09,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","86","Evaluation et études; information et communication"
"Association de Parents d'Enfants Inadaptés de la région dieppoise-APEI","Parcours de professionnalisation personnalisé de jeunes en situation de handicap mental",1494864,747431,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / DIEPPE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association de Parents d'Enfants Inadaptés de la région dieppoise-APEI","Parcours personnalisé de professionnalisation de jeunes en situation de handicap mental",417247,208623,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Departementale pour l'amenagement des structures des exploitations agricoles (ADASEA)","soutenirla création d'activité ou la reprise en milieu rural d'exploitation agricole",140943,30000,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"Association d'Insertion Professionnelle Par Activités Multiples","CHANTIER D'INSERTION ENVIRONNEMENT FRENEUSE / ST AUBIN LES ELBEUF",192700,52650,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / ELBEUF / SAINT-AUBIN-LES-ELBEUF","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association d'Insertion Professionnelle Par Activités Multiples","CHANTIER D'INSERTION ENVIRONNEMENT TOURVILLE LA RIVIERE",199908,52650,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / CAUDEBEC-LES-ELBEUF / TOURVILLE-LA-RIVIERE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION EMERGENCE","Au top pour un job",89997,36882,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION EMERGENCE","Au top pour un job",100091,40000,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION EMPLOIS SERVICES","Accompagnement et soutien professionnels renforcés en association intermédiaire",105035.92,46000,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / ROUEN","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association FER-FAIRE","CHANTIER D'INSERTION : REINSERTION SOCIALE ET PROFESSIONNELLE",241324,61200,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / BOIS-GUILLAUME / BIHOREL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Havraise pour l'Accueil La Médiation et l'Insertion-AHAM","Ateliers de savoirs sociolinguistigues",152588,76294,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Havraise pour l'Accueil La Médiation et l'Insertion-AHAM","Ateliers de Savoirs Sociolinguistiques",156651,76573,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / LE HAVRE / HAVRE / LE HAVRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Havraise pour l'Accueil La Médiation et l'Insertion-AHAM","Savoirs pour réussir",160474,80000,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Havraise pour l'Accueil La Médiation et l'Insertion-AHAM","Savoirs pour réussir",160474,80000,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / LE HAVRE / HAVRE / LE HAVRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION LES JARDINS DE LA BRESLE","accompagnement social vers l'emploi",77422.08,38500,"FONDS SOCIAL EUROPEEN","Multiregion","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION LES JARDINS DE LA BRESLE","chantier d'insertion la rivierette et bresle environnement",246303.86,56800,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION LES JARDINS DE LA BRESLE","chantier d'insertion les paniers de la bresle",167565.92,56800,"FONDS SOCIAL EUROPEEN","PICARDIE","SOMME / ABBEVILLE / GAMACHES / BOUTTENCOURT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Liberty Alliance Seine Ouest ","Construction de la crèche interentreprises Liberty Alliance Seine Ouest",2046691,500000,"FEDER ","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / PETIT-QUEVILLY","Objectif  compétitivité régionale et emploi  2007-2013","61","Projets intégrés de réhabilitation urbaine et rurale"
"Association Nationale pour la formation professionnelle des adultes (AFPA)","Diversification des choix professionnels des femmes de Haute-Normandie ",557280,278640,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE",,"Programme opérationnel national Fonds social européen","69","Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes..."
"Association pour le droit à l'initiative Economique (ADIE)","Accompagnement et financement de projets de création de microentreprises par des chômeurs et allocataires du RMI",198210,89210,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE",,"Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"Association PROMACTION","Appui Social Individualisé",34898,17273,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Régie de Quartier","Aide aux postes dans les entreprises d'insertion - 2008",256546.5,128273.25,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Régionale d'Etude et d'Amélioration des Sols","Efficacité des haies et fascines pour réduire l'érosion",253722,95146,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013",,
"Association Régionale pour l'Alternance et la Mise en réseau des établissements - A.R.A.M.I.S.","Projet 2 IP.H",50000,25000,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Régionale pour l'Environnement du Bâtiment et des Travaux Publics de Haute-Normandie (AREBTP)","Mise en place et développement du pôle qualité environnementale des bâtiments de Haute-Normandie",191158,78145.41,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","43","Efficacité énergétique, cogénération, gestion de l'énergie"
"Association REMEMBER LE HEVRE 1944","CHANTIER RMB",246199,61200,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / LE HAVRE / HAVRE-7E / SAINTE-ADRESSE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION SOLIDAIRES","ATELIER CHANTIER D INSERTION",105600,52800,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION SOLIDAIRES","ATELIER CHANTIER INSERTION",150600,75300,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association TEAM","Assistance technique à l'élaboration d'un pré-projet favorisant l'insertion professionnelle pérenne de personnes déficientes intellectuelles",21813,10898,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE",,"Programme opérationnel national Fonds social européen","80","Promouvoir les partenariats, les pactes et les initiatives par la mise en réseau des acteurs concernés"
"ASSOCIATION UN NOUVEL ELAN","FORMA'JOB N°3",97000,48500,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION UN NOUVEL ELAN","FORMA'JOB N°4",75000,37500,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / LE HAVRE / HAVRE / LE HAVRE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association VET NET","CHANTIER D'INSERTION ORIENTATION AUX PERSONNES",63731,21500,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / YVETOT / YVETOT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ATA LOGISTIQUE","1ère plateforme logistique régionale à tendance HQE - Investissement développement durable et installation photovoltaique ",1188517,425762,"FEDER ","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / LE VAUDREUIL","Objectif  compétitivité régionale et emploi  2007-2013","40","Energie renouvelable: én. solaire"
"ATESA","Communication/valorisation vers l'emploi",16640,8320,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ATESA","PLATEFORME SE SOCIALISATION",79000,39500,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BOUTIQUE DE GESTION DE HAUTE NORMANDIE","ACCOMPAGNEMENT A LA CREATION D'ENTREPRISE",48995,24497.5,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BOUTIQUE DE GESTION DE HAUTE NORMANDIE","ACTION D'ACOMPAGNEMENT ET DE CONSEIL P/ CREACTION D'ENTREPRISE",48300,24150,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / ROUEN / ROUEN","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CAFPIS","CHANTIER D'INSERTION LES BRIGADES VERTES",140076.5,51200,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / YERVILLE / YERVILLE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CAPEB HAUTE NORMANDIE","Recrutement et gestion des compétences",111680,22363,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE",,"Programme opérationnel national Fonds social européen","64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"CAPS","Ateliers de pédagogie personnalisée : sites de proximité département de l'Eure",30577,15250,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE","Programme opérationnel national Fonds social européen",,
"CAPS","Ateliers de pédagogie personnalisée : sites de proximité seine-maritime",320608,158960,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen",,
"CCAS de Val de Reuil","Mise à disposition de locaux pour les conseillers du PLIE",3013.9,,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Cellule de Suivi du Littoral Normand","Littoral cauchois entre Antifer et Saint Pierre en Port : Etude des limites de la ceinture de laminaires vers le large",68108,27243.2,"FEDER ","HAUTE-NORMANDIE","SEINE-MARITIME / LE HAVRE","Objectif  compétitivité régionale et emploi  2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Centre d'Information sur les Droits de la Femmme et des Familles de Seine Maritime","Bureau d'Accompagnement Individualisé à l'Emploi",29392.18,14696.09,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","69","Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes..."
"Centre d'Information sur les Droits de la Femmme et des Familles de Seine Maritime","Bureau d'Accompagnement Individualisé à l'Emploi : BAIE",29408,14696.09,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","SEINE-MARITIME","Programme opérationnel national Fonds social européen","69","Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes..."
"Centre Hospitalier Universitaire de Rouen","Plateforme d'indexation régionale (PLAIR)",593250,300000,"FEDER ","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / ROUEN","Objectif  compétitivité régionale et emploi  2007-2013","1","Activités R&DT dans centres de recherche"
"CENTRE INTERCOMMUNAL D ACTION SOCIALE DE LA COMMUNAUTE DES COMMUNES RURALES DU CANTON DE BRIONNE","ATELIER CHANTIER D INSERTION",37650,18825,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / BRIONNE / BRIONNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CENTRE INTERCOMMUNAL D ACTION SOCIALE DE LA COMMUNAUTE DES COMMUNES RURALES DU CANTON DE BRIONNE","ATELIER CHANTIER INSERTION ",37650,18825,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / BRIONNE / BRIONNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CENTRE REGION INNOVATION TRANSFERT DE TECHNOLOGIE","AGILE",323100,110000,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","15","Autres mesures pour améliorer l'accès et l'utilisation efficace des TIC par les PME"
"CENTRE REGION INNOVATION TRANSFERT DE TECHNOLOGIE","Projet de mise en place d'un observatoire actif des innovations en transport et logistique",220000,110000,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"Centre Social MJC de Conches en Ouche","Création d'un espace public numérique",35486.59,13389.27,"FEDER ","HAUTE-NORMANDIE","EURE / EVREUX / CONCHES-EN-OUCHE / CONCHES-EN-OUCHE","Objectif  compétitivité régionale et emploi  2007-2013","13","Services et applications pour les citoyens (santé, gouvernement, formation en ligne, participation de tous à la société de l'information, etc.)"
"C.E.R.I.E.S","Enjeux Maîtrise Environnement et Risques Industriels Territoriaux (EMERIT 2)",1470564.03,194144.03,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"CETIM","STRATEGIE ET PERFORMANCE DES PMI DE HAUTE NORMANDIE - ACAMAS 2",514250,108266,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"CEVAA","ESMA : Etude du comportement acoustique et vibratoire des structures et des matériaux utilisés dans les véhicules en vue de leur allégement",269105,104000,"FEDER ","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / SAINT-ETIENNE-DU-ROUVRAY / SAINT-ETIENNE-DU-ROUVRAY","Objectif  compétitivité régionale et emploi  2007-2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"CGPME","COMPETITIVITE DES PME",211700,83300,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"CGPME","INTELLIGENCE ECONOMIQUE - VEILLE DES MARCHES PUBLICS ET PRIVES",450000,119000,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"CHAMBRE DE COMMERCE ET D'INDUSTRIE DE DIEPPE","CERTIFICATION ISO 9001 VERSION 2008 - ACTION QUALITE",521250,115800,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Chambre de Commerce et d'Industrie de Rouen","SEMAINE DE L'INDUSTRIE 2009",166400,57500,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Chambre de Commerce et d'Industrie de Rouen","VISION MAINTENANCE 2010",667880,216860,"FEDER ","HAUTE-NORMANDIE",,"Objectif  compétitivité régionale et emploi  2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"CHAMBRE DE COMMERCE ET D'INDUSTRIE DE ROUEN","Pépinière Hôtel d'Entreprises du Madrillet - Construction de la 2ème tranche",2490025,118675,"FEDER ","HAUTE-NORMANDIE","SEINE-MARITIME / ROUEN / SAINT-ETIENNE-DU-ROUVRAY / SAINT-ETIENNE-DU-ROUVRAY","Objectif  compétitivité régionale et emploi  2007-2013","2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
