"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégorisation","Libellé catégorisation"
"AUTO BILAN ALAIN BESSAC","PLAN DE FORMATION 2008",25926.03,11666.71,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / CASTRES / CASTRES","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AUTO BILAN ALAIN BESSAC","PLAN DE FORMATION 2009",44248.79,19911.95,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / CASTRES / CASTRES","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AUVERLOR EURL","PROJET COLLECTIF PASSEPORT FORMATION 2007",2730,1228.5,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE-14E / LAUNAGUET","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AVANTIS ENGINEERING","Plan de formation 2008",40349,14122.15,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","LOT / FIGEAC / FIGEAC / FIGEAC","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AVANTIS TECHNOLOGY","Plan de formation 2008",28159,9855.65,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","LOT / FIGEAC / FIGEAC / FIGEAC","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AVENIR NOUVELLE MAISON DES CHOMEURS","EMAPLOT INITIATIVE ET CREATION",17464.73,4576.6,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE / RESTE DE LA COMMUNE","Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"AVENIR NOUVELLE MAISON DES CHOMEURS","EMPALOT INITIATIVE ET CREATION",25312,9410,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"AVENIR NOUVELLE MAISON DES CHOMEURS","Formation - Initiation a la bureautique et Internet",25200,13970.05,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AVENIR NOUVELLE MAISON DES CHOMEURS","Les chemins de l'informatique",25200,12600,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Aveyron conservatoire regional du châtaignier","Valorisation du patrimoine castanéicole traditionnel aveyronnais",109413,32824,"FEDER ","MIDI-PYRENEES","AVEYRON","FEDER Compétitivité Régionale et Emploi","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"AVEYRON LABO","DEVELOPPEMENT DES COMPETENCES",46769.01,21046.05,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AVIE","Accompagnement de personnes en difficulté d'insertion sociale et professionnelle",58360,14410,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AXIA CABINET COMPTABLE","PROJET COLLECTIF PASSEPORT FORMATION 2007",820,369,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN-ET-GARONNE / CASTELSARRASIN / VALENCE / VALENCE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Aymard strucrures","Aide aux postes d'insertion en entreprise d'insertion",58086,29043,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BAIL MATERIEL - NATEXIS LEASE ","CA PME POIUR LA SOCIETE PETITE MECANIQUE APPLIQUEE - CAMBES 46",558500,69800,"FEDER ","MIDI-PYRENEES","LOT / FIGEAC / LIVERNON / CAMBES","FEDER Compétitivité Régionale et Emploi","6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"BARRIAC 81","PLAN DE FORMATION 2007",20729.74,9328.38,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / CASTRES / CASTRES","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BARRIAC 81","PLAN DE FORMATION 2009",81303,32521.2,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / CASTRES / CASTRES","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BARRIAC VI","PLAN DE FORMATION 2007",23109.61,10399.32,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BARRIAC VI","PLAN DE FORMATION 2008",38000,15200,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ / RODEZ-NORD / ONET-LE-CHATEAU","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BARRIAC VI","PLAN DE FORMATION 2009",60382,24152.8,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ / RODEZ-NORD / ONET-LE-CHATEAU","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BARTHELEMY  Sabine","08 ACCOMPAGNEMENT SOCIAL INDIVIDUEL 2008",8600,6550,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / ALBI / CARMAUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BATILANG BSO","CHEF D'EQUIPE",11259.31,5066.69,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BatiSolar","Contrat d'appui PME 2008-2010",712000,100000,"FEDER ","MIDI-PYRENEES","LOT / CAHORS / LALBENQUE / FONTANES","FEDER Compétitivité Régionale et Emploi","8","Autres investissements en entreprises"
"BDRH CONSEILS","PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI BDRH CONSEILS",2955,1329.75,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / MILLAU / SAINT-AFFRIQUE / ROQUEFORT-SUR-SOULZON","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BDRH CONSEILS","PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI BDRH CONSEILS",2335,1050.75,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ / SAINT-GENIEZ-D'OLT / SAINT-GENIEZ-D'OLT","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BDRH CONSEILS","PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI BDRH CONSEILS",2335,1050.75,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / MURET / CAZERES / MARTRES-TOLOSANE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BDRH CONSEILS","PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI BDRH CONSEILS",2335,1050.75,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / REVEL / REVEL","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BDRH CONSEILS","PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI BDRH CONSEILS",2335,1050.75,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / CASTRES / CASTRES","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BENEZECH","PERMIS C",4545.36,2045.41,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / GRAULHET","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BERGAMO","CHEF DE CHANTIER GO",14483.98,6517.79,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BERTIN SERVICES OPTIQUE ","PROJET COLLECTIF PASSEPORT FORMATION 2007",1900,855,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE-12E / TOURNEFEUILLE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BETA TECH","PROJET DODIESE",619545.5,69698,"FEDER ","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE-15E / L' UNION","FEDER Compétitivité Régionale et Emploi","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"BEX","COMMERCIAL COMPTOIR",5941.2,2673.54,"FONDS SOCIAL EUROPEEN","LANGUEDOC-ROUSSILLON","AUDE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BGH EXPERTS & CONSEILS","PLAN DE FORMATION 2008",107548,43019.2,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BIANCHINI INTERNATIONAL SAS","ACTIONS DU PLAN DE FORMATION 2007",13184.1,5932.85,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BIANCHINI INTERNATIONAL SAS","ACTIONS DU PLAN DE FORMATION 2008",17600,7920,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BIBIENNE EURL - STORY","PROJET COLLECTIF PASSEPORT FORMATION 2007",400,180,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN-ET-GARONNE / MONTAUBAN / MONTAUBAN / MONTAUBAN","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BIBIENNE EURL - STORY","PROJET COLLECTIF PASSEPORT FORMATION 2007",800,360,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN-ET-GARONNE / MONTAUBAN / MONTAUBAN / MONTAUBAN","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BIBORRE INTERIM INSERTION","Favoriser l'accès à la qualification",23776,3722,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BIGORRE SOLIDARITE","Atelier chantier d'insertion Bigorre Solidarité 2008",24850,8879,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BIGORRE SOLIDARITE","Chantier d'insertion Bigorre Solidarité",21150,0,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTES-PYRENEES / TARBES / TARBES / TARBES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BIGORRE SOLIDARITE","Mobiliser le retour à l'activité comme une étape de retour vers l'emploi",35035,17517.5,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTES-PYRENEES / TARBES / TARBES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BIGORRE SOLIDARITE","Mobiliser le retour à l'activité comme une étape de retour vers l'emploi",43500,21750,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTES-PYRENEES / TARBES / TARBES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Bigorre Tous Services","Mobiliser le retour à l'activité économique comme une étape de retour vers l'emploi",74690,37345,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTES-PYRENEES / TARBES / TARBES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"BILSKI","CHEF DE CHANTIER BATIMENT",9653,4343.85,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BLANCHISSERIE MIDI-PYRENEES","CONTRAT D'APPUI PME",581126,200000,"FEDER ","MIDI-PYRENEES","ARIEGE / PAMIERS / PAMIERS / PAMIERS","FEDER Compétitivité Régionale et Emploi","8","Autres investissements en entreprises"
"BONADEI Alain","MANAGER UN CENTRE DE RESPONSABILITE",9158.93,4121.52,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BOOSTEC S.A.","PROJET INPAC",700248,100000,"FEDER ","MIDI-PYRENEES","HAUTES-PYRENEES / TARBES / BORDERES-SUR-L'ECHEZ / BAZET","FEDER Compétitivité Régionale et Emploi","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"BORDIGNON ET FILS","CHEF DE CHANTIER",4513.95,2031.28,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BORDIGNON ET FILS","CONDUCTEUR DE TRAVAUX",8040.21,3618.09,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BORIES METALLERIE","PLAN DE FORMATION 2009",9483.2,4267.35,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / MONTREDON-LABESSONNIE / RAYSSAC","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BOUILLIN ET POQUET","PERFECTIONNEMENT MACONNERIE",3560.2,1602.09,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE-13E / COLOMIERS","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BRANDY ET FILS SARL","PLAN DE FORMATION 2008",17919.55,8063.8,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES / MAZAMET / MAZAMET","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BRENGUES EXPERTISE","PLAN DE FORMATION 2008",26660,11997,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / MILLAU / MILLAU / MILLAU","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BRENGUES EXPERTISE","PLAN DE FORMATION 2009",21356,8542.4,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / MILLAU / MILLAU / MILLAU","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BRESSOLLES TRAVAUX PUBLICS SARL","1er semestre BRESSOLLES TP",6918.4,3113.28,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","TARN / CASTRES","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"B.R.G.M.","Etude des transferts des solutés dans la plaine alluviale de l'ariege ",200000,40000,"FEDER ","MIDI-PYRENEES","Multilocalisation","FEDER Compétitivité Régionale et Emploi","54","Autres mesures pour protéger l'environnement et prévenir les risques"
"B.R.G.M.","Etude du transfert des solutés dans la plaine alluviale de l'Ariège - Année 2009",300000,85950,"FEDER ","MIDI-PYRENEES","Multilocalisation","FEDER Compétitivité Régionale et Emploi","45","Gestion et distribution d'eau (eau potable)"
"B.R.G.M.","Modélisation de la nappe alluviale de l'Ariège et de l'Hers Vif",85684.01,25705.2,"FEDER ","MIDI-PYRENEES","Multilocalisation","FEDER Compétitivité Régionale et Emploi","54","Autres mesures pour protéger l'environnement et prévenir les risques"
"BRIANE ENVIRONNEMENT SA","Contrat d'Appui Innovation",175938,60000,"FEDER ","MIDI-PYRENEES","TARN / ALBI / VILLEFRANCHE-D'ALBIGEOIS / SAINT-JUERY","FEDER Compétitivité Régionale et Emploi","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"BRIANE ENVIRONNEMENT SA","Contrat d'appui PME",210200,60000,"FEDER ","MIDI-PYRENEES","TARN / ALBI / VILLEFRANCHE-D'ALBIGEOIS / SAINT-JUERY","FEDER Compétitivité Régionale et Emploi","8","Autres investissements en entreprises"
"BRIQUETERIE BOUISSET ","Contrat d'appui PME destiné à la SARL BRIQUETERIE BOUISSET à Albine (81)",305093,38100,"FEDER ","MIDI-PYRENEES","TARN / CASTRES / SAINT-AMANS-SOULT / ALBINE","FEDER Compétitivité Régionale et Emploi","6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"BTS INDUSTRIE","Projet FANTOM labélisé pôle de compétitivité Cancer Bio Santé",375746,84542,"FEDER ","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE / RESTE DE LA COMMUNE","FEDER Compétitivité Régionale et Emploi","3","Transfert de technologie et amélioration des réseaux de coopération..."
"BUREAUMATIQUE","PLAN DE FORMATION 2007",46000,20700,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BUSINESS ONE","PROJET COLLECTIF PASSEPORT FORMATION 2007",1750,787.5,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"BVC TOULOUSE MIDI-PYRENEES","PROJET COLLECTIF PASSEPORT FORMATION 2007",1300,585,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"C3EM","PROJET HELIMAINTENANCE (commun avec projet 1980)",527323,118648,"FEDER ","MIDI-PYRENEES","TARN-ET-GARONNE / MONTAUBAN / MONTAUBAN / MONTAUBAN / RESTE DE LA COMMUNE","FEDER Compétitivité Régionale et Emploi","4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"CABINET ANTOINE HERAN","PROJET COLLECTIF PASSEPORT FORMATION 2007",2460,1107,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET CIFOUX RIBES ET ASSOCIES","PROJET COLLECTIF PASSEPORT FORMATION 2007",732.13,329.46,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / MURET / MURET / FROUZINS","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET CONSTANT","PLAN DE FORMATION 2009",18800,8460,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","LOT / GOURDON / GOURDON / GOURDON","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET DELPAL","PROJET COLLECTIF PASSEPORT FORMATION 2007",1400,630,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ / RODEZ","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Cabinet d'Expertise Comptable CONTE","plan de formation 2007",20000,9000,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Cabinet d'Expertise Comptable CONTE","Plan de formation 2008",33316,13326.4,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Cabinet d'Expertise Comptable CONTE","PLAN DE FORMATION 2009",30300,10605,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Cabinet Midi Centre","PLAN DE FORMATION 2009",80580.52,32232.2,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ / RODEZ / RODEZ","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Cabinet Midi Centre","PLAN FORMATION 2008",77502.01,31000.8,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ / RODEZ / RODEZ","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET POUZOULET","PROJET COLLECTIF PASSEPORT FORMATION 2007",350,157.5,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","LOT / FIGEAC / FIGEAC / FIGEAC","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET POUZOULET","PROJET COLLECTIF PASSEPORT FORMATION 2007",700,315,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","LOT / FIGEAC / FIGEAC / FIGEAC","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET POUZOULET","PROJET COLLECTIF PASSEPORT FORMATION 2007",2100,945,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","LOT / FIGEAC / FIGEAC / FIGEAC","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET ZANI & COUDERC - ACERTIS","PROJET COLLECTIF PASSEPORT FORMATION 2007",410,184.5,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / CASTANET-TOLOSAN / LABEGE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CABINET ZANI & COUDERC - ACERTIS","PROJET COLLECTIF PASSEPORT FORMATION 2007",1760,792,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / CASTANET-TOLOSAN / LABEGE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CAMPET - ENTREPRISE GENERALE DU BATIMENT","CHEF DE CHANTIER BATIMENT",8583.82,3862.72,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CAMPION CABINET COMPTABLE","PROJET COLLECTIF PASSEPORT FORMATION 2007",2465,1109.25,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","HAUTE-GARONNE / SAINT-GAUDENS / MONTREJEAU / MONTREJEAU","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CANCELA TP ET SNTI","RESPONSABLE QUALITE SECURITE ENVIRONNEMENT MERIS 1",8764.31,3943.94,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","AVEYRON / RODEZ","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CANTIE PROCESS INDUSTRIELS","TECHNICIEN D'INTERVENTION ET DE MAINTENANCE EN CONDITIONNEMENT D'AIR",5463.89,2458.75,"FONDS SOCIAL EUROPEEN","LANGUEDOC-ROUSSILLON","HERAULT / BEZIERS","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CAPEB 65","Découverte pour les femmes des métiers du bâtiment",5041.5,2041.5,"FONDS SOCIAL EUROPEEN","MIDI-PYRENEES","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Capitole Finance","Contrat Appui PME 2007-2009 - Imprimerie STIN",1500000,102810,"FEDER ","MIDI-PYRENEES","HAUTE-GARONNE / TOULOUSE / TOULOUSE","FEDER Compétitivité Régionale et Emploi","8","Autres investissements en entreprises"
"CAPRARO ET CIE","BAC PRO TRAVAUX PUBLICS",5664.3,2548.94,"FONDS SOCIAL EUROPEEN","LIMOUSIN","CORREZE / TULLE / EGLETONS","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CAPRARO ET CIE","CHARGE ENTRETIEN PARC MATERIEL : MISE EN SERVICE DES GRUES A TOUR",5081.99,2286.9,"FONDS SOCIAL EUROPEEN","BOURGOGNE","SAONE-ET-LOIRE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CAPRARO ET CIE","CONDUITE DE GRUE A TOUR",16925.88,7616.65,"FONDS SOCIAL EUROPEEN","BOURGOGNE","SAONE-ET-LOIRE","Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
