"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"IRIG DEFIS","CARIF OREF GUYANE 2009","402,857 €","300,000 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","81","Mécanismes pour améliorer la conception des politiques et des programmes, le suivi et l'évaluation ..."
"IRIG DEFIS","PJDG - Pépinière des Jeunes Diplômés de Guyane. Subvention 2009.","364,405 €","182,857 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"IRIG DEFIS","PLDG - Pépinière des Jeunes Diplomés de Guyane 2008","416,881 €","182,857 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"Mission Locale Régionale de Guyane","MISSION LOCALE REGIONALE - Dispositif d'accompagnement insertion sociale et professionnelle des jeun","1,060,975 €","700,244 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Mission Locale Régionale de Guyane","MISSION LOCALE REGIONALE - Dispositif d'accompagnement pour l'insertion sociale et professionnelle des jeunes 18-25 ans -2009","2,472,205 €","1,661,832 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Mission Locale Régionale de Guyane","Mission Locale Régionale Guyane - 2008 / Accompagnement pour l'insertion sociale et profession","2,243,945 €","1,481,004 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"OKA FORMATION SARL","coordination du plan de formation d'animateur option 'éducation populaire'","49,000 €","12,000 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"OKA FORMATION SARL","DMI. lot n° 2.","396,740 €","297,555 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"OKA FORMATION SARL","Session renforcée de préparation au concours d'entrée à la formation d'aide-soignant (lot2)","55,000 €","41,250 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"REGIMENT DU SERVICE MILITAIRE ADAPTE DE LE GUYANE  (RSMA-G)","Actions de formation RSMA-G 2008 / Saint Jean du Maroni","2,133,333 €","1,600,000 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"SCHOCRON Eric André _ Institut de Formation de Saint Laurent (IFSL)","DMI . Lot n° 3.","364,175 €","273,131 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"Université Antilles-Guyane ","Diplôme d'accès aux Etudes Universitaires-option A (DAEU A)","41,824 €","31,368 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Diplôme d'accès aux Etudes Universitaires-Option B (DAEU B)","30,276 €","22,707 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Diplôme Universitaire de Langues et Civilisation Etrangères (DULCE) Option: Anglais","13,864 €","10,398 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Diplôme Universitaire de Langues et Civilisation Etrangères (DULCE) Option : Portugais","13,864 €","10,398 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Diplôme Universitaire de Sport et Management (DUSM)","31,430 €","23,573 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Diplôme Universitaire des sciences de l'Education et de la formation (DUSEF)","33,767 €","25,325 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Licence d'Administration Publique (LAP)","46,678 €","35,009 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Licence en Sciences de l'Education (LSED)","36,507 €","27,380 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Master-II Arts Langues et Sciences Humaines. Option : Urbanisme Aménagement Environnement (MUAE-II)","39,896 €","29,922 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"Université Antilles-Guyane ","Master-I Scinces de l'Education (MSED)","41,906 €","31,429 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE","PO FSE GUYANE","72","Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
"ACTIVITE CONSEIL Boutique de gestion","PREFOB -dispositif travailler et apprendre UFB 2- de Cayenne 2009","219,190 €","54,128 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE / CAYENNE","PO FSE GUYANE",,
"AFPA GUYANE (ASS. FORMATION PROF.ADULTES)","AFPA Guyane  PREFOB-CICEB de Matoury 2009","268,876 €","187,631 €","FONDS SOCIAL EUROPEEN","GUYANE","GUYANE / CAYENNE","PO FSE GUYANE","70","Actions spécifiques pour renforcer la participation des migrants sur le marché du travail..."
