"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégorisation","Libellé catégorisation"
"COLLECTIVITE TERRITORIALE DE CORSE","SARL Centre Education Sécurité Routière Corse (CESR 20)  FIMO Poids lourds 2A",22234,11339.34,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"COLLECTIVITE TERRITORIALE DE CORSE","SARL Centre Education Securité Routière Corse (CESR 20) FIMO Voyageurs",22234,11339.34,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"COLLECTIVITE TERRITORIALE DE CORSE","Subvention globale Collectivite Territoriale de Corse",16020803.86,8166748,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","86","Evaluation et études; information et communication"
"Commissariat à l'Energie Atomique (CEA)","Organisation de la 3ème édition de la Conférence Internationale sur la Sécurité Hydrogène",240000,120000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Commissariat à l'Energie Atomique (CEA)","Plateforme MYRTE - Mission hydrogène renouvelable pour l'inégration au réseau électrique",2105000,842000,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","PO  FEDER Corse 2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"COMMUNAUTE DE COMMUNES DE CALVI-BALAGNE","Production d'eau chaude solaire et chauffage pour la piscine",158675.9,31735,"FEDER ","CORSE","HAUTE-CORSE / CALVI / CALVI / CALVI","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"Communauté de Communes du Centre Corse","Implantation de citernes DFCI",55875,,"FEDER ","CORSE","Multilocalisation","PO  FEDER Corse 2007-2013",,
"Communauté de Communes du Nebbio ","ACHAT ET MISE EN PLACE DE 8 PRISES D'EAU DFCI SUR LE RESEAU DE L'OFFICE  HYDRAULIQUE DU NEBBIU",28800,8554,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Communauté de Communes du Nebbio ","Achat et pose de 7 cuves DFCI",160000,47520,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Communauté de Communes du Nebbio ","ACHAT ET POSITIONNEMENT DE CUVES DFCI D'UNE CAPACITE TOTALE DE 390M3",165000,49005,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Communauté de Communes du Nebbio ","CONSOLIDATION DES ENTREES DE ZAL ET D'UN PASSAGE A GUET",50000,14850,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Communauté de Communes du Nebbio ","Mise en conformité de 79 hydrants sur le territoire de la communauté de communes du NEBBIU",15120,4158,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Communauté de Communes du Nebbio ","Mise en conformité des zones d'appui à la lutte de TEGHIME et TEDDI",3000,,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Communauté de Communes du Nebbio ","Mise en place de la collecte sélective: points-tri",887980,399591,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / HAUT-NEBBIO","PO  FEDER Corse 2007-2013","44","Gestion des déchets ménagers et industriels"
"Communauté de Communes du Nebbio ","PANNEAUX DE SIGNALISATION POUR LA MISE AUX NORMES DE LA ZAL",25000,7425,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Communauté de communes du Sartenais Valinco","Mise en place de la collecte sélective",1292780,581751,"FEDER ","CORSE","CORSE-DU-SUD / SARTENE","PO  FEDER Corse 2007-2013","44","Gestion des déchets ménagers et industriels"
"Commune d'AJACCIO","abondement du fonds de garantie corse active",15000,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'AJACCIO","Accompagnement et financement par du micro-crédit de projets de création de micro-entreprises",15698,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'AJACCIO","Action de formation complémentaire",2725,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'AJACCIO","ACTION EDUCATIVE D'INTEGRATION SOCIALE ET D'INSERTION SCOLAIRE ET PROFESSIONNELLE POUR JEUNES ",25250,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'AJACCIO","Chargé de Mission pour la Clause d'insertion Sociale dans les marchés publics",30000,6000,"FONDS SOCIAL EUROPEEN","CORSE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'AJACCIO","Communication année 2008",25500,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'AJACCIO","Création d'une piste et d'une ZAL site St ANTOINE",296405,,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Commune d'AJACCIO","Opération Grand Site La Parata Iles Sanguinaires - 3ème tranche.",1975428.09,987714.05,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Commune d'AJACCIO","Plan Local pour l'Insertion et l'Emploi de la ville d'Ajaccio",1896000,948000,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'AJACCIO","structure d'animation et de gestion",27154,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Commune d'ALERIA","AAP Animation - P@M d'Aleria",19377,,"FEDER ","CORSE","HAUTE-CORSE / CORTE / MOITA-VERDE / ALERIA","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"Commune d'Asco","Brûlage dirigé DFCI dans le cadre de la PRMF d'asco",18000,4752,"FEDER ","CORSE","HAUTE-CORSE / CORTE / CASTIFAO-MOROSAGLIA / ASCO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Commune de CAMPITELLO","Installation d'une cuve DFCI d'une capacité de 30m3",16600,10225.6,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / ALTO-DI-CASACONI / CAMPITELLO","PO  FEDER Corse 2007-2013","51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Commune de Grosseto Prugna","AAP Animation - P@M de Grosseto Prugna",6369.1,,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / SANTA-MARIA-SICHE / GROSSETO-PRUGNA","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"Commune de l'ILE ROUSSE","AAP Animation - P@M de l'Ile Rousse",13294,,"FEDER ","CORSE","HAUTE-CORSE / CALVI / ILE-ROUSSE / L' ILE-ROUSSE","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"Commune de NOCETA","Réfection généralisée et mise aux nomrmes DFCI de la piste D'ERIA",51262,,"FEDER ","CORSE","HAUTE-CORSE / CORTE / VEZZANI / NOCETA","PO  FEDER Corse 2007-2013",,
"COMMUNE DE PASTRICCIOLA","Production d'eau chaude solaire pour un gîte communal",8400,1680,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / CRUZINI-CINARCA / PASTRICCIOLA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"commune de Piazzali","réalisation d'une installation photovoltaïque raccordée au réseau  en toiture du bâtiment  maison Raffalli , propriété de la commune",29538,4200,"FEDER ","CORSE","HAUTE-CORSE / CORTE / OREZZA-ALESANI / PIAZZALI","PO  FEDER Corse 2007-2013","42","Energie renouvelable: én. hydroélectrique, géothermique et autre"
"COMMUNE DE PIGNA","Production d'eau chaude solaire pour un gîte communal",4730,984,"FEDER ","CORSE","HAUTE-CORSE / CALVI / ILE-ROUSSE / PIGNA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"Commune de San Nicolao","Production d'eau chaude solaire pour 4 logements communaux et une salle polyvalente",24660,4932,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CAMPOLORO-DI-MORIANI / SAN-NICOLAO","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"Commune de Sartene","Création d'un P@M à Sartene",11518.16,,"FEDER ","CORSE","CORSE-DU-SUD / SARTENE / SARTENE / SARTENE","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"Commune de Sartene","Production d'eau chaude solaire pour les vestiaires du stade et le logement du gardien ",19814.5,3963,"FEDER ","CORSE","CORSE-DU-SUD / SARTENE / SARTENE / SARTENE","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"Commune de Vescovato","AAP Animation - P@M de Vescovato",21839.58,,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / VESCOVATO / VESCOVATO","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"Commune de Zonza","Production d'eau chaude solaire pour les vestiaires du stade",15198,3758.64,"FEDER ","CORSE","CORSE-DU-SUD / SARTENE / LEVIE / ZONZA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"Commune de Zonza","Production d'eau chaude solaire pour une crèche communale",7390,1712,"FEDER ","CORSE","CORSE-DU-SUD / SARTENE / LEVIE / ZONZA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"Commune d'Oletta","AAP Animation - P@M d'Oletta",15584.91,,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO / OLETTA","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"COMPETENCES 2B","Accompagnement personnel dans la construction de projets d'insertion sociale et professionnelle visant l'adaptation à l'emploi",40000,20000,"FONDS SOCIAL EUROPEEN","CORSE","HAUTE-CORSE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Conseil Général de la Corse du Sud","Dispositif Départemental d'Insertion",560696,280348,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CONSEIL GENERAL DE LA HAUTE CORSE","Ingénierie opérationnelle de la mise en oeuvre du Revenu de Solidarité Active dans le département de Haute Corse",93289,46644,"FONDS SOCIAL EUROPEEN","CORSE","HAUTE-CORSE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CORSE ACTIVE","Abondement du fonds d'intervention des dispositifs locaux d'accompagnement (DLA)",178000,89000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CORSE ACTIVE","Abondement fonds de garantie",600000,300000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CORSE ACTIVE","Abondement fonds de garantie au titre du Contrat d'Apport Associatif",300000,150000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CORSE ACTIVE","Accompagnement spécifique déstinée aux structures d'insertion par l'activité économique du territoire du grand ajaccio",15000,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CORSE ACTIVE","Financements de projets d'activités créant ou pérennisant de l'emploi pour des personnes en situation de précarité économique et sociale",314000,165000,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"CORSE INITIATIVE RESEAU","Fonds d'intervention",360000,180000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CORSE TOIT BLEU 1","installation de panneaux photovoltaïques en toiture d'un bâtiment appartenant à la société Batisud à Biguglia",111482,22680,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / BASTIA / BASTIA","PO  FEDER Corse 2007-2013","42","Energie renouvelable: én. hydroélectrique, géothermique et autre"
"CORSE TOIT BLEU 1","installation de panneaux photovoltaïques en toiture d'une bergerie",161870,30680,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / BASTIA / BASTIA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"CRDP  DE  CORSE","Les TICE au service des élèves du primaire",25550,,"FEDER ","CORSE","CORSE-DU-SUD","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"CREA-SOL","Fonds d'intervention",400000,200000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","5","Services de soutien avancé aux sociétés et groupes de sociétés"
"CREPS","AAP Animation - CREPS de Corse",28005.5,,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"CRISTAL SERVICES CABINET UN PLUS","Plate forme RH éxperimentale",16744,,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"DCL(distribution corse du livre)","Réalisation d'une installation photovoltaïque raccordée au réseau en toiture de l'entreprise",208032,35200,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","PO  FEDER Corse 2007-2013","42","Energie renouvelable: én. hydroélectrique, géothermique et autre"
"Direction Régionale de l'Agence Nationale pour l'Emploi de Corse","Améliorer l'accès à l'emploi et favoriser l'insertion dans l'emploi des demandeurs d'emploi les plus",771420,385710,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"Direction Régionale du Travail, de l'Emploi et de la Formation Professionnelle","Assistance Technique - Achat d'une prestation d'appui au Service FSE",155821.71,109075.2,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","85","Préparation, mise en oeuvre, suivi et inspection "
"Direction Régionale du Travail, de l'Emploi et de la Formation Professionnelle","Assistance Technique - Frais de missions",10000,7000,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","85","Préparation, mise en oeuvre, suivi et inspection "
"Direction Régionale du Travail, de l'Emploi et de la Formation Professionnelle","frais de mission",5000,3500,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen",,
"Direction Régionale du Travail, de l'Emploi et de la Formation Professionnelle","Frais de mission",13585,9510,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","85","Préparation, mise en oeuvre, suivi et inspection "
"Direction Régionale du Travail, de l'Emploi et de la Formation Professionnelle","Location longue durée d'un véhicule",24624,17236.8,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","85","Préparation, mise en oeuvre, suivi et inspection "
"EARL A TIPPANA","installation photovoltaïque raccordée au réseau en toiture de deux bâtiments agricoles",339960,81918,"FEDER ","CORSE","HAUTE-CORSE / CORTE / GHISONI / GHISONACCIA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"EARL CLOS ORNASCA","réalisation d'une installation photovoltaïque raccordée au réseau en toiture de l'exploitation ",39450,8400,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / BASTELICA / ECCICA-SUARELLA","PO  FEDER Corse 2007-2013","42","Energie renouvelable: én. hydroélectrique, géothermique et autre"
"EARL U CEPPU","Installation de panneaux photovoltaïques raccordés au réseau en toiture d'un hangar agricole",166100,29070,"FEDER ","CORSE","HAUTE-CORSE / CORTE / GHISONI / GHISONACCIA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"ENERGY 2B","Installation photovoltaïque raccordée au réseau en toiture du bâtiment de la SARL",372000,68640,"FEDER ","CORSE","HAUTE-CORSE / CORTE / PRUNELLI-DI-FIUMORBO / SERRA-DI-FIUMORBO","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"ENSAM","ENSAM BASTIA PHASE CONSTRUCTION",5734200,2867100,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / BASTIA / BASTIA","PO  FEDER Corse 2007-2013","2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"E.P.L.E.F.P.A /C.F.P.P.A de BORGO","Favoriser l'accueil, l'orientation, l'écoute et l'insertion scolaire, sociale et professionnelle des apprenants au sein des deux E.P.L.E.F.P.A de Corse",42034,21017,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FALEPA","Projet mobilité   Garage Insertion Réparation Alternatif ",199200,99600,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FALEPA","Projet mobilité  Garage insertion réparation aternatif ",214446,107223,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FALEP DE CORSE DU SUD","AAP Animation - P@M de la FALEP 2A",20994,,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"FALEP DE CORSE DU SUD","Accueil et accompagnement social et professionnel",15000,15000,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FALEP DE CORSE DU SUD","Accueil et accompagnement social et professionnel public féminin",7800,7800,"FONDS SOCIAL EUROPEEN","CORSE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FALEP DE CORSE DU SUD","Atelier de Pédagogie Personnalisée",175553,87776,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FALEP DE CORSE DU SUD","FALEP APP CORSE DU SUD",175553,87776,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FEMU QUI","FONDS D'INVESTISSEMENT POUR LA PERIODE 2009-2013",6000000,3000000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","5","Services de soutien avancé aux sociétés et groupes de sociétés"
"GAEC SATIVA","Installation de panneaux photovoltaïques raccordés au réseau en toiture d'un bâtiment agricole",70138,13440,"FEDER ","CORSE","HAUTE-CORSE / CORTE / NIOLU-OMESSA / LOZZI","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"GARAGE AUTOMOBILE DU ROND POINT DU FIUMORBO","installation de panneaux photovoltaïques raccordés au réseau en toiture d'un garage",245206,35970,"FEDER ","CORSE","HAUTE-CORSE / CORTE / PRUNELLI-DI-FIUMORBO / PRUNELLI-DI-FIUMORBO","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"GFA ORENGA DE GAFFORY","installation de panneaux photovoltaïques raccordés au réseau en toiture de la cave viticole",405108,65340,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / CONCA-D'ORO / PATRIMONIO","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"GIPACOR - groupement d'intérêt public Académie de Corse ","Centre Régional d'appui aux Acteurs de l'Insertion et de l'Intégration - INSERTION",112000,56000,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"GIPACOR - groupement d'intérêt public Académie de Corse ","Centre Régional d'appui aux Acteurs de l'Insertion et de l'intégration - INTERGRATION",80000,40000,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"GIPACOR - groupement d'intérêt public Académie de Corse ","CRAII - INTEGRATION",80000,40000,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"GIPACOR - groupement d'intérêt public Académie de Corse ","CRAI INSERTION",112000,56000,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen",,
"GIP - Groupement d'intéret public  Corse Compétences ","Mission Générale de l'observatoire Régionale Emploi-Formation",839000,276870,"FONDS SOCIAL EUROPEEN","CORSE",,"Programme opérationnel national Fonds social européen","64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"Groupement d'employeurs pour l'insertion et la qualification","Accueil et accompagnements des Participants",21300,21300,"FONDS SOCIAL EUROPEEN","CORSE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Groupement d'employeurs pour l'insertion et la qualification","Action de Co Tutorat",23000,23000,"FONDS SOCIAL EUROPEEN","CORSE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"GUERRINI STEPHANE","installation photovoltaïques raccordée au réseau en toiture d'un bâtiment agricole",85280,15600,"FEDER ","CORSE","HAUTE-CORSE / CORTE / BUSTANICO / CAMBIA","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
"HELION","Plateforme MYRTE - Mission hydrogène renouvelable pour l'intégration au réseau électrique",9873799,3208984.5,"FEDER ","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO / AJACCIO","PO  FEDER Corse 2007-2013","9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"ID Entreprise","2009-Accompagnement renforcé vers l'emploi",39747,39747,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ID Entreprise","Accueil et accompagnement social et professionnel ",39747,39747,"FONDS SOCIAL EUROPEEN","CORSE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"I.N.R.A. - ","Qualité et qualification des productions en lien avec un territoire (2009)",397000,198500,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","1","Activités R&DT dans centres de recherche"
"INSERM","BIOSCOPE/Observatoire du vivant  (2008)",60000,30000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","1","Activités R&DT dans centres de recherche"
"INSERM","BIOSCOPE/Observatoire du vivant (2009)",60000,30000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","1","Activités R&DT dans centres de recherche"
"ISATIS","APPUI SOCIAL INDIVIDUALISE",163200,81600,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ISULA FORMATION","accueil et accompagnement social et professionnel",10000,10000,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ISULA FORMATION","Accueil et accompagnement social et professionnel",10000,10000,"FONDS SOCIAL EUROPEEN","CORSE","Multilocalisation","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ISULA FORMATION","Atelier Emploi",10100,10100,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / AJACCIO / AJACCIO","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"KALLISTE FIDUCIAIRE","Construction des bâtiments du nouveau siège de la société avec un niveau de performance BBC",378900,113670,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / BASTIA / BASTIA","PO  FEDER Corse 2007-2013","43","Efficacité énergétique, cogénération, gestion de l'énergie"
"LYCEE LAETITIA BONAPARTE","Projets 2008-2009 - Plate forme technologique conception et prototypage (2008)",77000,31000,"FEDER ","CORSE",,"PO  FEDER Corse 2007-2013","3","Transfert de technologie et amélioration des réseaux de coopération..."
"Mairie de BASTIA","AAP Animation - P@M des quartiers sud de Bastia",13177.04,,"FEDER ","CORSE","HAUTE-CORSE / BASTIA / BASTIA / BASTIA","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"Maison de l'emploi d'Ajaccio et du Pays Ajaccien","AAP Animation - CBB emploi du Pays Ajaccien",9838.24,,"FEDER ","CORSE","Multilocalisation","PO  FEDER Corse 2007-2013","11","Technologies de l'information et la communication (...)"
"MAISON DE L'EMPLOI DU SUD DE LA CORSE","Dispositif Local pour l'Insertion et l'Emploi du Sud de la Corse",289110,142584,"FONDS SOCIAL EUROPEEN","CORSE","CORSE-DU-SUD / SARTENE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Marc ANDREANI","installation de panneaux photovoltaïques raccordés au réseau en toiture d'un hangar agricole",108223,18890,"FEDER ","CORSE","HAUTE-CORSE / CORTE / PRUNELLI-DI-FIUMORBO / VENTISERI","PO  FEDER Corse 2007-2013","40","Energie renouvelable: én. solaire"
