"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"Conseil Régional de Guyane","Premier équipement du lycée de St Laurent III","4,237,628 €","635,644 €","FEDER ","GUYANE","GUYANE",,"75","Infrastructures pour l'éducation"
"Conseil Régional de Guyane","Réalisation d'une étude de préfiguration pour la mise en place d'un conservatoire botanique en Guyane","100,000 €","40,000 €","FEDER ","GUYANE","GUYANE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Conseil Régional de Guyane","Travaux de construction du lycée de Kourou - phase 3","29,364,715 €","4,404,716 €","FEDER ","GUYANE","GUYANE",,"75","Infrastructures pour l'éducation"
"Conservatoire du littoral et des rivages lacustres","Protection, ouverture et valorisation du site et des vestiges de l'habitation Loyola","276,488 €","132,714 €","FEDER ","GUYANE","GUYANE",,,
"CONSTRUCTION REALISATION INDUSTRIELLE SARL","acquisition de matériel de production","317,056 €","126,822 €","FEDER ","GUYANE","GUYANE",,,
"DELICES DE GUYANE","DEMANDE D'AIDE AU FRET - FABRICATION DE CONFITURES ET CONDIMENTS","11,922 €","5,961 €","FEDER ","GUYANE","GUYANE",,,
"DELICES DE GUYANE","Mise en place d'une ligne de production de confitures","230,524 €","55,000 €","FEDER ","GUYANE","GUYANE",,,
"DELICES DE GUYANE","Recrutement d'un cadre","43,863 €","21,931 €","FEDER ","GUYANE","GUYANE",,"15","Autres mesures pour améliorer l'accès et l'utilisation efficace des TIC par les PME"
"DELICES DE GUYANE","Recrutement d'un cadre","43,863 €","21,931 €","FEDER ","GUYANE","GUYANE",,"8","Autres investissements en entreprises"
"Direction départementale de l'Equipement","Approfondissement -élargissement du chenal d'accès au port du Degrad des Cannes et maintien de la côte","11,900,000 €","5,500,000 €","FEDER ","GUYANE","GUYANE",,"82","Compensation des surcoûts liés au déficit d'accessibilité et à la fragmentation territoriale"
"Direction départementale de l'Equipement","Etude sur le contournement des sauts sur le fleuve transfrontalier  Le Maroni ","100,000 €","45,000 €","FEDER ","GUYANE","GUYANE",,,
"Direction départementale de l'Equipement","Reconstruction du quai n°2 au port du Dégrad des Cannes","35,000,000 €","17,400,000 €","FEDER ","GUYANE","GUYANE",,"30","Ports"
"Direction départementale de l'Equipement","Reconstruction du quai n°2 au port du Dégrad des Cannes","35,000,000 €","17,400,000 €","FEDER ","GUYANE","GUYANE",,"82","Compensation des surcoûts liés au déficit d'accessibilité et à la fragmentation territoriale"
"EARL Pépinière des mines","Pépinière des Mines","157,014 €","119,331 €","FEDER ","GUYANE","GUYANE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"ELFY 18","Investisement matériel d'une unité de ferronerie","279,676 €","90,000 €","FEDER ","GUYANE","GUYANE",,,
"EPAG","ZAC de SOULA - 1ère tranche - Travaux de VRD primaires et réalisation d'un ouvrage de lagunage","20,348,718 €","10,000,000 €","FEDER ","GUYANE","GUYANE",,,
"ESPACE ALUMIMIUM","Tous travaux de menuiserie aluminium","61,772 €","30,886 €","FEDER ","GUYANE","GUYANE",,,
"ESPACE PUBLICITE","Acquisition d'un centre d'usinage automatique","201,553 €","118,000 €","FEDER ","GUYANE","GUYANE",,,
"ESPACE PUBLICITE SIGNALETIQUE","AIDE AU FRET 2008","19,784 €","9,892 €","FEDER ","GUYANE","GUYANE",,,
"EURL Domaine de la Matourienne","construction et aménagement d'un restaurant au sein d'un complexe de tourisme équestre à Matoury","284,376 €","102,375 €","FEDER ","GUYANE","GUYANE",,,
"EURL PAOLA","Construction d'un bâtiment tertiaire HQE (Haute Qualité Environnementale) respectant la démarche QEA (Qualité Environnementale Amazonienne)","352,300 €","184,800 €","FEDER ","GUYANE","GUYANE",,,
"EURL Société d'embouteillage des eaux de Guyane (SOEEG)","Etude technico-réglementaire de la création d'une unité d'embouteillage d'eau de pluie","71,244 €","20,622 €","FEDER ","GUYANE","GUYANE",,"6","Soutien aux PME pour la promotion de produits et processus de fabrication écologiques (...)"
"GLACIERES DE GUYANE","acquisition d'une machine à glace","100,441 €","26,750 €","FEDER ","GUYANE","GUYANE",,,
"GUYANE AGGLOS","Acquisition de matériel de production","279,977 €","174,000 €","FEDER ","GUYANE","GUYANE",,,
"Guyane aquatique","GUYASPI: projet pilote de culture de spiruline","71,016 €","23,262 €","FEDER ","GUYANE","GUYANE",,,
"Guyane Service Aéronautique Maintenance (GSAM)","Investissement matériels d'une ligne de fret aérien","327,684 €","220,763 €","FEDER ","GUYANE","GUYANE",,,
"GUYANE TECHNOPOLE G.T.","ANIBIOR","402,000 €","201,000 €","FEDER ","GUYANE","GUYANE",,,
"GUYANE TECHNOPOLE G.T.","A-PRODIGE","480,000 €","240,000 €","FEDER ","GUYANE","GUYANE",,,
"GUYANE TECHNOPOLE G.T.","Incubateur","275,000 €","127,500 €","FEDER ","GUYANE","GUYANE",,,
"HELIOS LOC 09 / EGTA","Mise en place d'une unité de fabrication de treillis soudés","930,872 €","292,350 €","FEDER ","GUYANE","GUYANE",,,
"Hortensia _","Création d'un meublé touristique à Kourou","20,104 €","8,000 €","FEDER ","GUYANE","GUYANE",,,
"IFREMER","DEPECHE - Développement durable de la pêche côtière en Guyane: potentiel économique et bio-écologique","331,510 €","198,906 €","FEDER ","GUYANE","GUYANE",,,
"INRA - URPV","favoriser le transfert, l'innovation et la recherche-développement en agriculture en Guyane","72,218 €","31,054 €","FEDER ","GUYANE","GUYANE",,,
"Institut de Recherche pour le Développement","CARTAM-SAT - Cartographie dynamique des territoires amazoniens: des satellites aux acteurs","593,883 €","365,238 €","FEDER ","GUYANE","GUYANE",,"1","Activités R&DT dans centres de recherche"
"Institut de Recherche pour le Développement","CARTAM-SAT - Cartographie dynamique des territoires amazoniens: des satellites aux acteurs","593,883 €","365,238 €","FEDER ","GUYANE","GUYANE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Institut National de la Recherche Agronomique (INRA)","ENERGI-RAVI - Estimation de la Richesse Génétique des Ressources Amazoniennes de Vivant","784,600 €","485,600 €","FEDER ","GUYANE","GUYANE",,,
"Institut National de la Recherche Agronomique (INRA)","GUYAFLUX - Flux et bilans de CO2 et d'autres gaz à effet de serre dasn les écosystèmes forestiers en Guyane française","540,000 €","330,000 €","FEDER ","GUYANE","GUYANE",,,
"Institut Pasteur de la Guyane","VIRUSES - Virus-Réservoir-Urbanisation: Surveillance de l'Emergence en Amérique du Sud","999,533 €","549,683 €","FEDER ","GUYANE","GUYANE",,,
"Institut Universitaire de Formation des Maîtres de la Guyane","Restauration et aménagement de la case n°10 (camp de la transportation) de l'IUFM de Saint-Laurent du Maroni","177,190 €","97,455 €","FEDER ","GUYANE","GUYANE",,"75","Infrastructures pour l'éducation"
"LA HULOTTE","Equipements pour le catamaran l'Effraie","43,606 €","15,698 €","FEDER ","GUYANE","GUYANE",,,
"LAV'INDUSTRY","Mise en place d'un système de traitement d'eau","64,425 €","28,000 €","FEDER ","GUYANE","GUYANE",,"14","Services et applications pour les PME (commerce électronique, éducation et formation, mise en réseau, etc.)"
"LAV'INDUSTRY","Mise en place d'un système de traitement d'eau","64,425 €","28,000 €","FEDER ","GUYANE","GUYANE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Le GRILLARDIN Guyane","Rénovation et modernisation de l'hôtel - restaurant le Grillardin à Matoury","464,310 €","163,318 €","FEDER ","GUYANE","GUYANE",,,
"Mairie de Matoury","Construction du groupe scolaire Cogneau Lamirande de 14 classes dont CLIN et CLAD à Matoury","2,856,868 €","1,013,585 €","FEDER ","GUYANE","GUYANE",,"75","Infrastructures pour l'éducation"
"Mairie de Matoury","Etudes de maitrise d'oeuvre pour la construction du GS de 14 cl dont 1 CLIN et 1 CLAD de Cogneau Lam","250,000 €","80,000 €","FEDER ","GUYANE","GUYANE",,"75","Infrastructures pour l'éducation"
