"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"Institut National de la Recherche Agronomique","Investissement 2008 pour T3A (volets 1,2,3 et 4)","2,493,542 €","1,000,154 €","FEDER ","AUVERGNE","AUVERGNE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"Institut National de la Recherche Agronomique","Territoires, agriculture et alimentation en Auvergne ","2,920,375 €","1,314,169 €","FEDER ","AUVERGNE","AUVERGNE",,"2","Infrastructure R&DT et centres de compétence pour des technologies spécifiques"
"INTERLAB","Extension de l'unité de recherche de Interlab ","218,174 €","98,178 €","FEDER ","AUVERGNE","AUVERGNE",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ISSOIRE COMMUNAUTE","Etude sur le projet POLYDYAM","23,561 €","8,246 €","FEDER ","AUVERGNE","AUVERGNE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Jacquet Panification","Doublement de l'usine de fabrication à Saint Beauzire","24,748,250 €","800,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"JET CUT","Développement de l'exportation sur des techniques de découpe innovantes","201,993 €","75,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"JET CUT","Prototype combiné usinage grande vitesse / jet d'eau 5 axes grandes dimensions","1,522,941 €","161,279 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"Jeune Chambre Economique de la Plasturgie","Action collective d'encouragement aux projets d'innovation des PME du secteur de la plasturgie","248,559 €","70,000 €","FEDER ","AUVERGNE","AUVERGNE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"JOUBERT PRODUCTIONS","Gamme optimisée d'accessoires sécurisant l'usage de sangles textiles tressées destinées aux marchés nord-américains.","182,525 €","54,246 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"LABORATOIRE REGIONAL DES PONTS ET CHAUSSEES","Innovapôle 2008 (équipements)","60,226 €","25,415 €","FEDER ","AUVERGNE","AUVERGNE",,"1","Activités R&DT dans centres de recherche"
"LABORATOIRE REGIONAL DES PONTS ET CHAUSSEES","Innov@pôle 2007","34,967 €","13,862 €","FEDER ","AUVERGNE","AUVERGNE",,"1","Activités R&DT dans centres de recherche"
"LABORATOIRES CYCLOPHARMA","Développement de nouvelles structures hétéro-aromatiques halogénées pour l'imagerie par TEP et la radiothérapie interne vectorisée du mélanome ","170,100 €","68,000 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"La Gerbe d'Or","Construction d'un bâtiment industriel à usage de boulangerie sur le biopôle Clermont-Limagne à Saint","2,115,463 €","90,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
