"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"ACCESSURG","Développement d'un anneau périgastrique motorisé pour le traitement de l'obésité morbide.","1,014,340 €","250,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ADENEO","COROLA - Développement d'un dispositif pour limiter les risques de renversement des poids lourds basé sur l'anticipation","671,466 €","201,440 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"1","Activités R&DT dans centres de recherche"
"AD NUCLEIS","Développement de l'analyse rapide par PCR pour la détection des germes pathogènes de contamination en agroalimentaire","600,350 €","120,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"ADVIVO","PUI de L'AGGLO du Pays Viennois Correspondant de nuit Quartier de la Vallée de la Gère ","465,044 €","93,333 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"AFPIA SUD EST","Ameublement Durable en Rhône alpes","88,874 €","35,105 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"AGEFPI","TEKLICELL","583,448 €","328,190 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"1","Activités R&DT dans centres de recherche"
"Agence de développement touristique de l'Ardèche","Valorisation du patrimoine paléontologique site de la Boissine: organisation de journées de formation et de sensibilisation des prestataires touristiques","10,176 €","5,088 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"57","Autres outils d'amélioration des services touristiques"
"Agence Economique de la SAVOIE","Compétitivité et maîtrise de l'énergie dans les entreprises","46,046 €","21,046 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Agence Economique de la SAVOIE","Mise en place d'une action collective d'entreprise  gestion financière prévisionnelle et projet de développement ","41,860 €","20,930 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"68","Aide au travail indépendant et à la création d'entreprise"
"Agence Economique de la SAVOIE","Mise en place d'une action collective d'entreprises  PROGRHES ","60,000 €","30,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"68","Aide au travail indépendant et à la création d'entreprise"
"AIX LES BAINS","PUI Aix-les-Bains : Un service de médiation de proximité pour les jeunes aixois","454,726 €","231,900 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"AIX LES BAINS","Réhabilitation de l'espace PUER","3,182,045 €","1,400,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"AIX LES BAINS","Requalification des équipements de proximité (PUI)","1,386,908 €","740,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"Alizé Pharma II","ASPAREC","2,039,323 €","410,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"Allizé-Plasturgie Rhône Alpes - Pôle d'Oyonnax","Bilan GES : sensibilisation et bilan  gaz à effet de serre  auprès des PME du secteur rhônalpin de la plasturgie","74,152 €","22,246 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Allizé-Plasturgie Rhône Alpes - Pôle d'Oyonnax","Collecte et valorisation des déchets plastiques  volet écocompatibilité des produits plastiques secteur médical ","56,728 €","11,346 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Allizé-Plasturgie Rhône Alpes - Pôle d'Oyonnax","Programme 2008 de sensibilisation et d'accompagnement des démarches environnementales des entreprises","74,700 €","14,940 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"alvéole","Réhabilitation de la friche industrielle d'ALVEOLE à St Pierre en Faucigny","282,032 €","141,016 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"50","Réhabilitation de sites industriels et de sols contaminés"
"APEI  Les Papillons Blancs ","Création d'un service de restauration de proximité pour les Papillons Blancs (PUI Aix-les-Bains)","2,228,600 €","1,000,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"79","Autres infrastructures sociales"
"Aradel","Animation et professionnalisation des développeurs économiques locaux","428,534 €","120,645 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"68","Aide au travail indépendant et à la création d'entreprise"
"ARDI RHONE ALPES","Animation et coordination du réseau de partenaires programme environnement et DD des PME","114,520 €","57,260 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"ARDI RHONE ALPES","Réalisation du programme 2009 d'éco-conception et d'éco-design en faveur des PME","119,925 €","59,963 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"ARDI RHONE ALPES","Services ARDI pour la Valorisation Economique des Technologies Régionales (PULLTECH+)","3,513,000 €","1,756,500 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"ARKEMA FRANCE","PVCLIN ARKEMA","160,000 €","48,000 €","FEDER ","RHONE-ALPES","RHONE-ALPES",,"1","Activités R&DT dans centres de recherche"
