name_der_begunstigten,vorhaben,zeitraum_der_bewilligung,amount,fund_type,uri
"Ausbildungszentrum Burbach gGmbH, Ernst- Abbe-Straße 10, 66115 Saarbrücken",Verbundprojekt Stadttourismus Stadtverband Warndt,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"GSE Gemeinnützige Gesellschaft für Sozialeinrichtungen des ASB mbH, Rathausstr. 2, 66557 Illingen",Jugend Aktiv Schwalbach,01.05.2008 - 30.04.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Erwerbslosenselbsthilfe Püttlingen e.V., Zur Berghalde 10, 66346 Püttlingen",Neustart - Qualifizierung und Beschäftigung,15.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Arbeiterwohlfahrt Landesverband Saarland e.V., Hohenzollernstraße 45, 66117 Saarbrücken",Qualifizierung - Vorbereitung externe Prüfung zur Hauswirtschafterin,01.04.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Hilfe zur Arbeit Saarpfalz Kreis Öko-Schule IGB,18.04.2008 - 17.04.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Hilfe zur Arbeit Neunkirchen Kunstpunkte,21.03.2008 - 20.03.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"GSE Gemeinnützige Gesellschaft für Sozialeinrichtungen des ASB mbH, Rathausstr. 2, 66557 Illingen",Frauen Aktiv Ottweiler,01.05.2008 - 30.04.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Arbeiterwohlfahrt Landesverband Saarland e.V., Hohenzollernstraße 45, 66117 Saarbrücken",Beschäftigung und Qualifizierung im Druckbereich,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Diakonisches Werk an der Saar gGmbH (DWSaar gGmbH), Rembrandtstraße 17 - 19, 66540 Neunkirchen",Beschäftigungsmaßnah me Weltkulturerbe Völklinger Hütte II 2008,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Ausbildungszentrum Burbach gGmbH, Ernst- Abbe-Straße 10, 66115 Saarbrücken",Stage - Die Bühne Saarbrücken,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Caritasverband für die Region Schaumberg Blies e.V., Hüttenbergstr. 42, 66538 Neunkirchen",Integration in den Arbeitsmarkt für erwerbsfähige Hilfebedürftige,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"IB - Internationaler Bund e.V., Luisenstr. 27, 66953 Pirmasens",Jugendcafé SCHOOL- OUT Merzig,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Caritasverband für die Region Schaumberg Blies e.V., Hüttenbergstr. 42, 66538 Neunkirchen",BIZ Sankt Wendel,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"DEKRA Personaldienste GmbH (DEKRA Arbeit), Mecklenburgring 25 / 8. Etage, 66121 Saarbrücken",Transfergesellschaft Peugeot,01.05.2009 - 31.10.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Caritasverband für Saarbrücken und Umgebung e.V., Johannisstr. 2, 66111 Saarbrücken",BIZ Saarbrücken - Caritas,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Caritas-Zentrum Saarpfalz, Bexbacher Straße 4, 66424 Homburg",BIZ Saarpfalz,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Caritasverband Saar- Hochwald e.V.- Geschäftsstelle Saarlouis -, Lisdorfer Str. 13, 66740 Saarlouis",BIZ Merzig-Wadern,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Caritasverband für die Region Saar-Hochwald e.V., Torstr. 24, 66663 Merzig",BIZ Saarlouis,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Regionalverband Saarbrücken, Schloßplatz 6-7, 66119 Saarbrücken",Dualisiertes BGJ / Produktionsschule,01.08.2008 - 31.07.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Ausbildungszentrum Burbach gGmbH, Ernst- Abbe-Straße 10, 66115 Saarbrücken",Dualisiertes BGJ / Produktionsschule LK St. Wendel,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Beschäftigungs- und Qualifizierungsgesellschaft im Landkreis Saarlouis gGmbH, Kaiser-Wilhelm- Str. 4-6, 66740 Saarlouis",Dualisiertes BGJ/Produktionsschule - Landkreis Saarlouis,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Landkreis Neunkirchen, Wilhelm-Heinrich-Straße 36, 66564 Ottweiler",Dualisiertes BGJ / BGS / Produktionsschule,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"CEB-Fortbildungswerk GmbH, Industriestraße 6 - 8, 66663 Merzig",Dualisiertes BGJ/Produktionsschule - Lkr MZG,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Saarpfalz Kreis, Am Forum 1, 66424 Homburg",Dualisiertes BGJ/Produktionsschule - Saarpfalz-Kreis,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Ausbildungszentrum Burbach gGmbH, Ernst- Abbe-Straße 10, 66115 Saarbrücken",Existenzgründungsbüro Saarbrücken,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Verbundausbildung Untere Saar e.V., Am Markt 11, 66763 Dillingen",Ausbildung Jetzt,01.07.2008 - 30.06.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Diakonisches Werk an der Saar gGmbH (DWSaar gGmbH), Rembrandtstraße 17 - 19, 66540 Neunkirchen",Ausbildung Jetzt 2008,01.07.2008 - 30.06.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Ausbildungszentrum Burbach gGmbH, Ernst- Abbe-Straße 10, 66115 Saarbrücken",Ausbildung jetzt und Hotline Blieskastel,01.07.2008 - 30.06.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"IB - Internationaler Bund e.V., Luisenstr. 27, 66953 Pirmasens",Stadtmitteprojekt Homburg,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Arbeiterwohlfahrt Landesverband Saarland e.V., Hohenzollernstraße 45, 66117 Saarbrücken",Atelier für Mädchen und junge Frauen,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"IB - Internationaler Bund e.V., Luisenstr. 27, 66953 Pirmasens",Jugendcafé SCHOOL- OUT Merzig,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Beschäftigungs- und Qualifizierungsgesellschaft im Landkreis Saarlouis gGmbH, Kaiser-Wilhelm- Str. 4-6, 66740 Saarlouis",Aktionsprogramm zur Eingliederung benachteiligter Jugendlicher,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"DEKRA Akademie GmbH Neunkirchen, Bliespromenade 1, 66538 Neunkirchen",Wege in Ausbildung und Beruf - WABE,03.11.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Chancen interkulturell - Qualifizierung und Beschäftigung,01.10.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Diakonisches Werk an der Saar gGmbH (DWSaar gGmbH), Rembrandtstraße 17 - 19, 66540 Neunkirchen",Mobil Regionalverband SB - 08 B,01.09.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Ausbildungszentrum Burbach gGmbH, Ernst- Abbe-Straße 10, 66115 Saarbrücken",Jugendprojekt Stabil - Burbach - AZB,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"SOS-Kinderdorf e.V. - Ausbildungs- und Beschäftigungszentrum, Seilerstr. 6, 66111 Saarbrücken",Jugendprojekt Stabil - Saarbrücken - SOS,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Jugendprojekt Stabil - Saarbrücken und Friedrichsthal - NAS,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"GSE Gemeinnützige Gesellschaft für Sozialeinrichtungen des ASB mbH, Rathausstr. 2, 66557 Illingen",Betreuung betriebliche Ausbildung - Lkr NK - GSE,01.09.2008 - 31.08.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"CEB-Fortbildungswerk gGmbH, Industriestraße 6 - 8, 66663 Merzig",Youthstart und Ausbildung jetzt,01.07.2008 - 30.06.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Diakonisches Werk an der Saar gGmbH (DWSaar gGmbH), Rembrandtstraße 17 - 19, 66540 Neunkirchen",Völklinger Börse 08 b,01.07.2008 - 30.06.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Gesellschaft zur Förderung von Familien- und Nachbarschafthilfe, Vogelstraße 2, 66538 Neunkirchen",Qualifizierungsmaßnah me für Frauen - Cafe Eckneschd,01.07.2008 - 30.06.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"CEB-Fortbildungswerk GmbH, Industriestraße 6 - 8, 66663 Merzig",Qualifizierung und Beschäftigung - Ökologie Projekt Mettlach,01.06.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"CEB-Fortbildungswerk GmbH, Industriestraße 6 - 8, 66663 Merzig",Qualifizierung und Beschäftigung - Touristische Infrastruktur Wadern,01.06.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Diakonisches Werk an der Saar gGmbH (DWSaar gGmbH), Rembrandtstraße 17 - 19, 66540 Neunkirchen",Qualifizierungsprojekt Der Laden Saarlouis 08,01.06.2008 - 31.05.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"GSE Gemeinnützige Gesellschaft für Sozialeinrichtungen des ASB mbH, Rathausstr. 2, 66557 Illingen",Jugend Aktiv Merzig,01.07.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"GSE Gemeinnützige Gesellschaft für Sozialeinrichtungen des ASB mbH, Rathausstr. 2, 66557 Illingen",Frauen Aktiv Ottweiler,01.05.2009 - 30.04.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Gemeinnützige Gesellschaft für Sozialeinrichtungen des ASB mbH (GSE des ASB mbH), Rathausstr. 2, 66557 Illingen",Jugend Aktiv Schwalbach,01.05.2009 - 30.04.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"GSE Gemeinnützige Gesellschaft für Sozialeinrichtungen des ASB mbH, Rathausstr. 2, 66557 Illingen",Frauen Aktiv Illingen - Kleider- und Haushaltswarenbörse,17.05.2008 - 16.05.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Losheimer Arbeitsmarktinitiative e.V., Streifstraße 3, 66679 Losheim am See",Qualifizierungsprojekt Holz - Touristische Infrastruktur,01.03.2009 - 28.02.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Qualifizierung und Beschäftigung - Merchweiler,01.03.2009 - 28.02.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Kunstpunkte NK,21.03.2009 - 20.03.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Qualifizierung und Beschäftigung - Schiffweiler,01.03.2009 - 28.02.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Max 25 NK 2009,14.02.2009 - 13.02.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Hilfe zur Arbeit Neunkirchen Max 25,14.02.2008 - 13.02.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"G&H Graf und Holste GbR Institut für Qualifizierung und Alltagsbetreuung, Bismarckstr. 11, 66333 Völklingen",Qualifizierung Bereichshelfer/in und Alltagsgestalter/in,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Qualifizierung Öko- Schule IGB,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Qualifizierung Spiesen- Elversberg Interkulturell,01.01.2009 - 30.06.2010,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Neue Arbeit Saar gGmbH, Bertha-von-Suttner-Straße 1, 66123 Saarbrücken",Projekt Denkmalschutz - Gefährdetenhilfe,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Arbeiterwohlfahrt Landesverband Saarland e.V., Hohenzollernstraße 45, 66117 Saarbrücken",Ökologischer Garten- und Landschaftsbau,01.01.2009 - 31.12.2009,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
"Institut für betriebliche Schulung Neunkirchen, Bahnhofstraße 29, 66538 Neunkirchen",Beschäftigung und Qualifizierung Umwelt- und Landschaftspflege,01.01.2008 - 31.12.2008,0,ESF,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf
