"Type","Name des Begünstigten","Bezeichnung des Vorhabens","Jahr der Bewilligung / Jahr der Restzahlung","Gewährte Beträge","Bei Abschluss des Vorhabens gezahlte Gesamtbeträge"
"Standardvorhaben","Gemeindeverwaltung Steinigtwolmsdorf","(250858170C) Bauhofmitarbeit zur Aufwertung des Ortsbildes ",2008,"216.000,00  EUR",
"Standardvorhaben","Stiftung S�chsische Gedenkst�tten - Gedenkst�tte Bautzen - ","(250858200B) Aufsicht",2008,"79.326,00  EUR",
"Standardvorhaben","Gemeinn�tziger F�rderverein des Steinmetz- und Bildhauerhandwerks e.V.","(250858210B) Freizeit und Kreation ",2008,"39.240,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Gro�postwitz","(250858220B) Verbesserung der touristischen Infrastruktur",2008,"39.240,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Gro�postwitz","(250858222B) Koordination Objektnutzung durch Vereine ",2008,"39.240,00  EUR",
"Standardvorhaben","Christlich-Soziales Bildungswerk Sachsen e.V.","(250858230A) Sorbisches Brauchtum in der sorbischen Kindertagesst�tte",2008,"39.420,00  EUR",
"Standardvorhaben","Christlich-Soziales Bildungswerk Sachsen e.V. ","(250858231A) Projekt ""Luft"" integrative Kindertagesst�tte K�nigswartha ",2008,"40.075,00  EUR",
"Standardvorhaben","Kindergartenverein Sdier e.V.","(250858250A) Unterstﾟtzung der pﾊdagogischen und technischen Mitarbeiter in der Kita Sdier ",2008,"39.240,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Schland an der Spree","(250858260B) Aktualisieren des Inventars im Heimatmuseum ",2008,"39.240,00  EUR",
"Standardvorhaben","Gemeinde Obergurig","(250858270B) Schulwegsicherung und Aufsicht/Kontrolle des Multisportplatzes",2008,"42.831,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst e.V.","(250858290B) Filmvorf�hrer bei mobilen Kinoveranstaltungen",2008,"39.240,00  EUR",
"Standardvorhaben","Berufsbildungszentrum Bautzen e.V.","(250858340B) Schulverweigererprojekt",2008,"27.480,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Cunewalde","(250858350B) Qualit�tssteigerung in der �rtlichen Bibliothek",2008,"38.340,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Cunewalde","(250858351A) Koordination beschaeftigungspolitischer Ma�nahmen",2008,"39.240,00  EUR",
"Standardvorhaben","Gemeinde Gro�hartau","(250858370B) Fakultative Angebote in der Grundschule Gro�hartau ",2008,"43.200,00  EUR",
"Standardvorhaben","Gemeinde Gro�harthau","(250858372B) Koordinator Kultur ",2008,"43.200,00  EUR",
"Standardvorhaben","Oberlausitzer Lebens- und Familienhilfe e.V.","(250858430A) Helferin in der Freizeitbetreuung ",2008,"40.320,00  EUR",
"Standardvorhaben","Reit- und Fahrverein Temritz e.V.","(250858440B) Zusﾊtzliche Angebote fﾟr Kinder und Jugendliche im Breitensport",2008,"40.320,00  EUR",
"Standardvorhaben","Franziskusgemeinschaft Leutwitz e.V.","(250858450B) Mithilfe bei zus�tzlichen �kologischen Bildungsangeboten ",2008,"37.440,00  EUR",
"Standardvorhaben","MSV Bautzen 04 e.V.","(250858460B) Mitarbeiter Sportpark",2008,"41.220,00  EUR",
"Standardvorhaben","TSV 1859 Wehrsdorf e.V.","(250858470B) Mitarbeiter Sportverein ",2008,"39.240,00  EUR",
"Standardvorhaben","FSV Budissa Bautzen e.V.","(250858490B) Unterstﾟtzung im Sportbetrieb und bei den Projekten ""Schule"" und ""Kindergarten"" ",2008,"40.320,00  EUR",
"Standardvorhaben","SV Blau-Wei� Neschwitz e.V.","(250858500B) Koordinator f�r den Breitensport ",2008,"39.240,00  EUR",
"Standardvorhaben","Bautzener Kunstverein e.V.","(250858520B) Hilfskraft fﾟr die Galerie Budissin ",2008,"41.220,00  EUR",
"Standardvorhaben","Fraueninitiative Bautzen e.V.","(250858530A) Mitarbeiter im sozialen Dienst",2008,"41.220,00  EUR",
"Standardvorhaben","FV Concordia Schland 23 e.V.","(250858540B) Mitarbeiter Sport ",2008,"39.240,00  EUR",
"Standardvorhaben","Tanz- und Theaterwerkstatt Wilthen e.V.","(250858550B) Projekthelfer ",2008,"37.440,00  EUR",
"Standardvorhaben","Stadt Bautzen","(250858570B) Erg�nzende Arbeiten im Bereich Stadterneuerung und Stadtentwicklung ",2009,"54.285,76  EUR",
"Standardvorhaben","Sternwarte Sohland e.V.","(250858610B) Mitarbeiter in der Sternwarte ",2008,"39.240,00  EUR",
"Standardvorhaben","Kraftwerk e. V.","(250859000A) Offene Werkstatt",2008,"81.720,00  EUR",
"Standardvorhaben","Kraftwerk e. V.","(250859001B) Medien- und Computerwerkstatt",2008,"81.720,00  EUR",
"Standardvorhaben","Kraftwerk e. V.","(250859002A) Mitwirkung und Begleitung soziokultureller Projekte",2008,"83.520,00  EUR",
"Standardvorhaben","Kraftwerk e. V.","(250859003A) Betreuung Kinder- und Jugendclub",2008,"84.924,00  EUR",
"Standardvorhaben","Marianne Brandt Gesellschaft e. V.","(250859010B) Verst�rkung/Verbesserung Vereinsarbeit ",2008,"43.200,00  EUR",
"Standardvorhaben","Marianne Brandt Gesellschaft e. V.","(250859011B) Verst�rkung/Verbesserung Vereinsarbeit ",2008,"43.200,00  EUR",
"Standardvorhaben","Chemnitzer Gew�lbeg�nge e. V.","(250859031A) Erschlie�ung historischer Gew�lbeg�nge und Anpassung Radwanderwegenetz",2009,"86.400,00  EUR",
"Standardvorhaben","Verein zur Integration psychosozial behinderter Menschen Chemnitz e. V.","(250859050A) zusﾊtzliche Angebote fﾟr Beschﾊftigung und Freizeit der KOBS-Besucher ",2008,"43.200,00  EUR",
"Standardvorhaben","Verein zur Integration psychosozial behinderter Menschen Chemnitz e. V.","(250859051A) therapeutische Beschﾊftigung von Behinderten ",2008,"43.200,00  EUR",
"Standardvorhaben","Stadtmission Chemnitz e. V.","(250859061A) Mobile Behindertenhilfe",2009,"79.892,80  EUR",
"Standardvorhaben","Gemeinn�tzige regional Aufbaugesellschaft (TGR)","(250859089B) Projekte in und f�r Schulen",2008,"129.600,00  EUR",
"Standardvorhaben","B�rgerinitiative Chemnitzer City e. V.","(250859100A) Soziokultureller Mitarbeiter Entwicklung Mehrgenerationenhaus ",2008,"43.200,00  EUR",
"Standardvorhaben","B�rgerinitiative Chemnitzer City e. V.","(250859101B) Projektmitarbeiter Technik Entwicklung Mehrgenerationenhaus",2008,"41.040,00  EUR",
"Standardvorhaben","1. Chemnitzer Autorenverein e. V.","(250859130B) Mitarbeiter Soziokultur ",2008,"42.552,00  EUR",
"Standardvorhaben","Familienzentrum M�usenest","(250859270A) Werkstatt AG f�r Klein- und Schulkinder ",2008,"42.552,00  EUR",
"Standardvorhaben","Caritasverband fﾟr Chemnitz und Umgebung e. V.","(250859360A) Bahnhofsmission",2008,"80.640,00  EUR",
"Standardvorhaben","Caritasverband fﾟr Chemnitz und Umgebung e. V.","(250859361A) Cafe International ",2008,"38.520,00  EUR",
"Standardvorhaben","Caritasverband f�r Chemnitz und Umgebung e. V.","(250859362A) Weitblick und F�reinander/Miteinander ",2008,"43.200,00  EUR",
"Standardvorhaben","Caritasverband fﾟr Chemnitz und Umgebung e. V.","(250859363A) Freiwilligenzentrum ",2008,"38.520,00  EUR",
"Standardvorhaben","Naturschutzbund Deutschland, Regionalverband Erzgebirge e. V.","(250859391B) zusﾊtzliche pﾊdagogische Arbeit ",2008,"42.372,00  EUR",
"Standardvorhaben","Freier Evangelischer Schulverein Chemnitz e. V.","(250859400A) Schulhelfer ",2008,"43.200,00  EUR",
"Standardvorhaben","Klinke e. V.","(250859411A) Querbeet Kinder- und Jugend ",2008,"42.372,00  EUR",
"Standardvorhaben","Deutsches Spielemuseum e. V.","(250859421B) Archivhilfe ",2008,"42.552,00  EUR",
"Standardvorhaben","Deutsches Spielemuseum e. V.","(250859422B) Bﾟrohilfe ",2008,"42.372,00  EUR",
"Standardvorhaben","Armes Theater e. V.","(250859430B) Theaterp�dagoge ",2009,"39.600,00  EUR",
"Standardvorhaben","S�chsisches Eisenbahnmuseum e. V.","(250859440B) Organisation Sonderausstellung ",2008,"42.552,00  EUR",
"Standardvorhaben","Ebersdorfer Schulmuseum e. V.","(250859450B) Sonderausstellungen ",2008,"42.552,00  EUR",
"Standardvorhaben","Gemeinn�tzige regionale Aufbaugesellschaft mbH (TGR)","(250859471B) �ffentlichkeitsarbeit Naturschutz ",2008,"32.400,00  EUR",
"Standardvorhaben","Gemeinnﾟtzige Regionale Aufbaugesellschafft mbH","(250859474B) MA Amt 41 kulturelle Projekte",2009,"86.400,00  EUR",
"Standardvorhaben","B�rgerverein f�r Chemnitz e. V.","(250859490B) Koordinator Chemnitzer Friedenstag ",2008,"43.200,00  EUR",
"Standardvorhaben","Alternatives Jugendzentrum e. V.","(250859500B) Kreativwerkstatt ",2008,"40.752,00  EUR",
"Standardvorhaben","S�chsische Mozart Gesellschaft e. V.","(250859510B) Sommerwerkstatt ",2008,"40.752,00  EUR",
"Standardvorhaben","S�chsische Mozart Gesellschaft e. V.","(250859511B) �ffentlichkeitsarbeit ",2008,"41.370,00  EUR",
"Standardvorhaben","Parkeisenbahn Chemnitz gGmbH","(250859540B) Veranstaltungsorganisator ",2008,"42.552,00  EUR",
"Standardvorhaben","Vereinigung Solidar- und Lebenshilfe Chemnitz e. V.","(250859560A) B�rgertreff Gleis 1",2009,"82.440,00  EUR",
"Standardvorhaben","Regenbogenbus - Verein fﾟr erzieherischen Kinder- und Jugendschutz e. V.","(250859570B) Spielplatz ",2008,"42.552,00  EUR",
"Standardvorhaben","Verein zur beruflichen Fﾚrderung und Ausbildung e. V. Aue","(250859610B) CHEMNITZ Ausbildungshelfer",2008,"42.552,00  EUR",
"Standardvorhaben","Stadt Waldenburg","(250860070B) Tourismusentwicklung",2008,"28.800,00  EUR",
"Standardvorhaben","Diakoniewerk Westsachsen gGmbH","(250860131A) MA fﾟr Wohn- und Pflegestﾊtte Max Schubert",2008,"37.800,00  EUR",
"Standardvorhaben","Diakoniewerk Westsachsen","(250860132A) MA fﾟr Haus Abendfrieden",2008,"75.600,00  EUR",
"Standardvorhaben","Diakoniewerk Westsachsen gemeinn�tzige GmbH","(250860133A) Wohnst�tte Dr. Pinel",2008,"112.680,00  EUR",
"Standardvorhaben","Diakoniewerk Westsachsen gGmbH","(250860138A) MA fﾟr Heinrichshof",2008,"183.600,00  EUR",
"Standardvorhaben","Glauchauer Berufsfﾚrderung e. V.","(250860160A) Bﾟrgerhilfe",2008,"37.960,00  EUR",
"Standardvorhaben","ASG Arbeitsfﾚrderungs- und Sanierungsgesellschaft mbH Mﾟcheln","(25086016B) Kulturorganisator",2008,"36.588,20  EUR",
"Standardvorhaben","Gemeindeverwaltung Lau�ig","(250861000B) Erarbeitung einer Dokumentation zu Geschehnissen im Gefangenenlager Kossa",2008,"38.160,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Lau�ig","(250861001B) Erarbeitung und Weiterf�hrung einer Ortschronik von Lau�ig",2008,"38.160,00  EUR",
"Standardvorhaben","Tierparkverein Eilenburg e.V.","(250861010B) Besucherbetreuung u. Veranstaltungsorganisation",2008,"76.320,00  EUR",
"Standardvorhaben","Zweckverband ""Besch�ftigungsf�rderung"" Nordsachsen","(250861020B) Anleiter/Betreuer von AGH-Besch�ftigten",2008,"73.440,00  EUR",
"Standardvorhaben","Zweckverband ""Beschﾊftigungsfﾚrderung Nordsachsen""","(250861021A) Offenes Angebot fﾟr Schulkinder auﾧerhalb der Unterichtszeiten, sowie Schulwegbegleitung",2008,"72.720,00  EUR",
"Standardvorhaben","Zweckverband ""Beschﾊftigungsfﾚrderung Nordsachsen""","(250861022A) Unterstﾟtzung der Jugendarbeit in Eilenburg",2008,"36.360,00  EUR",
"Standardvorhaben","Zweckverband ""Beschﾊftigungsfﾚrderung Nordsachsen""","(250861023C) Erarbeitung und Weiterfﾟhrung eines Baumkatasters",2008,"36.360,00  EUR",
"Standardvorhaben","Zweckverband ""Beschﾊftigungsfﾚrderung Nordsachsen""","(250861024A) Zusﾊtzliche Betreuungsmaﾧnahmen fﾟr Kinder in den Kindereinrichtungen der Stadt Eilenburg",2008,"109.080,00  EUR",
"Standardvorhaben","Zweckverband ""Beschﾊftigungsfﾚrderung Nordsachsen""","(250861025A) Unterstﾟtzung bei der Vorbereitung aller stﾊdtischen- und Vereinsveranstaltungen in der Stadt Eilenburg",2008,"36.360,00  EUR",
"Standardvorhaben","Zweckverband ""Beschﾊftigungsfﾚrderung Nordsachsen""","(250861026B) Zusﾊtzliche Angebote fﾟr Kinder und Jugendliche in der Bﾟcherei Eilenburg",2008,"38.160,00  EUR",
"Standardvorhaben","Kreisverband der Volksolidaritﾊt Leipziger Land/Muldental e.V.","(250861030A) Sozialhelfer",2008,"73.224,00  EUR",
"Standardvorhaben","Kreisverband der Volkssolidarit�t Leipziger Land/Muldental e. V.","(250861031A) Zus�tzlicher betreuung Obdachloserim Heim Schkeuditz",2008,"71.424,00  EUR",
"Standardvorhaben","Gro�e Kreisstadt Delitzsch","(250861040B) Organisation zum Thema ""Rose""",2008,"36.180,00  EUR",
"Standardvorhaben","Gro�e Kreisstadt Delitzsch","(250861042A) Museumsp�dagoge",2008,"38.160,00  EUR",
"Standardvorhaben","AWO Kreisverband Delitzsch e.V.","(250861050B) Beratungshilfe",2008,"36.360,00  EUR",
"Standardvorhaben","Deutsches Rotes Kreuz Kreisverband Delitzsch e.V.","(250861070B) Kinderbetreuung im Fahrdienst",2008,"110.880,00  EUR",
"Standardvorhaben","volkssolidaritﾊt Kreisverband Delitzsch e.V.","(250861081B) Hilfe Kinder- und Jugendheim ""Gutshaus Biesen""",2008,"75.569,12  EUR",
"Standardvorhaben","Volkssolidaritﾊt Kreisverband Delitzsch e. V.","(250861082B) Mitarbeiter Begegnungsstﾊtte Eilenburg",2008,"37.411,64  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst e. V.","(250861090B) Filmvorfuehrer",2008,"36.360,00  EUR",
"Standardvorhaben","Technisch �kologisches Jugendprojektzentrum Rabutz e. V.","(250861100B) Betreuung und Anleitung von Kindern und Jugendlichen in technisch/�kologischen AG�s",2008,"76.320,00  EUR",
"Standardvorhaben","Fﾚrderverein Natur- und Freizeitzentrum Tﾚpelwinkel e.V.","(250862000A) Wertevermittlung an Kinder und Jugendliche",2008,"38.520,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Bockelwitz","(250862010C) Teichlandschaften",2008,"143.073,00  EUR",
"Standardvorhaben","Gemeinde Bockelwitz","(250862015B) Veranstaltungskoordination",2008,"45.000,62  EUR",
"Standardvorhaben","Gemeinde Bockelwitz","(250862016B) Kulturscheune",2008,"45.000,72  EUR",
"Standardvorhaben","Gemeinde Bockelwitz","(250862017C) Gartenbauhelfer fﾟr Sittener Teichlandschaft und Vitaminrosenbestand",2008,"77.040,00  EUR",
"Standardvorhaben","Gemeinde Bockelwitz","(250862018B) Hilfskraft in Kindereinrichtung",2008,"45.000,72  EUR",
"Standardvorhaben","Christlicher Schulverein Dﾚbeln-Technitz e.V.","(250862020A) Betreuung von Kindern",2008,"26.760,00  EUR",
"Standardvorhaben","SG Sitten e.V.","(250862040B) Sporthalle Clennen",2008,"36.720,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Ostrau","(250862050B) Ortschronik",2008,"51.710,40  EUR",
"Standardvorhaben","Gemeindeverwaltung Ostrau","(250862051C) Landschafts- und Gew�sserschutz",2008,"197.383,56  EUR",
"Standardvorhaben","Gemeindeverwaltung Ostrau","(250862052B) Koordinator f�r Vereine/Erweiterung des Sportangebots f�r Kinder und Jugendliche/F�rderung des Fu�ballspiels",2008,"49.346,64  EUR",
"Standardvorhaben","Doebelner Fu�ballverband e. V.","(250862060B) Koordinator Breitensport Bereich Fuball",2008,"36.720,00  EUR",
"Standardvorhaben","Stadtverwaltung Waldheim","(250862070B) Museumsassistenz",2008,"46.209,60  EUR",
"Standardvorhaben","Leisniger Geschichts-und Heimatverein","(250862080B) Chronik und Heimatforschung",2009,"12.240,00  EUR","7.093,75 EUR"
"Standardvorhaben","Stadtverwaltung Leisnig","(250862090B) Unterstﾟtzung Grundbuchamt",2008,"49.507,20  EUR",
"Standardvorhaben","Volkssolidarit�t KV D�beln e. V.","(250862121A) St�tzpunkt f�r gemeinn�tzige Dienstleistungen Reichenstra�e",2008,"38.520,00  EUR",
"Standardvorhaben","Volkssolidarit�t KV D�beln e. V.","(250862123A) betreutes Wohnen St. Georgenstra�e 23, D�beln",2008,"38.520,00  EUR",
"Standardvorhaben","Katholisches Pfarramt ""St. Paulus"" Leisnig/ Waldheim","(250862130B) Gemeindehelfer ",2008,"36.720,00  EUR",
"Standardvorhaben","Seniorenzentrum ""Am Sonnenblick"" Leisnig","(250862140A) Optimierung der Lebensabendgestaltung",2008,"43.200,00  EUR",
"Standardvorhaben","Stadtverwaltung Ro�wein","(250862150B) Regionalb�",2008,"44.628,48  EUR",
"Standardvorhaben","Landratsamt Dﾚbeln","(250862160B) Projekt zur Gesundheitsprﾊvention",2008,"54.302,40  EUR",
"Standardvorhaben","Treibhaus e. V.","(250862170B) Pressearchiv",2008,"36.720,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst e. V.","(250862180B) Medienberater",2008,"38.520,00  EUR",
"Standardvorhaben","Kindervereiningung Leipzig e.V. ","(250862200A) Betreuungskraft Freizeitzentrum",2008,"40.320,00  EUR",
"Standardvorhaben","Kiebitzer SV e.V.","(250862220B) Koordinator Breitensport",2008,"35.100,00  EUR",
"Standardvorhaben","Gesellschaft f�r das Museum der Fotografie G�rlitz e. V.","(250863000B) Museumshelfer",2008,"78.840,00  EUR",
"Standardvorhaben","Stadtverwaltung Gﾚrlitz","(250863010B) Digitalisierung des Gﾚrlitzer Ratsarchiv sowie Aufbau der ""Gﾚrlitzer Infothek""",2008,"44.628,12  EUR",
"Standardvorhaben","Stadtverwaltung Gﾚrlitz","(250863011B) Kontinuierliche Pflege des Fotoarchivs sowie des Themenarchivs",2008,"44.628,12  EUR",
"Standardvorhaben","Stadtverwaltung G�rlitz","(250863013B) Schulwegbegleitung",2008,"272.160,00  EUR",
"Standardvorhaben","Lebenshof gGmbH","(250863020B) Anleiter in einer offenen Holzwerkstatt",2008,"36.225,00  EUR",
"Standardvorhaben","Volkssolidarit�t G�rlitz / Zittau e. V.","(250863030A) Kinderbetreuung",2008,"38.520,00  EUR",
"Standardvorhaben","Volkssolidarit�t G�rlitz/Zittau e. V.","(250863031A) zus�tzlicher Einsatz in Kurzzeitpflege",2008,"78.840,00  EUR",
"Standardvorhaben","Volkssolidarit�t G�rlitz / Zittau e. V.","(250863032A) Sozialbetreuung",2008,"37.450,00  EUR",
"Standardvorhaben","Volkssolidarit�t G�rlitz/Zittau e. V.","(250863033A) Sozialbetreuung, T�tigkeit in einer Wohngemeinschaft demenzkranker Menschen",2008,"80.366,26  EUR",
"Standardvorhaben","CVJM-Landesverband Schlesischer Oberlausitz e. V.","(250863040B) Mitarbeiter im Archiv",2008,"37.260,00  EUR",
"Standardvorhaben","Evangelischer Schulverein Niesky / G�rlitz","(250863050A) Unterrichts- und Projektbegleitung von Sch�lern",2008,"37.260,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst","(250863060B) Filmvorf�hrer",2008,"40.320,00  EUR",
"Standardvorhaben","NFV GELB-WEISS GﾅRLITZ 09 e.V.","(250863070A) Betreuer im Fuﾧballspielbetrieb",2008,"50.880,00  EUR",
"Standardvorhaben","FSV G�rlitz-Schlesien e. V.","(250863090A) Betreuer Offener Jugendtreff ",2008,"38.520,00  EUR",
"Standardvorhaben","Gemeinn�tziger Verein zur beruflichen und lebenspraktischen F�rderung behinderter Menschen in G�rlitz e. V.","(250863100A) Helfer f�r Freizeitbetreuung und begleitende Ma�nahmen",2008,"40.320,00  EUR",
"Standardvorhaben","Fﾚrderverein Kulturstadt Gﾚrlitz - Zgorzelec e. V.","(250863120B) Assistenz Redaktion",2008,"74.520,00  EUR",
"Standardvorhaben","Fﾚrderverein Kulturstadt Gﾚrlitz-Zgorzelec e. V.","(250863121B) Assistenz im Bereich Stadtkultur",2008,"39.060,00  EUR",
"Standardvorhaben","Sozialwerk des dfb e. V.; Kinderdomizil ""Nordlicht""","(250863130A) Schulwegbegleitung, ""gesunde Ern�hrung"", organisatorische Unterst�tzung von Festen und Feiern",2008,"39.060,00  EUR",
"Standardvorhaben","ASB Betreuungs- und Sozialdienste gGmbH","(250863151A) Unterstﾟtzung demenzkranker Menschen bei der Alltagsgestaltung",2008,"74.034,00  EUR",
"Standardvorhaben","Stadtverwaltung Gﾚrlitz","(250863170B) Projektleiter Klimaschutzagentur",2009,"49.595,40  EUR",
"Standardvorhaben","Naturschutz-Tierpark G�rlitz e. V.","(250863190B) Entwicklung und Gestaltung von Anschauungs- und Informationsmaterialien ",2008,"37.260,00  EUR",
"Standardvorhaben","SV Koweg G�rlitz e. V.","(250863200B) Aufbau, Koordinierung und Organisation eines erh�hten Breitensportangebotes f�r Kinder und Jugendliche ",2008,"38.520,00  EUR",
"Standardvorhaben","Gﾚrlitzer Oldtimer Parkeisenbahn e.V.","(250863210B) Pflege der Museumseisenbahn",2009,"78.120,00  EUR",
"Standardvorhaben","Eigenbetrieb ""Kultur und Bildung"" der Stadt Hoyerswerda","(250864000A) Mitarbeit im Bereich Museumsaufsicht ",2008,"45.512,28  EUR",
"Standardvorhaben","Eigenbetrieb ""Kultur und Bildung"" der Stadt Hoyerswerda","(250864001B) Mitarbeit im Bereich Bﾟrokommunikation ",2008,"45.381,96  EUR",
"Standardvorhaben","Eigenbetrieb ""Kultur und Bildung"" der Stadt Hoyerswerda","(250864002B) Mitarbeit im Museum ",2008,"41.871,39  EUR",
