Ranking,MA Registration code,Project’s name,"Applicant 
(Lead partner)",Romanian Partners,Bulgarian Partners,Average score,Approved budget Euro, ERDF ,National  funding ,Own contribution
1,2444,Socio-economic condition and evaluation of the Romania-Bulgaria Cross Border Area between 2009-2015 ,"The Foundation for Democracy, Culture and Liberty, Clarasi Branch","Chamber of Commerce, Industry and Agriculture Calarasi","Association of the Danube River Municipalities ""Danube""",87,"5,979,460","5,071,778","777,330","130,352"
,,,,,,,,,,
,,,,,,,,,,
