COOPERATION AREA,PRIORITY,ACRONYM,TITLE,Strategic?,BENEFICIARY (INSTITUTION),LP/P*,TOTAL ERDF APPROVED,AGE,XUNTA GALICIA,JUNTA CYL,JUNTA EXTREMADURA,JUNTA ANDALUCÍA,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,Fila resumen,Resultado
1 - Galicia-Norte de Portugal,1,0005_EIXO_1_E,Consolidación da rede de cidades do Eixo Atlântico,No,Eixo Atlântico do Noroeste Peninsular (Portugal),P,"250,000.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0005_EIXO_1_E,,No,,,"1,050,000.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,si,SI
1 - Galicia-Norte de Portugal,1,0006_BIOEMPRENDE_1_E,Recursos para el desarrollo transfronterizo de empresas biotecnológicas,No,Fundación Universidad de Vigo,P,"139,987.50",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0006_BIOEMPRENDE_1_E,Recursos para el desarrollo transfronterizo de empresas biotecnológicas,No,"CEEI Galicia, S.A (BIC GALICIA)",LP,"749,250.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0006_BIOEMPRENDE_1_E,Recursos para el desarrollo transfronterizo de empresas biotecnológicas,No,IEM - Instituto Empresarial do Minho,P,"75,000.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0006_BIOEMPRENDE_1_E,Recursos para el desarrollo transfronterizo de empresas biotecnológicas,No,IPVC - Instituto Politécnico de Viana do Castelo,P,"77,250.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0006_BIOEMPRENDE_1_E,Recursos para el desarrollo transfronterizo de empresas biotecnológicas,No,"BIC MINHO (Oficina da Inovação - emprendedorismo e inovação empresarial, SA)",P,"165,000.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0006_BIOEMPRENDE_1_E,,No,,,"1,206,487.50",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,si,SI
6 - Plurirregional,2,0016_IBERLINX_6_P,Acção territorial transfronteiriça de conservação do lince  ibérico,No,"Águas do Algarve, S.A.",P,"220,000.00",AGE,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,2,0016_IBERLINX_6_P,Acção territorial transfronteiriça de conservação do lince  ibérico,No,Ayuntamiento de Valencia de Mombuey,P,"145,125.00",AGE,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,2,0016_IBERLINX_6_P,Acção territorial transfronteiriça de conservação do lince  ibérico,No,Dirección General de Gestión del Medio Natural (AN),P,"225,000.00",AGE,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,2,0016_IBERLINX_6_P,Acção territorial transfronteiriça de conservação do lince  ibérico,No,"EDIA - Empresa de Desenvolvimento e Infra-estruturas do Alqueva, SA",LP,"366,420.00",AGE,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,2,0016_IBERLINX_6_P,,No,,,"956,545.00",AGE,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,si,SI
1 - Galicia-Norte de Portugal,3,0018_REDTRANS_1_E,Red viaria transfronteriza Vale do Minho - Provincia Pontevedra,No,D.X. OBRAS PÚBLICAS GA),LP,"698,494.87",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0018_REDTRANS_1_E,Red viaria transfronteriza Vale do Minho - Provincia Pontevedra,No,Câmara Municipal de Monção,P,"139,307.50",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0018_REDTRANS_1_E,Red viaria transfronteriza Vale do Minho - Provincia Pontevedra,No,Câmara Municipal de Melgaço,P,"161,516.63",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0018_REDTRANS_1_E,Red viaria transfronteriza Vale do Minho - Provincia Pontevedra,No,Município de Valença do Minho,P,"193,482.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0018_REDTRANS_1_E,Red viaria transfronteriza Vale do Minho - Provincia Pontevedra,No,Câmara Municipal de Paredes de Coura,P,"139,810.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0018_REDTRANS_1_E,Red viaria transfronteriza Vale do Minho - Provincia Pontevedra,No,Câmara Municipal de Vila Nova de Cerveira,P,"138,202.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0018_REDTRANS_1_E,,No,,,"1,470,813.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,si,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,Municipio de Verin,P,"100,800.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,Ayuntamiento de Riós,P,"77,250.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,Ayuntamiento de Baltar,P,"75,487.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,Ayuntamiento de A Mezquita,P,"102,375.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,Câmara Municipal de Chaves,P,"77,250.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,Câmara Municipal de Vinhais,P,"75,000.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,Instituto Enerxético de Galicia (INEGA),LP,"337,500.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,Gestión Energética Sostenible en Entidades Locales Transfronterizas,No,IPVC - Instituto Politécnico de Viana do Castelo,P,"83,250.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,3,0023_ESOL_1_E,,No,,,"928,912.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,si,SI
2 - Norte de Portugal-Castilla y León,2,0029_FLUVIAL_2_E,Nuevas ciudades fluviales del siglo XXI,No,Ayuntamiento de Toro,P,"209,677.50",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
2 - Norte de Portugal-Castilla y León,2,0029_FLUVIAL_2_E,Nuevas ciudades fluviales del siglo XXI,No,AYUNTAMIENTO DE ZAMORA,LP,"359,954.40",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
2 - Norte de Portugal-Castilla y León,2,0029_FLUVIAL_2_E,Nuevas ciudades fluviales del siglo XXI,No,Câmara Municipal de Miranda do Douro,P,"150,000.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
2 - Norte de Portugal-Castilla y León,2,0029_FLUVIAL_2_E,Nuevas ciudades fluviales del siglo XXI,No,UTAD - Universidade de Trás-os-Montes e Alto Douro,P,"121,500.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
2 - Norte de Portugal-Castilla y León,2,0029_FLUVIAL_2_E,Nuevas ciudades fluviales del siglo XXI,No,Asociación Ibérica de Municipios Ribereños del Duero,P,"209,845.35",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
2 - Norte de Portugal-Castilla y León,2,0029_FLUVIAL_2_E,,No,,,"1,050,977.25",AGE,0,0,0,0,CCDR-NORTE,0,0,0,si,SI
4 - Centro-Extremadura-Alentejo,1,0030_PONTERAYANA_4_E,Agencia Luso Extremeña de Desarrollo Trasfronterizo de La Raya/A Raia,No,Asociación La Raya,LP,"300,000.00",AGE,0,0,0,0,0,CCDR-CENTRO,0,0,,SI
4 - Centro-Extremadura-Alentejo,1,0030_PONTERAYANA_4_E,Agencia Luso Extremeña de Desarrollo Trasfronterizo de La Raya/A Raia,No,Câmara Municipal de Idanha-a-Nova,P,"75,000.00",AGE,0,0,0,0,0,CCDR-CENTRO,0,0,,SI
4 - Centro-Extremadura-Alentejo,1,0030_PONTERAYANA_4_E,,No,,,"375,000.00",AGE,0,0,0,0,0,CCDR-CENTRO,0,0,si,SI
5 - Alentejo-Algarve-Andalucía,4,0032_GIT_AAA_5_E,Gabinete de Iniciativas Transfronterizas Andalucía-Algarve-Alentejo,No,CONSEJERIA DE PRESIDENCIA (AN),LP,"397,500.00",0,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,4,0032_GIT_AAA_5_E,Gabinete de Iniciativas Transfronterizas Andalucía-Algarve-Alentejo,No,CCDR Algarve - Comissão de Coordenação e Desenvolvimento Regional do Algarve,P,"75,000.00",0,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,4,0032_GIT_AAA_5_E,Gabinete de Iniciativas Transfronterizas Andalucía-Algarve-Alentejo,No,CCDR Alentejo - Comissão de Coordenação e Desenvolvimento Regional do Alentejo,P,"150,000.00",0,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,4,0032_GIT_AAA_5_E,,No,,,"622,500.00",0,0,0,0,JUNTA ANDALUCIA,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,si,SI
5 - Alentejo-Algarve-Andalucía,1,0042_RISE_5_E,Red de Investigación del Suroeste de Europa,No,UNIVERSIDAD DE HUELVA,LP,"251,762.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,1,0042_RISE_5_E,Red de Investigación del Suroeste de Europa,No,Universidade do Algarve,P,"75,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,1,0042_RISE_5_E,Red de Investigación del Suroeste de Europa,No,IPBeja - Instituto Politécnico de Beja,P,"75,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,1,0042_RISE_5_E,Red de Investigación del Suroeste de Europa,No,Instituto de Ciencias Marinas de Andalucía - CSIC,P,"75,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,1,0042_RISE_5_E,Red de Investigación del Suroeste de Europa,No,Instituto de Recursos Naturales y Agrobiología de Sevilla - CSIC,P,"75,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,1,0042_RISE_5_E,Red de Investigación del Suroeste de Europa,No,ARH Algarve - Administração da Região Hidrográfica do Algarve ,P,"75,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
5 - Alentejo-Algarve-Andalucía,1,0042_RISE_5_E,,No,,,"626,762.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,CCDR-ALGARVE,si,SI
4 - Centro-Extremadura-Alentejo,2,0046_FENIX_4_E,Promoción Transfronteriza de la Arqueología Industrial,No,Fundação Robinson,P,"150,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0046_FENIX_4_E,Promoción Transfronteriza de la Arqueología Industrial,No,AYUNTAMIENTO DE CÁCERES,LP,"750,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0046_FENIX_4_E,,No,,,"900,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,0,si,SI
4 - Centro-Extremadura-Alentejo,2,0047_NETUR_4_E,"Red de Ciudades para Implementar el Nivel de Excelencia Cultural, Patrimonial y Turística",No,Fundação Robinson,P,"75,000.00",AGE,0,0,0,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0047_NETUR_4_E,"Red de Ciudades para Implementar el Nivel de Excelencia Cultural, Patrimonial y Turística",No,AYUNTAMIENTO DE CÁCERES,LP,"740,250.00",AGE,0,0,0,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0047_NETUR_4_E,"Red de Ciudades para Implementar el Nivel de Excelencia Cultural, Patrimonial y Turística",No,Ayuntamiento de Plasencia,P,"602,250.00",AGE,0,0,0,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0047_NETUR_4_E,"Red de Ciudades para Implementar el Nivel de Excelencia Cultural, Patrimonial y Turística",No,Câmara Municipal de Portalegre,P,"75,000.00",AGE,0,0,0,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0047_NETUR_4_E,"Red de Ciudades para Implementar el Nivel de Excelencia Cultural, Patrimonial y Turística",No,Câmara Municipal de Castelo Branco,P,"187,500.00",AGE,0,0,0,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0047_NETUR_4_E,,No,,,"1,680,000.00",AGE,0,0,0,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,si,SI
4 - Centro-Extremadura-Alentejo,2,0054_URT_4_E,Urbes Romanas Transfronterizas,No,AYUNTAMIENTO DE MÉRIDA,LP,"431,220.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0054_URT_4_E,Urbes Romanas Transfronterizas,No,Câmara Municipal de Évora,P,"75,000.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0054_URT_4_E,,No,,,"506,220.00",AGE,0,0,0,0,0,0,CCDR-ALENTEJO,0,si,SI
4 - Centro-Extremadura-Alentejo,2,0057_DEMETER_4_E,"Acciones para la dinamización y potenciación de la actividad social, cultural y económica del medio rural transfronterizo",No,"ADRAL - Agência de Desenvolvimento Regional do Alentejo, S.A.",P,"75,000.00",0,0,0,JUNTA EXTREMADURA,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0057_DEMETER_4_E,"Acciones para la dinamización y potenciación de la actividad social, cultural y económica del medio rural transfronterizo",No,Dirección General de Desarrollo e Infraestructuras Rurales - Junta de Extremadura,LP,"1,229,175.00",0,0,0,JUNTA EXTREMADURA,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,,SI
4 - Centro-Extremadura-Alentejo,2,0057_DEMETER_4_E,,No,,,"1,304,175.00",0,0,0,JUNTA EXTREMADURA,0,0,CCDR-CENTRO,CCDR-ALENTEJO,0,si,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,DIPUTACIÓN DE HUELVA,P,"189,750.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,DIPUTACIÓN DE ORENSE,P,"187,500.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,DIPUTACIÓN DE ZAMORA,P,"160,500.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,DIPUTACIÓN DE BADAJOZ,LP,"262,500.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,Organismo Autónomo para el Desarrollo Local. Diputación de Cáceres,P,"150,000.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,DIPUTACIÓN DE SALAMANCA,P,"187,500.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,AMCB - Associação de Municípios Cova da Beira,P,"75,000.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,Eixo Atlântico do Noroeste Peninsular (Portugal),P,"90,000.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,AMNA - Associação de Municípios do Norte Alentejano,P,"90,000.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,AMDE - Associação de Municípios do Distrito de Évora,P,"75,000.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,AREAL - Agência Regional de Energia e Ambiente do Algarve,P,"75,000.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,Red transfronteriza de autoridades locales en energías renovables,No,Associação de Municípios da Terra Fria do Nordeste Transmontano,P,"75,000.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,,SI
6 - Plurirregional,3,0062_RETALER_6_E,,No,,,"1,617,750.00",AGE,0,0,0,0,CCDR-NORTE,CCDR-CENTRO,CCDR-ALENTEJO,CCDR-ALGARVE,si,SI
1 - Galicia-Norte de Portugal,1,0065_ECA_IT_1_E,Estructuras conjuntas de apoyo a la innovación transfronteriza,No,IEM - Instituto Empresarial do Minho,P,"75,000.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0065_ECA_IT_1_E,Estructuras conjuntas de apoyo a la innovación transfronteriza,No,IPVC - Instituto Politécnico de Viana do Castelo,P,"75,000.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0065_ECA_IT_1_E,Estructuras conjuntas de apoyo a la innovación transfronteriza,No,DX de I+D+I. Consellería de Innovación e Industria. Xunta de Galicia,P,"78,750.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0065_ECA_IT_1_E,Estructuras conjuntas de apoyo a la innovación transfronteriza,No,"Sociedad de Imagen y Promoción Turística de Galicia, S.A. - TURGALICIA",P,"84,750.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0065_ECA_IT_1_E,Estructuras conjuntas de apoyo a la innovación transfronteriza,No,"BIC MINHO (Oficina da Inovação - emprendedorismo e inovação empresarial, SA)",P,"75,000.00",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0065_ECA_IT_1_E,Estructuras conjuntas de apoyo a la innovación transfronteriza,No,Fundacion para el Fomento de la Calidad Industrial y Desarrollo Tecnólogico de Galicia,LP,"816,268.50",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0065_ECA_IT_1_E,,No,,,"1,204,768.50",0,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,si,SI
1 - Galicia-Norte de Portugal,1,0072_ACCEPT_1_E,Apoyo a la Competitividad y a la Calidad del EmPleo Transfronterizo,No,FEGAMP - Federación Galega de Municipios e Provincias,P,"75,000.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0072_ACCEPT_1_E,Apoyo a la Competitividad y a la Calidad del EmPleo Transfronterizo,No,Dirección Xeral de Relacións Laborais- Conselleria de Traballo- Xunta de Galicia,LP,"379,425.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0072_ACCEPT_1_E,Apoyo a la Competitividad y a la Calidad del EmPleo Transfronterizo,No,IEFP - Instituto do Emprego e Formação Profissional - Delegação Regional do Norte,P,"124,000.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0072_ACCEPT_1_E,,No,,,"578,425.00",AGE,XUNTA GALICIA,0,0,0,CCDR-NORTE,0,0,0,si,SI
1 - Galicia-Norte de Portugal,1,0075_RED_INCOPYME_1_E,Cooperación entre Centros de Investigación y PYMES para la Innovación y mejora de la Competitividad de la Euroregión,No,UNIVERSIDAD DE VIGO,LP,"200,000.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0075_RED_INCOPYME_1_E,Cooperación entre Centros de Investigación y PYMES para la Innovación y mejora de la Competitividad de la Euroregión,No,Confederación de Empresarios de Pontevedra,P,"200,000.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0075_RED_INCOPYME_1_E,Cooperación entre Centros de Investigación y PYMES para la Innovación y mejora de la Competitividad de la Euroregión,No,AEP - Associação Empresarial de Portugal,P,"155,780.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
1 - Galicia-Norte de Portugal,1,0075_RED_INCOPYME_1_E,Cooperación entre Centros de Investigación y PYMES para la Innovación y mejora de la Competitividad de la Euroregión,No,Fundación Instituto Tecnológico de Galicia,P,"180,000.00",AGE,0,0,0,0,CCDR-NORTE,0,0,0,,SI
