nome_beneficiari,denominazione_operazione,codice_operazione,tipo_operazione,anno,importo_impegnato,importo_pagato,fund_type,currency,uri
Provincia di Pesaro Urbino,Borsa lavoro,29179,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29182,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29190,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29195,Work Experience,2008,"1.912,31","1.912,31",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29196,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29205,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29209,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29211,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29216,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29218,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29219,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29231,Work Experience,2008,"9.765,00","4.882,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29235,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29238,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29243,Work Experience,2008,"4.231,50","4.065,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29249,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29250,Work Experience,2008,"754,00","458,41",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29251,Work Experience,2008,"9.765,00","4.882,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29252,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29253,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29254,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29260,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29262,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29263,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29264,Work Experience,2008,"9.765,00","4.882,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29265,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29266,Work Experience,2008,"9.765,00","4.882,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29267,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29273,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29281,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29286,Work Experience,2008,"4.679,06","4.679,06",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29288,Work Experience,2008,"9.765,00","8.137,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29291,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29292,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29297,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29298,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29301,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29306,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29307,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29312,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29313,Work Experience,2008,"3.386,50","3.314,68",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29318,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29321,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29331,Work Experience,2008,"9.765,00","4.882,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29333,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29339,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29342,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29349,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29359,Work Experience,2008,"4.231,50","165,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29363,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29366,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29369,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29375,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29378,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29393,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29395,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29404,Work Experience,2008,"9.765,00","6.957,56",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29425,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29427,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29429,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29430,Work Experience,2008,"2.769,00","2.644,69",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29432,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29445,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29456,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29457,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29460,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29465,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29467,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29470,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29477,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29484,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29493,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29495,Work Experience,2008,"9.765,00","3.010,88",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29511,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29514,Work Experience,2008,"4.231,50","2.115,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Servizio di tutoraggio per inserimento lavorativo,100288,Progetto non formativo generico,2007,"14.757,60","14.757,60",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,pubblicazione. Acquisizione di servizi di front office erogati dai centri per l'impiego...bando successivamente annullato con determina 2560 del 01/08/2008,101327,Progetto non formativo generico,2008,"454,62","454,62",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,"Contratto di servizio tra la provincia di Pesaro e Urbino e il Centro Servizi per la pubblica amministrazione per lo svolgimento dei compiti concernenti monitoraggio, inserimento dati, gestione contabile e rendicontazione FSE 2007/2013 del Servizio 1.2 Fo",103942,Progetto non formativo generico,2007,"33.084,00","33.084,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,CONTRATTO DI SERVIZIO TRA LA PROVINCIA DI PESARO E URBINO E IL CENTRO SERVIZI PER LA PUBBLICA AMMINISTRAZIONE PER LA CONSULENZA E IL SUPPORTO TECNICO AL SERVIZIO 1.2. E PER ADEMPIMENTI AMMINISTRATIVI PER I SERVIZI PER L'IMPIEGO,103996,Progetto non formativo generico,2007,"70.150,00","70.150,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,CONTRATTO DI SERVIZIO TRA LA PROVINCIA DI PESARO E URBINO E IL CENTRO SERVIZI PER LA PUBBLICA AMMINISTRAZIONE PER IL SUPPORTO ALLA PROGRAMMAZIONE E ALLA PROGETTAZIONE RELATIVE A INTERVENTI DI POLITICHE PER IL LAVORO E LA FORMAZIONE,104100,Progetto non formativo generico,2008,"3.800,00","3.800,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,"Contratto di servizio tra la Provincia di Pesaro e Urbino e il Centro Servizi per la Pubblica Amministrazione per lo svolgimento dei compiti concernenti monitoraggio e inserimento dati, gestione contabile e rendicontazione FSE 2007-2013 del Servizio 1.2 F",104228,Progetto non formativo generico,2008,"55.140,00","55.140,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,109427,Work Experience,2009,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,109580,Work Experience,2009,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,CONTRATTO DI SERVIZIO TRA LA PROVINCIA DI PESARO E URBINO E IL CENTRO SERVIZI PER LA PUBBLICA AMMINISTRAZIONE SRL PER LA REALIZZAZIONE DI AZIONI PER LA FORMAZIONE E SENSIBILIZZAZIONE DI SERVIZI DI CONCILIAZIONE DEI TEMPI DI VITA E LAVORO,110182,Progetto non formativo generico,2008,"2.471,80","2.471,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,CONTRATTO DI SERVIZIO TRA LA PROVINCIA DI PESARO E URBINO E IL CENTRO SERVIZI PER LA PUBBLICA AMMINISTRAZIONE SRL PER LO SVOLGIMENTO DEI COMPITI CONCERNENTI L'ATTIVITA' DI MONITORAGGIO E RENDICONTAZIONE FSE 2007-2013,110194,Progetto non formativo generico,2008,"2.913,00","2.913,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Contratto di servizio tra la Provincia di Pesaro e urbino e il Centro Servizi per la Pubblica Amministrazione per attività di informazione e sensibilizzazione per azioni di conciliazione tra tempi di vita e tempi di lavoro.,110347,Progetto non formativo generico,2008,"34.265,00","25.698,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,"Contratto di servizio tra la Provincia di Pesaro e Urbino e il Centro Servizi per la Pubblica Amministrazione per attività di supporto e assistenza tecnica per monitoraggio e inserimento dati, gestione contabile e rendicontazione FSE 2007/2013 e implement",110540,Progetto non formativo generico,2008,"32.596,00","24.448,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,"Contratto di servizio tra la Provincia di Pesaro e Urbino e il Centro Servizi per la Pubblica Amministrazione per attività di supporto e assistenza tecnica per monitoraggio e inserimento dati, gestione contabile e rendicontazione FSE 2007/2013 e implement",110543,Progetto non formativo generico,2008,"110.496,00","82.872,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,111437,Work Experience,2009,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,111517,Work Experience,2009,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,111565,Work Experience,2009,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
