"asse","nominativo_del_beneficiario","denominazione_dell_operazione","importo_finanziamento_pubblico_dell_operazione","fund_type","currency","uri"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Lucera","Ulteriori lavori necessari per la messa in funzione del Teatro Garibaldi","23.930,81","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Fasano","Ristrutturazione Teatro Sociale di Fasano","330.794,61","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Nardò","Lavori di adeguamento alle norme di sicurezza del Teatro Comunale","4.593,25","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Novoli","Intervento di Riattamento del Teatro Comunale","420.784,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Acquaviva delle Fonti","Intervento di ristrutturazione del Teatro Comunale 2° Stralcio","861.614,13","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Lecce","Completamento restauro conservativo della Cattedrale","20.565,44","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Ente Diocesi Lucera-Troia","Valorizzazione e restauro del Duomo di Lucera","37.334,15","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Ente Diocesi Lucera-Troia","Consolidamento e restauro rosone della Cattedrale","5.515,41","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Curia Arcivescovile di Otranto","Restauro superfici lapidee esterne della Cattedrale","42.593,50","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di Andria","Restauro e risanamento della Chiesa Cattedrale","347.183,26","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Bari-Bitonto","Restauro delle superficie lapidee esterne e coperture della Cattedrale","54.338,45","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Trani","Restauro e risanamento conservativo della Chiesa S.Teresa","401.256,54","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Lecce","Restauro conservativo della Chiesa di S.Elisabetta","147.391,30","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Gallipoli","Restauro del Teatro Garibaldi di Gallipoli","511.835,47","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Trani","Impianto Elettrico ed Illuminotecnico della Cattedrale di Trani","154.478,46","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Curia Diocesana di Altamura - Gravina - Acquaviva delle Fonti","Restauro Conservativo Cattedrale S.Maria Assunta - 1° stralcio","416.221,90","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Manfredonia - Vieste - San giovanni Rotondo","Restauro della Cattedrale di Vieste","299.554,06","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di Nardò - Gallipoli","Restauro, valorizzazione e fruizione della Cattedrale di Gallipoli","237.255,56","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di Castellana","Restauro della Cattedrale di Castellaneta (TA)","384.747,47","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Taranto","Retauro del Cappellone della Cattedrale di Taranto","667.045,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Martina Franca","Intervento di recupero dell'ex Convento S.Domenico","643.635,92","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Otranto","Intervento di restaruo e valorizzazione del Sistema Fortificato e Sistemazione Pertinenze","1.362.794,39","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Terlizzi","Recupero del Teatro Comunale di Terlizzi (BA)","636.371,29","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Lecce","Recupero del Teatro Apollo di Lecce","277.021,10","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di Molfetta","Restauro conservativo Cupola ed Abside della Cattedrale di Molfetta","456.932,23","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Brindisi - Ostuni","Restauro della Concattedrale di Ostuni (BR)","29.774,24","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Ente Arcidiocesi di Foggia di Bovino","Restauro della Cattedrale di Foggia","252.229,99","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Lecce","Completamento del restauro della Chiesa di S.Irene di Lecce","634.415,77","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Taranto","Restauro della Chiesa di S.Martino di Martina Franca","1.331.313,41","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Mola di Bari","Recupero statico e funzionale del Castello Angioino di Mola di Bari (BA)","822.668,14","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Trani","Restauro e ristrutturazione di Palazzo Beltrami di Trani","566.825,47","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Brindisi","Recupero del Palazzo Nervegna di Brindisi","815.572,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Francavilla Fontana","Recupero e valorizzazione del Palazzo Marchesale Imperiale di Francavilla Fontana (BR)","1.712.269,61","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Galatone","Recupero e valorizzazione del Palazzo Belmonte di Galatone (Le)","1.178.601,32","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Arnesano","Recupero rifunzionalizzazione del Palazzo Marchesale di Arnesano (LE)","906.351,90","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Gallipoli","Riqualificazione ex-mercato coperto e restauro Castello di Gallipoli","1.483.420,72","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Ugento","Recupero e valorizzazione e fruizione del ex-Convento Francescano di Ugento (Le)","2.442.487,04","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Provincia di Lecce","Recupero e ricomposizione di parti dell'ex-Convento Domenicani di Lecce","233.852,20","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Putignano","Completamento ristrutturazione e restauro del Palazzo Delbali di Putignano","570.844,81","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Provincia di Lecce","Recupero ex-Convento Palmieri","792.271,94","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Cisternino","Recupero storico architettonico di S.Maria di Constantinopoli","226.379,45","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Curia Arcivescovile di Otranto","Chiesa Matrice di S.Donato di Lecce","24.995,05","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Collepasso","Recupero funzionale e riqualificazione degli spazii del Castello Baronale","588.380,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Diso","Recupero e valorizzaizone dell'ex-Convento dei Frati Cappuccini di Diso","134.825,66","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Diso","Recupero e sistemazione del Frantoio Ipogeo di Marittima","120.082,82","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi Nardò - Gallipoli","Interventi di restauro e bonifica dall'umidità della Chiesa dell'Immacolata","53.787,70","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Ortelle","Restauro della Cripta San Vito di Ortelle","120.181,98","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Salve","Lavori di restauro architettonico e funzionale Convento Cappuccini","469.542,67","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Salve","Lavori di restauro ed adeguamento Palazzo Persico","109.563,51","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di San Cassiano","Lavori di completamento Castello Baronale Guarini","142.055,23","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Specchia","Progetto di restauro e recupero funzionale del Castello Marchesale","275.171,77","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Tiggiano","Progetto di completamento del restauro e recupero del Palazzo Baronale","336.418,10","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Ugento","Restauro conservativo e fruizione Palazzo Rovito","637.352,10","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Seclì","Palazzo Ducale di Seclì","394.687,58","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Botrugno","Recupero del Palazzo Marchesale di Botrugno","303.316,23","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Canosa di Puglia","Recupero restauro e valorizzazione di Teatro Comunale di Canosa di Puglia","1.033.110,19","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Canosa di Puglia","Recupero e valorizzaizone Castello S.S. Quaranta Martiri","149.186,70","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di Cerignola - Ascoli Satriano","Restauro della Chiesa Madre di Cerignola","548.208,91","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Minervino Murge","Recupero valorizzazione e messa in sicurezza del santuario ""Grotta di S.Michele""","118.482,18","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Taranto","Chiesa Sant'Agostino di Taranto","115.518,01","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Taranto","Chiesa Sant'Anna, S.Michele, S.Domenico di Taranto","76.198,37","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Taranto","Chiese S.S.Medici, Sant'Andrea degli Armeni di Taranto","61.746,73","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Torre Santa Susanna","Insediamento Basiliano e Frantoi Ipogei","280.437,33","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Torre Santa Susanna","Restauro Colonna Santa Susanna","61.395,44","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Bari - Bitonto","Restauro e recupero del Palazzo Priorile con annesso Lapidarium e Pinacoteca Nicolaiana","1.812.991,21","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Bari - Bitonto","Chiesa S.Gaetano di Bari","492.869,72","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Bari - Bitonto","Chiesa Santa Teresa di Bari","298.097,28","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Trani","Ex-Conservatori Piazza Mazzini","337.391,43","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di Molfetta","Chiesa S'Ignazio di Terlizzi","152.820,96","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Foggia - Bovino","Recupero del Complesso Conventuale della Chiesa di S.Pasquale Baylon","130.264,20","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Foggia - Bovino","Restauro e consolidamento della Chiesa di Gesù e Maria","411.433,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Curia Arcivescovile di Otranto","Chiesa Cattedrale di Otranto","73.151,49","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Brindisi","Recupero del Tempio di S.Giovanni al Sepolcro","165.758,60","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Troia","Sistema museale ""Daunia Vetus""","713.557,48","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Provincia di Foggia","Matrix - Polo dei musei provinciali della Provincia di Foggia","260.361,77","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di Cerignola - Ascoli Satriano","Polo dei musei di Ascoli Satriano","653.226,11","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Curia Vescovile Diocesi Conversano - Monopoli","Polo museale di Monopoli","182.178,13","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Bari - Bitonto","Sistema Museale Intercomunale - Comune di Bitonto","2.028.451,15","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Barletta","Polo Museale Città di Barletta","1.040.203,49","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Canosa di Puglia","Polo Museale Territoriale ""Puglia Imperiale""","1.165.938,68","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Trani","Sistema dei Musei Diocesani - Arcidiocesi di Trani Barletta Bisceglie","3.137.515,79","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi Bari - Bitonto","Valorizzazione e divulgazione Archivi Storici Diocesi Bari - Bitonto - Molfetta","162.221,74","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Acquedotto Pugliese S.p.A.","Inventariazione dell' Archivio Storico dell'Ente AQP","55.092,29","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Arcidiocesi di Lecce","Documenti Storici della Chiesa di Lecce","224.689,60","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Diocesi di San Severo","Valorizzazione Archivio Storico","22.256,68","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Putignano","Inventariazione e Pubblicazione on-line Comune di Putignano","71.461,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Martina Franca","Recupero Archivio Storico ""Caracciolo-De Sandro""","91.854,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Mesagne","Valorizzazione Archivi Storici Comunali di Mesagne e Latiano","85.180,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Comune di Toritto","Inventariazione e Fruizione Archivio Storico Comunale di Toritto","28.348,37","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
