Nome del Beneficiario,Nome dell’operazione,Importo impegnato,Importi totali pagati alla fine del progetto
Regione Umbria,"D.D. N. 7655 DEL 04/09/2008 Piano Esigenze Informatiche (P.E.I.) 2008. Progetto ""Gestione istruttoria Bandi europei e aiuti alle imprese"". Approvazio- ne Schema di convenzione e assunzione impegno di spesa.","53.087,23","26.543,62"
