Denominazione del Beneficiario ,Titolo del Progetto,Localizzazione del Progetto,"Anno di 
assegnazione del 
contributo pubbico","Contributo Pubblico 
Assegnato 
(Fesr+Stato+Regione)"
"Rete Ferroviaria Italiana (R.F.I.) 
S.p.A. ","Potenziamento e raddoppio della linea ferroviaria 
Pistoia-Lucca","Pistoia, Serravalle Pistoiese, Pieve a Nievole e 
Montecatini Terme",2007,70.000.000
