"Denominazione del Beneficiario","Titolo del Progetto","Comune","Anno di assegnazione del contributo pubbico","Contributo Pubblico Assegnato (Fesr+Stato+Regione)"
"Rete Ferroviaria Italiana (R.F.I.) 
S.p.A. ","Primo stralcio comprendente le strutture ferroviarie 
sulla Darsena Toscana e il collegamento diretto della 
Darsena Toscana con la linea Roma-Genova lato Pisa","Livorno e Collesalvetti",2007,"33.000.000"
