ASSE,AVVISO,Progetti finanziati,Importo
1,"Avviso pubblico per l'assegnazione di voucher formativi individuali per occupati POR Umbria FSE 2007/2013 Obiettivo ""Competitivitˆ regionale e occupazione"" - Asse 1 "" Adattabilitˆ""",2100," Û 3,224,300.84 "
