Registra_n√ _√slo projektu,»adatel,N_zev projektu,"Celkovª,zp_sobilª,v_daje,(K_)","Dotace,RR,(K_)","Z,toho,dotace,EU,(K_)",Datum ukon_en√ projektu,"Celkem,vyplaceno,ze,SF,po,ukon_en√,projektu,(K_)"
CZ.1.13/2.3.00/10.00686,M_sto Opo_no,Rekonstrukce zpevn_n_ch ploch Tr_kovo n_m_st√ a Z_meck_ ulice,"32,428,324.00","29,996,198.76","27,564,074.53",30.06.11
CZ.1.13/2.3.00/10.00688,M_stys Pecka,Rekonstrukce knihovny a okol√ - m_stys Pecka,"6,570,713.00","6,077,909.00","5,585,105.56",31.12.10
CZ.1.13/2.3.00/10.00690,M_sto »eleznice,Rekonstrukce àkoln√ho h_iàt_ »eleznice,"9,753,496.28","9,021,984.05","8,290,471.83",29.09.10
CZ.1.13/2.3.00/10.00692,M_sto Milet√n,V√ce__elov_ d_m v Milet√n_,"11,874,577.76","10,983,984.41","10,093,391.08",30.12.10
CZ.1.13/2.3.00/10.00693,M_stys Nov_ Hr_dek,Revitalizace centra m_styse Nov_ Hr_dek,"5,138,922.26","4,753,503.09","4,368,083.91",29.09.10
CZ.1.13/2.3.00/10.00694,M_STO MEZIM_STí,V_stavba v√ce__elovªho sportovn√ho are_lu v Mezim_st√,"28,608,769.00","26,463,111.31","24,317,453.63",30.09.10
CZ.1.13/2.3.00/10.00695,OBEC K_í»ANY,Dostavba multifunk_n√ho spole_enskªho centra obce K_i_any,"10,742,721.00","9,937,015.99","9,131,312.00",29.10.10
CZ.1.13/2.3.00/10.00696,Obec Kun_ina,Sportovn√ are_l Kun_ina,"24,029,001.00","21,029,000.99","19,323,946.86",31.12.12
CZ.1.13/2.3.00/10.00698,OBEC K_í»ANY,Volno_asovª aktivity obec K_i_any,"8,563,700.00","7,921,400.00","7,279,124.32",08.01.10
CZ.1.13/2.3.00/10.00699,Komunitn√ centrum Trst_nice z.s.p.o.,Komunitn√ centrum Trst_nice,"18,999,097.00","16,499,097.00","15,161,332.36",31.12.12
CZ.1.13/2.3.00/10.00704,OBEC PLAVı,Modernizace m√stn√ komunikace v obci Plav_,"3,692,814.00","3,415,843.99","3,138,883.66",15.12.10
CZ.1.13/2.3.00/10.00708,OBEC MARTíNKOVICE,Multifunk_n√ objekt Chata pod Korunou v obci Mart√nkovice,"8,478,452.51","7,842,568.56","7,206,684.61",28.12.10
CZ.1.13/2.3.00/10.00715,OBEC OKROUHL∞,V√ce__elovª volno_asovª centrum v obci Okrouhl_,"3,532,217.00","3,267,299.99","3,002,383.77",15.12.10
CZ.1.13/2.3.00/10.00717,M_sto Jev√_ko,Revitalizace Palackªho n_m_st√ v Jev√_ku,"37,895,764.00","25,000,000.00","22,972,972.97",31.10.11
CZ.1.13/2.3.00/10.00718,"Z_kladn√ àkola Sezemice, okres Pardubice",âkoln√ audio-vizu_ln√ centrum pro rozvoj komunika_n√ch dovednost√ __k_ v Sezemic√ch,"1,698,690.00","1,571,288.25","1,443,886.50",30.10.09
CZ.1.13/2.3.00/10.00723,Obec T_eba_ov,V_stavba multifunk_n√ho objektu a revitalizace vybran_ch __st√ obce,"7,713,131.00","7,134,645.99","6,556,161.18",28.02.11
CZ.1.13/5.1.00/13.00724,Region_ln√ rada regionu soudr_nosti Severov_chod,Anal_za pokroku realizace Region_ln√ho opera_n√ho programu NUTS II Severov_chod,"1,500,000.00","1,500,000.00","1,275,000.00",31.01.10
CZ.1.13/5.1.00/13.00725,Region_ln√ rada regionu soudr_nosti Severov_chod,Audit rizikov_ch projekt_ za rok 2009,"800,000.00","800,000.00","680,000.00",31.01.10
CZ.1.13/5.1.00/13.00726,Region_ln√ rada regionu soudr_nosti Severov_chod,Zajiàt_n√ redesignu a aktualizace manu_lu jednotnªho vizu_ln√ho stylu ROP SV,"359,380.00","359,380.00","305,473.00",30.11.09
CZ.1.13/2.1.00/11.00727,Statut_rn√ m_sto Hradec Kr_lovª,Hradby- rekonstrukce,"41,678,951.00","18,994,899.08","17,454,772.12",30.10.11
CZ.1.13/2.1.00/11.00732,T_LOCVI_N∞ JEDNOTA SOKOL PARDUBICE I.,Modernizace sportovn√ho are_lu T.J. Sokol Pardubice I.,"35,600,000.00","29,599,999.99","27,199,999.99",14.04.11
CZ.1.13/2.1.00/11.00733,"Jun_k - svaz skaut_ a skautek _R, st_edisko ""POLARIS"" Pardubice",Skautskª centrum Vinice v Pardubic√ch,"39,694,999.00","36,717,874.00","33,740,749.08",29.06.12
CZ.1.13/2.1.00/11.00737,Statut_rn√ m_sto Hradec Kr_lovª,D_m U âpul_k_,"37,314,011.00","23,404,388.00","21,506,734.91",30.07.11
CZ.1.13/2.1.00/11.00759,"_esk_ abilympijsk_ asociace, os.",Integra_n√ centrum soci_ln√ch aktivit v Pardubic√ch,"58,130,300.00","53,770,527.00","49,410,754.54",30.01.12
CZ.1.13/4.1.00/12.00728,TEXOPLUSs.r.o.,Rekonstrukce brownfieldu v Maràovic√ch,"13,160,177.00","7,896,106.00","6,711,690.09",31.08.10
CZ.1.13/4.1.00/12.00729,"CORESO, spol. s r.o.",Revitalizace b_val_ch vojensk_ch kas_ren na ob_anskou vybavenost,"39,624,350.00","23,756,623.61","20,193,130.07",28.02.11
CZ.1.13/4.1.00/12.00730,SRC Lihovar s.r.o.,Sportovn_ relaxa_n√ centrum Lihovar T_emoànice,"61,034,247.00","36,620,547.99","31,127,465.80",31.12.13
CZ.1.13/4.1.00/12.00731,"CLITIA, a.s.",Obchodn√ a obytnª centrum Pas__,"35,683,128.59","21,409,877.15","18,198,395.57",27.08.10
CZ.1.13/4.1.00/12.00738,FUTURUM VZD_L∞VACí INSTITUT s.r.o.,Rekonstrukce objektu pivovaru na àkol√c√ centrum a l__kovª a soci_ln√ centrum pro seniory,"95,000,552.00","57,000,331.00","48,450,281.35",30.11.11
CZ.1.13/4.1.00/12.00739,HS Flamingo s.r.o.,Revitalizace nevyu_itªho objektu pro rozvoj a inovaci podnikatelsk_ch aktivit spol. HS Flaming s.r.o,"15,973,279.39","9,583,967.18","8,146,372.10",30.04.12
CZ.1.13/4.1.00/12.00740,HAPex s.r.o.,V_stavba trojlodn√ skladovª haly DREVOCENTRUM HAPex,"19,738,738.01","11,843,242.79","10,066,756.38",30.09.10
CZ.1.13/4.1.00/12.00743,Lubom√r Mal_tek,Revitalizace brownfieid na z_kladnu pro p_√pravu staveb a s√dlo firmy,"15,337,545.00","9,202,527.00","7,822,147.95",20.12.10
CZ.1.13/4.1.00/12.00749,_EKO IMPORT a.s.,Skladovª.obchodn√ avolno_asovª centrum WALZLOVKA - Mezimªst√,"99,507,120.00","59,704,272.00","50,748,631.19",29.06.12
CZ.1.13/4.1.00/12.00753,"BUTTERFLYTrading, s.r.o.","Dostavba a novª vyu_it√ objektu ""St_elnice"" Liberec","90,000,000.00","54,000,000.00","45,900,000.00",31.10.11
CZ.1.13/4.1.00/12.00755,STAVEBNINY STUPKA s. r. o.,Revitalizace brownfieid na multifunk_n√ podnikatelskou nemovitost,"21,025,463.00",10512731,"8,935,821.35",15.08.12
CZ.1.13/4.1.00/12.00756,Petr Fila,Revitalizace brownfieid na podnikatelskou nemovitost,"10,939,432.00","6,563,659.00","5,579,110.15",15.02.11
CZ.1.13/4.1.00/12.00757,"PEVI, s.r.o.",Revitalizace brownfieid na v√ce__elov_ objekt,"22,032,531.00","13,219,517.81","11,236,590.14",15.12.11
CZ.1.13/2.1.00/11.00734,Statut_rn√ m_sto Pardubice,Modernizace Plaveckªho are_lu Pardubice,"471,318,700.00","146,418,437.82","134,558,544.36",15.02.12
CZ.1.13/2.1.00/11.00758,STATUT∞RNí M_STO LIBEREC,Administrativn√ zajiàt_n√ IPRM,"6,999,997.00","6,474,996.99","5,949,997.24",30.06.15
