"Beneficiary","Designação da Operação","Investimento Total","Investimento Elegível","Fundo"
"Comissão de Coordenação e Desenvolvimento Regional do Centro","Assistência Técnica","5.609.000,00","5.609.000,00","4.767.650,00"
