Inherent veiliger produceren,Projectaanvrager,Locatie,Description,start date,end date,EFRO,Publieke cofinanciering  ,Totaal
,: Provincie Zeeland,: Middelburg,"Het project beoogt het bevorderen en tot standbrengen van implementatie van inherente veiligheid bij bedrijven die met gevaarlijke stoffen werken, ten behoeve van de in- en externe veiligheid, welzijn van werknemers en omwonenden en vermindering van de milieu belasting.",20-02-2008 , 28-02-2010,"53.000,-","80.000,-","133.000,-"
