,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
A538183,EAKR,Aloittavien yritysten ja omistajavaihdospalvelu,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,18.8.2008,17.8.2010,IMATRAN SEUDUN KEHITYSYHTIÖ OY,83 280,9 866,20 820,14 798,208 200,49 329
A537760,EAKR,Kone- ja laiteinvestoinnit.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,30.1.2008,31.7.2009,NAFICON LIITIN OY,12 208,5 742,18 312,8 612,30 520,14 354
A537771,EAKR,Sähköisten palvelujen kehittäminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,31.1.2008,30.6.2009,MAINOSTOIMISTO 4F OY,6 720,6 063,10 080,9 094,16 800,15 157
A537787,EAKR,Purso-Tools Oy:n vientiselvitykset,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,1.2.2008,31.12.2009,PURSO-TOOLS OY,29 640,0,46 360,0,76 000,0
A537790,EAKR,Laiteinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,31.1.2008,15.5.2009,LS-WEAR FINLAND OY,5 232,4 573,7 848,6 860,13 080,11 433
A537842,EAKR,Tutkimuskaluston uusiminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.2.2008,31.7.2008,FULFIL OY,3 200,3 162,4 800,4 743,8 000,7 905
A537866,EAKR,Ypap-konsernin kansainvälistyminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,4.2.2008,31.10.2009,YPAP OY,17 355,0,27 145,0,44 500,0
A537889,EAKR,Koneistuskeskuksen hankinta.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,5.2.2008,31.12.2010,FRABONA FINLAND OY,6 000,2 559,9 000,3 838,15 000,6 397
A537906,EAKR,Tuotantokapasiteettia vahvistavien koneiden hankinta.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,6.2.2008,30.4.2009,UM-KONEISTUS OY,34 400,34 400,51 600,51 600,86 000,86 000
A537923,EAKR,"Turvavalon Escap-valaisinjärjestelmän viennin aloittaminen ""Escap""",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,6.2.2008,31.10.2009,TEKNOWARE OY,30 840,0,46 260,0,77 100,0
A537925,EAKR,koneinvestoinnit suunnitelman mukaan,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,6.2.2008,31.12.2010,TERÄSKOMPONENTTI KYRÖNKKÖNEN,26 800,13 858,40 200,20 786,67 000,34 644
A537948,EAKR,Hankitun konepajan toiminnan kehittäminen ja liittyvät metallityöstökoneiden hankinnat.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,7.2.2008,31.12.2009,LAIPRO OY,13 880,10 882,20 820,16 323,34 700,27 205
A537569,EAKR,Venekaluston hankkiminen Vuoksen Venäjän matkailua varten,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,22.1.2008,31.5.2009,VUOKSEN LAUTTURI OY,2 623,1 780,3 934,2 670,6 557,4 450
A537636,EAKR,Vienninkehittämisprojekti,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,23.1.2008,1.1.2009,KASINS OY,3 936,3 040,5 904,4 561,9 840,7 601
A537704,EAKR,Koneinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,28.1.2008,29.1.2010,JOTEX ENGINEERING OY,37 200,36 514,55 800,54 771,93 000,91 285
A538185,EAKR,Kansainvälistymishanke Slovakia jne.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,21.2.2008,31.12.2015,OY PSORIOIL LTD,0,0,0,0,0,0
A538210,EAKR,Pienpanimotoiminnan aloittaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,22.2.2008,31.10.2008,VAKKA-SUOMEN PANIMO OSAKEYHTIÖ,30 936,30 936,46 404,46 404,77 340,77 340
A538265,EAKR,Tuotantolinjan lisämoderninointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,26.2.2008,31.12.2009,KOVI OY,26 400,9 708,39 600,14 563,66 000,24 271
A538277,EAKR,"Vapaa-ajan veneilypalveluiden kehittämishanke, vaihe 1",Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,1.3.2008,28.2.2009,TURUNMAAN SEUTU RYREGION ÅBOLAND RF,22 400,16 291,33 600,24 437,80 000,58 183
A538313,EAKR,Yrityksen kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,27.2.2008,1.3.2010,KIRJAPAINO MARKPRINT OY,64 700,64 700,97 050,97 050,161 750,161 750
A538330,EAKR,Viennin kehittäminen ja valokatteiden määrämittasahaus ja paketointi.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,27.2.2008,31.12.2009,KERAPLAST OY,16 448,0,24 672,0,41 120,0
A538355,EAKR,Protopaja,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,27.2.2008,30.6.2009,ALIMECH OY,2 184,945,3 416,1 477,5 600,2 422
A538366,EAKR,Alumiinisen sermi- ja polttoainesäiliön markkinatutkimus,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,28.2.2008,28.2.2009,KOVI OY,4 999,775,7 498,1 163,12 497,1 938
A538439,EAKR,Tekstiilitulostin,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,1.3.2008,31.12.2008,KYMITEX OY,9 890,9 890,14 835,14 835,24 725,24 725
A538470,EAKR,Investointi uusiin koneisiin,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,29.2.2008,31.12.2009,IMATRAN TYÖSTÖASENNUS OY,79 234,59 164,118 850,88 746,198 084,147 910
A538523,EAKR,OLO.MUOTO -messutapahtuman kehittäminen,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,6.3.2008,30.4.2010,LAHDEN MESSUT OY,32 508,24 580,61 992,46 874,94 500,71 454
A538531,EAKR,Buss 2000 vientihanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,6.3.2008,31.12.2008,STC SIMULATOR TRAINING OY,10 199,3 746,15 951,5 860,26 150,9 606
A538532,EAKR,investoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,7.3.2008,31.12.2008,PADASPUU OY,2 980,2 980,4 470,4 470,7 450,7 450
A538535,EAKR,Maalauslinjan kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,7.3.2008,31.10.2008,CNC-MUOTOCO OY,3 136,3 136,4 704,4 704,7 840,7 840
A538541,EAKR,Toimiston laajennus,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,4.3.2008,30.6.2009,UUTECHNIC OY,10 800,10 347,16 200,15 520,27 000,25 867
A538552,EAKR,Frostiart jääpatsaat,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,10.3.2008,10.3.2010,FROSTIART OY,4 045,1 902,6 067,2 853,10 112,4 755
A538583,EAKR,Konehankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,11.3.2008,30.6.2008,KITE OY,5 400,5 400,8 100,8 100,13 500,13 500
A538589,EAKR,Kansainvälistymisen kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,5.3.2008,31.10.2009,AMROY EUROPE OY,13 800,4 800,20 700,7 200,34 500,12 000
A538621,EAKR,Leikkuulinjainvestointi ja putkien korkeavarastojärjestelmä,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,17.3.2008,31.12.2009,STALATUBE OY,133 800,0,200 700,0,334 500,0
A538816,EAKR,Naulauslinjan jatkoinvestoini,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,2.4.2008,28.2.2009,TEOLLISUUSPOHJA OY,2 200,2 200,3 300,3 300,5 500,5 500
A538872,EAKR,Metallisten säiliöiden leikkuri,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,26.3.2008,30.6.2008,VESAN KULJETUS OY,3 000,0,4 500,0,7 500,0
A538874,EAKR,Yrityshautomon kehittäminen,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,1.1.2008,30.9.2009,LAHDEN TIEDE- JA YRITYSPUISTO OY,72 240,0,95 760,0,210 000,0
A538900,EAKR,Koneinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,9.4.2008,30.3.2009,LAPPEENRANNAN KEITTIÖKESKUS OY,2 900,2 900,4 350,4 350,7 250,7 250
A538928,EAKR,Laajennushanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,10.4.2008,31.12.2008,TUOMON LUOMU KY,9 500,9 438,14 250,14 156,23 750,23 594
A538929,EAKR,Jauhemaalaamon rakentaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,10.4.2008,31.12.2008,VASMET OY,17 920,17 920,26 880,26 880,44 800,44 800
A538658,EAKR,Palautusjärjestelmän sertifiointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,18.3.2008,15.7.2009,BEVESYS FINLAND OY,19 400,18 159,29 100,27 238,48 500,45 397
A538662,EAKR,Markkinointitutkimuksen tekeminen Venäjällä,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,11.3.2008,30.6.2009,LÄNNEN TRACTORS OY,7 500,4 420,11 250,6 629,18 750,11 049
A538677,EAKR,Riihimäen hautomotoiminnan ja hautomopalvelujen käynnistäminen,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,1.4.2008,31.12.2010,HÄMEEN AMMATILLISEN KORKEAKOULUTUKSENKUNTAYHTYMÄ,200 000,73 559,0,0,400 000,147 118
A538703,EAKR,Tasohiomakone Göckel G 55 eIT 3000,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,25.3.2008,30.5.2008,TERÄTOIMITUS SALONEN OY,3 060,3 060,4 590,4 590,7 650,7 650
A538735,EAKR,"Pk-yritysten markkinoinnin kehittämishanke Turunmaalla, tukialue 2",Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,16.4.2008,31.12.2009,TURUNMAAN SEUTU RYREGION ÅBOLAND RF,25 200,0,18 900,0,63 000,0
A538739,EAKR,Lasermerkkaus,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,26.3.2008,30.6.2008,HOLLOLAN NAHKAPAJA AVOIN YHTIÖ,1 600,1 474,2 400,2 211,4 000,3 685
A538745,EAKR,Kone- ja laiteinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,28.3.2008,31.12.2009,JOPACO ELECTRONICS OY,11 888,11 566,17 832,17 349,29 720,28 915
A538755,EAKR,Esiselvitys orgaanisen lämmöneristystuotannon aloittamiseksi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,28.3.2008,31.3.2009,EKOVILLA OY,8 607,3 896,12 911,5 845,21 518,9 741
A537391,EAKR,Kovalevylinjan kapasiteetin kasvattaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,4.1.2008,30.3.2009,SUOMEN KUITULEVY OYHEINOLAN TEHDAS,25 040,25 040,37 560,37 560,62 600,62 600
A537411,EAKR,Uusien laitteiden ja ohjelmistojen hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,8.1.2008,31.12.2015,LOMA GRAPHICS OY,0,0,0,0,0,0
A537526,EAKR,Toiminnanohjauksen kehittämishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,16.1.2008,31.12.2008,PEMCO OY,6 600,6 473,9 900,9 710,16 500,16 183
A537547,EAKR,Yrityksen kansainvälistymisen aloittaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,18.1.2008,31.12.2008,NRG INTERNATIONAL LTD OY,9 087,8 203,14 213,12 830,23 300,21 033
A537264,EAKR,Tuotannon kehittämisinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,14.12.2007,31.8.2008,FORSSAN LVI-VALMISTE OY,18 428,18 428,28 822,28 822,47 250,47 250
A537269,EAKR,investoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,18.12.2007,1.12.2008,MAI PRINT OY,1 989,1 989,3 111,3 111,5 100,5 100
A537272,EAKR,Kirjapainon tuotantoon liittyvä laitteisto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,18.12.2007,31.12.2008,PADASJOEN KIRJAPAINO,4 600,4 600,6 900,6 900,11 500,11 500
A537291,EAKR,Yrityskiihdyttämö,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,1.1.2008,30.6.2009,LAHDEN ALUEEN KEHITTÄMISYHTIÖ OY LAKES,36 120,29 319,33 880,27 502,105 000,79 142
A537306,EAKR,Kuivajäätuotanto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,20.12.2007,31.12.2008,COLDBLASTERS OY,8 800,7 165,13 200,10 747,22 000,17 912
A537309,EAKR,Lietteen rakeistuslaitos,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,20.12.2007,31.12.2009,NISKA & NYYSSÖNEN OY,20 522,10 701,32 098,16 737,52 620,27 438
A537329,EAKR,Forssan seudun pk-yritysten liiketoiminnan kehittämishanke.,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,2.1.2008,31.12.2009, FORSSAN SEUDUN KEHITTÄMISKESKUS OY,46 800,17 902,29 830,11 413,117 000,35 974
A537331,EAKR,"Polttoainetehdas, sijoituspaikkana Forssa.",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,21.12.2007,31.3.2010,EKOPORT TURKU OY,337 500,232 682,331 500,228 529,669 000,461 211
A537376,EAKR,Tuotantokoneiden uusimista ja kehittämistä.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,3.1.2008,30.9.2010,ER-PAHVITYÖ OY,14 880,11 820,22 320,17 730,37 200,29 550
A537134,EAKR,Asiantuntijapalveluiden tuotteistaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,26.11.2007,31.12.2008,ENTOP OY,7 200,3 645,10 800,5 468,18 000,9 113
A537138,EAKR,Uuden jyrsinyksikön rakentaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,27.11.2007,31.12.2008,METALLITUOTE SUMMANEN OY,4 400,4 042,6 600,6 062,11 000,10 104
A537142,EAKR,investoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,3.12.2007,31.3.2010,HUTEK OY,14 720,5 414,22 080,8 120,36 800,13 534
A537175,EAKR,"Moottoripyörien, skootterien ja mopojen korjaus.",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,10.12.2007,31.12.2008,HARJU 52VANHATALO ARI,1 284,433,1 926,649,3 210,1 082
A537191,EAKR,Nesteiden vastaanottosäiliö ja annostelujärjestelmä,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,10.12.2007,31.5.2008,ENVION OY,1 200,592,1 800,888,3 000,1 480
A537201,EAKR,Numeerisesti ohjatun sorvin hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,10.12.2007,30.9.2008,I-KONE OY,16 620,14 850,24 930,22 276,41 550,37 126
A537222,EAKR,Pelletöintilinja,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,13.12.2007,30.12.2008,KUUSJOEN PUU KARI TOIVONEN,3 198,3 198,5 002,5 002,8 200,8 200
A537224,EAKR,Kompostointilaitoksen kehittäminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,13.12.2007,30.12.2009,KULJETUS SINKKONEN OY,20 904,13 631,31 356,20 448,52 260,34 079
A537230,EAKR,Laajennus- ja koneinvestoinnit ja kansainvälistyminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,13.12.2007,31.12.2010,MENSE OY,121 315,55 082,181 973,82 623,303 288,137 705
A537243,EAKR,Tuotannon tehostaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,14.12.2007,31.3.2010,PULLA-POJAT OY,7 320,5 440,10 980,8 160,18 300,13 600
A537244,EAKR,NC-pystysorvi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,17.12.2007,30.9.2008,ANJALANKOSKEN METALLINEN OY,18 400,18 400,27 600,27 600,46 000,46 000
A539651,EAKR,CNC-sorvin ja robotin hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,12.6.2008,31.12.2009,KONEISTUS VILCO OYC/O JARI PORVARI,27 000,0,40 500,0,67 500,0
A539654,EAKR,Transitoliikenteen lisäarvopalvelut,Södra Finland,2,Tekes,Verksamhet pågår,12.6.2008,30.10.2009,TURUN YLIOPISTO,42 600,18 516,63 900,27 775,106 500,46 291
A539662,EAKR,Uusi CNC-työstökeskus,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,13.6.2008,31.10.2008,SUVIKO OY,7 704,7 020,11 556,10 529,19 260,17 549
A539705,EAKR,Purkukoneinvestointi  oheislaitteineen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,17.6.2008,31.12.2008,KOKO KANSAN TAVARAKONTTORI OY,21 000,20 971,31 500,31 457,52 500,52 428
A539478,EAKR,investoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,28.5.2008,31.12.2010,ECAPAINO OY,22 800,0,34 200,0,57 000,0
A539494,EAKR,Investoinnit 2008,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,30.5.2008,30.4.2010,DISPLAY PACK FINLAND OY,15 240,11 400,22 860,17 100,38 100,28 500
A539535,EAKR,Rakennusinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,4.6.2008,10.6.2010,GRINNVAL OY,47 344,39 415,71 016,59 122,118 360,98 537
A539574,EAKR,Tuotantokone- ja laitehankinnat,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,4.6.2008,30.6.2009,OSKARMETALLI OY,7 900,1 258,11 850,1 887,19 750,3 145
A539575,EAKR,kansainvälistyminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,2.6.2008,31.12.2009,DA-DESIGN OY,21 060,13 191,32 940,20 632,54 000,33 823
A539582,EAKR,Tuotannon kehittämisinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,5.6.2008,30.6.2010,JS-SORVAUS OY,2 808,1 326,4 392,2 074,7 200,3 400
A539271,EAKR,Yrityshautomon perustaminen,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,1.8.2008,30.4.2010,UKIPOLIS OY,39 000,20 728,58 500,31 092,97 500,51 820
A539273,EAKR,Kantojen käsittelylaiteen prototyyppi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,8.5.2008,30.9.2009,IDEACHIP MACHINE OY,7 000,3 391,10 500,5 087,17 500,8 478
A539308,EAKR,Hanke Paanti Oy 2008,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,12.5.2008,31.12.2009,PAANTI OY,4 898,2 911,7 662,4 555,12 560,7 466
A539325,EAKR,Yrityksen liiketoiminnan kansainvälistäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,19.5.2008,19.5.2009,GLOBAL RESEARCH & DATA SERVICES JUHANI KUOKKANEN,8 840,8 840,13 260,13 260,22 100,22 100
