,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S10700,ESR,Valtaväylä 3 - Highway 3,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.6.2008,31.12.2011,"Seinäjoen koulutuskuntayhtymä, Sosiaali-ja terveysalan yksikkö",69 433,17 503,71 667,17 872,232 904,35 389
S10707,ESR,ICT-portti,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.11.2008,31.10.2011,"Turun AMK, Tietoliikenne ja sähköinen kauppa",0,0,0,0,444 253,0
S10714,ESR,Kokemäenjokilaakson Oppi-apaja,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.11.2008,31.12.2011,Kokemäenjokilaakson koulutuskuntayhtymä,110 596,31 198,114 864,32 402,707 880,72 799
S10715,ESR,Kansainvälisyyskoulu,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.10.2008,30.4.2011,Jyväskylän koulutuskuntayhtymä,108 040,7 127,114 715,7 568,607 843,16 986
S10723,ESR,Luusi,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,Etelä-Pohjanmaan metsäkeskus,66 900,25 644,77 022,29 524,334 500,55 168
S10664,ESR,Yhteistyöllä tuloksiin,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.10.2008,31.12.2010,Saarijärven-Karstulan seudun terveydenhuollon kuntayhtymä,133 200,74 421,130 800,73 080,625 000,147 501
S10668,ESR,TOPPI - Työelämän ja oppilaitosyhteistyön kehittäminen vuosina 2008-2010; oppimis- ja näyttöympäristöjen kehittäminen työpaikoille,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,31.12.2010,Tampereen kaupunki/Tampereen ammattiopisto,68 351,9 329,80 867,11 037,295 118,22 053
S10669,ESR,Mieluisa,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,31.5.2011,Pirkanmaan koulutuskonsernikuntayhtymä/Pirkanmaan aikuisopisto,132 045,54 552,137 151,52 909,380 666,112 948
S10673,ESR,KUNTSARI -ponnahduslauta välityömarkkinoille,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.9.2008,31.12.2010,Jupiter-säätiö,82 121,33 210,87 879,35 539,204 820,83 021
S10732,ESR,Virheetön toimitusketju asiakkaan arvolupauksena,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.1.2009,30.6.2011,Etelä-Pohjanmaan korkeakouluyhdistys ry,54 736,26 451,66 604,32 187,273 680,68 521
S10735,ESR,Vastuullisen liiketoiminnan edelläkävijät Keski-Suomessa,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.2.2009,31.12.2010,Jyväskylän ammattikorkeakoulu,39 342,5 524,44 013,6 180,200 405,11 704
S10741,ESR,ARVOKAS- henkilöstön jaksamisen ja työhyvinvoinnin edistämishanke,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.11.2008,31.5.2010,Pirkanmaan ammattikorkeakoulu Oy (PIRAMK),55 573,13 635,54 427,13 354,137 500,39 443
S10755,ESR,Sosiaalisten yritysten perustamisneuvonta ja työllistämisjärjestelmät - Teho2,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.8.2008,31.10.2010,Kehittämisyhtiö Witas Oy,93 900,51 309,93 900,51 309,375 085,128 312
S10761,ESR,Kiihdytyskaista - joustavammat koulutusmahdollisuudet nuorille,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.11.2008,30.10.2011,Jyväskylän ammattikorkeakoulu Oy,154 787,17 698,162 586,18 590,521 157,36 288
S10768,ESR,"Osaamisesta kasvua -kehittämisohjelma, Keski-Suomi",Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.9.2008,31.12.2011,Keski-Suomen TE-keskus,460 000,123 090,685 000,183 265,1 150 000,306 355
S10769,ESR,Koulutusliiketoimintaosaamisen kehittäminen Keski-Suomessa,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.1.2009,31.3.2010,Jyväskylän ammattikorkeakoulu,70 186,24 188,79 346,27 345,175 920,51 533
S10780,ESR,Nuorten verkostotyöpaja -projekti,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.2.2009,31.1.2012,Tampereen kaupunki,203 689,36 297,225 605,40 202,1 090 935,76 499
S10785,ESR,PAOK - Pirkanmaan avoin oppimiskulttuuri -ohjelma,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.1.2009,31.12.2011,"Tampereen kaupunki, toisen asteen koulutuspalvelut",218 091,41 894,221 829,42 612,850 276,93 087
S10786,ESR,Palaset kohdalleen,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.11.2008,31.12.2010,Länsi-Suomen ammatillisen aikuiskoulutuksen kuntayhtymä,111 904,19 814,138 959,24 605,794 439,60 133
S10791,ESR,Areena Ammattiin -ARMI 2 plus,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.12.2008,31.12.2011,"Seinäjoen koulutuskuntayhtymä, Sedu Aikuiskoulutus, liikelaitos",72 022,30 194,85 233,35 733,360 110,65 927
S10799,ESR,Nuorten matalan kynnyksen ohjausmalli -OhjausLaturi,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.2.2009,30.9.2011,"Suomen Humanistinen Ammattikorkeakoulu Oy, Humanistinen ammattikorkeakoulu",81 561,9 084,90 059,10 031,283 820,19 115
S10804,ESR,Pirkanmaan Buusti,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.3.2009,31.12.2011,Tampereen Seudun Uusyrityskeskus ry,212 000,55 096,318 000,82 644,800 000,137 740
S10808,ESR,seDuuni - osumaa työhön,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.12.2008,30.11.2011,"Seinäjoen koulutuskuntayhtymä, Koulutuskeskus Sedu",127 160,15 519,71 249,8 695,886 220,37 297
S10810,ESR,Yrittäjyyskasvatuksen ehjä polku,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.5.2008,31.12.2011,Jyväskylän koulutuskuntayhtymä,120 529,32 906,128 327,35 035,781 824,109 135
S10814,ESR,Puuteollisuuden virtuaalikoulu,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.3.2009,31.12.2010,Porin ammattiopisto,100 686,3 316,90 488,2 980,281 138,10 055
S10815,ESR,"Välityömarkkinat, työnhakijan ammatilliset polut",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.6.2008,31.3.2011,Jyväskylän koulutuskuntayhtymä,127 548,40 690,126 724,40 427,705 880,81 117
S10822,ESR,Osaajia teollisuudelle -Työvoimaa ulkomailta,Programdelen för storområdet Västra Finland,4,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.6.2008,31.12.2010,Jyväskylän seudun kehittämisyhtiö Jykes Oy,105 112,18 248,108 104,18 767,468 436,44 673
S10825,ESR,Osaajia teollisuudelle-työllistymisen vahvistaminen,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.6.2008,31.12.2010,Jyväskylän seudun kehittämisyhtiö Jykes Oy,115 957,40 489,111 999,39 358,430 605,83 394
S10830,ESR,Valtaväylä 1 - Highway 1,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.6.2008,31.5.2011,"Seinäjoen koulutuskuntayhtymä, Sosiaali-ja terveysalan yksikkö",121 170,51 524,124 448,52 917,605 850,116 630
S10832,ESR,Liiketoimintaosaamisen kehittäminen,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.11.2008,31.12.2011,Seinäjoen koulutuskuntayhtymä,101 480,18 631,126 312,23 190,507 400,41 821
S10839,ESR,FURENO-D (Future of Renovation-Development project),Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.11.2008,31.12.2011,Jyväskylän Ammattikorkeakoulu Oy,70 383,7 043,71 881,7 193,470 000,14 236
S10840,ESR,TYÖKE -Työelämälähtöinen koulutusmalli,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.4.2009,31.5.2012,Porin ammattiopisto,91 850,2 109,103 241,2 371,403 500,5 045
S10847,ESR,Toisen asteen ammatillisen koulutuksen toiminnallisen yhteistyön kehittäminen,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.2.2009,31.12.2011,"Satakunnan oppisopimuskeskus, Porin kaupunki",196 862,0,137 804,0,1 485 468,0
S10850,ESR,"Aikuinen takaisin työelämään-koulutukset (VTM), Keski-Suomen TE-keskus",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,5.3.2009,31.3.2011,Keski-Suomen TE-keskus,54 848,13 193,82 272,19 790,137 120,32 983
S10856,ESR,"LAPE - työvoimapoliittiset toimenpiteet, Keski-Suomen TE-keskus",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,5.3.2009,31.12.2010,Keski-Suomen TE-keskus,16 794,16 793,25 191,25 190,90 366,41 983
S10866,ESR,MUSTEKALA,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.3.2009,28.2.2012,TaitoTalli ry,11 438,0,12 297,0,489 812,0
S10874,ESR,Metsät täyskäyttöön,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.9.2008,30.10.2010,Metsänhoitoyhdistys Keski-Suomi,71 960,7 800,87 940,9 533,369 000,17 333
S10577,ESR,Työvoima liikkeelle Pirkanmaalla,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.10.2008,30.6.2011,Tampereen työ- ja elinkeinotoimisto,507 042,131 944,760 562,197 916,1 565 170,329 860
S10586,ESR,Seutumalli,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.5.2008,30.11.2011,Jyväskylän koulutuskuntayhtymä,160 567,48 690,161 979,49 118,648 210,139 973
S10596,ESR,"En God Integration av Invandrare i Österbotten, projekt GIIÖB",Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.3.2008,28.2.2011,Närpes stad/Söff,146 648,54 483,158 802,58 144,385 800,133 749
S10604,ESR,"Opin Ovi, Etelä-Pirkanmaa",Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.7.2008,31.12.2011,Valkeakosken seudun koulutuskuntayhtymä,50 717,4 171,59 283,4 875,253 000,9 046
S10532,ESR,Keuruun seudun aikuiset työelämään - Koulutuksella on katetta KATE -hanke (pilotti),Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.8.2008,31.12.2010,Kehittämisyhtiö Keulink Oy,77 065,19 612,80 835,20 571,313 350,52 183
S10547,ESR,Game Bridge,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.5.2008,31.12.2010,Jyväskylän koulutuskuntayhtymä,115 545,32 349,124 742,34 924,512 606,83 376
S10566,ESR,Osaajia teollisuudelle ohjauksen kehittäminen,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.6.2008,31.12.2011,Jyväskylän seudun kehittämisyhtiö Jykes Oy,75 621,39 357,79 489,41 370,461 635,86 270
S10375,ESR,SIFKO-center,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.4.2008,30.4.2011,Yrkeshögskolan vid Åbo Akademi Ab,159 471,41 360,160 849,41 850,472 626,96 191
S10378,ESR,Yhteinen Reitti,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.9.2008,31.12.2010,Laukaan kunta / Vapaa-aikatoimi,81 351,22 254,87 153,23 842,361 400,54 392
S10383,ESR,ICT C(enter) Finland,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.9.2008,31.8.2011,Tampereen teknillinen yliopisto,99 212,33 248,82 018,27 486,556 810,79 110
S10388,ESR,Yhdessä oppien ja asuen,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.9.2008,31.8.2010,"Korpisaaren säätiö, Etelä-Pohjanmaan Opisto",31 918,26 851,32 803,27 596,106 909,66 683
S10396,ESR,Korkea-asteen aikuiskoulutuksen resurssiverkoston kehittäminen - Ressu,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.9.2008,31.10.2010,"Tampereen yliopisto, Täydennyskoulutuskeskus, Seinäjoen palveluyksikkö",70 586,17 864,63 054,15 958,216 890,39 267
S10397,ESR,ROUTE 66,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.11.2008,31.5.2010,Alavuden kaupunki/ Paja 66,26 698,12 636,23 382,11 067,66 700,23 703
S10414,ESR,TOPIAS - Työssäoppimisen kehittämishanke Pirkanmaan toisen asteen koulutuksen järjestäjille,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.5.2008,31.8.2011,Tampereen kaupunki / Tampereen ammattiopisto,301 699,105 914,318 664,115 019,1 543 927,266 306
S10415,ESR,Mäntän työpaja,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.9.2008,31.8.2011,Mäntän seudun ammatillisen koulutuksen kuntayhtymä,277 096,52 157,308 277,57 275,918 954,115 432
S10417,ESR,Metsä Online,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.8.2008,31.7.2011,Tampereen Ammattikorkeakoulu (TAMK),92 653,40 146,106 572,46 177,476 000,100 131
S10419,ESR,Sipa - yrittäjien sijaispalvelu Keski-Suomi,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,16.6.2008,15.6.2011,Keski-Suomen Yhteisöjen Tuki ry,77 210,44 806,115 815,67 209,361 890,112 015
S10422,ESR,Duunari-hanke,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,16.6.2008,31.12.2010,Keski-Suomen Yhteisöjen Tuki ry,109 852,59 810,118 093,64 297,348 754,138 233
S10426,ESR,Vihreä väylä - Työelämälähtöinen opintopolkumalli,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.1.2009,30.11.2011,"Helsingin yliopisto Ruralia-instituutti, Seinäjoen yksikkö",41 497,19 865,34 595,16 561,289 876,36 426
S10430,ESR,Logistia Instituutti-oppimisympäristön toimintamallin käynnistäminen ja vakiinnuttaminen,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.10.2008,31.10.2011,Suupohjan elinkeinotoimen kuntayhtymä,57 170,6 697,47 705,5 588,347 000,16 380
S10436,ESR,Yrittämällä eteenpäin,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.12.2008,30.11.2011,"Seinäjoen koulutuskuntayhtymä, Koulutuskeskus Sedu",62 216,15 442,72 344,17 956,510 340,38 004
S10439,ESR,Rytminno,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.7.2008,31.12.2010,Sibelius-Akatemia,65 791,25 782,58 334,22 859,267 235,48 641
S10441,ESR,Monimuotoiset opinpolut,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.12.2008,30.11.2011,"Seinäjoen koulutuskuntayhtymä, Koulutuskeskus Sedu",65 724,16 708,72 204,18 355,436 650,41 742
S10448,ESR,Ketään ei jätetä - Nuorten Yrittäjyys Talot ja verkostot nuorten aktivoijina -verkostohanke,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.4.2008,31.3.2011,Nuorten Keski-Suomi ry,74 395,17 917,83 925,20 213,334 040,42 032
S10449,ESR,LAPE (Laatua perinnerakentamiseen ja ympäristönhoitoon) -projekti,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.6.2008,31.12.2010,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus",370 253,133 005,443 381,156 440,925 633,314 249
S10451,ESR,Osaamisesta kasvua 1 - Etelä-Pohjanmaa,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.7.2008,31.12.2013,Etelä-Pohjanmaan TE-keskus Työllisyys ja yrittäjyys-vastuualue,266 400,127 431,399 600,191 147,1 889 000,318 578
S10462,ESR,Keski-Suomen Innovaatiomarkkinapaikka,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.11.2008,31.10.2011,Jyväskylän yliopisto / Agora Center,92 958,1 718,97 438,1 800,316 923,3 998
S10467,ESR,Arbetslivskompetens,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.2.2008,31.12.2010,Svenska Österbottens förbund för utbildning o kultur/Yrkesakademin i Österbotten (YA!),115 150,46 083,124 850,49 361,288 000,111 551
S10475,ESR,VisioLab 08-11,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.4.2008,31.3.2011,Ab Yrkeshögskolan vid Åbo Akademi,102 829,44 577,124 458,53 843,280 150,104 998
S10476,ESR,Monet polut ammattiin,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.6.2008,31.12.2010,Opetusalan koulutuskeskus Opeko,85 079,31 336,101 021,37 208,345 000,68 619
S10486,ESR,Merit - Osaamispääoman kasvu yrityksissä,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.11.2008,30.6.2010,"Vaasan yliopisto, Levón-instituutti",40 419,2 602,46 540,2 996,111 644,7 598
