"Koodi","Rahasto","Projektin nimi","Ohjelma / osio","Tl","Viranomainen","Toiminnan tila","Aloituspvm","Päättymispvm","Toteuttajan nimi","Myönnetty,EU-rahoitus","Toteutunut,EU-rahoitus","Myönnetty,valtion,rahoitus","Toteutunut,valtion,rahoitus","Suunniteltu,julkinen,rahoitus,yhteensä","Toteutunut,julkinen,rahoitus,yhteensä"
"A546617","ERDF","laatuprojekti","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",29/10/09,31/12/10,"J5L-PRODUCTION OY",2619,0,1681,0,4300,0
"A546624","ERDF","Investointihanke","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/10/09,30/06/10,"VAKIOMETALLI OY",165404,0,106196,0,271600,0
"A546628","ERDF","Palkkisahan hankinta","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/10/09,31/05/10,"SULUNPUU OY",4800,0,7200,0,12000,0
"A546630","ERDF","Vannesahan ja muottien hankinta","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/10/09,31/08/10,"KORPI-WEIKKO OY",16900,0,0,0,16900,0
"A546635","ERDF","Jäämaailman kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",28/10/09,30/06/10,"LUONTO SAFARIT KAUKO LAKKALA T:MI",2450,0,2450,0,4900,0
"A546638","ERDF","Sähköisen rekrytointipalvelun kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/10/09,01/06/10,"SIJAISHALTIJA OY",6765,10685,6765,0,13530,10685
"A546641","ERDF","Kansainvälistymistoiminnan kehittäminen ja käynnistäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",02/11/09,31/12/10,"TWINSPARK CONSULTING OY",30000,0,30000,0,60000,0
"A546646","ERDF","Kiinan ympärsitöteknologian markkinoiden selvityshanke.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/10/09,30/03/11,"MK PROTECH OY",85750,0,0,0,85750,0
"A546652","ERDF","Lääkinnällisen hoidon aloittaminen kauneushoitolassa","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",28/10/09,31/12/10,"JOENSUUN KAUNEUSHOITOLA&KOSMETIIKKA KLEOPATRASIRPA VIHERVUOSI KY",13745,16558,8825,0,22570,16558
"A546655","ERDF","Alkuaineanalytiikan tehostaminen. Atomiabsorptiospektrometrin korvaaminen ICP -emissiospektrometrillä (ICP-OES)","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",02/11/09,30/06/10,"SUOMEN YMPÄRISTÖPALVELU OY",14750,0,14750,0,29500,0
"A546657","ERDF","Kotihoitorobotin kehittäminen hyödyntäen PaPeRo robottia","Länsi-Suomi",2,"Tekes","Toiminnassa",01/01/10,30/12/10,"TAMPEREEN TEKNILLINEN YLIOPISTO",57627,0,55013,0,112640,0
"A546667","ERDF","Ilmanvaihtojärjestelmän hankinta tuotantotiloihin.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",03/11/09,30/06/10,"ELEGA OY",7500,0,0,0,7500,0
"A546679","ERDF","Kasvu Idman-Group","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",02/11/09,31/12/10,"RITVA IDMAN OY",24500,0,0,0,24500,0
"A546680","ERDF","Uusien toimitilojen rakentaminen","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",29/09/09,31/03/11,"JMS-TECHNIC",14440,21865,21660,0,36100,21865
"A546681","ERDF","Laitehankinnat","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/10/09,31/12/10,"ETELÄ-KARJALAN KONSULTANT  OY",6000,0,0,0,6000,0
"A546683","ERDF","MOdernisointihanke","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",04/09/09,30/06/10,"INSINÖÖRITOIMISTO ISMO LINDBERG OY",15000,0,0,0,15000,0
"A546690","ERDF","Majoituspalveluiden tehostaminen.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",04/11/09,31/12/10,"MAASYDÄMEN MATKAILUJARI PENNALA",24000,0,0,0,24000,0
"A546700","ERDF","suunnitteluohjelmiston hankinta","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",05/11/09,31/03/10,"INSINÖÖRITOIMISTO 3D HACKLIN",1660,2625,1660,0,3320,2625
"A546715","ERDF","Kuhnamon saunan rakennus-, kone- ja laiteinvestoinnit.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/10/09,31/12/10,"MEDIAPYÖRÄ OY",97700,0,0,0,114792,0
"A546719","ERDF","Alzpharma - riskigeeneistä kohdemolekyyleiksi","Itä-Suomi",2,"Tekes","Toiminnassa",01/12/09,31/12/11,"KUOPION YLIOPISTO",252460,0,214540,0,467000,0
"A546720","ERDF","Energiatehokkuus energiantuotanto-ja teollisuusprosesseissa sekä rakennusten energiankulutuksessa","Itä-Suomi",2,"Tekes","Toiminnassa",01/01/10,31/12/11,"VALTION TEKNILLINEN TUTKIMUSKESKUS VTT",315440,0,268060,0,583500,0
"A546721","ERDF","Energiatehokkuus energiantuotanto-ja teollisuusprosesseissa sekä rakennusten energiankulutuksessa","Itä-Suomi",2,"Tekes","Toiminnassa",01/01/10,01/01/11,"KUOPION YLIOPISTO",137312,0,116688,0,254000,0
"A546735","ERDF","Rukan Lääkäriaseman RTG-toiminnan kehittäminen.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",06/11/09,06/11/11,"LÄÄKÄRIPALVELU BENE FINLANDIA OY",14000,0,0,0,14000,0
"A546737","ERDF","Osteofix Oy:n konehankinta","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",06/11/09,31/03/10,"OSTEOFIX OY",1870,0,0,0,1870,0
"A546744","ERDF","Tuotekehityshanke","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",06/11/09,25/11/10,"SAEL OY",18760,0,0,0,18760,0
"A546745","ERDF","Medanets potilatietojärjestelmäintegraatiot","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",09/11/09,30/06/11,"MEDANETS OY",50775,0,50674,0,101449,0
"A546747","ERDF","Laajennusinvestoinnit","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",02/11/09,31/07/10,"LASI-KALLE OY",26800,0,0,0,26800,0
"A546748","ERDF","Tuotteen kehittäminen, avainhenkilö ja pieninvestointi","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",04/11/09,31/03/11,"KEOX OY",16480,0,24720,0,41200,0
"A546750","ERDF","Digitaalisen levykuvantamisjärjestelmä ja thorax-teline","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",06/11/09,31/03/10,"LÄÄKÄRIPALVELU BENE FINLANDIA OY",7095,0,7095,0,14190,0
"A546758","ERDF","Safeplast ja Kansainvälistyminen Etelä-Amerikkaan ja Aasiaan","Länsi-Suomi",1,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/12/09,30/06/11,"SUOMEN NAUHATEHDAS OYSAFEPLAST",77500,0,0,0,77500,0
"A546761","ERDF","Ensimmäisen työntekijän palkkaaminen aloittavaan yritykseen.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/01/10,31/12/10,"VSA-AUTOMATION OY",4800,0,7200,0,12000,0
"A546766","ERDF","RFID-tunnistuksen soveltaminen pintakytkintuotantoon ja pintakytkinten koestuslaitteiston kehittäminen","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",10/11/09,31/05/10,"KARI-FINN OY",3916,0,5874,0,9790,0
"A546775","ERDF","Laajentamis- ja kehittämisinvestointi","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",10/11/09,30/06/11,"PUUTYÖLIIKE PEKKA VÄRE KY",140400,0,0,0,140400,0
"A546789","ERDF","Toiminnan kehittäminen ja tuotteiden laadun parantaminen investointien avulla.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",11/11/09,31/12/10,"PYHÄJOEN PUU OY",32500,0,0,0,32500,0
"A546791","ERDF","Uusien monipuolisten kivenjalostuskoneiden hankinta.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",12/11/09,30/04/10,"HAUTAKIVILIIKE HEIKKINEN OY",4750,9500,4750,0,9500,9500
"A546794","ERDF","Vip Vescor Oy:n uuden logistiikkahallin investointi","Länsi-Suomi",1,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",10/11/09,23/11/11,"VIP VESCOR OY",229750,0,0,0,229750,0
"A546795","ERDF","Toiminnanohjausjärjestelmän laatiminen.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/11/09,31/12/10,"LASERCOMP OY",10400,0,0,0,10400,0
"A546796","ERDF","Laitehankinta","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/11/09,31/12/12,"KILPIYKKÖSET KY",3751,1850,2409,0,6160,1850
"A546798","ERDF","Etähoitokonseptien ja henkilökohtaisen hyvinvoinnin monitorointiratkaisuiden kansainvälisten jakelukanavien kehittäminen.","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/11/09,31/12/11,"MEGA ELEKTRONIIKKA OY",123460,0,0,0,123460,0
"A546802","ERDF","Decoration Print","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",12/11/09,30/06/11,"MEVERIG OY",19575,13075,0,0,19575,13075
"A546803","ERDF","Tuotannon kehittäminen ja tehostaminen.","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/11/09,30/06/10,"KOTKAN KONEPAJA OY",141990,0,0,0,141990,0
"A546825","ERDF","pakastuskaappi","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/11/09,31/12/10,"LEIPOMO PUUSTELLI OY",9600,0,0,0,9600,0
"A546827","ERDF","Yrityksen liiketoiminnan käynnistäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/11/09,31/12/10,"LUDOWAVES OY",14485,0,14485,0,28970,0
"A546829","ERDF","Suurtapahtumateltan hankinta","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/11/09,31/08/10,"MSP EVENT OY",52500,0,0,0,52500,0
"A546830","ERDF","MIB-järjestelmän kansainvälistymishanke","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/11/09,31/12/10,"EUBICOM OY",24000,0,0,0,24000,0
"A546838","ERDF","Sähköisen tilausjärjestelmän kehittäminen.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/11/09,31/12/11,"ALUTEC OY",32000,0,0,0,32000,0
"A546842","ERDF","Kuljetus Leistilä Oy:n työn tuottavuuden parantaminen","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/11/09,31/01/11,"KULJETUS LEISTILÄ OY",3000,0,4500,0,7500,0
"A546845","ERDF","Energiapuuperävaunu","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",16/11/09,01/03/10,"KULJETUSPALVELU J AALTO",11875,23750,11875,0,23750,23750
"A546392","ERDF","Yrityksen perustaminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",12/10/09,31/12/10,"TRASKO OY",12370,0,0,0,12370,0
"A546393","ERDF","Johtamisjärjestelmän kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",07/10/09,30/09/11,"POHJASET OYKULJETUS, MAANRAKENNUS JA MURSKAUS",3450,0,3450,0,6900,0
"A546395","ERDF","Laiteinvestointi laboratoriomittakaavan t&k -toiminnan vahvistamiseksi.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",12/10/09,12/04/10,"MZYMES OY",13120,0,0,0,13120,0
"A546401","ERDF","Markkinointi 2010 - uusien markkinoiden kartoittaminen","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/10/09,31/05/11,"HK INSTRUMENTS OY",95450,0,0,0,95450,0
"A546405","ERDF","Laadunhallintajärjestelmän kehittäminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",12/10/09,31/12/11,"HUOLTSIKKA OY",15911,0,13829,0,29740,0
"A546409","ERDF","Rinnekoneen hankinta","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",02/10/09,30/03/10,"MAANRAKENNUS PAAVO MALINEN",12373,23100,12127,0,24500,23100
"A546415","ERDF","SolarForum - Aurinkoenergia-alan kokonaisvaltainen kehittäminen Satakunnassa","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",09/10/09,30/06/12,"SATAKUNNAN AMMATTIKORKEAKOULU",142400,0,161600,0,356000,0
"A546421","ERDF","Tuulienergia-alan asiantuntijapalveluyrityksen käynnistys.","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",14/10/09,31/12/11,"TUULISAIMAA OY",57060,0,85590,0,142650,0
"A546426","ERDF","3D-koneohjauksen palvelukonsepti","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",14/10/09,31/12/10,"MITTA OY",33805,0,33805,0,67610,0
"A546430","ERDF","Konehankinnat","Etelä-Suomi",1,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/10/09,31/12/10,"JPV-ENGINEERING OY",8000,0,12000,0,20000,0
"A546438","ERDF","Uuden tuotantojärjestelmän rakentaminen","Länsi-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",09/09/09,01/08/12,"OK PERINTÄ OY",60480,0,40320,0,100800,0
"A546439","ERDF","Halmpelletterare","Länsi-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",14/10/09,20/11/11,"OY KOVJOKI MEKAN AB",35700,0,0,0,35700,0
"A546445","ERDF","Tuotekehitys 2012","Pohjois-Suomi",2,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/11/09,31/10/12,"KESKI-POHJANMAAN TEKNOLOGIAKESKUS KETEK",176672,0,176672,0,353344,0
"A546450","ERDF","Erikoistyöstölinjan hankinta","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/10/09,31/12/11,"KUUSAMO HIRSITALOT OY",380000,0,0,0,380000,0
"A546460","ERDF","Wireless power measurement pedal system","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/10/09,30/04/10,"WATTS-IN-IT OY",13060,0,13060,0,26120,0
"A546461","ERDF","Mekatroniikkaklusterin murroksen hallintahanke","Etelä-Suomi",2,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/01/10,31/12/11,"LAHDEN ALUEEN KEHITTÄMISYHTIÖ OY - LAKES",307577,0,0,0,307577,0
"A546470","ERDF","Tuotantomenetelmien kehittäinen ja kansainvälistyminen.","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/10/09,31/10/10,"PREMEKON OY",123681,197621,185521,0,309202,197621
"A546478","ERDF","Uuden sukupolven muoviraaka-aineiden testaus ja prosessointi teolliseen tuotantoon.","Länsi-Suomi",1,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",12/10/09,30/09/11,"FINNCONT OY",11520,0,17280,0,28800,0
"A546483","ERDF","palvelutuotannon laajentamiseen ja kehittämiseen liittyvät laite- ja ohjelmistoinvestoinnit, osaamisen kehittäminen ja kansainvälistymiseen liittyvät toimenpiteet","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/10/09,30/09/11,"KESKINEN ENGINEERING OY",22000,0,0,0,22000,0
"A546485","ERDF","Tuotantokone hankinta.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",06/10/09,30/06/10,"VARAOSA LAAKKONEN OY",2132,2957,1368,0,3500,2957
"A546486","ERDF","Tuotannon konehankinta","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",15/10/09,31/12/10,"IVARI TMI",914,0,586,0,1500,0
"A546502","ERDF","Disper - Älykästä hoidonhallintaa lääkepakkauksiin.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",12/10/09,31/10/10,"OY CIEGUS LTD",27000,0,40500,0,67500,0
"A546505","ERDF","Laiteinvestointi","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/10/09,31/12/10,"SITPA OY",15680,0,23520,0,39200,0
"A546507","ERDF","Rinnealueiden kehittämishanke","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/10/09,30/05/11,"PYHÄTUNTURI OY",1694700,0,0,0,1694700,0
"A546508","ERDF","KOneistusinvestointi","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",12/10/09,31/12/09,"KA-MU OY",9100,22526,13650,0,22750,22526
"A546511","ERDF","Teräsrakenteinen liikuteltava pientalo","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",19/10/09,31/12/11,"LAPPONIA HOUSE OY",64500,0,64500,0,129000,0
"A546515","ERDF","Lämpökeskuksen hankinta 150 kW","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",21/10/09,28/02/10,"PELTISEPÄT KARI OY",5880,14700,8820,0,14700,14700
"A546517","ERDF","Pedihealth Oy:n kansainvälistäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",21/10/09,30/06/11,"PEDIHEALTH OY",9500,0,9500,0,19000,0
"A546524","ERDF","Ei-invasiivinen insuliin monitorointi nutrigenomiikan tutkimuksiin","Itä-Suomi",2,"Tekes","Toiminnassa",01/07/09,30/06/10,"OULUN YLIOPISTO",58330,0,36670,0,95000,0
"A546527","ERDF","Liiketoimintakonseptointi pienissä ja keskisuurissa alhaisen teknologian yrityksissä","Länsi-Suomi",2,"Tekes","Toiminnassa",01/01/10,31/08/11,"VAASAN YLIOPISTO",121505,0,115995,0,237500,0
"A546529","ERDF","Liiketoiminnan kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",22/10/09,31/12/09,"POSION PESULA RUOKAMO AY",2185,2185,2185,2185,4370,4370
"A546530","ERDF","Tuotantotilojen rakentaminen","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",19/10/09,31/05/10,"PIHLAJAVEDEN RAKENNUS JA REMONTTI",18000,0,27000,0,45000,0
"A546539","ERDF","Kone ja laitehankinta","Pohjois-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/10/09,31/12/09,"KORISTE-EXPERTTI OY",33720,0,0,0,33720,0
"A546540","ERDF","Metallin alihankinta.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/10/09,31/05/10,"MILLCAM  OY",1250,0,1250,0,2500,0
"A546545","ERDF","Koneinvestointi.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/10/09,31/12/10,"SOLAR KAIHDIN KY",11000,0,11000,0,22000,0
"A546553","ERDF","Pintakäsittely","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/10/09,31/05/10,"METATELINE OY",13036,0,19554,0,32590,0
"A546554","ERDF","Teollisuushallin laajennus","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/10/09,31/12/11,"KIINTEISTÖ OY LÄNSIVÄYLÄN AUTOTALO",76740,0,66700,0,143440,0
"A546556","ERDF","Konekannan lisäys","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/10/09,31/12/11,"LÄNSIVÄYLÄN AUTO- JA KONEKORJAAMO KY",17805,0,15475,0,33280,0
"A546561","ERDF","Liiketoiminnan aloitusinvestoinnit; asiantuntija- ja suunnittelupalvelut","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/11/09,31/10/10,"STONEPEAK OY",8170,0,0,0,8170,0
"A546562","ERDF","Passiivitalo","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/10/09,30/06/11,"RAKENNUSLIIKE TALO-TEAM OY",140400,0,0,0,140400,0
"A546568","ERDF","Tuotekehitys.","Länsi-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/10/09,31/12/11,"OY PEDELUX AB",41700,0,0,0,41700,0
"A546569","ERDF","Ohjelmistoliiketoiminnnan kehittämishanke","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/10/09,31/12/10,"TIETO-VELJU OY",5980,0,8970,0,14950,0
"A546582","ERDF","Tuotannon tehostaminen","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/10/09,31/12/11,"STAFIX OY",48344,0,72516,0,120860,0
"A546583","ERDF","Automatisoinnin kehittäminen","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/10/09,28/02/10,"SUVIKO OY",10120,0,15180,0,25300,0
"A546588","ERDF","Tuotannon kehittämishanke","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",14/10/09,31/12/10,"KALUSTEMUOVI VIRTALA OY",47200,0,70800,0,118000,0
"A546595","ERDF","Kansainvälistymishanke Ruotsiin ja Venäjälle","Länsi-Suomi",1,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/01/10,30/09/11,"PELTOLAN PUSSI OY",70000,0,0,0,70000,0
"A546602","ERDF","Liukenematon metallikelaattori","Itä-Suomi",2,"Tekes","Toiminnassa",16/11/09,31/03/11,"KUOPION YLIOPISTO",107938,0,91725,0,199663,0
"A546603","ERDF","Elastisten pinnoitemateriaalien liitosten väsymiskeston testausmenetelmien yksinkertaistaminen","Itä-Suomi",2,"Tekes","Toiminnassa",01/11/09,31/12/11,"MIKKELIN AMMATTIKORKEAKOULU OY",275350,0,224650,0,500000,0
"A546607","ERDF","HF-linjan modernisointi","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",28/10/09,31/12/10,"STALATUBE OY",45200,0,67800,0,113000,0
"A546609","ERDF","Suunnittelu- ja testausvälineet","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",29/10/09,30/04/10,"EMBEDTRONICS OY",4271,0,5899,0,10170,0
