ID,REGION,TITLE,FROM,TO,FUNDING,CURRENCY
9958,Skåne-Blekinge,ICT Skåne (Mobile Heights),,,4 967 000,SEK
9959,Skåne-Blekinge,ICT Blekinge - BICT 1,,,4 400 000,SEK
9960,Skåne-Blekinge,NetPort.Experience (NP.XP),,,3 358 272,SEK
9961,Skåne-Blekinge,"Markanvändning, tillgänglighet och flerkärnig ortstruktur",,,6 973 911,SEK
9962,Skåne-Blekinge,GIS i E-slöv,,,250 000,SEK
9963,Skåne-Blekinge,Nya flexibla utbildningsformer med hjälp av digitala media,,,150 000,SEK
9964,Skåne-Blekinge,ARENA,,,10 000 000,SEK
9966,Skåne-Blekinge,Initiativ Landskrona,,,115 090,SEK
11100,Öresund-Kattegat-Skagerrak,Efteruddannelse på Tværs,2009-01-01,2009-06-30,25 000 ,EUR
11111,Öresund-Kattegat-Skagerrak,Institutionellt samarbejde mellem Malmö Högskola,,,"130 379, 35 ",EUR
11112,Öresund-Kattegat-Skagerrak,Job og kompetencer i Øresundsregionen,,,604 000 ,EUR
11113,Öresund-Kattegat-Skagerrak,"IBU-Øresund, infrastruktur og byudvikling - Øresund",,,"1 917 240, 00 ",EUR
11114,Öresund-Kattegat-Skagerrak,Vind i Öresund,,,940 541 ,EUR
11115,Öresund-Kattegat-Skagerrak,VISÖ,,,485 558 ,EUR
11116,Öresund-Kattegat-Skagerrak,Øresundsregionen som Kreativ Metapol,,,930 617,EUR
11772,Öresund-Kattegat-Skagerrak,Women in business,,,362 495,EUR
11773,Öresund-Kattegat-Skagerrak,Snapphane- och Göingeland,2009-02-15,2009-08-15,25 000,EUR
11774,Öresund-Kattegat-Skagerrak,Kulturmiljöer,2008-12-01,2009-03-31,17 000,EUR
