payee_name,project_title,year_joined,public_expenditure_listing,fund,uri
∆ιεύθυνση Σχεδιασµού και Ανάπτυξης Περιφέρειας Κεντρικής Μακεδονίας,Ενέργειες στήριξης ηλικιωµένων ατόµων που χρήζουν βοή την ενίσχυση της απασχολησιµότητας των εµµέσως ωφελού ατόµων στην Περιφέρεια Κεντρικής Μακεδονίας,2008,5.850.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Αγορά Η/Υ & Περιφερειακών,2009,6.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"Σύµβουλος Αναβάθµισης / Βελτίωσης, Υποστήριξης και Συντήρησης Πληροφοριακού (back-end) και Υπολογιστικού (front-end) συστήµατος ΕΥ∆ «Aνάπτυξη Ανθρώπινου ∆υναµικού",2009,200.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Μελέτη σχετικά µε τις διοικητικές και τεχνικές προδια για την ηλεκτρονική διασύνδεση των Ενδιάµεσων Φορέων ∆ιαχείρισης και των ∆ικαιούχων της ΕΥ∆ΕΠ «Ανάπτυξη Ανθρώπινου ∆υναµικού» µε την ΕΥ ΟΠΣ,2009,150.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Σύµβουλος υποστήριξης για τη διαχειριστική ολοκλήρωση το λογιστικό κλείσιµο πράξεων του Ε.Π. «Απασχόληση κα Επαγγελµατική Κατάρτιση» Γ’ ΚΠΣ,2009,150.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός σύµβουλος υποστήριξης της ενεργοποίησης της µονάδας διοίκησης έργου (µδε) της επιτελικής επιτροπή ΕΣΣΕΕΚΑ.,2009,150.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός σύµβουλος υποστήριξης της εφαρµογής του εθνι συστήµατος σύνδεσης της επαγγελµατικής εκπαίδευσης κα κατάρτισης µε την απασχόληση (ΕΣΣΕΕΚΑ).,2009,2.400.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός σύµβουλος υποστήριξης της ΕΥΕ και της ΕΥ∆ ΕΠΑΝΑ∆,2009,2.750.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Σύµβουλος αναδιάρθρωσης του ΕΚΕΠΙΣ,2009,850.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Σύµβουλος τεχνικής υποστήριξης του ΕΚΕΠΙΣ,2009,1.110.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Σύµβουλος αναδιάρθρωσης και τεχνικής υποστήριξης της ΠΑΕΠ,2009,2.200.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Σύµβουλος για το στρατηγικό και επιχειρησιακό σχεδιασ ΕΚΕΠ,2009,700.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός σύµβουλος υποστήριξης της επαγγελµατικής κατάρτισης Α.Ε (ΕΚΑΕ),2009,1.800.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
