payee_name,project_title,year_joined,public_expenditure_listing,fund,uri
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός σύµβουλος υποστήριξης του ΟΑΕ∆,2009,1.950.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός σύµβουλος υποστήριξης της λειτουργίας της διαδικτυακής πύλης ΠΖΕ (προσφορά και ζήτηση εργασίας),2009,1.700.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός σύµβουλος Οργανισµού Εργατικής Εστίας,2009,2.975.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Σύµβουλος υποστήριξης για τη διαχειριστική ολοκλήρωση το λογιστικό κλείσιµο πράξεων για την ε.υ.ε.,2009,140.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"Σύµβουλος σχεδιασµού, υλοποίησης, λειτουργίας και επέκτασης νέου web site ΕΥ∆ΕΠ «Ανάπτυξη Ανθρώπινου ∆υναµικού» στο πλαίσιο του ΕΣΠΑ",2009,100.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Εξειδίκευση της επικοινωνιακής στρατηγικής και εφαρµο σχεδίου δράσεων πληροφόρησης & δηµοσιότητας του Ε.Π. «Ανάπτυξη Ανθρώπινου ∆υναµικού» (Σύµβουλος ∆ηµοσιότητας),2009,4.000.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Οργάνωση εκδηλώσεων - συνεδριάσεων – συσκέψεων,2009,200.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,∆ηµιουργία και αναπαραγωγή ηλεκτρονικού και έντυπου υλικού για την περίοδο 2008-2010,2009,150.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Ενέργειες ενηµέρωσης και επιµόρφωσης του προσωπικού τ Ε.Υ.∆. του Ε.Π. «Ανάπτυξη Ανθρώπινου ∆υναµικού» για τ περίοδο 2008-2010,2009,200.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"Συµµετοχή σε ηµερίδες, συνέδρια και fora του προσωπικ της Ε.Υ.∆. του Ε.Π. «Ανάπτυξη Ανθρώπινου ∆υναµικού» γ την περίοδο 2008-2010",2009,200.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Μελέτη Σχεδιασµού Συστήµατος Αδειοδότησης / Πιστοποίη Φορέων Κατάρτισης,2009,130.900 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"Μελέτη πακέτων κατάρτισης από την Επαγγελµατική Κατάρτιση ΑΕ για πολύ µικρές και µικρές επιχειρήσεις, στόχο να γίνουν αυτά ελκυστικότερα και χρηστικότερα",2009,130.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"Τεχνικός Σύµβουλος Υποστήριξης της Ε.Υ. για την ενσωµάτωση των αρχών της EQUAL και για τη διαχείριση δράσεων του Ε.Π. ""Ανάπτυξη Ανθρώπινου ∆υναµικού""",2009,1.000.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Σύµβουλος Τεχνικής Υποστήριξης των ∆υνητικών ∆ικαιούχ της Προγραµµατικής Περιόδου 2007-2013 για την Προετοιµασία της Απόκτησης της ∆ιαχειριστικής τους Επάρκειας,2009,200.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Τεχνικός Σύµβουλος για την Υποστήριξη της ΕΥΣΕΚΤ,2009,860.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Νοµική Υποστήριξη της ΕΥ∆ του Ε.Π. ΑΝΑ∆ και της ΕΥΕ,2009,150.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"∆ηµοσιότητα - Πληροφόρηση για το Ε.Π. ""Ανάπτυξη Ανθρώπινου ∆υναµικού""",2009,300.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"Σύµβουλος Υποστήριξης Έµµεσης Επικοινωνίας και ∆ηµοσί Σχέσεων για το Ε.Π. ""Ανάπτυξη Ανθρώπινου ∆υναµικού""",2009,130.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,"Σύµβουλος ∆ηµοσιότητας - Πληροφόρησης για έργο στο πλαίσιο της δράσης ""Εναρµόνιση οικογενειακής & επαγγελµατικής ζωής""",2009,150.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΘΝΙΚΟ ΚΕΝΤΡΟ ΠΙΣΤΟΠΟΙΗΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΚΑΤΑΡΤΙΣΗΣ (Ε.ΚΕ.ΠΙΣ.),Ανάπτυξη και Πιστοποίηση Επαγγελµατικών Περιγραµµάτων,2009,5.000.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΟΡΓΑΝΙΣΜΟΣ ΕΡΓΑΤΙΚΗΣ ΕΣΤΙΑΣ,Εναρµόνιση οικογενειακής και επαγγελµατικής ζωής,2008,47.000.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΟΡΓΑΝΙΣΜΟΣ ΕΡΓΑΤΙΚΗΣ ΕΣΤΙΑΣ,Εναρµόνιση οικογενειακής και επαγγελµατικής ζωής,2009,62.000.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,Κατάρτιση ανέργων σε πιστοποιηµένα Κέντρα Επαγγελµατικής Κατάρτισης (ΚΕΚ) µε υποχρεωτική απασχόληση σε θέσεις συναφείς µε θέµατα κατασκευαστικών / τεχνικών έργων,2008,89.600.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,"Κατάρτιση ανέργων σε πιστοποιηµένα Κέντρα Επαγγελµατικής Κατάρτισης (ΚΕΚ), µε υποχρεωτική απασχόληση σε θέσεις συναφείς µε θέµατα αειφόρου περιβαλλοντικής διαχείρισης (πράσινα επαγγέλµατα)",2009,94.600.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,"Κατάρτιση ανέργων σε πιστοποιηµένα Κέντρα Επαγγελµατικής Κατάρτισης (ΚΕΚ), µε υποχρεωτική απασχόληση σε θέσεις συναφείς µε θέµατα τουρισµού",2009,45.400.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,«Κατάρτιση ανέργων σε βασικές δεξιότητες χρήσης ΤΠΕ»,2009,30.000.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,«Κατάρτιση ανέργων σε εξειδικευµένες δεξιότητες χρήση ΤΠΕ»,2009,14.400.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,«Παροχή Υπηρεσιών ηλεκτρονικής µάθησης ΤΠΕ σε ανέργους»,2009,15.599.999 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,"Προγράµµατα εκµάθησης της ελληνικής γλώσσας σε πιστοποιηµένα Κέντρα Επαγγελµατικής Κατάρτισης, για άνεργους µετανάστες – παλιννοστούντες – πρόσφυγες και λοιπούς ανέργους προερχόµενους από ευπαθείς κοινωνικά οµάδες για τους οποίους η ανεπαρκής γνώση της ελληνικ γλώσσας λειτουργεί ανασταλτικά στην κοινωνική τους ενσωµάτωση",2008,32.000.000 €,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360
