"Finansejuma sanemejs","Projekta nosaukums","Projekta istenošanas vieta","Projekta apstiprinašanas datums atbildigaja iestade","Darbibas programmas papildinajuma aktivitates nosaukums","Kopsavilkums par projekta ietvaros veicamajam darbibam","Projekta kopejas attiecinamas izmaksas LVL, t.sk.","Kohezijas fonda finansejums. LVL","Attiecinamais valsts budžeta finansejums, LVL","Projekta istenošanas laiks menešos"
"Ventspils br?vostas p?rvalde","Ventspils br?vostas sauskravu termin??a b?vniec?ba ","Ventspils","03.04.2009.","3.3.1.3. Lielo ostu infrastrukt?ras att?st?ba ""J?ras ma?istr??u"" ietvaros","Ventspils brīvostas teritorijā ir paredzēts uzcelt sauskravu termināli un izveidot infrastruktūru, lai varētu piegādāt, novietot un iekraut kuģos ģenerālkravas, birstošās kravas, būvmateriālus utt.
Projekta ietvaros paredzēts izbūvēt:
- piestātni ar krasta stiprinājumu;
- termināļa inženiertīklus;
- dzelzceļa pievedceļus, kā arī lokomotīves manevrēšanas ceļu ārpus termināļa;
- kraujlaukumu;
- termināla iekšējos ceļus un pievedceļus
","10 523 490","7 506 906",0,20
