"Juridiskā adrese","Projekta nosaukums","Projektā iesaistītie partneri","Plānošanas reģions","Adrese","Projekta apstiprināšanas datums","Projekta kopējās attiecināmās izmaksas","Publiskais finansējums","t.sk. ERAF finansējums","t.sk. valsts budžeta dotācija","t.sk. pašvaldības budžeta līdzekļi","Kopsavilkums par projekta ietvaros veicamajām darbībām"
"Rīgas iela 77, Līvāni, Līvānu novads, Preiļu rajons","Pirmsskolas izglītības iestādes ""Rūķīši"" renovācija un labiekārtošana","Nav","Latgales plānošanas reģions","Rīgas iela 13, Līvāni, Līvānu novads, Preiļu rajons",29/01/09,"258 320,00","258 320,00","219 572,00","23 249,00","15 499,00","Projekta mērķis ir, uzlabojot pirmsskolas izglītības iestādes (PII) „Rūķīši” infrastruktūru, veicināt vienlīdzīgas nodarbinātības iespējas, kā arī nodarbinātību un PII pakalpojumu pieejamību Līvānu novada un apkārtējo teritoriju ģimenēm ar bērniem pirmsskolas vecumā. Projekts ir aktuāls, jo ir nepietiekams"
