"Finansējuma saĦēmējs","Juridiskā adrese","Projekta nosaukums","Projektā iesaistītie partneri","Plānošanas reăions","Adrese","Projekta apstiprināšanas datums","Projekta kopējās attiecināmās izmaksas","Publiskais finansējums","t.sk. ERAF finansējums","t.sk. valsts budžeta dotācija","t.sk. pašvaldības budžeta līdzekĜi","Kopsavilkums par projekta ietvaros veicamajām darbībām"
"Jēkabpils pilsētas pašvaldība","Brīvības iela 120, Jēkabpils, LV-5201","Pirmsskolas izglītības iestādes infrastruktūras attīstība Jēkabpils pilsētā, Meža ielā 12","Nav","Zemgales plānošanas reăions","Meža iela 12, Jēkabpils, LV-5201",14/12/09,"213 830,00","213 830,00","176 462,00","0,00","37 368,00","Projekta ietvaros tiks renovēta esošā pirmsskolas izglītības iestāde, paaugstinot ēkas energoefektivitāti, kā arī palielinot vietu skaitu."
