"Finansejuma sanemejs","Projekta nosaukums","Projekta istenošanas vieta","Projekta apstiprinašanas datums atbild?gaj? iest?d?","Darbibas programmas papildinajuma aktivitates nosaukums","Kopsavilkums par projekta ietvaros veicamajam darbibam","Projekta kopejas attiecinamas izmaksas, t.sk.","Kohezijas fonda finansejums. LVL","Attiecinamais cits publiskais finansejums, LVL","Projekta istenošanas laiks menešos"
"Akciju sabiedr?ba ""Pasažieru vilciens""","R?gas piepils?tas dzelzce?a pasažieru p?rvad?jumu sist?mas moderniz?cija un d?ze?vilcienu ritoš? sast?va atjaunošana","Visa Latvija","30.11.2009.","3.3.2.1. Ilgtsp?j?ga sabiedrisk? transporta sist?mas att?st?ba","Projekts paredz ritoš? sast?va nomai?u uz jauniem m?sdienu pras?b?m atbilstošiem vilcieniem, t.i. 34 elektrovicienu un 7 dize?vilcienu tr?s vagonu sast?v? ražošanu un iepirkšanu. L?dz ar to uzlabosies satiksmes droš?ba pasažieru transport? pa dzelzce?u, tiks paaugstin?ts pasažieru komforts, vilcienu vagoni b?s pieejami pasažieriem ar ?paš?m vajadz?b?m un b?tiski tiks samazin?ts apk?rt?jai videi rad?tais pies?r?ojums.","144 004 540 Ls","100 079 289","  43 925 251",69
