"Finansējuma saĦēmējs","Juridiskā adrese","Projekta nosaukums","Projektā iesaistītie partneri","Plānošanas reăions","Adrese","Projekta apstiprināšanas datums","Projekta kopējās attiecināmās izmaksas","Publiskais finansējums","t.sk. ERAF finansējums","t.sk. valsts budžeta dotācija","t.sk. pašvaldības budžeta līdzekĜi","Kopsavilkums par projekta ietvaros veicamajām darbībām"
"Smiltenes novada dome","Dārza iela 3, Smiltene, Smiltenes novads, LV-4729","PII ""Pīlādzītis"" Mētras ielā 11A infrastruktūras attīstība","Nav","Vidzemes plānošanas reăions","Mētras iela 11A, Smiltene, Smiltenes novads, LV- 4729",04/11/09,"232 653,00","232 653,00","197 755,00","0,00","34 898,00","Projekts paredz rekonstruēt PII „Pīlādzītis” telpas, kurās atrodas divas bērnu grupiĦas."
