"Finansējuma saĦēmējs","Juridiskā adrese","Projekta nosaukums","Projektā iesaistītie partneri","Plānošanas reăions","Adrese","Projekta apstiprināšanas datums","Publiskais finansējums","t.sk. ERAF finansējums","t.sk. valsts budžeta dotācija","t.sk. pašvaldības budžeta līdzekĜi","Kopsavilkums par projekta ietvaros veicamajām darbībām"
"Pašvaldības iestāde Jelgavas izglītības pārvalde","Svētes iela 22, Jelgava, LV-3001","Jelgavas pašvaldības pirmsskolas izglītības iestādes ēkas Pulkveža Brieža ielā 23A rekonstrukcija","Nav","Zemgales plānošanas reăions","Pulkveža Brieža iela 23A, Jelgava, LV-3001",17/12/09,"874 303,00","743 158,00","0,00","131 145,00","Projekta ietvaros pirmsskolas izglītības iestādē tiks rekonstruētas esošās telpas. Tiks nodrošināta piekĜuve personām ar īpašām vajadzībām. Projekta ietvaros tiks veikta teritorijas labiekārtošana, izveidojot rotaĜu laukumus katras grupas bērniem un automašīnu stāvvietu 10 automašīnām pie iebrauktuves vārtiem. Rezultātā pirmsskolas izglītības iestādē no jauna tiks izveidotas vietas 256 bērniem, kas par 14,14% samazinās bērnu skaitu rindā uz vietām pašvaldības pirmsskolas izglītības iestādēs, 512 bērnu vecākiem radīs iespēju nodibināt vai turpināt darba attiecības un radīs 58 jaunas darba vietas pirmsskolas izglītības iestādē, tādējādi veicinot vienlīdzīgas nodarbinātības iespējas, pakalpojumu pieejamību un nodarbinātību."
