"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
24,"Rīgas Dīzelis DG","Ganību dambis 36, Rīga, LV-1005","SIA Rīgas Dīzelis DG ārējo tirgu apgūšana","Rīga",17/02/2009,,"2009.gadā uzņēmums plāno piedalīties sekojošās izstādēs:
1.) dalība 21.starptautiskajā telekomunikāciju izstādē ""Svjaz-Expocom 2009"", kas no 12.-15.maijam 2009.gadā notiks Maskavā.
2.) dalība 10.starptautiskajā kuģniecības, kuģu būvniecības, ostu un piekrastes zonu enerģijas izstāde ""Neva 2009"", kas norisināsies 22.-25.septembrim 2009.gadā Sanktpēterburgā.
2010.gadā uzņēmums plāno piedalīties sekojošās izstādēs:
1.) dalība 11.starptautiskajā naftas, gāzes, naftas ķīmijas un enerģētikas izstādē ""MIOGE 2010"", kas norisināsies 23.-26.jūnijā 2010.gadā Maskavā.
2.) dalība pasaulē vadošajā jūras industrijas izstādē ""SMM-2010"", kas notiks 7.-10.septembrim 2010.gadā Hamburgā. ","90,803.84","45,401.92",0,19,"www.rigasdizelis.lv"
25,"KVADRA PAK","Vienības gatve 11, Rīga, LV-1004","A/S ""KVADRA PAK"" dalība starptautiskā izstādē","Rīga",17/02/2009,,"A/s Kvadra Pak ir viens no lielākajiem kartona iepakojuma ražotājiem Baltijas valstīs, kas aktīvi darbojas iepakojuma ražošanas un dizaina izveides jomā jau 15 gadus. Uzņēmums ar katru gau ir pilnveidojies, iegādājies mūsdienīgas iekārtas, apmācījis darbiniekus un ieguvis plašu pasūtītāju loku.
2009.gadā uzņēmums plāno šādu ārējā mārketinga aktivitāti:
*dalība izstādē SCANPACK 2009. 20.-23.oktobrī, 2009.gadā, Zviedrijā, gēteborgā. A/s Kvadra Pak izstādē prezentēs savas jaunās ar inovatīvām tehnoloģijām ražotās augstas kvalitātes sarežģitības kartona kārbas pārtikas un nepārtikas precēm.","22,427.00","11,213.50",0,8,"www.kvadrapak.lv"
26,"ELVA BALTIC","Robežu iela 46, Rīga, LV-1004","SIA ""ELVA BALTIC"" dalība starptautiskās izstādēs","Rīga",17/02/2009,,"2009.gadā uzņēmums plāno vairākas ārējā mārketinga aktivitātes:
1) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Directions EMEA 2009, kuras laikā notiks nozares konference, kas 2009.gada 1.-4.aprīlī notiks Barselonā.
2) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Convergence EMEA 2009, kuras laikā notiks nozares konference, kas 2009. gada 28.-29.oktobrī notiks Vīnē.
3) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Microsoft Worldvide partner conference 2009, kuras laikā notiks nozares konference, kas 2009.gada 13.-16.jūlijā notiks Ņūorleānā.
4) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē CeBIT 2009, kas 2009.gada 12.-14.maijā notiks Sidnejas starptautiskajā izstāžu centrā.
5) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Bilverksted dagene 2009., kas 2009.gada 25.-26.septembrī notiks Norvēģijā.
6) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Auto service show 2009, kas 2009.gada 19.-21.jūnijā notiks Tokijā starptautiskājā izstāžu centrā.
7) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē PAACE Automechanika Mexico, ka 2009.gada 15.-17.jūlijā notiks Meksikā starpatutiskajā izstāžu centrā.
8) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Automechanica MidleEast, kas 2009.gada 31.maijā līdz 2.jūnijam notiks Dubaijā starptautiskajā izstāžu centrā.
9) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Enterprise IT2009 Exhibition, kas 2009.gada 16.-19.jūnijam notiks Singapūras starptautiskajā izstāžu centrā.
10) Lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu savu produktu eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties starptautiskā izstādē Automechanica MidleEast 2010, kas 2010.gada 5.-7.jūnijā notiks Dubaijā starptautiskajā izstāžu centrā","92,252.80","46,126.40",0,15,"www.elvabaltic.lv"
27,"Mašīnbūves un Metālapstrādes Rūpniecības asociācija","Ezermalas iela 6, Rīga, LV-1006","DALĪBA STARPTAUTISKĀ IZSTĀDĒ ""HANNOVER MESSE 2009""","Rīga",20/02/2009,,"Rūpniecības izstāde ""HANNOVER MESSE 2009"", kas norisināsies Hannoverē, Vācijā no 20. līdz 24.aprīlim 2009.gadā, ir lielākā pasaules rūpniecības izstāde, kurā piedalās vairāk kā 6000 kompānijas no vairāk kā 60 dažādām valstīm.
Pēdējos gados ir liela Rietumeiropas valstu sadarbības interese ar Baltijas valstīm. Asociācijas uzdevums ir Latvijas mašīnbūves un metālapstrādes rūpniecības attīstības veicināšana un popularizēšana, kā arī ekonomisko un tirdzniecības sakaru paplašināšana. Līdz ar to Mašīnbūves un Metālapstrādes Rūpniecības asociācija plāno piedalīties ar maziem un vidējiem uzņēmumiem starptautiskā rūpniecības izstādē ""HANNOVER MESSE 2009"" (Vācija) ar mērķi dot ieguldījumu mazo un vidējo uzņēmumu attīstībā, tās produkcijas atpazīstamībā un lai veicinātu uzņēmējiem profesionālos kontaktus ar citām valstīm un ieiešanu starptautiskajā tirgū. Lai veicinātu produktu atpazīstamību, uz izstādi tiks vesti dažādi uzņēmumu eksponāti, uzņēmumu un nozares informatīvie reklāmas materiāli, kurus uz vietas stendā prezentēs gan Mašīnbūves un Metālapstrādes Rūpniecības asociācija, gan paši uzņēmuma pārstāvji, kas labi pārzin savus produktus un uzņēmuma  tehnoloģiskās iespējas.","27,200.00","13,600.00",0,3,"www.masoc.lv"
28,"Baltijas SPA Asociācija ""Baltic SPA Professional""","Marijas iela 11, Rīga, LV-1050","Baltijas SPA Asociācijas ""Baltic SPA Professional"" ārējā mārketinga aktivitātes","Rīga",12/02/2009,,"2009.gadā uzņēmums plāno vairākas ārējā mārketinga aktivitātes:
1.) dalība Starptautiskajā skaistumkopšanas izstādē ""PELENE 2009"", 6. - 8.martā, 2009, Viļņa Lietuvā. Plānots, ka izstādē būs pārstāvēti vairāk kā 280 zīmoli no 29 valstīm.
2.) dalība 13. Starptautiskajā skaistumkopšanas izstādē ""Ilu sonum 2009"" Beauty Word 2009, 2.-4.oktobrī 2009, Tallinā, Igaunijā. Baltijas SPA Asociācija ""Baltic SPA Professional"" izstādē prezentēs izglītības programmas, starptautiskās konferences un pasākumus, Baltijas SPA Asociācijas biedrus.","4,983.00","2,242.35",0,8,"www.spa.lv"
29,"SITNO","Pededzes iela 28, Mārupes pagasts, Rīgas rajons, LV-2167","SIA SITNO dalība starptautiskā izstādē ""PestEx 2009"" Londonā un tiešā vizīte pie sadarbības partnera Birmingemā, Lielbritānijā","Mārupes pagasts ",19/02/2009,,"SIA ""SITNO"" piedalīsies izstādē ""PestEX 2009"", kas no 22.-23.aprīlim notiks Londonā, ExCel, Londona Doklanda, Lielbritānijā. Šī projekta ietvros tiks īrēta izstādes stenda vieta, sagatavots stenda noformējums, sagatavota prezentācija, sagatavoti kvalitatīvi mārketinga un informācijas materiāli, kā arī jau iepriekš sagatavots, kā arī saspringts sarunu un darba tikšanās grafiks ar esošajiem eksporta partneriem, kā arī potenciālajiem gan sadarbības partneriem, gan eksporta partneriem. Projekta ietvaros paredzēts arī doties pie sadarbības partnera ""Brandenburg UK Limited"" Birmingemā, lai veicinātu eksporta aktivitātes uz Lielbritāniju. Projekta sagaidāmais rezultāts: divu dienu darbība izstādē, izstādes stendā ""SITNO"", popularizējot ""SITNO"" ražošanas iespējas. Tiek sagaidīts, ka šīs izstādes un tiešās vizītes rezultātā pie eksporta partnera Birmingemā, SITNO iegūs jaunas eksporta iespējas Lielbritānijā, kā arī citās ES valstīs.","8,185.00","4,085.00",0,2,"www.sitno.lv"
30,"SITNO","Pededzes iela 28, Mārupes pagasts, Rīgas rajons, LV-2167","SIA SITNO dalība starptautiskā izstādē ""PestWorld 2009"" Las Vegas, Nevadā, ASV 2009.gada oktobrī","Mārupes pagasts ",19/02/2009,,"Projekta ietvaros SIA ""SITNO"" piedalīsies starptautiskā National Pest Management Association (npmapestworld.org) organizētā izstādē, kas notiks Venetian Hotel Casino, Las Vegasā, ASV 2009.gada 26.-29.oktobrim. ""SITNO"" kopš 2005.gada ir Amerikas Nacionālās insektu kontroles uzņēmumu asociācijas biedrs. Tieši tāpēc dalība izstādē ir nozīmīga, jo ""SITNO"" mērķis ir veicināt savas ražotās produkcijas eksportu uz ASV. Projekta sagaidāmais rezultāts: četru dienu darbība izstādē, izstādes ""SITNO"" stendā, popularizējot ""SITNO"" ražošanas iespējas, kā arī Latviju. ","10,167.00","5,000.00",0,7,"www.sinto.lv"
31,"Nordic Training International","Kr. Barona iela 59/61, Rīga, LV-1001","SIA ''Nordic Training International'' dalība starptautiskās izstādēs","Rīga",20/02/2009,,"SIA ‘’Nordic Training International’’ ir viens no vadošajiem apmācību uzņēmumiem Latvijā ar 140 gadu pieredzi. Uzņēmuma produkti ir katra uzņēmuma specifikai pielāgoti apmācību semināri, darbinieku ilgtermiņa attīstības programmas un citi uzņēmuma attīstības instrumenti. Lai sekmētu uzņēmuma staprtautisko atpazīstamību, SIA ‘’Nordic Training International’’ plāno vairākas ārējā mārketinga aktivitātes:
1) Dalība gada lielākajā izstādē Krievijā apmācību jomā ‘’Training Expo 2009’’. Tā norisināsies 2009.gada 23.-24.septembrim Maskavā.
2) Dalība starptautiskā izstādē Ķīnā, Šanhajā ‘’China Education 2009’’ 2009.gada 24.-25.oktobrī.
3) Dalība plašākajā starptautiskajā apmācību notikumā Ukrainā ‘’Personal Expo 2009’’. Šī izstādē norisināsies Kijevā, Ukrainā 2009.gada 4.-5.novembrim.
4) Dalība starptautiskā izstādē ‘’Self-Education, studies, career 2010’’, kas ir lielākā izglītības un karjeras veidošanas izstāde Baltijas valstīs. Izstāde norisināsies Lietuvā, Viļņā 25.-27.februārim 2010.gadā.
5) Dalība galvenajā personāla vadības notikumā Ukrainā ‘’Развитие и Обучение 2010’’. Izstāde norisināsies 11.-12.martam 2020.gadā, Kijevā.
6) Dalība personāla menedžmenta izstādē Krievijā ‘’Personal Moscow 2010’’. Tā norisināsies Maskavā 14.-15.aprīlī 2010.gadā.
7) Dalība gada lielākajā izstādē Krievijā apmācību jomā ‘’Training Expo 2010’’. Tā norisināsies 7.-8.oktobrī 2010.gadā Maskavā.
8) Dalība starptautiskajā izstādē Ķīnā, Šanhajā ‘’China Education 2010’’ 2010.gada 30.-31.oktobrī.
9) Dalība plašākajā starptautiskajā apmācību notikumā Ukrainā ‘’Personal Expo 2010’’. Šī izstāde norisināsies Kijevā, Ukrainā 2010.gada 10.-11.novembrim.
10) Dalība personāla menedžmenta izstādē Krievijā ‘’Personal Moscow 2011’’. Tā norisināsies Maskavā 13.-14.aprīlī 2011.gadā.
","65,759.36","32,875.57",0,22,"www.nti.lv"
32,"Olimps","Turaidas iela 10B, Rīga, LV-1039","SIA ""Olimps"" dalība starptautiskajās izstādēs un starptautiskajā konferencē","Rīga",17/02/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Jaunā augsti intelektuālā produkta ""Unipark Bilance"" virzīšanai ārpus Latvijas robežām, SIA ""Olimps"" 2009.gadā plāno piedalīties pirmajā starptautiskajā izstādē - forumā ""Naftas un naftas produktu uzskaite"", 26.-29.oktobrī, 2009.gadā, Maskavā, Krievijas Federācijā. 26.-29.oktobrī, 2009.gadā, Maskavā, Krievijas Federācijā. ","6,442.00","2,892.46",0,10,"www.olimps.lv"
33,"Via Hansa Tours","Jura Alunāna iela 3-1, Rīga, LV-1010"," -","Rīga",19/02/2009,,"SIA „Via Hansa Tours” nodarbojas ar ienākošo tūrismu, klientus motivējošiem pasākumiem un atpūtas braucienu organizēšanu Baltijas jūras reģionā. Mūsdienu situācijā ir \loti svarīgi piesaistīt ārzemju tūristus Latvijai, tādējādi nodrošinot ārzemju pieprasījumu pēc Latvijas tūrisma pakalpojumiem. Lai to nodrošinātu, ir jāattīsta uzņēmuma ārējais mārketings. 2009.-2010.gg. SIA „Via Hansa Tours” plāno realizēt šādas ārēja marketinga aktivitātes:
1. Dalība starptautiskā izstādē The RDA – Coach Tourism’s Innovative Network, kas notiek Vācijā, Ķelnē, 2009.gada augustā. Šajā izstādē piedalās vairāk nekā 10 000 tūrisma pakalpojumu sniedzēji no Eiropas un Pasaules.
2. Dalība starptautiskā izstādē TOP RESA. Francijā, Parīzē, 2009.gada septembrī. Izstāde ir viens no svarīgākiem pasākumiem tūrisma nozarē, kurai ir pasaules mēroga atpazīstamība. Tiek plānots, ka izstādē piedalīsies līdz 1300 zīmoliem no visas pasaules.
3. Dalība starptautiskā izstādē TTG Incontri, Itālijā, Riminī, 2009.gada oktobrī. Izstādei ir ""bizness biznesam"" raksturs. Katru gadu, tajā piedalās tūrisma nozares pārstāvji no Eiropas un visas Pasaules.
4. Dalība starptautiskā izstādē - WORLD TRAVEL MARKET, Lielbritānijā, Londonā 2009.gada novmbrī. Izstādē piedalās vairāk nekā 5000 tūrisma nozares kompānijas no visas pasaules un vairāk nekā 50 000 apmeklētāju.
5. Dalība starptautiskā izstādē The Global Meeting & Incentives Exhibition EIBTM, 2009.gada decembrī, Spānijā, Barselonā. Izstādē piedalās vairāk nekā 5000 kompāniju no Eiropas, Āzijas, Dienvidu valstīm, ASV.
6. Dalībā starptautiskā izstādē International Luxury Travel Market - ILTM, Francijā, Kannās, 2009.gada decembris. Katru gadu izstādē piedalās vairāk nekā 1500 kompānijas un norisinās vairāk nekā 40000 tikšanās.
7. Dalība starptautiskā izstādē China International Tourism Market - CITM, Ķīnas Tautas Republikā, Pekinā, 2009.gada decembrī.
8. Dalība starptautiskā izstādē REISELIV, Norvēģijā, Oslo, 2010.gada janvārī. Izstādē piedalās vairāk nekā 1000 tūrisma nozares uzņēmumi no vairāk nekā 60 valstīm.
9. Dalība starptautiskā izstādē VAKANTIEBEURS, Nīderlandē, Ūtrehtā, 2010.gada janvārī.
10. Dalība starptautiskā izstādē MATKA, Somijā, Helsinkos, 2010.gada janvārī.
11. Dalība starptautiskā izstādē International Tourism Trade Fair - FITUR, Spānij', Madridē, 2010.gada janvāris un februāris. Regulāri izstādē piedalās 13 530 tūrisma kompānijas no visas pasaules un vairāk nekā 98 000 apmeklētāju.
12. Dalība starptautiskā izstādē Borza Internationale del Turismo - BIT, Itālij, Milņā, 2010.gada februārī. Plānots, ka izstādi apmeklēs vairāk nkā 155 000 potenciālo klientu.
13. Dalība starpautiskā izstādē World's Leading Travel Trade Show - ITB, Vācijā, Berlīnē, 2010.gada martā. Regulāri izstādē piedalās vairāk nkā 11 000 tūrisma kompāniju no visas pasaules.
14. Dalība starptautiskā izstādē MITT - Moscow 2010, Krievijā, Maskavā, 2010.gada martā.
15. Dalība starptautiskā izstādē TUR, Zviedrijā, Gēteborgā, 2010.gada martā. Paredzēts, ka izstādē piedalās ap 51 000 apmeklētāju.
16. Dalība starptautiskā izstādē CHINA OUTBOUND TRAVEL AND TURISM MARKET - COTTM, Ķīnas Tautas Republikā, Pekinā, 2010.gada aprīlī.
17. Dalība starptautiskā izstādē The Issential Wordwide Exhibition for Incentive Travel Meeting and Events - IMEX, Vācijā, Frankfurtē, 2010.gada maijā. Paredzēts, ka izstādē piedalīsies 3500 kompānijas no 150 valstīm.
18. Dalība starptautiskā iztādē ASIA LUXURY TRAVEL MARKET - ALMT, Ķīnas Tautas Republikā, Šanhajā, 2010.gada jūnijā.","87,466.80","43,733.39",0,15,"www.viahansa.com"
34,"Loadstar Unimars","Duntes iela 17, Rīga, LV-1005","SIA ""Loadstar Unimars"" ārējā mārketinga aktivitātes","Rīga",20/02/2009,,"SIA ""Loadstar Unimars"" sniedz loģistikas un ekspedīcija pakalpojumus gan Latvijā, gan ārzemēs: organizē starptautiskās kuģu, prāmju, dzelzceļa un autotransporta kravas pārvadājumus, ka arī veic pilnu kravas ekspedīcijas servisu.
2009.gadā uzņēmums plāno ārējā marketinga aktivitāte:
1.Dalība 14.starptautiskajā transporta-loģistikas izstādē ""TRANSRUSSIA 2009"", 2009.g. 21.-24.aprīlī, Maskavā.","7,795.27","3,897.63",0,2,"www.loadstar-unimars.lv"
35,"Lattrans Ekspedīcija","Graudu iela 23, Liepāja, LV-3401","Dalība starptautiskā izstādē ""TransRussia"" 2009","Liepāja ",12/02/2009,,"Dalība starptautiskā kravu pārvadājumu, transporta un loģistikas izstādē ""TransRussia 2009"", 2009.gada 21.-24.aprīlī, Maskavā. Plānots, ka izstādē tiks pārstāvēti vismaz 525 uzņēmumi no 30 valstīm.","20,350.70","10,175.35",0,1,"www.lattrans.lv"
36,"Latvijas Safari klubs","""Gāršas"", Garkalnes novads, Rīgas rajons, LV-2137","SIA ""Latvijas Safari klubs"" ārējā mārketinga aktivitātes","Garkalnes novads",17/02/2009,"Graudu iela 23, Liepāja, LV-3401","SIA ""Latvijas Safari klubs"" bija pirmais uzņēmums Latvijā, kas interesentiem piedāvā iespēju iegūt medīu vai makšerēšanas trofejas visos pasaules kontinentos. Uzņēmuma galvenie darbības virzieni ir :
1) Medību braucienu organizēšana;
2) Makšerēšanas braucienu organizēšana;
3) Ekipējuma un apģērbu tirdzniecību;
4) Medību trofeju apstrāde.
2010., 2011.g. uzņēmums plāno vairākas ārējās mārketinga akativitātes:
1) dalība starptautiskajā izstādē Die Hohe Jagd & Fischerei. Plānots, ka izstādē tiks pārstāvēti vairāk kā 400 dalībnieki no vairāk kā 21 valsts un tiek plānoti vairāk kā 42000 apmeklētāji.
SIA ""Latvijas Safari klubs izstādē papularizēs tūrisma iespējas Latvijā un sekmēs Latvijas savstarpējo atpazīstamību. SIA ""Latvijas Safari klubs""būs vienīgais uzņēmums, kas piedāvās aktīvā tūrisma iespējas Latvijā - ekotūrismu. 
2) dalība 11. un 12. starptatuiskajā izstādē FICCAR & JEEP.","23,026.88","11,513.44",0,23,"www.safari.lv"
37,"GroGlass","Katlakalna 4b, Rīga, LV-1073","SIA ""GroGlass"" dalība starptautiskajās izstādēs ""West Coast Art&Frame Show 2010"", ""Quadrumsaca 2010"" un ""Glasstec 2010""","Rīga",17/02/2009,"""Gāršas"", Garkalnes novads, Rīgas rajons, LV-2137","Šī projekta ietvaros SIA ""GroGlass"" plāno apmeklēt starptautiskas izstādes - ""West Art&Frame Show 2010"", ""Quadrumsaca 2010"" un ""Glasstec 2010"", lai prezentētu un popularizētu SIA ""GroGlass"" produktus, kas paredzēti mākslas darbu ierāmēšanai un tehniskiem antireflektīviem pielietojumiem (veikalu skatlogiem, TV ekrāniem, automobiļu kontrolpaneļiem u.c.)
Izstādēs plānots satikt potenciālos pircējus un vienoties par SIA ""GroGlass"" produkcijas testēšanu, paraugu un produkcijas piegādēm. Plānots izveidot trīsdesmit kontaktus ar potenciālajiem pircējiem.","59,657.00","29,231.93",0,19,"www.groglass.lv"
38,"GroGlass","Katlakalna 4b, Rīga, LV-1073","SIA ""GroGlass"" dalība starptautiskajās izstādēs ""HortiFair 2010"" un ""Tuinbouw Relatiedagen 2010""","Rīga",17/02/2009,"Katlakalna 4b, Rīga, LV-1073","Šī projekta ietvaros SIA ""GroGlass"" plāno apmeklēt divas starptautiskas izstādes - ""HortiFair 2010"" un ""Tuinbouw Relatiedagen 2010"", lai prezentētu un popuparizētu savus produktus, kas izstrādāti specifiski siltumnīcu industrijai.
Izstādēs plānots satikt potenciālos pircējus un vienoties par produkcijas testēšanu un paraugu piegādēm. Plānots izveidot divdesmit kontaktus ar potenciālajiem pircējiem.","34,918.00","17,109.82",0,19,"www.groglass.lv"
39,"GroGlass","Katlakalna iela 4b, Rīga, LV-1073","SIA ""GroGlass"" dalība starptautiskajās izstādēs ""HortiFair2009"" un ""Art Fair Europe""","Rīga",17/02/2009,"Katlakalna 4b, Rīga, LV-1073","Šī projekta ietvaros SIA Groglass plāno apmeklēt divas starptautiskās izstādes - HortiFair 2009 un At Fair Europe, lai prezentētu un popularizētu savus produktus, kas izstrādāti specifiski siltumnīcu industrijai un mākslas darbu ierāmēšanas pielietojumiem.
Izstādēs plānots satikt potenciālos pircējus un vienoties par produkcijas testēšanu un paraugu piegādēm. Plānots izveidot divdesmit kontaktus ar potenciālajiem pircējiem.
Izstāde ""HortiFair 2009"" notiek 2009.gada 13.-16.oktobrī Amsterdamā, Nīderland'.
Izstāde ""Art Fair Europe"" notiek 2009.gada 18.-21.septembrī Bad Salzuflen, Vācijā.","32,000.00","15,680.00",0,7,"www.groglass.lv"
40,"GroGlass","Katlakalna iela 4b, Rīga, LV-1073","SIA ''GroGlass'' dalība starptautiskajās izstādēs ''25th EU PVSEC'' un ''Photovoltaic Technology Show 2010''","Rīga",17/02/2009,"Katlakalna iela 4b, Rīga, LV-1073","Šī projekta ietvaros SIA GroGlass plāno apmeklēt divas starptautiskas izstādes - 25th European Photovoltaic Solar Energy Conference and Exhibition (turpmāk tekstā - 25th EU PVSEC), kas notiek 2010.g. 21.-24. septembrī, Hamburgā, Vācijā, un Photovoltaic Technology Show 2010 Europe (turpmāk tekstā - Photovoltaic Technology Show 2010), kas notiek 2010.g. 3.-5. martā Minhenē, Vācijā, lai prezentētu un popularizētu savus produktus, kas izstrādāti specifiski saules paneļu industrijai.
Izstādēs plānots satikt potenciālos pircējus un vienoties par produkcijas testēšanu un paraugu piegādēm. Plānots izveidot divdesmit kontaktus ar potenciālajiem pircējiem.","35,937.00","17,609.13",0,18,"www.groglass.lv"
41,"GroGlass","Katlakalna iela 4b, Rīga, LV-1073","SIA ''GroGlass'' dalība starptautiskajās izstādēs ''24th EU PVSEC'' un ''Intersolar 2009''","Rīga",17/02/2009,"Katlakalna iela 4b, Rīga, LV-1073","Šī projekta ietvaros SIA GroGlass plāno apmeklēt divas starptautiskas izstādes - 24th European Photovoltaic Solar Energy Conference and Exhibition (turpmāk tekstā - 24th EU PVSEC), kas notiek 2009.g. 21.-24. septembrī, Hamburgā, Vācijā, un Intersolar 2009, kas notiek 2009.g. 27.-29. maijā, Minhenē, Vācijā, lai prezentētu un popularizētu savus produktus, kas izstrādāti specifiski saules paneļu industrijai.
Izstādēs plānots satikt potenciālos pircējus un vienoties par produkcijas testēšanu un paraugu piegādēm. Plānots izveidot divdesmit kontaktus ar potenciālajiem pircējiem.","36,840.00","18,051.60",0,6,"www.groglass.lv"
42,"Wooden Windows Latvia","Jelgavas iela 27, Kalnciems, Jelgavas novads, LV-3016","SIA ""Wooden Windows Latvia"" ārējā mārketinga aktivitātes","Kalnciems",25/03/2009,25/03/2009,"1)Dalība norvēģu būvniecības izstādē ""Bygg Reis Deg - 2009"", kura notiks 15.-20.septembrī, 2009, Lillestromā, Norvēģijā. Izstādē piedalās būvniecības firmas, kā arī uzņēmumi, kuri piedāvā apdari, logus, durvis, modernas apkures tehnoloģijas utt.
 2)Dalība Krievijas specializētā kokapstrādes izstādē ""Wooden Construction 2009"", kura notiks Sanktpēterburgā, Krievijā no 6.-9.oktobrim, 2009. Izstāde ir veltīta kokapstrādes tehnoloģijām, dažāda veida kontrukcijām no koka, koka apdarei, koka logiem, durvīm, utt.
 Piedaloties izstādēs uzņēmums plāno popularizēt savu produkciju - koka logus un durvis.","26,800.00","13,400.00",0,3,"www.wwl.lv"
