"Finansejuma sanemejs","Projekta nosaukums","Projekta istenošanas vieta","Projekta apstiprinašanas datums atbildigaja iestade","Darbibas programmas papildinajuma aktivitates nosaukums","Kopsavilkums par projekta ietvaros veicamajam darbibam","Projekta kopejas attiecinams izmaksas, t.sk.","Kohezijas fonda finansejums. LVL","Attiecinamais cits publiskais finansejums, LVL","Projekta istenošanas laiks menešos"
"Valsts akciju sabiedr?ba ""Latvijas dzelzce?š""","Otr? sliežu b?vniec?ba Skr?veri - Krustpils (R?ga - Krustpils iecirknis)","Skr?veri - Krustpils","02.12.2008.","3.3.1.2. TEN-T dzelzce?a posmu rekonstrukcija un att?st?ba (Austrumu - Rietumu dzelzce?a koridora infrastrukt?ras att?st?ba un Rail Baltica)","Projekts paredz jauna otr? sliežu ce?a 52 km garum? projekt?šanu un b?vniec?bu Latvij? no stacijas Skr?veri l?dz stacijai Krustpils. Šaj? posm? veiks piecu staciju, tr?s pieturu, 15 p?rbrauktuvju, peronu, caurteku un mazo tiltu rekonstrukciju, telekominik?ciju un elektroapg?des sist?mu ier?košanu, k? ar? divu jaunu tiltu b?vniec?bu p?r P?rsi un Aivieksti. ","65 650 543","46 076 506","19 574 037",42
