"Juridiskā adrese","Projekta nosaukums","Projektā iesaistītie partneri","Plānošanas reăions","Adrese","Projekta apstiprināšanas datums","Projekta kopējās attiecināmās izmaksas","Publiskais finansējums","t.sk. ERAF finansējums","t.sk. valsts budžeta dotācija","t.sk. pašvaldības budžeta līdzekĜi","Kopsavilkums par projekta ietvaros veicamajām darbībām"
"RaiĦa iela 16A, Ludza, Ludzas rajons, LV- 5701","Ludzas pilsētas speciālās pirmsskolas izglītības iestādes ""Rūėītis"" ēkas rekonstrukcija","Nav","Latgales plānošanas reăions","P.Miglinīka iela 25, Ludza, Ludzas rajons, LV- 5701","29.01.2009.; grozījumi 28.05.2009.","255 771,00","255 771,00","207 595,00","18 317,00","29 859,00","Ludzas pilsētas speciālo pirmsskolas izglītības iestādi (SPII) „Rūėītis”, kas ir vienīgā speciālā pirmsskolas izglītības iestāde ar diennakts grupu Ludzas rajonā, apmeklē 45 bērni. AudzēkĦi iestādē tiek uzĦemti pamatojoties uz pedagoăiski medicīniskās"
