"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
15,"Biznesa Augstskola Turība","Graudu iela 68, Rīga, LV-1058","Biznesa Augstskolas Turība dalība izstādē Uzbekistānā un Baltkrievijā","Rīga",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Biznesa augstskola „Turība” starptautiskajā izglītības tirgū piedāvā 4 programmas angļu valodā – profesionālā bakalaura studiju programmu „Tūrisma un viesmīlības nozares uzņēmumu vadība” un profesionālā maģistra studiju programmu „Tūrisma stratēģiskā vadība”. Papildus piedāvājam doktora līmeņa studijas komunikāciju zinātnē un jurisprudencē.
Šobrīd Turība, lai veicinātu izglītības eksportu ārvalstīs, plāno projekta  ietvaros apmeklēt starptautisko izglītības izstādi Education and career Uzbekistānā, kas norisināsies Taškentā no 2010.gada 11. līdz 13.februārim un Izglītības izstādi Baltkrievijā, Minskā, kas norisināsies no 2010.gada 26. līdz 28.februārim. Izstādēs informēsim jauniešus par studiju iespējām Latvijā, Turībā, piedāvājot pamatā bakalaura un maģistra studiju programmas (angļu valodā).
Programmas angļu valodā tiek piedāvātas jau 6.gadu un tajā esam uzņēmuši studentus no Baltkrievijas, Krievijas, Ķīnas, Gruzijas, Azerbaidžānas, Vācijas, Polijas, Turcijas un citām valstīm. Šobrīd vēlamies palielināt starptautisko studentu skaitu un lielas iespējas saredzam tiešu Āzijas tirgū. Esam uzņēmuši jau dažus Baltkrievijas studentus, kam ir liela interese par studijām Latvijā. Tāpat vairākkārtīgi esam pārliecinājusies, ka Uzbekistānas jaunieši ir ieinteresēti par studijām Baltijā, tomēr ir jāsniedz vairāk informācijas un jāreklamē piedāvātās programmas starptautiskās izglītības iestādēs.
","3,417.00","1,665.78",42.72,3,"www.turiba.lv"
16," D Dupleks","Brīvības iela 197, Rīga, LV-1039","SIA D Dupleks ārējā mārketinga aktivitātes","Rīga",26/01/2010,"Ārējo tirgu apgūšana - ārējais mārketings","D Dupleks ir jauna un strauji augoša kompānija. Tās produktu izcelsmei ir dziļas saknes, kas sniedzas vairāku gadu desmitu tālā pagātnē. Kombinējot šo gadu gaitā uzkrāto pieredzi ar jaunākajām ražošanas tehnoloģijām, tiek iegūta unikāla produktu līnija, kurai nav analogu visā pasaulē. 
Projekta ietvaros uzņēmums piedalīsies starptautiskā izstādē Vācijā. Projekta mērķis palielināt kontaktu skaitu un tādējādi uzņēmuma apgrozījumu konkrētajā noieta tirgū.","7,818.00","3,909.00",0,1,"www.ddupleks.lv"
17,"SAGRAFFITTO","Zeiferta iela 5-6, Olaine, Olaines novads, LV-2114","SIA ""SAGRAFFITTO"" ārējā mārketinga aktivitātes","Rīga",29/01/2010,"Ārējo tirgu apgūšana - ārējais mārketings","SIA SAGRAFFITTO pamatdarbība ir interjera, dizaina un sienu gleznojumu veikšana. Laika gaitā SIA SAGRAFFITTO ir kļuvis par vadošo interjera dizaina firmu Latvijā. Šobrīd firmā patstāvīgi strādā  ļoti profesionāli interjera dizaineri, uz lielākiem projektiem pieaicinot strādāt citus profesionāļus – arhitektus, dizainerus, māksliniekus. SIA SAGRAFFITTO realizējis daudz interjera projektus, sākot no sabiedriskiem objektiem līdz ekskluzīviem dzīvokļiem un villām, piemēram, lielveikals “Debesmanna”, restorāns “Salt n Pepper”, Viesnīca “Jūrnieka Ligzda” u.c.
SIA SAGRAFFITTO 2010.gadā plāno piedalīties šādās izstādēs/konferencēs un iepazīstināt potenciālos klientus ar esošajiem pakalpojumiem:
1) Austrijas starptautiskajā interjera, arhitektūras un dizaina izstādē „Wohnen & Interieur-Messe”, 2010.gada 13.-21. martam, Vīnē. „Wohnen & Interieur-Messe” ir lielākā interjera izstāde Austrijā, kurā piedalās vairāk kā 500 kompānijas aizpildot 50 tūkstošus kvadrātmetrus izstādes platības, 2009 gadā izstādi apmeklēja 78’899 apmeklētāji.
2) Francijas starptautiskajā interjera, arhitektūras un dizaina izstādē „MAISON & OBJET |projects|”, 2010.gada 3.-7. septembrim, Parīzē. „MAISON & OBJET |projects|” ir lielākā interjera izstāde Francijā, kurā pulcējās vadošie Eiropas un pasaules arhitekti, mākslinieki, dizaineri, izstādē piedalās vairāk kā 500 kompāniju no gandrīz 30 valstīm un to apmeklē vairāk kā septiņdesmit tūkstoši apmeklētāju.","10,443.45","5,091.17",130.55,10,"www.sagraffitto.com"
18,"METALEKSPO","Rencēnu iela 25a, Rīga, LV-1073","SIA ""Metalekspo"" ārējā mārketinga aktivitātes","Rīga",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","SIA „METALEKSPO” ir dibināta 1999.gadā. Uzņēmums ir viens no pirmajiem un stabilākajiem sekundāro krāsaino metālu tirgū Latvijā, un tā pamatdarbība ir saistīta ar visa veida metāllūžņu vairumtirdzniecību, kā arī ar krāsaino metālu atkritumu un lūžņu pieņemšanu un vairumtirdzniecību. Uzņēmums nodarbojas ar metāllūžņu šķirošanu, atlasi, pārstrādi un transportēšanu. SIA „METALEKSPO” izmanto visjaunākās un modernākās tehnoloģijas, pielāgojas mainīgajai apkārtējai videi, tāpēc tas veiksmīgi ir spējis pastāvēt līdz mūsdienām. 
Ilggadējas veiksmīgas darbības laikā kompānija ir iemantojusi daudzu Eiropas un Āzijas pasūtītāju uzticamību. Uzņēmuma pastāvīgie metāllūžņu piegādātāji no dažādām Latvijas vietām sadarbojoties ar SIA „METALEKSPO” ir augstu novērtējuši: eiropeisku darbības līmeni, konstruktīvas rūpes par partneriem, uzticamību un profesionalitāti. Uzņēmuma darbības apjomi aizvien pieaug. Uzņēmums patstāvīgi meklē jaunus sadarbības partnerus un vairumpiegādātājiem piedāvā dažādas priekšrocības:
- garantētu jebkura daudzuma metāllūžņu pieņemšanu un novietošanu;
- metāllūžņu piegādātājiem nodrošina transportu un tehnisko aprīkojumu;
- elastīgu cenu politiku;
- pastāvīgo partneru apmācību par Eiropas standartiem produkcijas kvalitātē.
SIA „METALEKSPO” strādā profesionāls, augsti kvalificēts un saliedēts kolektīvs, kas ir pamats veiksmīgai uzņēmuma darbībai. Pateicoties saviem darbiniekiem, uzņēmums meklē arvien jaunas attīstības iespējas.
Mūsdienu ekonomiskajā situācijā uzņēmumam ir ļoti svarīgi saglabāt esošo tirgus daļu, kā arī vienlaikus censties meklēt jaunus tirdzniecības kanālus. Laikā, kad liela daļa uzņēmumu ierobežo savas mārketinga aktivitātes un citus publicitātes pasākumus, SIA „METALEKSPO” uzskata par vajadzīgu piedalīties šāda veida aktivitātēs. Tāpēc, lai piesaistītu jaunus sadarbības partnerus un klientus, uzņēmums ir iecerējis piedalīties arī vairākās vietējās un arī ārvalstu izstādēs. Šāds uzņēmuma lēmums būtiski palielina uzņēmuma konkurētspēju. 
Šobrīd, projekta ietvaros, uzņēmums ir piedalījies vienā ārvalstu izstādē:
- The 9th Secondary Metals International Forum/Exhibition&Trade Fair (latv. 9. Starptautiskā sekundārā metāla izstāde/forums un gadatirgus), kas norisinājās šī gada 3.-5.novembrī Dongfang hotelī, Guanzhou pilsētā Ķīnā.
Šo izstādi organizēja Nonferrous Metals Industry Association Recycling Metal Branch (CMRA) (latv. Krāsaino metālu industrijas Metālu pārstrādes nozares asociācija), un uzņēmums tajā virzīja vara un alumīnija granulātu, kas jau ir pārstrādāts metāllūžņu produkts un tas būtībā ir gatavs otrreizējai metālu un citu materiālu produkcijas ražošanai.
","3,765.48","1,835.67",47.07,5,"www.metalekspo.lv"
19,"CTP","Pils iela 18-3, Rīga, LV-1050","SIA ""CTP"" ārējā mārketinga aktivitātes Eiropā","Auce",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""CTP"" ir dibināta 2005.gadā, un nodarbojas ar skaņas un vibrāciju izolējošo materiālu ražošanu Eiropas tirgum:
2009.gadā kopā esam piedalījušies 14 starptautiskās izstādēs Eiropā, no kurām 3 izstādēm plānojam saņemt LIAA finansiālu atbalstu saskaņā ar parakstīto līgumu. Vienas no pēdējām izstādēm, kurās piedalījāmies bija:
1)Auto Show Roterdamā, Holandē, kas notika no 6.-12.oktobrim 2009.gadā;
2)Motor Show Cīrihē, Šveicē, kas notika no 3.-9.novembrim 2009.gadā.","2,732.44","1,332.06",34.16,6,"www.standartplast.lv"
20,"GLORA","Namdaru iela 6a, Liepāja, LV-3405","Piedalīšanās starptautiskajā izstādē ""TEKSTILLEGPROM"" Maskavā un Latvijas veļas ražotāju tirdzniecības misijā Maskavas izstādes ""TEKSTILLEGPROM"" ietvaros, ar mērķi apgūt Krievijas tirgu","Liepāja",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Norādīt projekta aktivitātes:
• Uzņēmums piedalījās starptautiskajā izstādē „TEKSTILLEGPROM” Maskavā, Krievijā. Tajā tika prezentēti jaunākie firmas izstrādājumi, veikta jaunu nākotnes klientu piesaiste, kā arī nostiprināta sadarbība ar jau esošajiem klientiem.
• SIA „GLORA” ņēma dalību arī Latvijas veļas ražotāju tirdzniecības misijā – izstādes „TEKSTILLEGPROM” ietvaros, kas notika Maskavā, Krievijā 2009.gada 24. septembrī. Uz pasākumu bija uzaicināti iespējamie un esošie klienti no dažādām valstīm: no Ukrainas, Austrijas, Kazahstānas, Krievijas, Baltkrievijas, Francijas. Tirdzniecības misijas mērķis bija veikt jaunu nākotnes klientu piesaisti. Ielūgtie klienti pārstāvēja: vairumtirdzniecības bāzes, mazumtirdzniecības specializētos veikalus, supermārketu veļas tirdzniecības tīklus, izplatīšanas aģentus.


","2,942.29","1,471.14",0,8,"www.glora.lv"
21,"TROLL NURSERY","Rīgas iela 18, Smiltene, Smiltenes novads, LV-4729","SIA Troll Nursery dalība starptautiskā izstādē","Smiltene",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Starptautiska izstāde The trade show for Kids First years ""Kind+Jugend"", Ķelne, Vācija SIA Troll Nursery jau vairākus gadus ir ikgadējais starptautiskās izstādes Kind und jugend dalībnieks. Izstāde pozicionējas, ka viena no lielākajām bērnu preču izstādēm pasaulē un lokācijas vieta ir Vācija, Ķelne. Izstāde notiek četrās milzīgās hallēs, kur katrā ir vairāk par 200 dalībniekiem un ilgst 4 dienas. Kind und Jugend viena no galvenajām priekšrocībām ir B2B sfēras prioritāte, kas nozīmē, ka tuvu 100% apmeklētāji ir juridiskas personas, kuriem ir saikne ar bērnu preču biznesu. Apmeklētāji var būt: konkrētas valsts neatkarīgie aģenti, lielie bērnu preču veikalu tīkli, mazo veikalu īpašnieki, vairumtirgotāji u.tt.
SIA Troll Nursery ir uzņēmums, kas izmanto dažādus distribucijas kanālus un tāpēc gandrīz 100% no apmeklētājiem ir uzņēmuma potenciālie klienti. Katru gadu uzņēmums īrē stendu lielāku par 100m2 un piedāvā apmeklētājiem vairāk kā 30 dažādu bērnu mēbeļu modeļus.
Uzņēmuma misija, piedaloties Kind und Jugend izstādē, ir uzņēmuma eksportspējas attīstība.
Lai sasniegtu misiju, 2009.gadā tika izvirzīti sekojoši mērķi:
1)uztaisīt pievilcīgu stendu un veiksmīgi prezentēt jaunus paraugus potenciāliem klientiem;
2)paplašināt uzņēmuma klienta loku un iegūt jaunus kontaktus, lai veicinātu uzņēmuma ārzemju tirdzniecību;
3)paplašināt sortimentu ar jau esošiem klientiem.","6,255.42","3,049.51",78.2,8,"-"
22,"Meistars A","Jūrkalnes iela 87-23, Rīga, LV-1029","SIA ""Meistars A"", SIA ""Dzīpars"", SIA ""Wooden Frog"" un SIA ""Cranberry marketing solutions"" ārējā mārketinga aktivitātes","Rīga",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","4 Latvijas ražotāji/amatnieki/rokdarbnieki apvienojušies, lai piedalītos ikgadējā Ziemassvētku izstādē - gadatirgū ""Spirit of Christmas Fair"" Londonā kopējā stendā ""Dāvanas no Latvijas"". ""Spirit of Christmas Fair"" ir lielākais pirmssvētku gadatirgus Londonā, kas apvieno apmēram 650 dalībniekus. Tā ir lieliska kontaktu veidošanas platforma, lai nodrošinātu tālāku sadarbību projekta iesniedzēja un partneru produkcijas izplatīšanu Anglijas tirgū, Savukārt 30 000 apmeklētāju/pircēju lielā plūsma nodrošina preču demonstrāciju jau tiešajai mērķauditorijai. Latvijas ražotāji Anglijas tirgū var konkurēt gan cenas, gan kvalitātes ziņā.","5,311.84","2,589.52",66.4,6,"-"
23,"RKF GRĀCIJA-RIM","Koku iela 10, Liepāja, LV-3405","Latvijas veļas ražotāju tirdzniecības misija uz Maskavu izstādes ""TEKSTILLEGPROM"" ietvaros, ar mērķi apgūt Krievijas tirgu","Liepāja",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Augstāk minētās kompānijas piedalījās Latvijas veļas ražotāju tirdzniecības misijā uz Maskavu, izstādes ""TEKSTILLEGPROM"" ietvaros, kas notika Maskavā, Krievijā 2009.gada 24.septembrī.
Šajā pasākumā tika ielūgti potenciālie un esošie klienti no vairākām valstīm: no Krievijas, Ukrainas, Kazahstānas, Baltkrievijas, Austrijas, Francijas. Tirdzniecības misijas laikā tika veidoti jauni kontakti ar mērķi sadarboties nākotnē. Iegūtie klienti pārstāvēja: vairumtirdzniecības bāzes, mazumtirdzniecības specializētos veikalus, supermārketu veļas tirdzniecības tīklus, izplatīšanas aģentus.","1,750.00",853.12,21.88,7,"www.vova.lv"
24,"LAUMA LINGERIE","Ziemeļu iela 19, Liepāja, LV-3405","Piedalīšanās starptautiskajā izstādē ""TEXTILLEGPROM"" Maskavā un Latvijas veļas ražotāju tirdzniecības misijā Maskava izstādes ""TEXTILLEGPROM"" ietvaros, ar mērķi apgūt Krievijas tirgu","Liepāja",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Akciju sabiedrība ""LAUMA LINGERIE"" piedalījās starptautiskajā izstādē XXXIII Federālā tekstila un vieglās rūpniecības preču un iekārtu vairumtirdzniecības izstāde ""TEKSTILLEGPROM"" (www.legproexpo.ru). Lielākā nozares izstāde jau 33.reizi norisinājās Krievijas galvaspilsētā Maskavā laikā no 22.-25.septembrim 2009.gadā. Dotajā izstādē piedalās vadošie tekstila industrijas ražotāji un tirgotāji no dažādām valstīm. AS ""LAUMA LINGERIE"" mērķis dalībai izstādē ir apgūt tirgu un paplašināt darbību Krievijas tirgū, t.sk. Krievijas attālajos reģionos. AS ""LAUMA LINGERIE"" izstādē klātienē sadarbības partneriem un potenciālajiem klientiem prezentēja jaunās sezonas ""Pavasaris/Vasara"" 2010 korsešu izstrādājumu kolekcijas. Tika prezentētas arī zīmola ""LAUMA lingerie"" bāzes kolekcijas, kas piesaista klientu interes ar īpaši lielu izmēru skalas piedāvājumu, tādējādi veicinot produkcijas noietu ārējos tirgos. Izstādes laikā uzņēmuma pārstāvjiem notika produktīvas tikšanās ar sadarbības partneriem klātienē, kolekciju apspriešana, kā arī pasūtījumu apspriešana jaunajām kolekcijām. Izstādē uzņēmums un zīmola ""LAUMA lingerie kolekcijas saņēma pastiprinātu interesi un atsaucību arī no potenciālajiem klientiem, kā arī sadarbības piedāvājumus pa AS ""LAUMA LINGERIE"" produkcijas pārdošanu Krievijas tirgū, kā rezultātā tiek sasniegti izvirzītie mērķi dalībai izstādē. Dalībai izstādē liela nozīme uzņēmuma zīmola ""LAUMA lingerie"" atpazīstamības veicināšana, prezentēšana un tālākā produkcijas virzīšanā Krievijas tirgū.","6,395.47","3,117.78",79.95,8,"www.laumalingerie.com"
25,"REGĪNA N","O.Kalpaka iela 68/70, Liepāja, LV-3417","Piedalīšanās starptautiskajā izstādē ""TEKSTILLEGPROM"" Maskavā un Latvijas veļas ražotāju tirdzniecības misijā Maskavas izstādes ""TEKSTILLEGPROM"" ietvaros, ar mērķi apgūt Krievijas tirgu","Liepāja",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Norādīt projekta aktivitātes:
• Uzņēmums piedalījās starptautiskajā izstādē „TEKSTILLEGPROM” Maskavā, Krievijā. Tajā tika prezentēti jaunākie firmas izstrādājumi, veikta jaunu nākotnes klientu piesaiste, kā arī nostiprināta sadarbība ar jau esošajiem klientiem.
• Augstāk minētā kompānija piedalījās Latvijas veļas ražotāju tirdzniecības misijā – izstādes „TEKSTILLEGPROM” ietvaros, kas notika Maskavā, Krievijā 2009.gada 24. septembrī. Šajā pasākumā tika ielūgti potenciālie un esošie klienti no vairākām valstīm: no Krievijas, Ukrainas, Kazahstānas, Baltkrievijas, Austrijas, Francijas. Tirdzniecības misijas laikā tika veidoti jauni kontakti ar mērķi sadarboties nākotnē. Ielūgtie klienti pārstāvēja: vairumtirdzniecības bāzes, mazumtirdzniecības specializētos veikalus, supermārketu veļas tirdzniecības tīklus, izplatīšanas aģentus.


","3,026.15","1,513.07",0,9,"www.regina-n.lv"
26,"Silvanols","Stokholmas iela 17-1, Rīga, LV-1014","SIA ""SILVANOLS"" piedalīšanās starptautiskajā farmācijas izstādē CPhl Worldwide 2009 Madridē","Rīga",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Projekta ietvaros SIA""Silvanols"" piedalījās starptautiskajā farmācijas izstādē ""CPHI Worldwide 2009"", kas norisinājās Madridē, Spānijā no 2009.gada 13.-15.oktobrim.","1,247.65",623.82,0,6,"www.silvanols.lv"
27,"Lola Dizains","Jelgavas iela 47, Rīga, LV-1004","SIA ""Lola Dizains"" tiešās vizītes","Rīga",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Sadarbībā ar LIAA, SIA ""Lola dizains"" pārstāvji piedalījās speciāli organizētās tiešājās vizītēs pie esošajiem un potenciālajiem sadarbības un partneriem vairākās valstīs: Lietuvā (Viļņā), Krievijā (Maskavā), Vācijā (Diseldorfā) un Igaunijā ( Tallinā). Tika apmeklēti dažāda tipa potenciālie un  esošie sadarbības partneri:
1)uzņēmumi ar nepieciešamību pēc speciālā aizsargapģērba, kā elektriķiem, uzgunsdzēsējiem un metinātājiem (smagais darba apģērbs), kā arī uzņēmumi ar vajadzību pēc vieglā darba apģērba;
2)darba apģērbu ražotāji;
3)darba apģērbu tirdzniecības aģenti/ starpnieki;
4)darba apģērbu ražošanai nepieciešamo izejmateriālu ražotāji un izplatītāji.","4,414.98","2,207.48",0,7,"www.loladizains.lv"
28,"Rīgas Kuģu būvētava","Gāles iela 2, Rīga, LV-1015","Noieta veicināšana eksporta tirgos","Rīga",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","A/s ""Rīgas Kuģu Būvētava"" pamatdarbība ir Kuģu būve un kuģu remonts. Īstenojot A/s ""Rīgas Kuģu Būvētava"" izstrādātu mārketinga aktivitāšu plānu, rūpnīca 2009.gadā piedalījās 2 starptautiskās izstādēs:
1)""NEVA 2009"" Sanktpēterburgā, Krievijā no 22. līdz 25.septembrim
2)""DanFish International"" Ālborgā, Dānijā no 7. līdz 9.oktobrim.","4,151.49","2,075.74",0,9,"www.riga-shpyard.com"
29,"S.A.T. UNITEL","Vecozolu iela 13-26, Mārupes novads, LV-1002","""La Forme-mēbeles ar Baltijas šarmu"" - starptautiskās izstādes Krievijā un Somijā","Rīga",29/01/2010,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""S.A.T. UNITEL"" piedalīsies starptautiskās izstādēs ar jaunu mēbeļu kolekciju ""La Forme-mēbeles ar Baltijas šarmu"":
1)Dalība starptautiskajā mēbeļu izstādē ""Habitare 2010"", 01-05.septembrī, 2010, Suomen Messut Helsinkos Somijā. Tas ir lielākais izstāžu centrs Skandināvijā, tā platība ir vairāk kā 83000 kv.m., kurā izveidoti 6 paviljoni un 40 sēžu zāles. Ekspozīcijas platība 50 kv.m trim izstādes eksponātiem;
2)Dalība starptautiskajā mēbeļu izstādē ""ЕВРОЭКСПОМЕБЕЛЬ"", 12.-15.MAIJĀ, 2010, mASKAVĀ, kRIEVIJĀ","20,508.15","9,797.76",251.23,6,"-"
30,"Nordic Metalplast","Aviācijas iela 18, Jelgava, LV-3004","Dalība starptautiskā izstādē ""Budma 2010"" Polijas Republikā","Jelgava",26/01/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Uzņēmums SIA ""Nordic Metalplast"" piedalīsies starptautiskajā izstādē ""budma 2010"", kas norisināsies no 19.-22.janvārim Polijas Republikā, Poznan pilsētā. Viena no izstādes tēmām ir ceļu būvniecība, ģeotehnika, ceļu infrastruktūra un aprīkojums -  ceļu būve, mazais un lielais aprīkojums izmantošanai ceļu būvē.","5,686.00","2,843.00",0,5,"www.nordicmetalplast.com"
31,"Baldones veselības fonds-FG","Carnikavas iela 3c-3, Rīga, LV-1034","SIA ""Baldones veselības fonds - FG"" ārējā mārketinga aktivitātes - dalība starptautiskajā izstādē Cosmeeting 2009 izstādes ""Beyond Beauty Paris"" ietvaros","Rīga",29/01/2010,"Ārējo tirgu apgūšana - ārējais mārketings","SIA „Baldones veselības fonds-FG” savu saimniecisko darbību uzsāka 1999.gadā un tās darbības pamatnozare ir kosmētisko līdzekļu ražošana. SIA „Baldones veselības fonds-FG” ražo un kosmētikas tirgū piedāvā unikālu sēriju Baldones Dūņu Kosmētika, kuras produktu sastāvā ir Baldones dziednieciskās dūņas. Produkcija izgatavota pamatojoties uz mūsdienu tehnoloģijām, patentēta kā izgudrojums un saņēmusi pozitīvas atsauksmes no medicīniskām un zinātniskām iestādēm. Kosmētikas produktu sērijā ietilpst sejas, ķermeņa ādas un matu kopšanai nepieciešamie līdzekļi – attīrošais pieniņš, sejas toniks, sejas un roku krēms, matu šampūns un balzāms, pretcelulīta gēls, zobu pasta u.c. Kosmētika tiek pārdota kā Mass Market produkcija. Uzņēmums paplašina savu produkcijas klāstu un kā jauni produkti minami – dušas želeja un krēma ziepes.
2009.gadā no 13.-16.septembrim uzņēmums veiksmīgi piedalījās starptautiskās kosmētikas industrijas izstādē – Cosmeeting 2009 „Beyound Beauty Paris” ietvaros Francijā, Parīzē. Eiropas skaistumkopšanas izstāde aptver dažādus skaistumkopšanas  nozares sektorus un tajā un tajā piedalās nozares uzņēmumu pārstāvji, preču importētāji, izplatītāji un ražotāji, kas ļāva SIA” Baldones veselības fonds-FG” popularizēt savu produkciju Eiropas tirgū.
","5,283.96","2,641.98",0,9,"www.baldonespa.lv"
32,"Paletes","Lokomotīves iela 82-47, Rīga, LV-1057","SIA ""Paletes"" ārējā mārketinga aktivitātes","Stopiņu novads",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","SIA „Paletes” ir dibināta 1998.gadā un tā darbojas koka palešu ražošanas nozarē. Uzņēmums ražo Eiropas standarta sertificētas paletes, kā arī nestandarta paletes. 2009.g. uzņēmums plāno ārējā mārketinga aktivitātes:
dalību starptautiskajā iepakojumu izstrādājumu izstādē SCANPACK 2009, 20.-23.oktobrī, 2009, Goteborgā, Zviedrijā. Plānots, ka izstādē piedalīsies vairāk kā 400 iepakojumu ražotāji un tirgotāji.
","4,722.83","2,302.37",59.04,4,"www.paletes.lv"
33,"IBBA","Stabu iela 35-4a, Rīga, LV-1011","SIA ""IBBA"" ārējā mārketinga aktivitāte - tiešās vizītes Vācijā un Itālijā. SIA ""IBBA"" ārējā mārketinga aktivitāte - dalība starptautiskās izstādēs ārvalstīs - Austrijā, Vīnē","Rīga",01/02/2010,"Ārējo tirgu apgūšana - ārējais mārketings","Ar savu jaunāko sieviešu apģērbu kolekciju pavasaris/vasara 2010, uzņēmums ir veicis trīs ārējā mārketinga aktivitātes:
1)tiešās vizītes - Minhenē, Frankfurtē, Diseldorfā, Vācijā, 31.augusts.-9.septembris, 2009.g. vizīšu ietvaros tika organizētas tikšanās ar potenciālajiem klientiem - veikaliem, veikalu tīkliem, tādiem kā SERIE A, YOURSEFY, POOL, KLAMOTTE, MAENDLER, THERESA, SLIPS, OFF&CO, HAYASHI, FRIDA, FIFTY EIGHT.S, Lukas Frankenberger, LUNATIC, ELENA by NATAN, APROPOS;
2)dalība starptautiskā tekstilrūpniecības izstādē THE MQ VIENNA FASHION WEEK - Vīnē, Austrijā, 23.-29.septembris, 2009.g. Izstādes ietvaros notika tikšanās ar potenciālajiem klientiem - veikaliem, veikalu tīkliem un modes aģentūrām, tādām kā: NACHBARIN, PARK, STELLA MARIA LYONS, KOMBINAT, KATNER&OHLER, BR-FASHION, A.H.AGENTUR, CHEGINI, AMICIS
3)tiešā vizīte - Milānā, Itālija, 30.septembris - 7.oktobris, 2009.g. Vizītes ietvaros tika organizētas tikšanās ar potenciālajiem klientiem - veikaliem, veikalu tīkliem un modes aģentūrām, tādām kā: TUTTIFRUTTI, CORSO COMO 10, TAD, DANTODE, ANTOIOLI, L.A. Distribuzione, BIFFI, Studio Zeta Milan.","3,629.18","1,769.22",45.37,9,"www.baibaripa.lv"
