"Finansējuma saĦēmējs","Juridiskā adrese","Projekta nosaukums",,"Plānošanas reăions","Adrese","Projekta apstiprināšanas datums","Projekta kopējās attiecināmās izmaksas","Publiskais finansējums","t.sk. ERAF finansējums","t.sk. valsts budžeta dotācija","t.sk. pašvaldības budžeta līdzekĜi","Kopsavilkums par projekta ietvaros veicamajām darbībām"
"Siguldas novada dome","Pils iela 16, Sigulda, LV-2150","Pirmsskolas izglītības iestādes būvniecība Nurmižu ielā 31, Siguldā","Nav","Vidzemes plānošanas reăions","Nurmižu iela 31, Sigulda, Siguldas novads, LV-2150",05/11/09,"896 002,00","896 002,00","761 600,00","0,00","134 402,00","Projekta ietvaros tiks uzbūvēta pirmskolas izglītības iestāde ar 6 grupiĦām, mūzikas un rotaĜu telpām, administratīvo daĜu, virtuves un veĜas mazgājamo bloku, kā arī labiekārtota teritorija ar nojumītēm, rotaĜu elementiem un apzaĜumošanas elementiem. Projekta realizācijas rezultātā tiks veicināta pirmskolas vecuma bērnu vecāku nodarbinātība. Pirmsskolas izglītības iestāde projektēta 128 bērniem; pēc projekta realizācijas rinda uz vietām Siguldas novada bērnudārzos samazināsies par 56.89%."
