"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
105,"Radošo konstruktoru birojs","Tērbatas iela 41/43-16, Rīga, LV-1011","Pētījums par dažādu materiālu tipu mehānisku savienošanu mēbeļu ražošanas vajadzībām","Ropažu novads",23/04/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta ""pētījums par dažādu materiālu tipu mehānisku savienošanu mēbeļu ražošanas vajadzībām"" mērķis saskaņā ar apakšaktivitāti 2,1,2,2,1, ir tieši vērsts uz jaunas tehnoloģijas izstrādi.","63,666.40","36,799.17","6,493.98",6,"www.radosie.lv"
106,"Nordic Metalplast","Aviācijas iela 18, Jelgava, LV-3001","Polimēru atlikumu pārstrādes tehnoloģijas izstrāde","Jelgava",08/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Plānots veikt pētījumu par gumijas atlikumu otrreizējās pārstrādes metodēm un materiālu īpašībām dažādu apstrādes procesu rezultātā. Plānots iegūt zināšanas par materiālu īpašibām apstrādes procesos, kuras izmantojamas jaunas pārstrādes tehnoloģijas izstrādē.","153,898.06","42,500.00","7,500.00",10,"www.nordicmetalplast.com"
107,"SIDRABE","Krustpils iela 17, Rīga, LV-1073","Rūpnieciskais pētījums par Jaunu tehnoloģiju izstrādi augsti tehnoloģisku mašīnu ražošanā","Rīga",07/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta ietvaros augsto tehnoloģiju uzņēmums AS ""Sidrabe"" plāno veit dažādu materiālu jaunu izsmidzināšanas tehnoloģiju un risinājumu izpēti, uz lineāra jonu avota bāzes, iespējams tehnoloģisko darbības principu rūpniecisko izpēti, kuru varētu izmantot kā efektīvu un ekonomiski izdevīgu funcikionālo tehnoloģisko mezglu AS 'Sidrabe""izstādātās vakuuma pārklājumu iekārtas; gan ruļļu gan nepārtrauktas darbības plākšņu tipa iekārtās. Projekta rezultātā tiks veitks komplicēts rūpniecikskais pētījums, lai noskaidrotu iespējamību izmanto lineāro jonu avotu vakuuma pārklājumu uznešanā. ","267,500.18","136,425.08","24,075.02",12,"www.sidrabe.com"
108,"PERUZA","Traleru iela 10, Rīga, LV-1030","Nepārtrauktas darbības rūpnieciskas ražības mazo zivju dozēšanas iekārta","Ropažu novads",23/04/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta ietvaros paredzēts veikt jauna produkta - nepārtrauktas darbības rūpnieciskas ražības mazo zivju dozēšanas iekārtas izstrādi, testēšanu un projektēšanu, lai sāktu produktu izgatavot sērījveidā.
 Projekta ietvaros tiks algoti pētnieki, konstruktori, tehniķi un atslēdznieki, izmantoti datori un metālapstrādes iekārtas, kā arī tiks izmantoti ārēju pētniecības institūciju pakalpojumi.
 Projekta rezultāts būs nepārtrauktas darbības rūpnieciskas ražības mazo zivju dozēšnas iekārtas tehniskais projekts tādas iekārtas sērijveida ražošanai, kas ļaus ievērojami paātrināt zivju sasaldēšanas porciju izveidošanu ar zemākām izmaksām, jo iekārta būs mazāk komplicēta nekā pašreiz zināmās dozēšanas iekārtas ar svariem.","77,250.00","44,174.19","7,795.45",7,"www.peruza.lv"
109,"Primekss","Šmerļa iela 3, Rīga, LV-1006","Inovatīvu kompozītbetonu un šuvju veidu rūpnieciskā izpēte grīdu un pārsegumu klājumiem","Rīga",30/07/2009,"Jaunu produktu un tehnoloģiju izstrāde","SIA Primekss veiks rūpniecisko grīdu un pārsegumu nozarei aktuālu jaunu betonu veidu - kompozītbetonu - un to šuvju rūpniecisko iepēti, lai iegūtu zināšanas, kuras noderēs jauna kompozītbetons sastāva un šuvju modeļa eksperementālā izstrādē un komercializācijā nākotnē, t.sk. preču un pakalpojumu eksportā uz Skandināvijas un Ziemeļeiropas valstīm Primekss grupas ietvaros un eksporta orientētā patentēšanā un frančīzē uz pārējo pasauli. 
 24 mēnešu garumā tiks izstrādati jaunu betona matricu modeļi un veikti visu izmēu - mazizmēra, vidēja, liela un pilna izmēra - testi laboratorijās un praksē, lai izpētītu kompozītbetonu un šuvju fizikāl-mehāniskās īpašības. Daļa no aktivitātēm tiks veiktas sadarbībā ar zinātnisko institūciju reģistrā reģistrēto RTU Būvniecības fakultātes Būvzinātnes centru. Projekta rezultātā tiks izstrādāti vismaz 20 skaitliskie un datormodeļi, kā arī iegūti vairāk nekā 950 fizikāl-mehāniskie mērījumi. ","280,500.00","119,212.49","21,037.51",24,"www.primekss.lv"
110,"Tilde","Vienības gatve 75a, Rīga, LV-1004","Semantiskajā analīzē balstīta daudzvalodu dokumentu pārvaldības automatizācijas sistēma","Rīga",06/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Pētījums un sistēmas prototipa izstrāde sematiskajā analīzē balstītai daudzvalodu dokumentu pārvaldības automatizācijai.","457,800.00","186,782.39","32,961.61",24,
111,"EF & EM","Peldu iela 7, Jelgava, LV-3002","Efektīvas darbības notekūdeņu bioloģiskās attīrīšanas iekārtu izstrādāšana un darbības pārbaude","Jelgava",23/04/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta ietvaros tiks izstrādāta jauna mazas jaudas notekūdeņu bioloģiskās attīrīšanas iekārta.","69,015.00","35,197.65","6,211.35",18,"www.yachtclub.lv"
112,"Applied Electronics Labs","Akmeņu iela 47, Ogre, Ogres novads, LV-5001","HEV un stacionāro akumulatoru automātiskās formēšanas izstrāde","Ogre",08/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projektā uzņēmums sadarbībā ar zinātniskajām institūcijām veiks rūpnieciskos pētījumus par akumulatoru pulsa formēšanas īpašībām un iegūtās zināšanas izmantos automātiskas HEV un stacionāro akumulatoru formēšanas sistēmas izstrādei.","108,208.00","42,499.99","7,500.01",18,"www.batteryformation.com"
113,"Aerodium","LGK atrakcijās, Sigulda, Siguldas novads, LV-2150","Jauna produkta: atklātā tipa vertikālā vēja tuneļa ""MINI"" izstrāde","Sigulda",07/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta ietvaros tiks izstrādāts atklātā tipa vertikālais vēja tunelis ""MINI"". Tiks veiktas prototipa eksperimentālās izstrādes darbi, kā arī izstrādei nepieciešamās izpētes aktivitātes. Projekta rezultātā tiks izstrādāts produkta prototips.","79,850.00","31,209.46","5,507.56",12,"www.aerodium.lv"
114,"Kurzemes datorcentrs","Kuldīgas iela 53-8, Ventspils, LV-3601","IPTV un VoIP integrēto tehnoloģiju izpēte un izstrāde","Ventspils",08/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta mērķis ir izstrādāt risinājumu uz Interneta tehnoloģijām balstītu IPTV un VoIP integrētu platformu.","314,859.09","132,095.37","23,310.97",18,
115,"Interaktīvās Tehnoloģijas","Vestienas iela 2, Rīga, LV-1035","Multifunkcionālu norēķinu terminālu izstrāde","Rīga",08/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta ietvaros, veicot rūpniecisko pētījumu un eksperementālo izstrādi, plānots izstrādāt jaunu produktu - multifunkcionālu nerēķinu terminālu. Projekta ietvaros tiks algoti pētnieki, iegādāti materiāli, nomātas nepieciešamās pētniecības iekārtas, kā arī iznatoti ārēju pētniecības intitūtu pakalpojumi. Projekta rezultāts būs multifunkcionāls norēķinu termināls. ","199,930.00","80,788.25","14,256.75",12,
116,"Industry Partner Limited","Daugavgrīvas šoseja 6b, Rīga, LV-1016","Kabeļu dzesēšanas un žāvēšanas līnijas pētnieciska projektēšana ar pilnas ražošanas dokumentācijas izstrādi","Rīga",30/07/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta laikā tiks izstrādāta pilna ražošanas tehniskā dokumentācija jauna mašīnbūves produkta ražošanai. Mūsu uzņēmums līdz šim nav ražojis tādu iekārtu, bet šī iekārta būs ražošanas līnijas sastāvdaļa, kuras mēs jau šobrīd komplektējam saviem klientiem. Latvijā tāda veida iekārtas neviens neražo. Lai iegūtu eksporta tirgu, mēs esam analizējuši citur pasaulē ražojamās naloģiskas iekārtas, kuras līdz ;sim nav apmierinājušas patērētājus ar savu funkcionālo kvalitāti. Mēs savā iekārtā izmantosim jaunu tehnoloģiju, lai veicinātu funkcionālo kvalitāti, un palielinātu savam uzņēmumam eksporta tirgu.","20,755.79","8,596.04","1,516.96",9,"www.industrypartner.lv"
117,"Angel Sound","Pulka iela 3/3, Rīga, LV-1007","Stikla akustiskās sistēmas rūpnieciskais pētījums un stikla akustiskās sistēmas - skandas - eksperimentālā izstrāde","Rīga",08/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta ietvaros plānots veikt eksperimentālo izstrādi jaunam produktam - stikla akustiskās iekārtas - skandas. Projekta ietvaros tiks iepirkti nepieciešamie materiāli, algoti darbinieki, pētnieki, nomātas nepieciešamās iekārtas, kā arī izmantoti ārēju pētniecības institūtu pakalpojumi. Projekta rezultāts būs stikla akustiskās iekārtas skandas prototips.","141,616.00","56,593.38","9,987.08",6,"www.angelsound.lv"
118,"Exigen Services Latvia","Ganību dambis 17 a, Rīga, LV-1045","Tīmekļa lietotņu ietvars ASP.NET vidē","Rīga",08/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projketa mērķis ir veicot pētniecības darbus IT nozarē, izstrādāt jaunu Tīmekļa lietotņu ietvaru ASP.NET vidē. Jaunais tīmekļa lietotņu ietvars ASP.NET vidē tiks veidots kā atsevišķs izstrādes produkts, ASP.NET lietojumu efektīvākai izstrādei. ","247,912.02","72,868.76","12,859.21",20,"www.exigenservices.lv"
119,"Exigen Services Latvia","Ganību dambis 17 A, Rīga, LV-1045","Darbaspēka apmaksas, personāla vadības sistēmu veidošanā izmantojama programmatūras izstrāde ietvara ""framework"" izstrāde","Rīga",08/05/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projekta mērķis ir ""Personāla un darbaspēka vadības sistēmu izstrādes rīka"" izstrāde, balstoties uz AS Exigen Services Latvia uzkrāto pieredzi un projekta īstenošanas laikā iegūtām zināšanām.","222,842.53","49,494.42","8,734.33",22,"www.exigenservices.lv"
120,"AEL","Akmeņu iela 47, Ogre, Ogres novads, LV-5001","Lieljaudas un rūpnieciskā pielietojuma akumulatoru ātrās uzlādes lādētāja izstrāde","Ogre",13/10/2009,"Jaunu produktu un tehnoloģiju izstrāde","Projektā uzņēmums sadarbībā ar zinātniskajām institūcijām veiks rūpnieciskos pētījumus par akumulatoru lādēšanas algoritmiem paātrinātās lādēšanas procesā un iegūtās zināšanas izmantos lieljaudas rūpniecisko akumulatoru izstrādei.","96,683.20","42,495.64","7,499.24",18,"-"
