"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
11,"TOASTERS","Lambertu iela 34, Mārupes novads, LV-2167","SIA ""TOASTERS"" ārējā mārketinga aktivitātes Vācijas tirgū","Mārupes novads",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2010.gadā uzņēmums plāno piedalīties starptautiskajā Frankfurtes mese ""AMBIENTE"", kas notiks Frankfurtē pie Mainas. Izstādes norisēs no 12.-16.februārim 2010.gadā. 2009.gadā izstādē piedalījās 4466 dalībnieki no 86 valstīm. Šī ir lielākā un nozīmīgākā Vācijas reģiona interjera preču izstāde.
 Izstādes ietvaros plānojam prezentēt mūsu inovatīvās Tears Off modulārās tapetes jaunos dizainus, kā arī Baltijas mākslinieku tapešu kolekciju.
 Jaunais produkts ir inovācija tapešu jomā un ir augstu novērtēts jomas nozīmīgākajā dizaina izdevumā ""ID Magazine"" Ņujorkā, kā 2008.gada Labākais jaunais produkts. Kā arī 2009.gadā ieguva pašmāju prestižo ""ADWARDS"" Zelta godalgu industriālā dizaina kategorijā un 1.vietu žurnālA ""DEKO"" rīkotajā rūpnieciskā dizaina konkursā.","11,854.40","5,927.20",0,7,"www.znak-life.com"
12,"COCOCUT","Akmeņu iela 47, Ogre, Ogres novads, LV-5001","SIA ''COCOCUT'' tiešās vizītes pie sadarbības partneriem ārvalstīs","Ogre",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA Cococut dibināts 2008.gadā, lai izstrādātu, ražotu un pārdotu jaunu, inovatīvu produktu kokosriekstu atvēršanai COCOCUT. Paredzēts to izplatīt Eiropas un ASV tirgos, tādēļ 2009.gadā uzņēmums paredzējis veikt tirgus izpēti vairākās valstīs. 
 SIA Cococut paredz tiešās vizītes pie potenciālajiem sadarbības partneriem Vācijā, Lielbritānijā, Spānijā, ASV, Norvēģijā un Turcijā.
 ","7,870.00","3,935.00",0,4,"-"
13,"Baldones veselības fonds- FG","Bieķensalas iela 3, Rīga, LV-1004","SIA ""Baldones veselības fonds- FG"" ārējā mārketinga aktivitātes - dalība starptautiskajās izstādēs Cosmeeting 2009, Francija, InterCHARM, Krievija un Cosmoprof Asia, Ķīna","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā uzņēmums plāno piedalīties trīs starptautiskās kosmētikas industrijas izstādēs, piedāvājot savu ražoto produkciju trīs dažādos noieta tirgos.
 Pirmā izstāde - Cosmeeting (Beyond Beauty Paris ietvaros) Francijā, Parīzē. Eiropas skaistumkopšanas izstāde aptver dažādus skaistumkopšanas nozares sektorus un tajā piedalās nozares uzņēmumu pārtsāvji, preču importētāji, izplatītāji un ražotāji, kas ļaus SIA ''Baldones veselības fonds - FG'' popularizēt savu produkciju Eiropas tirgū.
 Otra izstāde InterCHARM norisināsies Krievijā, Maskavā. Izstāde tiek uzskatīta par nozīmīgāko skaistuma nozares pasākumu Krievijā. Tādējādi SIA ''Baldones veselības fonds - FG'' būs iespēja iegūt jaunus kontaktus Krievijas un apkārtējo valstu tirgū.
 Kā trešo uzņēmums plāno apmeklēt Cosmoprof Asia izstādi Ķīnā, Honkongā. Izstāde uzskatāma par nozares svarīgāko business-to-business forumu Āzijas Klusajā reģionā, kurā tiek pārstāvēti visi skaistumkopšanas nozares sektori. SIA ''Baldones veselības fonds - FG'' piedaloties šajā izstādē dibinās kontaktus, veicinot produkcijas noietu Āzijas tirgū.","36,155.00","18,077.50",0,3,"-"
14,"JZ Microphones","Gaujas iela 30, Mārupes novads, LV-2167","JZM911","Mārupes novads",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA „JZ Microphones” plāno piedalīties starptautiskā mūzikas instrumentu un skaņu tehnikas produktu izstādēs: 
 1.127th AES Convention, (09.-12.10.2009), Ņujorka, ASV – Audio Engineering izstāde pulcē industrijas augstākā līmeņa profesionāļus – inženierus, ražotājus, zinātniekus, kā arī entuziastus, kas lielāko daļu laika velta ar profesionālās skaņu industriju saistītās nodarbēs. AES Conventions vienīgie pasaulē organizē izstādes, kas veltītas tikai un vienīgi profesionālajai audio industrijai. AES ir visjaunākās iespējamās informācijas avots un tā ir lielākā profesionālā audio industrijas konvencija pasaulē katru gadu pulcinot ap 20000 augstākā profesionālā līmeņa apmeklētājus;
 2.NAMM Show, (13.-16.01.2010., Anaheima, ASV) – NAMM Show ir lielākā skaņu tehnikas produktu izstāde ASV, kas ik gadus pulcē vairāk kā 1500 dalībniekus un 80 000 apmeklētājus. Izstādē iespējams satikt visplašākā diapazona apmeklētājus – sākot no mūzikas studenta līdz skaņu ierakstu studiju tehniskajiem direktoriem – tādējādi radot maksimāli lielu publicitāti uzņēmuma piedāvātajai produkcijai un maksimāli palielinot eksporta apjomus;
 3.Prolight+Sound (24.-27.03.2010., Frankfurte, Vācija) – ProLight+Sound ir viena no lielākajām industrijas izstādēm Eiropā pulcinot vairāk kā 800 dalībniekus un 30 000 apmeklētāju no vairāk kā 100 dažādām valstīm. Izstādē iespējams satikt visplašākā diapazona apmeklētājus – sākot no mūzikas studenta līdz skaņu ierakstu studiju tehniskajiem direktoriem – tādējādi radot maksimāli lielu publicitāti uzņēmuma piedāvātajai produkcijai un maksimāli palielinot eksporta apjomus;
 4.129th AES Convention, (Rudens 2010., ASV) – Audio Engineering Society izstāde pulcē industrijas augstākā līmeņa profesionāļus – inženieruvisjaunākās iespējamās informācijas avots un tā ir lielākā profesionālā audio industrijas konvencija pasaulē katru gadu pulcinot ap 20000 augstākā profesionālā līmeņa apmeklētājus. Skaidrojam: šī ir ikgadēja izstāde, kas 2010.gadā notiks jau 129. reizi. Precīzi izstādes datumi vēl nav zināmi, bet tos darīsim zināmus tiklīdz tie būs pieejami no izstādes organizētājiem;
 5.NAMM Show, (13.-16.01.2011., Anaheima, ASV) – NAMM Show ir lielākā skaū tehnikas produktu izstāde ASV, kas ik gadus pulcē vairāk kā 1500 dalībniekus un 80000 apmeklētājus. Izstādē iespējams satikt visplašākā diapazona apmeklētājus – sākot no mūzikas studenta līdz skaņu ierakstu studiju tehniskajiem direktoriem – tādējādi radot maksimāli lielu publicitāti uzņēmuma piedāvātajai produkcijai un maksimāli palielinot eksporta apjomus;
 6.Prolight+Sound (Marts 2011., Frankfurte, Vācija) – ProLight+Sound ir viena no lielākajām industrijas izstādēm Eiropā pulcinot vairāk kā 800 dalībniekus un 30000 apmeklētāju no vairāk kā 100 dažādām valstīm. Izstādē iespējams satikt visplašākā diapazona apmeklētājus– sākot no mūzikas studenta līdz skaņu ierakstu studiju tehniskajiem direktoriem – tādējādi radot maksimāli lielu publicitāti uzņēmuma piedāvātajai produkcijai un maksimāli palielinot eksporta apjomus. Skaidrojam: šī ir ikgadēja izstāde, kas norisinās marta mēnesī Frankfurtē. Precīzi izstādes datumi vēl nav zināmi, bet tos darīsim zināmus tiklīdz tie būs pieejami no izstādes organizētājiem.
 ","118,000.00","59,000.00",0,20,"www.jzmic.com"
15,"SKAN- TOOLING","Krūzes iela 2c, Rīga, LV-1046","SIA SKAN- TOOLING dalība starptautiskajā izstādē K2010","Rīga",15/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Uzņēmums SKAN-TOOLING ir dibināts un uzsācis aktīvu darbību 1996.gadā. Uzņēmuma ražošanas un administratīvā ēka Rīgā. SIA SKAN-TOOLING ir SIA  ""Rolands Moisejs"" meitas uzņēmums.
 Regulāri ir veikta SKAN-TOOLING ražošanas modernizācija, šobrīd uzņēmums ir viens no mūsdienīgākajiem ražošanas centriem, kas atbilst visiem Eiropas standartiem, ar unikālu konstruktoru apakšnodaļu un vairāk kā 50 cilvēku lielu kolektīvu. SIA SKAN-TOOLING galvenā darbība ir augstas kvalitātes un sarežģītības presformu izgatavošana.
 2010.gadā plānojam paplašināt savu pozīciju Vācijas tirgū un piedalīties starptautiskajā presformu ražošanas, plastmasas un gumijas produktu izstrādes izstādē ""K 2010"", kas notiks 27.10.2010 - 03.11.2010 Diseldorfā.","14,649.71","7,324.85",0,15,"www.skantooling.lv"
16,"Trakais Rotors","Akmeņu iela 47, Ogre, Ogres novads, LV-5001","SIA ''Trakais Rotors'' ārējā mārketinga aktivitātes","Ogre",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā uzņēmums plāno vairākas ārējā mārketinga aktivitātes:
 1) tiešā vizīte (organizē LIAA) pie Vācijas uzņēmumiem 2009.gada jūlija sākumā, kuras mērķis ir izveidot pozitīvus tirdzniecības kontaktus tādējādi uzlabojot Latvijas eksporta bilanci.
 2)  tiešā vizīte (organizē LIAA) pie Spānijas uzņēmumiem 2009.gada jūlija otrajā pusē, kuras mērķis ir izveidot pozitīvus tirdzniecības kontaktus tādējādi uzlabojot Latvijas eksporta bilanci.
 3) tiešā vizīte (organizē LIAA) pie ASV uzņēmumiem 2009.gada augustā, kuras mērķis ir izveidot pozitīvus tirdzniecības kontaktus tādējādi uzlabojot Latvijas eksporta bilanci.
 4) tiešā vizīte (organizē LIAA) pie Lielbritānijas uzņēmumiem 2009.gada septembrī, kuras mērķis ir izveidot pozitīvus tirdzniecības kontaktus tādējādi uzlabojot Latvijas eksporta bilanci.
 5) tiešā vizīte (organizē LIAA) pie Turcijas uzņēmumiem 2009.gada oktobrī, kuras mērķis ir izveidot pozitīvus tirdzniecības kontaktus tādējādi uzlabojot Latvijas eksporta bilanci.
 6) tiešā vizīte (organizē LIAA) pie Norvēģijas uzņēmumiem 2009.gada decembrī, kuras mērķis ir izveidot pozitīvus tirdzniecības kontaktus tādējādi uzlabojot Latvijas eksporta bilanci.","5,777.00","2,888.50",0,5,"-"
17,"TVA","Ganību dambis 36 - 309, Rīga, LV-1005","Dalība 15.starptautiskajā izstādē TRANSTRUSSIA 2010","Rīga",20/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2010.gadā SIA ""TVA"" plāno piedalīties 15.starptautiskajā kravu pārvadājumu, transporta un loģistikas izstādē TRANSRUSSIA 2010, 27. - 30.aprīlī, 2010, Maskavā. Šī izstāde tiek organizēta jau kopš 1996.gada un uz doto brīdi ir atzīta par notikumu Nr.1 kravu pārvadājumu industrijā. Apmeklētāju vidū ir pārstāvji gan no Krievijas (no 380 Krievijas pilsētām), gan no Baltkrievijas, Ukrainas, lietuvas, kā arī Somijas un Vācijas.","22,260.91","11,108.19",0,2,"www.tva.lv"
18,"VEF Radiotehnika RRR","Kurzemes prospekts 3, Rīga, LV-1067","AS ""VEF Radiotehnika RRR"" ārējā mārketinga aktivitātes (starptautiska izstāde 2010.gada janvārī ASV)","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009. un 2010.gadā uzņēmums plāno vairākas ārējā mārketinga aktivitātes:
 1)starptautiskās izstādes International CES, 7.-10.janvārī, 2010, Las Vegasā, ASV apmeklējums. izstādē piedalīsies sadzīves elektronikas ražotāji no visas pasaules. A/s ""VEF Radiotehnika RRR"" plāno nodibināt kontaktus ar potenciālajiem klientiem un sadarbības partneriem sadzīves elektronikas ražošanas jomā, kas ļaus palielināt šo izstrādājumu eksportu no Latvijas uz ārvalstīm.","12,899.24","6,449.62",0,5,"www.rrr.lv"
19,"IRF ""LANGA""","Vienības gatve 200-1, Rīga, LV-1058","IRF ""LANGA"" SIA ārējā mārketinga aktivitāšu programma 2009.gadā","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Atbilstoši uzņēmuma mārketinga stratēģijā izvirzītajam mērķim - palielināt uzņēmuma produkcijas eksporta apjomus, SIA ""LANGA"" plāno 2009.gadā īstenot ārējā mārketinga attīstības projektu, piedaloties specializētajās iepakojuma izstādēs. Projekta ietvaros uzņēmums plāno vairākas ārējā mārketinga aktivitātes:
 1) dalība starptautiskajā iepakojuma tehnoloģiju izstādē ""FachPack-2009"" (29.09.2009. - 01.10.2009., Nirnberga, Vācija);
 2) dalība starptautiskajā iepakojumu izstādē ""Scanpack-2009"" (20.10.209. - 23.10.2009., Gēteborga, Zviedrija).","29,060.32","13,948.95",0,2,"www.langa.lv"
20,"FILTRI","Baltā iela 7, Rīga, LV-1055","SIA ""FILTRI"" ārējo tirgu apgūšana","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings",,"3,121.26","1,529.41",0,5,"www.filtri.lv"
21,"Asociācija ""Latvijas Mēbeles""","Skaistkalnes iela 1, Rīga, LV-1004","Asociācijas ""Latvijas Mēbeles"" uzņēmumu dalība mēbeļu izstādē Stokholmā","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Paredzēts piedalīties Stokholmas starptautiskajā mēbeļu izstādē ''Stockholm Furniture Fair'' Zviedrijā, ar Latvijas mēbeļu ražotāju uzņēmumiem 2010.gadā no 09.-13.februārim.","50,233.64","25,116.82",0,5,"www.latvianwood.lv"
22,"Avantis Promo","Mēness iela 4, Rīga, LV-1013","SIA ""Avantis promo"" dalība starptautiskās izstādēs","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Projekta ietvaros plānots piedalīties šādās kino un mūzikas izstādēs - festivālos:
 1) ""Leipzig Dok festival"", 2009.gada 26.oktobris - 1.novembris, Leipciga, Vācija;
 2) IDFA, 2009.gada 19.-29.novembris, Amsterdama, Nīderlande;
 3) Sundance, 2010.gada 15.-25.februāris, ASV, Park City, Salt Lake City, Ogden un Sundance, Utah;
 4) Berlinale 2010.gada 11.-21.februāris, Berlīne, Vācija;
 5) 11th HOT Docs, Toronto Documentary Forum, 2010.gada 6.-7.maijs, Toronto, Kanāda.
 ","31,020.00","15,510.00",0,8,"www.avantis.lv"
23,"EHT Dizains","Vienības gatve 100-6, Rīga, LV-1002","Sabiedrības ar ierobežotu atbildību ""EHT Dizains"" ārējā mārketinga aktivitātes","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā uzņēmums plāno vairākas ārējā mārketinga aktivitātes:
 1) Jaunajam elektroniski vadāmajam tabakas izstrādājumu mazumtirdzniecības stendam veltītas tīmekļa vietnes izstrādne
 2) British American Tobacco, Globe House, 4 Temple Place, London, Greater London WC2R2PG, Apvienotā Karaliste, Reģistrācijas nr. 002331122009;
 3) ARNO GB Ltd, Victorian House, Coronation Road, Bristol BS3 1AA, reģistrācijas nr. 1385669;
 4) JT International, 1, rue de la Gabelle, 1211 Geneva 26, Switzerland;
 5) Philip Morris GmbH, Fallastraße 40, 81369 München, Vācija.
 Vizīšu ietvaros paredzēts vienoties par SIA ''EHT Dizains'' ražoto tabakas izstrādājumu mazumtirdzniecības stendu piegādēm minētajiem uzņēmumiem 2009. un 2010.gadā.","14,585.76","7,292.88",0,5,"www.eht-dizains.lv"
24,"Autonams","Skanstes iela 9A, Rīga, LV-1013","SIA ""Autonams"" dalība starptautiskajā tehnoloģiju izstādē CEBIT 2010 Hannoverē, Vācijā","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""Autonams"" plāno piedalīties iztādē CeBIT 2010 Vācijā, Hannoverē.
 Izstādē CeBIT 2010 SIA ""Autonams"" prezentēs 2008.gadā izstrādātos un 2009.gadā pilnveidotos dalītos maršruta kontroles sistēmas produkts. Šo produktu izstrādē SIA ""Autonams"" 2008.gadā ir investējis 340 000 EUR. Kā arī prezentēsim jaunās 2009.gadā izstrādātās tehnoloģijas.","27,967.63","13,983.81",0,5,"www.autonams.lv"
25,"Autonams","Skanstes iela 9A, Rīga, LV-1013","SIA ""Autonams"" dalība straptautiskajā autoelektronikas izstādē ""Automechanika 2010"" Vācijā, Frankfurtē, 2010.gada septembrī","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Izstādē ""Automechanika 2010"" SIA ""Autonams"" prezentēs 2008.gadā izstrādātos un 2009.gadā pilnveidotos dalītos maršruta kontroles sistēmas produktus, kas ir pilnīgi jauni un inovatīvi produkti šajā produktu grupā pasaulē. Šo produktu izstādē SIA ""Autonams"" 2008.gadā ir investējis 340 000 EUR.
 2010.gadā SIA ""Autonams"" plāno piedalīties starptautiskajā tehnoloģiju izstādē ""Automechanika"" Frankfurtē, Vācijā. Izstāde ""Automechanika"" ir lielākā ar automašīnu elektroniku saistītā tehnoloģiju izstāde pasaulē un dalība šajā izstādē palīdzētu atrast jaunus SIA ""Autonams"" produkcijas noieta tirgus pasaulē.","24,995.73","12,497.86",0,13,"www.autonams.lv"
26,"Kopro","Augļu iela 2-23, Rīga, LV-1002","SIA ""Kopro"" ārējā mārketinga aktivitātes","Rīga",24/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ‘’Kopro’’ ir dibināta 2005.gadā, darbojas arī kokrūpniecības nozarē. Uzņēmums ražo grīdas dēļus un veic to apdari.
 1. Dalība starptautiskā izstādē „Bygg Reis Deg”, 2009.gadā no 22.-27.septembrim, Lillestromē, Norvēģijā. 
 2. Dalība starptautiskā izstādē „Hem&Will”, 2009.gadā no 5.-8.novembrim Gēteborgā, Zviedrijā. 
 3. Dalība starptautiskā izstādē „NordBygg”, 2010.gadā no 23.-26.martam Stokholmā, Zviedrijā.
 4. Dalība starptautiskā izstādē „Norsk Hytteliv”, 2010.gadā no 15.-18.aprīlim, Oslo, Norvēģijā.
 5. Dalība starptautiskā izstādē „Salon Maison Bois”, 2010.gadā no 15.-18.oktobrim, Angers, Francijā. 
 6. Dalība starptautiskā izstādē „EuroBois”, 2011.gadā no 23.-26.februārim Lionā, Francijā. 
 7. Dalība starptautiskā izstādē „ScanBygg”, 2011.gadā no 8.-11.martam Gēteborgā, Zviedrijā.
 8. Dalība izstādē „Norsk Hytteliv”, 2011.gadā no 16.-19.aprīlim, Oslo, Norvēģijā. 
 9. Dalība starptautiskā izstādē „Bygg Reis Deg”, 2011.gadā no 20.-25.septembrim, Lillestromē, Norvēģijā. 
 ","70,690.00","35,345.00",0,20,"www.crowncraft.lv, www.kopro.lv"
27,"VARIS Toys","""Saimes"", Rencēnu pagasts, Burtnieku novads, LV-4232","VARIS Toys dalība starptautiskajās izstādēs 2010, Vācijā","Rencēnu pagasts",17/07/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Projekta ietvaros uzņēmums plāno piedalīties 2 starptautiskajās izstādēs Vācijā, kas abas ir nozaru lielākās izstādes pasaulē.
 Izstāde ""Spielwarnmesse"" 2009. gadā pulcēja 75 409 apmeklētāju (ieeja tikai nozares speciālistiem)  un 2689 dalībnieku no 59 valstīm, kas ir lielākā darījumu slēgšanas izstādes rotaļlietu tirgū savukārt ""BioFach"" 2009.gadā pulcēja 46 771 apmeklētāju (ieeja tikai nozares  speciālistiem)  un 2744 dalībnieku no 129 valstīm, kas ir lielākā darījumu slēgšanas izstāde produktu tirgū, Abās izstādēs ~45% apmeklētāju ir mazumtirdzniecības veikali un ~30% produkcijas izplatītāji, kas abas ir galvenās uzņēmuma mērķauditorijas.","14,244.56","7,122.28",0,6,"www.varis.lv"
