"1. Finansējuma saņēmējs","Projekta nosaukums","Projekta īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas papildinājuma aktivitātes nosaukums","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas, t.sk.","Kohēzijas fonda finansējums. LVL","Valsts budžeta dotācija, LVL","Attiecināmais pašvaldības budžeta finansējums, LVL","Projekta īstenošanas laiks mēnešos"
"Daugavpils pilsētas dome","Daugavpils autotransporta mezgls (Vidzemes, Piekrastes, A. Pumpura, Višķu iela)","Daugavpils",29/01/09,"3.3.1.5. Pilsētu infrastruktūras uzlabojumi sasaistei ar TEN-T","Daugavpils autotransporta mezgla būvniecība paredz: 
- Izbūvēt jaunu ielu no Vidzemes ielas līdz Višķu ielai; 
- Izbūvēt jaunas ielas pieslēgumus Vidzemes un Višķu ielām; 
- Izbūvēt Piekrastes ielu no Vidzemes ielas līdz Arendoles ielai; 
- Izbūvēt divus tuneļus (dzelzceļa pārvadu) zem dzelzceļa Daugavpils – Rēzekne sliežu 
ceļiem;",24057444.71,20448828,1082585.01,2526031.7,30
