"Juridiskā adrese","Projekta nosaukums","Plānošanas reģions","Adrese","Projekta apstiprināšanas datums","Projekta kopējās attiecināmās izmaksas","Publiskais finansējums","t.sk. ERAF finansējums","t.sk. valsts budžeta dotācija","t.sk. pašvaldības budžeta līdzekļi","Kopsavilkums par projekta ietvaros veicamajām darbībām"
"Dārza iela 11, Alūksne, Alūksnes rajons, LV - 4301","Pirmsskolas izglītības iestāžu ""Sprīdītis"" un ""Pienenīte"" infrastruktūras attīstīšana vienlīdzīgas nodarbinātības iespēju veicināšanai Alūksnē","Vidzemes plānošanas reģions","Raiņa bulvāris 5, Alūksne, Alūksnes rajons, LV - 4301; Helēnas 32, Alūksne, Alūksnes rajons, LV - 4301",29/01/09,"363 874,00","363 874,00","309 293,00","21 832,00","32 749,00","Projekta mērķis ir vienlīdzīgu nodarbinātības iespēju veicināšana ģimenēm ar bērniem pirmsskolas vecumā, attīstot pirmsskolas izglītības iestāžu (PII) „Sprīdītis”"
