"Finansejuma sanemejs","Projekta nosaukums","Projekta istenošanas vieta","Projekta apstiprinašanas datums atbildigaja iestade","Darbibas programmas papildinajuma aktivitates nosaukums","Kopsavilkums par projekta ietvaros veicamajam darbibam","Projekta kopejas attiecinamas izmaksas, t.sk.","Kohezijas fonda finansejums. LVL","Attiecinamais cits publiskais finansejums, LVL","Projekta istenošanas laiks menešos"
"Valsts akciju sabiedr?ba ""Starptautisk? lidosta ""R?ga"""""," Starptautisk?s lidostas ""R?ga"" infrastrukt?ras att?st?ba"," M?rupes novads"," 22.03.2010.","3.3.1.4. Lidostu infrastrukt?ras att?st?ba"," Skrejce?a seguma atjaunošana, skrejce?a lidjoslas nostiprin?šana, papildus manevr?šanas ce?u izb?ve, prec?z?s nolaišan?s tuvošan?s gaismas sist?mas izb?ve, peronu rekonstrukcija un paplašin?šana, pret -apledošanas apstr?des platformu izb?ve, lietus ?dens un apakšzemes melior?cijas sist?mu rekonstrukcija, apkalpojoš? transporta mazg?šanas ang?ra izb?ve un atkritumu sav?kšanas teritorijas izb?ve.  ","66 945 228","41 114 034","25 831 194",47
