"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
66,"AKR GEO TB","Pulkveža Brieža iela 3 - 64, Rēzekne, LV-4601","Jaunas PET pudeļu ražošanas līnijas iegāde SIA ""AKR GEO TB""","Audriņu pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt dzeramā ūdens PET pudeļu ražošanu, tādējādi samazinot izejmateriālu iegādes izmaksas, paaugstinot ražošanas pievienoto vērtību un palielinot uzņēmuma apgrozījumu. Projekta ietvaros komersants iegādāsies jaunu, ES standartiem atbilstošu PET pudeļu ražošanas līniju. Tā tiks uzstādīta uzņēmums esošajās ražošanas telpās, kas ir pietiekoši plašas, atbilstošas un aprīkotas tā, lai izvietotu augstākminēto ražošanas līniju. ","172,500.00","60,375.00",0.00,20,
67,"Baltic Sport Systems","Grīvas iela 11/4-36, Rīga, LV-1055","Sintētisko sporta seguma ieklāšanas pakalpojuma attīstība","Baltinavas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot jaunu komersantu SIA ""Baltic Sport Systems"" un piedāvāt sporta laukumu seguma ieklāšanas pakalpojumu. Izvērtējot alternatīvas, projekta ietvaros tiks iegādātas jaunas sporta laukumu seguma ieklāšanas iekārtas. Projekta īstenošanas laikā darbam ar jaunākajām iekārtām tiks apmācīti 6 darbinieki. IT pakalpojuma ieviešanai paredzēts iegādāties: datortehniku, fotoaparatūru, multimediju projektors, multifunkcionāla iekārta - fakss, printeris, kopētājs. Lai nodrošinātu veiksmīgāku komunikāciju, tiks iegādātas mobilas IKT, kuras glabāsies uzņēmuma telpās Baltinavā. Telpās, kurās tiks administrēts projekts un glabāta tehnika, paredzēts veikt kosmētisku remontu.  ","53,947.20","26,973.60",0.00,4,"www.bsportsystems.lv"
68,"Dzīpari S","Pils iela 21b, Alūksne, Alūksnes rajons, LV-4301","SIA ""Dzīpari S"" austuves ceha ēkas pagrabstāva telpu rekonstrukcija par ražošanas telpām","Alūksne ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir optimizēt SIA „Dzīpari S” ražošanas iekārtu izvietojuma shēmu rekonstruējot austuves ceha pagrabstāva telpas, uzlabot ražotās produkcijas kvalitāti un paplašināt ražošanas sortimentu ar jaunu produkcijas veidu – lina, vilnas un kokvilnas dzijas kamoliem, tādejādi samazinot ražošanas izmaksas, palielinot uzņēmuma apgrozījumu un veicinot uzņēmuma komercdarbības attīstību.
Projekta ietvaros laika posmā no 2008.gada augusta līdz 2009.gada martam plānots veikt uzņēmuma austuves ceha ēkas pagrabstāva rekonstrukciju par ražošanas telpām, kuras pēc rekonstrukcijas beigām būs atbilstošas gan darba drošības prasībām, gan nodrošinās optimālas iekārtu izvietošanas iespējas, un kur varēs izvietot uzņēmuma rīcībā jau esošās ražošanas iekārtas, kā arī uzņēmuma rīcībā esošo kamolu tinamo iekārtu, kas telpu šaurības dēļ līdz šim netika lietota. Projekta realizācijas laikā darbā tiks pieņemti un apmācīti 2 darbinieki, pēc projekta realizācijas – vēl viens darbinieks.","64,607.64","25,843.05",0.00,8,"www.dzipars.lv"
69,"Stone Invest","Katrīnas dambis 5-16, Rīga, LV-1045","Granīta bruģa ražotnes izveide Alojā","Alojas lauku teritorija",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot granīta bruģa ražotni un uzsākt tā ražošanu.
Projekta ietvaros ir plānots izveidot granīta bruģa ražotni Alojā, sākotnēji nodrošinot darbu pieciem darbiniekiem. Ražošanas jaudām palielinoties, turpmāk darbinieku skaits pakāpeniski tiks palielināts. Projekta ietvaros tiks iegādātā granīta bruģa ražošanas līnija, perforators un instrumenti lielo laukakmeņu sadalīšanai. Tāpat projekta ietvaros plānots iegādāties un uzstādīt video-novērošanas un analizēšanas aparatūru. Tādejādi tiks nodrošināta izejmateriālu un gatavās produkcijas pārraudzība un kontrole, uzskaite un likvidēta neefektīva vai nelikumīga darbība ražotnē (paaugstināts drošības līmenis). Tiks izveidota arī SIA „Stone Invest” mājas lapa, kur esošie un potenciālie klienti, kā arī visi interesenti varēs iepazīties ar Uzņēmuma un tā ražoto produkciju, kā arī veikt pasūtījumus.","166,399.00","63,231.62",0.00,14,
70,"BŪVMEISTARS TIRDZNIECĪBA","Kalna iela 8, Grobiņa, Liepājas rajons, LV-3430","Punktu metināšanas iekārtas iegāde betona izstrādājumu ražošanai","Aizputes pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis: iegādājoties punktu metināšanas iekārtu, samazināt uzņēmuma ražotās produkcijas pašizmaksu, paaugstināt uzņēmuma konkurētspēju, līdz ar to palielinot uzņēmuma ražotās produkcijas apjomus, peļņu un ienākumus proporcionāli apgrozījuma pieaugumam.
Projekta ietvaros tiks iegādāta jauna punktu metināšanas iekārta armatūras metināšanai. Iekārta tiks uzstādīta uzņēmuma ražotnes telpās Liepājas rajona Aizputes pagastā. Projekta īstenošanas laikā esošie uzņēmuma metinātāji tiks apmācīti darbam ar jauno iekārtu. Projekta īstenošanai tiks izmantoti uzņēmuma apgrozāmie līdzekļi.","4,690.00","1,876.00",0.00,14,
71,"AMOS.L.V.","Vairoga iela 1/5, Rīga, LV-1039","Jaunas alumīnija apstrādes līnijas un 3 darbagaldu iegāde SIA ""AMOS.L.V.""","Viļāni ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros komersants iegādāsies jaunu, ES standartiem atbilstošu alumīnija apstrādes līniju un darbgaldus.
Projekta mērķis ir uzsākt ventilācijas cauruļu un konstrukciju ražošanu, tādējādi būtiski paaugstinot uzņēmuma radīto pievienoto vērtību , samazinot gala produktu pārdošanas izmaksas, un palielinot uzņēmuma apgrozījumu.
Projekta īstenošanas rezultātā tiks uzsākta alumīnija ventilācijas cauruļu un konstrukciju ražošana, ko uzņēmums galvenokārt izmantos realizācijā savos piedāvājumos attiecībā pret pasūtītāju.","171,247.94","63,361.73",0.00,15,
72,"Gabioni","Vidzemes 5a, Ogre, Ogres novads, Ogres rajons, LV-5001","Mazo un vidējo zāģēšanas iekārtu iegāde","Dundagas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties četras akmens zāģēšanas iekārtas un uzsākt akmens zāģēšanu. Projekta ietvaros uzņēmums plāno iegādāties četras akmens zāģēšanas iekārtas, kuras izmantot mazā un vidējā akmens zāgēšanai, tādējādi atkailinot akmens struktūru un ražojot produktus ar gludu virsmu, kuriem ir augstāka pievienotā vērtība. ","200,000.00","70,000.00",0.00,12,
73,"INTERNAMS","Rēzeknes iela 17-96, Daugavpils, LV-5401","Profesionālās apgaismošanas tehnikas iegāde","Grāveru pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties apgaismošanas tehniku.
Projekta ietvaros tiks iegādāta jauna profesionālās apgaismošanas tehnika. SIA „INTERNAMS” sniegs apgaismošanas pakalpojumus pagasta un sešos kaimiņu pagastos (ar ko robežojas Grāveru pagasts) rīkotajos pasākumos, kā arī SIA „INTERNAMS” uzsāks uzņēmējdarbību pasākumu rīkošanā, piemēram, kāzu organizēšanā, piedāvājot savus pakalpojumus Latvijas tirgū.","144,562.14","57,824.85",0.00,4,
74,"Silvernet","Maskavas iela 28, Rēzekne, LV-4604","Bezvadu interneta pakalpojumu sniegšanas paplašināšana Latgales reģionā","Gaigalavas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir paplašināt interneta pakalpojumu sniegšanu bezvadu tīklā, tādējādi nodrošinot bezvadu interneta sakaru pieejamības palielinājumu Latgales reģionā un palielinot uzņēmuma apgrozījumu un peļņu. Projekta ietvaros tiks iegādātas iekārtas interneta pakalpijumu sniegšanas nodrošināšanai bezvadu tīklā. Tks iegādātas šādas iekārtas: antenas, klientu iekārtas un datori ar programmnodrošinājumu.","150,158.00","58,411.46",0.00,14,"www.hansainternets.lv"
75,"DKD","Grebenšķikova 1, Rīga, LV-1003","Ģeotermālo urbumu attīstīšana siltumtehnikā","Gulbene ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt ģeotermālo urbšanu un siltumsūkņu uzstādīšanu, tādējādi paplašinot uzņēmuma darbības sfēru un palielinot uzņēmuma apgrozījumu. Projekta ietvaros tiks iegādāta jauna urbšanas iekārta ar aprīkojumu un jauns pārvietojams gaisa kompresors. Projekta īstenošanas laikā tiks pieņemti darbā jauni darbinieki un apmācīti darbam ar jaunajām iekārtām.","128,204.27","51,281.70",0.00,7,"www.dkd.lv"
76,"Meža pasaule","Atbrīvošanas aleja 98-307, Rēzekne, LV-4600","Atbalsts SIA ""Meža pasaule"" attīstībai īpaši atbalstāmajā teritorijā","Ludza ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzlabot uzņēmuma ražošanas procesa efektivitāti, samazinot iekārtu ekspluatācijas izmaksas, paplašinot sortimentu, kā arī nodrošinot saražotās produkcijas apjomu kāpumu. Projekta ietvaros tiks iegādātas astoņas iekārtas – lentzāģmašīna-brusotājs, divripu garinātājzāģis, padeves galds, daudzgalvu lentzāģmašīna, ruļļu galds šķeldojamā mašīna, lentzāģa asinātājs, atgriezeniskais transportieris, kā arī nodrošināta to uzstādīšana. Iekārtas tiks uzstādītas uzņēmuma ražošanas telpās. Papildus plānots pieņemt darbā jaunus darbiniekus.","49,999.00","19,999.60",0.00,3,
77,"Arianda Grīnvalde ārsta prakse psihiatrijā","Rūjienas iela 3, Valka, Valkas rajons, LV-4701","Ārsta prakses telpu rekonstrukcija uzņēmējdarbības uzsākšanai","Valka ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir ārsta prakses telpu rekonstrukcija uzņēmējdarbības uzsākšanai. Projekta ietvaros tiks veikti sekojoši būvdarbi – ierīkota otra ieeja mājas ārējā sienā, uzbūvēta segta piebūve ar uzbrauktuvi un tai pienākošais celiņš un izbūvēts otrs speciāli pielāgots sanitārais mezgls cilvēkiem ar īpašām vajadzībām.","14,236.19","5,694.47",0.00,6,
78,"Vidovska serviss","Pērnavas iela 3, Mazsalaca, Mazsalaca ar lauku teritoriju, Valmieras rajons, LV-4215","SIA ""Vidovska serviss"" maizes ceptuves modernizācija","Mazsalaca ar lauku teritoriju",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir modernizēt esošo maizes un konditorejas izstrādājumu ražotni, veicot ieguldījumus pamatlīdzekļos, t.i. maizes, konditorejas izstrādājumu ražošanas iekārtu iegādei, kas saistītas ar uzņēmuma nozares paplašināšanu, tā produkcijas dažādošanu ar jauniem produktiem, tādejādi palielinot uzņēmuma apgrozījumu.
Projekta ietvaros uzņēmums plāno modernizēt esošo maizes un konditorejas izstrādājumu ražotni, veicot ieguldījumus pamatlīdzekļos – iekārtu iegādei, kas saistīta ar uzņēmuma minētās nozares paplašināšanu, tā produkcijas dažādošanu ar jauniem produktiem. Projekta ietvaros paredzēts iegādāties un uzstādīt jaunas iekārtas konditorejas cehā – mīklas mīcītāju, mīklas dalītāju un maizes griezēju.. Līdz ar šiem ieguldījumiem uzņēmums plāno līdz gada beigām pilnīgi modernizēt esošo maizes u konditorejas izstrādājumu ražotni. Iekārtas tiks uzstādītas uzņēmuma ražotnes telpās, kas ir pietiekoši plašas un atbilstošas, lai izvietotu minētās iekārtas. Projekta īstenošanas laikā ražošanas procesa nodrošināšanai tiks apmācīti esošie darbinieki ar jaunajām ražošanas iekārtām.","20,000.00","8,000.00",0.00,6,
79,"WINGE Ceļi","Liepājas iela 5b-3, Priekule, Liepājas rajons, LV-3434","SIA ""V.PLIŅĢIS"" drupinātāja iegāde","Priekule ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir palielināt uzņēmuma sniegto pakalpojumu klāstu uzsākot augstas izturības šķembu ražošanu un būvgružu un izlietotā asfalta otrreizējo pārstrādi.
Projekta ietvaros tiks iegādāta jauna rotora tipa drupināšanas iekārta. Iekārta tiks izmantota pēc vajadzības gan karjeru izstrādē uz vietas atrodoties, gan klienta ražošanas objektā. Iekārta izmantos būvgružu otrreizējai pārstrādei gan pie klienta būvobjektā, gan būvgružu atkritumu teritorijās. Projekta realizācijas laikā darbā tiks pieņemti vēl divi darbinieki un apmācīti darbam ar jauno drupināšanas iekārtu.","175,000.00","70,000.00",0.00,5,
80,"Aiviekstes Energobūvnieks","J.Zābera iela 8, Madona, Madonas rajons, LV-4801","Tehnikas remonta pakalpojumu attīstība","Krustpils pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir attīstīt smagās tehnikas remonta un apkopes pakalpojumu, tādējādi paplašinot uzņēmuma saimniecisko darbību. Realizējot projektu, uzņēmums sāks piedāvāt jaunu pakalpojumu - smagās tehnikas apkope un remonts. Projekta ietvaros tiks uzbūvēta jauna ēka-angārs, kas paredzēta smagās tehnikas apkopei un remontam. Papildus tam, tiks izbūvēts piebraucamais ceļš, kas tiks asfaltēts vai bruģēts. Pakalpojuma potenciālie izmantotāji - fiziskas personas, komersanti, kuru īpašumā un lietošanā ir lielgabarīta tehnika, arī pašvaldību komunālie dienesti.","210,800.00","69,985.60",0.00,24,
81,"BM Būve","Pilsētas bulvāris 6a-15, Alūksne, Alūksnes rajons, LV-4301","Celtniecības pakalpojumu uzņēmuma palpašināšana","Mārkalnes pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt monolīto betona darba specifiku, turpinot veikt vispārējo celtniecību un telpu remontdarbus, tādējādi nodrošinot uzņēmuma apgrozījuma palielinājumu. Projekta ietvaros tiks iegādātas jaunas iekārtas un instrumenti. Iekārtas tiks izmantotas monolītai betona darba specifikai un instrumenti vispārīgās celtniecības pakalpojumu sniegšanai, lai veiktu pakalpojumus profesionāli. Projekta īstenošanas laikā tiks pieņemti darbā jauni darbinieki un apmācīti darbam ar jaunām iekārtām un instrumentiem.","60,593.23","24,237.29",0.00,6,"www.bmbuve.com"
82,"ĢEO","Rankas iela 5a, Rīga, LV-1005","Mobilā ģeoloģiskās urbšanas un ūdens ieguves iekārta","Lazdukalna pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzlabot ekoloģisko izpēti, veicot grunts un gruntsūdens analīzes; uzlabot iedzīvotāju apgādi ar kvalitatīvu dzeramo ūdeni; uzsākt siltumsūkņu ierīkošanu māju un telpu apsildei, kas radīs uzlabojumu ekoloģiskai videi, tādējādi palielinot uzņēmuma apgrozījumu, jo jaunā iekārta nodrošinās šos pakalpojumus. ","95,000.00","28,500.00",0.00,6,"www.siageo.lv"
83,"Next Būve","Laivu iela 1, Rīga, LV-1004","Ģeotehniskās izpētes attīstība SIA ""Next Būve""","Goliševas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""Next Būve"" nodarbojas ar ūdensapgādes risinājumu projektēšanu un uzstādīšanu. Projekta mērķis ir iegādāties ģeotehniskās urbšanas iekārtu, ar kuru veikt ģeoloģijas, hidroģeoloģijas un inženierģeoloģijas izpētes darbus Goliševas pagastā un blakus esošajos pagastos un pilsētās. Paplašinot uzņēmuma darbību ar izpētes ģeoloģiju, hidroģeoloģiju un inženierģeoloģiju darbības virzieniem, uzņēmums varēs piedāvāt jaunus pakalpojumus: grunts un gruntsūdens analīzes, projektu ģeotehniskā ekspertīze u.c.","142,500.00","69,996.00",0.00,5,
84,"A3 Projekts","Raiņa iela 38, Zilupe, Zilupes novads, Ludzas rajons, LV-5751","Kokapstrādes ražotnes attīstība","Briģu pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķi ir:
1) Uzsākt palešu rāmju ražošanu;
2) Uzsākt ķīmijas nozares uzņēmumiem atbilstošās paletes;
3) Uzsākt apaļkoka apstrādes procesā radušos atlikumus pārstrādāt par kurināmo - kamīnmalku;
4) Uzlabot darba vides apstākļus.
Projekta ietvaros tiks iegādātas jaunas iekārta, kas nodrošinātu veiksmīgu uzņēmuma attīstību: palešu rāmju kniedējamā iekārta, ēvelēšnas iekārta, asināmā iekārta, locīšanas iekārta, frēžešanas iekārta, skaldāmā iekārta, urbjmašīna.","62,810.00","21,983.50",0.00,10,
85,"BALTIK SOLO","Imantas iela 18-12, Daugavpils, LV-5400","Profesionālās apskaņošanas tehnikas iegāde","Indras pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties profesionālo apskaņošanas tehniku, kuras izmantošana ļautu paplašināt uzņēmējdarbību, paaugstinot uzņēmuma apgrozījumu pirmajā gadā pēc projekta realizācijas un palielinot uzņēmumā nodarbināto skaitu.
Projekta ietvaros tiks iegādāta jauna profesionālās apskaņošanas tehnika. Iekārta tiks izmantota organizējot kultūras pasākumus, kā arī atbalstot projektus un pasākumus, kurus organizēs pašvaldības uzņēmumi. Profesionālā apskaņošanas sistēma nodrošina vienmērīgu skaņas stiprumu dažādos telpas punktos un šauru, virzītu skaņas izplatību telpā.","195,000.00","70,000.00",0.00,4,
86,"BVB","Saules iela 63a, Madona, Madonas rajons, LV-4801","Optiskā piekļuves tīkla būvniecība","Madona ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""BVB"" aktīvu saimniecisko darbību veic kopš 1992.gada, piedāvājot plaša spektra informācijas tehnoloģiju pakalpojumus. Projekta mērķis ir veikt datu centra modernizāciju, izbūvējot optisko datu pārraides tīklu. Projekta ietvaros izveidotā optiskā datu transporta vide kopā ar moderniem tehniskiem risinājumiem ļauj sniegt klientiem gandrīz neierobežotas iespējas un pilnīgi apmierina jebkuras prasības pēc informācijas pārraides veida, ātruma un kvalitātes.","23,282.16","9,312.86",0.00,15,"www.bvb.lv"
87,"DAUTVEST","Komunālā iela 71, Kalkūni, Kalkūnes pagasts, Daugavpils rajons, LV-5449","Lāzera sistēmas iegāde","Kombuļu pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties lāzertehniku ar kuru sniegt vizualizācijas pakalpojumus un veidot lāzeršova u.c. pasākumus.
Projekta ietvaros tiks iegādāta jauna lāzera sistēma. Lāzera sistēma tiks izmantota pasākuma vizuālā tēla veidošanas pakalpojumu sniegšanai.","182,203.39","70,000.00",0.00,4,
88,"Lift","""Darbnīcas"", Galgauskas pagasts, Gulbenes rajons, LV-4428","SIA ""Lift"" guļbūvju ražotnes izveide","Galgauskas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir rekonstruēt ilgtermiņā iznomātās ražošanas telpas Gulbenes rajona Galgauskas pagasta „Darbnīcās” un iegādāties frēzi, kameru, datoru, lai varētu kvalitatīvi, efektīvi un atbilstoši darba drošības prasībām ražot guļbūves un attīstīt SIA „Lift”, kā arī iegūt konkurētspējas priekšrocības. Projekta ietvaros sākotnēji izstrādās būvprojektu un saskaņos Gulbenes būvvaldē. Tālāk tiks veikta iepirkuma procedūra par būvniecību. Pēc iepirkuma procedūras saskaņošanas tiks uzsākta ēkas rekonstrukcija un uzstādīta frēze, iegādāta kamera un dators. Vienlaikus tiks uzstādīta uzņēmuma rīcībā esošā tehnika.","123,664.00","49,465.00",0.00,11,
89,"HANZA BIROJS","Rīgas iela 16-24, Daugavpils, LV-5403","SIA ""HANZA BIROJS"" grāmatvedības pakalpojumu pilnveidošana","Līvāni",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks iepirkta grāmatvedības programmas licence, serveris ar programmatūru, piezīmju dators ar programmatūru un lāzerprinteris.
Projekta mērķis ir palielināt SIA „HANZA BIROJS” sniegto uzskaites un grāmatvedības pakalpojumu konkurētspēju un kopējo uzņēmuma netto apgrozījumu.
Pēc projektā norādīto sākotnējo ieguldījumu veikšanas uzņēmums piedāvās būtiski pilnveidotus pakalpojumus – datorizētus grāmatvedības pakalpojumus.","59,303.06","23,721.22",0.00,12,
90,"Horus Laboratory","Vīlandes 6, Rīga, LV-1010","Termogrāfijas pakalpojumu sniegšanas attīstīšana","Gulbene ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties aprīkojumu, kas ļautu sniegt termogrāfijas pakalpojumus. Projektu ietvaros tiks iegādāts aprīkojuma komplekts, kas ļauj veikt ēku un citu objektu termogrāfisko analīzi saskaņā ar standartu EN13187. Aprīkojums sastāv no termokameras, dažādiem mērinstrumentiem un biroja tehnikas.","44,480.00","16,457.60",0.00,3,"www.horuslab.eu"
91,"Inventarizācijas dienests","Tautas iela 1, Balvi, Balvu rajons, LV-4501","Ieguldījums jaunāko tehnoloģisko risinājumu ieviešanā projektēšanas un plānošanas vajadzībām","Balvi ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot konkurētspējīgu pakalpojumu zeme un būvju uzmērīšanā, kā arī ģeodēzijā, nodrošinot ar šo pakalpojumu projektēšanas, plānošanas organizācijas, t.sk., valsts un pašvaldību iestādes un komersantus, kā arī privātpersonas, tādejādi izveidojot jaunas darba vietas un nodrošinot pietiekamu uzņēmuma apgrozījumu, lai tas varētu strādāt ar peļņu.
Projekta ietvaros tiks iegādāts viens mobils GPS uztvērēja , automatizēta tahimetra un lāzera tālmērā komplekts, lai veiktu kompleksu zemes un būvju uzmērīšanu projektēšanas un plānošanas vajadzībām, izgatavojot topogrāfiskos plānus, zemes un būvju uzmērīšanas lietas, kā arī veicot ģeodēziskos darbus būvniecības procesa nodrošināšanai. Iegūto datu apstrādei, nepieciešamai datu konvertācijai, kā arī datu pārraidei tiks iegādāts nepieciešamais IT programmatūras nodrošinājums. Šiem nosacījumiem tiks attiecīgi izvēlēts arī biroja tehnikas nodrošinājums. Projekta īstenošanas laikā darbā tiks pieņemti četri darbinieki. Tākā tehnikas komplekts ir mobils, tad projekta vajadzībām tiks iegādātas arī divas automašīnas, kas nodrošinās iespējas pakalpojumus sniegt arī blakus Gulbenes, Alūksnes, Rēzeknes un Ludzas rajonos.","42,031.00","16,181.93",0.00,19,
92,"Siernīca","Brīvības iela 20, Gulbene, Gulbenes rajons, LV-4401","Keramikas suvenīru ražotnes izveidošana","Gulbene ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks veikta ēkas rekonstrukcija un inženierkomunikāciju izbūve, un ražošanai nepieciešamās iekārtas iegāde.
Projekta mērķis ir paplašināt uzņēmuma piedāvāto pakalpojumu klāstu ar jaunu darbības virzienu – keramikas suvenīru ražošanu, tādējādi vicinot uzņēmuma attīstību un izaugsmi.","174,816.63","69,926.65",0.00,17,
93,"Valensija","Kr.Barona iela 20, Ludza, Ludzas rajons, LV-5701","Peldbaseinu attīrīšanas aprīkojumu uzstādīšana un ekoloģiski tīras siltumenerģijas ražošana","Ludza ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Realizējot projektu, tiks izveidots ūdens relaksāciju centrs, kur darbosies profesionāli speciālisti, kas palīdzēs cilvēkiem atgūt veselību. Kā arī centra klienti varēs izmantot ēkā esošo ES standartiem iekārtotu viesnīcu, izmantot uzņēmuma sniegtos ēdināšanas pakalpojumus, līdz ar to kompleksi saņemt daudzus pakalpojumus vienuviet. Lai veiksmīgi realizētu šo projektu ir nepieciešams iegādāties un uzstādīt solēro sistēmu un ūdens attīrīšanas iekārtas lielajā un mazajā baseinā. Baseina siltināšanai un aprīkošanai tiks izmantotas videi draudzīgas sistēmas.","173,070.00","69,228.00",0.00,21,
94,"Uno Grupa","Tvaika iela 2a, Jēkabpils, Jēkabpils rajons, LV-5205","SIA ""Uno grupa"" auto apkopes un remonta centra attīstība","Krustpils pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir modernizēt esošo riepu montāžas ēku iepērkot jaunas iekārtas un izremontējot telpas, tādejādi palielinot pakalpojuma kvalitāti, klāstu un uzņēmuma apgrozījumu, kā arī veicināt jaunu darba vietu izveidi. Projekta ietvaros 
tiks iegādāti jauni pacēlāji un modernas, datorizētas stiepšanai un taisnošanai iekārtas, krāsošanas iekārtas, pacēlāji un citas ar auto apkopi un remonta saistītas iekārtas. Projekta īstenošanas laikā tiks pieņemti darbā jauni darbinieki un apmācīti darbam ar jaunajām iekārtām un pacēlājiem.","69,176.71","27,670.68",0.00,23,
95,"WINGE Ceļi","Padures iela 12, Aizpute, Liepājas rajons, LV-3456","SIA ""WINGE"" ražotnes attīstība","Aizpute ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros plānots iegādāties planetārās betona maisīšanas iekārtas un cementa uzglabāšanas tvertnes, un ieviesta automatizācijas un kontroles sistēma. Iekārtas tiks uzstādītas uzņēmuma teritorijā pie ražošanas telpām.
Projekta mērķis ir: 
• palielināt saražotās produkcijas daudzumu un kvalitāti gan eksportam, gan Latvija tirgū ražošanas jaudu būvniecībā paredzētajiem betona izstrādājumiem;
• Samazināt kaitīgo ietekmi uz vidi;
• Samazināt kaitīgo ietekmi uz darbinieku veselību;
• Optimizēt energoresursu un izejvielu izmantošanu ražošanas procesā.
Projekta īstenošanas rezultātā tiks attīstīta spraugu grīdu un funda bloku ražošana lauksaimniecības būvniecības vajadzībām. ","175,000.00","70,000.00",0.00,22,
