BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
AZUL MARINO PRODUCCIONES SL,Mejorar la empleabilidad de las personas desempleadas,"1.276,54"
"AZULMOBILIARIO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.035,75"
AZUL Y BLANCO EDITORIAL SL,Mejorar la empleabilidad de las personas desempleadas,"793,17"
AZUL Y ROJO IMPORT EXPORT SL,Mejorar la empleabilidad de las personas desempleadas,"581,08"
"AZUL Y ROJO INFORMATICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.463,08"
AZUL Y ROJO SA,Mejorar la empleabilidad de las personas desempleadas,"779,92"
AZUL ZIMA SL,Mejorar la empleabilidad de las personas desempleadas,"368,31"
AZULANDIA SL,Mejorar la empleabilidad de las personas desempleadas,"3.282,94"
AZULAUTO SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
AZULEJALIA 2003 SL,Mejorar la empleabilidad de las personas desempleadas,"82,21"
AZULEJERA TECNICA SA,Mejorar la empleabilidad de las personas desempleadas,"469,73"
AZULEJOS A SA,Mejorar la empleabilidad de las personas desempleadas,"489,91"
"AZULEJOS ADEMUZ, S.L.",Mejorar la empleabilidad de las personas desempleadas,"886,58"
AZULEJOS ASFER SL,Mejorar la empleabilidad de las personas desempleadas,"864,42"
AZULEJOS BELLI,Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
"AZULEJOS BORBOLLA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.102,54"
AZULEJOS CALLEJA SL,Mejorar la empleabilidad de las personas desempleadas,"725,96"
AZULEJOS CALP SL,Mejorar la empleabilidad de las personas desempleadas,"1.706,56"
AZULEJOS CERNI SL,Mejorar la empleabilidad de las personas desempleadas,"79,94"
AZULEJOS CHIVA SL,Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
"AZULEJOS CORTES, SL",Mejorar la empleabilidad de las personas desempleadas,"1.485,53"
AZULEJOS ESTEBAN SA,Mejorar la empleabilidad de las personas desempleadas,"1.002,25"
"AZULEJOS EUROPA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.011,65"
"AZULEJOS FORMAT, S.L",Mejorar la empleabilidad de las personas desempleadas,"134,57"
AZULEJOS GUADIX SL,Mejorar la empleabilidad de las personas desempleadas,"169,93"
AZULEJOS H. G. SL,Mejorar la empleabilidad de las personas desempleadas,"1.848,66"
AZULEJOS HERMIDA SL,Mejorar la empleabilidad de las personas desempleadas,"696,47"
AZULEJOS HISPALIS SL,Mejorar la empleabilidad de las personas desempleadas,"1.267,64"
AZULEJOS JAVEA SL,Mejorar la empleabilidad de las personas desempleadas,"816,27"
AZULEJOS JAVIER FERNANDEZ SL,Mejorar la empleabilidad de las personas desempleadas,"186,47"
AZULEJOS MARIBEL S L,Mejorar la empleabilidad de las personas desempleadas,"1.027,02"
AZULEJOS MARTIN SL,Mejorar la empleabilidad de las personas desempleadas,"349,95"
AZULEJOS PANTOJA SL,Mejorar la empleabilidad de las personas desempleadas,"1.029,32"
AZULEJOS PENA SA,Mejorar la empleabilidad de las personas desempleadas,"16.290,95"
AZULEJOS PIRAMIDE SL,Mejorar la empleabilidad de las personas desempleadas,"1.009,28"
AZULEJOS RAMOS TALAVERA SL,Mejorar la empleabilidad de las personas desempleadas,"983,05"
AZULEJOS RIBES SL,Mejorar la empleabilidad de las personas desempleadas,"1.345,74"
AZULEJOS RIMAR SL,Mejorar la empleabilidad de las personas desempleadas,"1.266,73"
AZULEJOS SALAMANCA SL,Mejorar la empleabilidad de las personas desempleadas,"1.597,60"
AZULEJOS SAN JOSE SL,Mejorar la empleabilidad de las personas desempleadas,"184,16"
AZULEJOS SANCHIS SL,Mejorar la empleabilidad de las personas desempleadas,"662,26"
"AZULEJOS SERRADAL,S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
AZULEJOS VENTO SL,Mejorar la empleabilidad de las personas desempleadas,"231,34"
AZULEJOS VIVES SA,Mejorar la empleabilidad de las personas desempleadas,"309,99"
"AZULEJOS Y DISENOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"783,25"
AZULEJOS Y GRES JOSE LUIS GONZALEZ S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.019,94"
AZULEJOS Y PAVIMENTOS ALVAREZ DELGADO S.L.,Mejorar la empleabilidad de las personas desempleadas,"998,70"
"AZULEJOS Y PAVIMENTOS AZUVAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.994,04"
AZULEJOS Y PAVIMENTOS ENRIQUE SEGOVIA SL,Mejorar la empleabilidad de las personas desempleadas,"1.293,81"
AZULEJOS Y PAVIMENTOS MANISES SL,Mejorar la empleabilidad de las personas desempleadas,"1.600,00"
AZULEJOS Y PAVIMENTOS ROJAS SA,Mejorar la empleabilidad de las personas desempleadas,"2.271,74"
