nombre_beneficiario,nombre_operacion,montante_concedido,t_montante_concedido,montante_pagado_final_operacion,t_montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,uri
D.G. de Sostenibilidad de la Costa y el Mar (MARM),"EXPROPIACIÓN FINCA EN PLAYA HONDA, EN EL T.M. DE CARTAGENA (MURCIA)","12.383.994,20",12383994.20,"12.383.994,20",12383994.20,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
D.G. de Sostenibilidad de la Costa y el Mar (MARM),Ordenación del entorno de la playa del Mojón en el T.M. de San Pedro del Pinatar,"1.589.722,00",1589722.00,"1.545.155,69",1545155.69,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
CONFEDERACION HIDROGRAFICA DEL SEGURA (MARM),"Recuperación Ambiental e Integración socio-cultural de la Rambla del Puerto, en el tramo comprendido entre las inmediaciones de la","1.216.430,00",1216430.00,"43.990,59",43990.59,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
CONFEDERACION HIDROGRAFICA DEL SEGURA (MARM),"Proyecto de Restauracion e Integracion social de las ramblas del Descargador, del Taller, de Porras y Duende, T.M. de La Union (Murcia).","2.506.022,00",2506022.00,"128.826,92",128826.92,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AUTORIDAD PORTUARIA DE CARTAGENA,Morro dique Suroeste,"3.284.194,26",3284194.26,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AUTORIDAD PORTUARIA DE CARTAGENA,URBANIZACION AMPLIACION ESCOMBRERAS.FASE II,"1.019.411,81",1019411.81,"1.019.411,81",1019411.81,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AUTORIDAD PORTUARIA DE CARTAGENA,Ampliación atraque de cruceros en el Muelle de Alfonso XII,"4.642.065,76",4642065.76,"1.107,26",1107.26,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AUTORIDAD PORTUARIA DE CARTAGENA,Accesos ampliación Escombreras. Tramo II,"536.206,90",536206.90,"344.321,60",344321.60,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AUTORIDAD PORTUARIA DE CARTAGENA,Terminal Polivalente de Graneles,"29.732.808,92",29732808.92,"12.223.032,05",12223032.05,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AUTORIDAD PORTUARIA DE CARTAGENA,Accesos Ampliación Escombreras. Tramo IV,"1.715.329,64",1715329.64,"1.339.006,36",1339006.36,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T. PARA LA REDACCION DEL PROYECTO : TRASLADO INSTALACIONES DE COMBUSTIBLES,"317.500,00",317500.00,"6.350,00",6350.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ADAPTACIÓN CENTRAL ELECTRICA,"3.310.746,76",3310746.76,"3.310.746,76",3310746.76,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. NUEVA CENTRAL  ELÉCTRICA,"299.816,50",299816.50,"275.119,10",275119.10,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. AMPLIACION PLATAFORMA AERONAVES,"331.000,00",331000.00,"43.030,00",43030.00,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. DE LA OBRA AMPLIACION PLATAFORMA AERONAVES,"200.290,50",200290.50,"200.290,50",200290.50,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),SUMINISTRO E INSTALACIÓN DE UN SISTEMA DE CONTROL DE MATRÍCULAS Y CCTV PARA EL APARCAMIENTO DEL AEROPUERTO DE MURCIA.,"342.098,09",342098.09,"342.098,09",342098.09,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. CALLE DE RODAJE G,"120.672,00",120672.00,"96.804,00",96804.00,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),"INSTRUMENTACIÓN, ADECUACIÓN Y APLICACIÓN NORMA ATEX EN INSTALACIONES COMBUSTIBLES","9.760.491,00",9760491.00,"7.232.992,04",7232992.04,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283633%29MU26.pdf
