BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
AGRICOLA I SECCIO DE CREDIT LA GINESTA. SCCL,Mejorar la empleabilidad de las personas desempleadas,"1.339,96"
AGRICOLA INDUSTRIAL GANADERA SA,Mejorar la empleabilidad de las personas desempleadas,"2.330,99"
AGRICOLA JAINCA SAT,Mejorar la empleabilidad de las personas desempleadas,"963,17"
AGRICOLA JUAN ROJAS SL,Mejorar la empleabilidad de las personas desempleadas,"900,00"
AGRICOLA LA ALBARIZA SL,Mejorar la empleabilidad de las personas desempleadas,"329,20"
"AGRICOLA LA BASTIDA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.217,46"
AGRICOLA LA CAMPANETA SL,Mejorar la empleabilidad de las personas desempleadas,"341,50"
AGRICOLA LA DEHESILLA SAT 9946,Mejorar la empleabilidad de las personas desempleadas,"189,43"
AGRICOLA LA MERCED SA,Mejorar la empleabilidad de las personas desempleadas,"411,92"
AGRICOLA LA TERCIA S.COOP.DE C-LM,Mejorar la empleabilidad de las personas desempleadas,"586,28"
"AGRICOLA LIMIANA,SL",Mejorar la empleabilidad de las personas desempleadas,"1.222,26"
"AGRICOLA LOS CHOPOS DE MURCIA, COM. B.",Mejorar la empleabilidad de las personas desempleadas,"3.389,91"
"AGRICOLA MAURI, S.L",Mejorar la empleabilidad de las personas desempleadas,"53,28"
AGRICOLA MEL SL,Mejorar la empleabilidad de las personas desempleadas,"685,25"
AGRICOLA NUMANCIA SA,Mejorar la empleabilidad de las personas desempleadas,"1.435,04"
AGRICOLA PALOMA-ALGARVE SL,Mejorar la empleabilidad de las personas desempleadas,"210,13"
AGRICOLA PANTALO SA,Mejorar la empleabilidad de las personas desempleadas,"539,96"
AGRICOLA PASION-FRUITS SL,Mejorar la empleabilidad de las personas desempleadas,"653,28"
AGRICOLA PORTELL SL,Mejorar la empleabilidad de las personas desempleadas,"2.720,61"
AGRICOLA RODRIGUEZ SA,Mejorar la empleabilidad de las personas desempleadas,"917,70"
"AGRICOLA SAFER FRUIT, S.L.",Mejorar la empleabilidad de las personas desempleadas,"475,86"
AGRICOLA SAGRADO CORAZON DE JESUS DE ALBAL COOP VALENCI,Mejorar la empleabilidad de las personas desempleadas,"663,71"
AGRICOLA SAFANA SL,Mejorar la empleabilidad de las personas desempleadas,"605,49"
AGRICOLA SAN FERNANDO SL,Mejorar la empleabilidad de las personas desempleadas,"1.177,39"
AGRICOLA SAN ISIDRO DE CARCASTILLO SCL,Mejorar la empleabilidad de las personas desempleadas,"344,42"
AGRICOLA SANTA EULALIA SL,Mejorar la empleabilidad de las personas desempleadas,"79,83"
"AGRICOLA SARRAU, S.L.",Mejorar la empleabilidad de las personas desempleadas,"61,36"
AGRICOLA SERCAL SA,Mejorar la empleabilidad de las personas desempleadas,"949,95"
"AGRICOLA SERRA, SL",Mejorar la empleabilidad de las personas desempleadas,"5.400,00"
AGRICOLA SOLCA S.L.,Mejorar la empleabilidad de las personas desempleadas,"146,56"
AGRICOLA VELHOCO SL,Mejorar la empleabilidad de las personas desempleadas,"5,11"
AGRICOLA VILLARROBLEDO SA,Mejorar la empleabilidad de las personas desempleadas,"1.266,73"
AGRICOLA Y GANADERA CASA DE LA ERA,Mejorar la empleabilidad de las personas desempleadas,"1.816,55"
"AGRICOLA Y GANADERA GOMEZA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"417,87"
AGRICOLA Y GANADERA PIBAR SA,Mejorar la empleabilidad de las personas desempleadas,"190,08"
AGRICOLA YUDEGO SL,Mejorar la empleabilidad de las personas desempleadas,"344,45"
"AGRICULTORES DE MONTE ALGAIDA, SL",Mejorar la empleabilidad de las personas desempleadas,"773,77"
AGRICULTORES DEL ARLANZA SL,Mejorar la empleabilidad de las personas desempleadas,"1.853,33"
AGRICULTORES ECOLOGICOS SAT,Mejorar la empleabilidad de las personas desempleadas,"1.266,73"
"AGRICULTURA E GANDERIA LAMEIRO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"162,13"
"AGRICULTURA HERMANOS LOPEZ, SL",Mejorar la empleabilidad de las personas desempleadas,"212,49"
AGRICULTURA Y BODEGA RENACIMIENTO DE OLIVARES SL,Mejorar la empleabilidad de las personas desempleadas,"2.690,67"
AGRICULTURA Y ESPACIO SA,Mejorar la empleabilidad de las personas desempleadas,"1.762,32"
AGRICULTURA Y PROMOCIONES MAJORERA S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.380,37"
AGRICULTURA Y TECNOLOGIA SL.,Mejorar la empleabilidad de las personas desempleadas,"1.246,67"
"AGRICULTURA Y VETERINARIA FALO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.266,73"
AGRICYL SL,Mejorar la empleabilidad de las personas desempleadas,"1.982,32"
AGRIDEI SL,Mejorar la empleabilidad de las personas desempleadas,"1.031,74"
"AGRIDULCE SERVICIOS INMOBILIARIOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"88,87"
"AGRI-ENERGIA ELECTRICA, SA",Mejorar la empleabilidad de las personas desempleadas,"249,49"
AGRIFER S COOP AND,Mejorar la empleabilidad de las personas desempleadas,"347,69"
AGRIFLUIDE SL,Mejorar la empleabilidad de las personas desempleadas,"1.402,75"
"AGRIFOOD ALTERNATIVE TECHNOLOGIES,SL",Mejorar la empleabilidad de las personas desempleadas,"1.239,51"
AGRIFUSA SA,Mejorar la empleabilidad de las personas desempleadas,"866,71"
"AGRIGANSUR, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"181,80"
AGRIMAQUINARIA CHICO SL,Mejorar la empleabilidad de las personas desempleadas,"808,85"
AGRIMAR 1976 SL,Mejorar la empleabilidad de las personas desempleadas,"2.126,14"
AGRIMENSUR CONSULTING SL,Mejorar la empleabilidad de las personas desempleadas,"1.242,97"
AGRIMOR SAT N 8859,Mejorar la empleabilidad de las personas desempleadas,"636,67"
AGRIMOTO SL,Mejorar la empleabilidad de las personas desempleadas,"302,51"
AGRINATURE INDALICA SA,Mejorar la empleabilidad de las personas desempleadas,"303,23"
AGRIOS PECA SA,Mejorar la empleabilidad de las personas desempleadas,"88,52"
AGRIOS SELECTOS SL,Mejorar la empleabilidad de las personas desempleadas,"5.779,74"
"AGRIPERPINA, SL",Mejorar la empleabilidad de las personas desempleadas,"752,53"
AGRIPLANT HUGUET SL,Mejorar la empleabilidad de las personas desempleadas,"1.695,74"
AGRIRAM SL,Mejorar la empleabilidad de las personas desempleadas,"540,91"
"AGRIRAMADERA,SL",Mejorar la empleabilidad de las personas desempleadas,"1.326,86"
AGRIRIBE SL,Mejorar la empleabilidad de las personas desempleadas,"760,00"
AGRIS S. COOP. GALEGA,Mejorar la empleabilidad de las personas desempleadas,"1.752,80"
AGRITRASA MOTOR SL,Mejorar la empleabilidad de las personas desempleadas,"600,00"
AGRIVEAL DE DON BENITO S.L.L.,Mejorar la empleabilidad de las personas desempleadas,"586,66"
"AGRIVEG FRESH FOODS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"866,71"
"AGRNCOLA BONMAS I SECCIN DE CRNDIT, SCCL",Mejorar la empleabilidad de las personas desempleadas,"1.950,18"
"AGRO - CAPDEVILA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"606,69"
AGRO 21 SL,Mejorar la empleabilidad de las personas desempleadas,"731,08"
"AGRO 90, SL",Mejorar la empleabilidad de las personas desempleadas,"1.676,83"
AGRO ACEITUNERA SA,Mejorar la empleabilidad de las personas desempleadas,"226,54"
AGRO ALICANTE SA,Mejorar la empleabilidad de las personas desempleadas,"749,95"
"AGRO ALONSO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.266,73"
"AGRO ALSINA PLUS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"146,62"
AGRO CAMPILLOS SL,Mejorar la empleabilidad de las personas desempleadas,"485,70"
AGRO CIEZA SL,Mejorar la empleabilidad de las personas desempleadas,"125,00"
AGRO CITRICA DE PICASSENT COOP V,Mejorar la empleabilidad de las personas desempleadas,"4.538,60"
"AGRO DAS SEBOLAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
AGRO DE BAZAN SA,Mejorar la empleabilidad de las personas desempleadas,"2.687,49"
AGRO ECOLOGICA SL,Mejorar la empleabilidad de las personas desempleadas,"786,16"
AGRO ENTORN PALAMOS SCCL,Mejorar la empleabilidad de las personas desempleadas,"1.596,57"
AGRO GALDON SAT,Mejorar la empleabilidad de las personas desempleadas,"36,00"
"AGRO GALICAMAN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"73,26"
AGRO GESTION SUBBETICA SL,Mejorar la empleabilidad de las personas desempleadas,"991,62"
AGRO HIERRO SL,Mejorar la empleabilidad de las personas desempleadas,"1.333,40"
AGRO LAYARA 2 SL,Mejorar la empleabilidad de las personas desempleadas,"1.849,95"
AGRO LODGE SL,Mejorar la empleabilidad de las personas desempleadas,"365,92"
AGRO MASINA SL,Mejorar la empleabilidad de las personas desempleadas,"109,89"
AGRO METODOS SA,Mejorar la empleabilidad de las personas desempleadas,"391,13"
"AGRO MIRALMAR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"524,15"
AGRO MONTEAGUDO SL,Mejorar la empleabilidad de las personas desempleadas,"66,67"
AGRO ORGA SA,Mejorar la empleabilidad de las personas desempleadas,"1.422,50"
"AGRO PASTOR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"146,99"
AGRO RIEGOS GARCIA SL,Mejorar la empleabilidad de las personas desempleadas,"190,00"
AGRO SANBE SA,Mejorar la empleabilidad de las personas desempleadas,"650,01"
AGRO SENARA SA,Mejorar la empleabilidad de las personas desempleadas,"173,33"
"AGRO TRES, ENGINYERIA DEL MEDI RURAL SL",Mejorar la empleabilidad de las personas desempleadas,"820,00"
AGRO USED SA,Mejorar la empleabilidad de las personas desempleadas,"460,46"
AGRO Y FERRETERIA ACENTEJO S.L,Mejorar la empleabilidad de las personas desempleadas,"2.127,99"
AGRO ZARAGOZA SA,Mejorar la empleabilidad de las personas desempleadas,"66,67"
"AGROALBA ALBACETE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
AGROALIMENTACION DE LA RIBERA SL,Mejorar la empleabilidad de las personas desempleadas,"635,55"
AGROALIMENTACION HUECAR SL,Mejorar la empleabilidad de las personas desempleadas,"395,51"
AGROALIMENTARIA BALAGUER SL,Mejorar la empleabilidad de las personas desempleadas,"621,47"
"AGROALIMENTARIA CASA PAGES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"523,31"
"AGROALIMENTARIA DE SAVASSONA, SL",Mejorar la empleabilidad de las personas desempleadas,"100,00"
"AGROALIMENTARIA DE TERUEL, SA",Mejorar la empleabilidad de las personas desempleadas,"386,66"
AGROALIMENTARIA VIRGEN DEL ROCIO S.C.A.,Mejorar la empleabilidad de las personas desempleadas,"382,54"
AGROAMBIENTAL BULLAQUE SLL,Mejorar la empleabilidad de las personas desempleadas,"306,64"
"AGROATLAS EUROPA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.461,07"
AGROBARCENILLA SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
AGROBARROSO S.L.,Mejorar la empleabilidad de las personas desempleadas,"66,67"
AGROBOOS SOCIEDAD COPERATIVA,Mejorar la empleabilidad de las personas desempleadas,"655,59"
AGROBOTICA CARBALLO SL,Mejorar la empleabilidad de las personas desempleadas,"449,95"
AGROBROFER ANTEQUERA SL,Mejorar la empleabilidad de las personas desempleadas,"1.729,97"
AGRO-BRUNETE CB,Mejorar la empleabilidad de las personas desempleadas,"370,00"
AGROCALZADO SL,Mejorar la empleabilidad de las personas desempleadas,"1.879,92"
AGROCAM INGENIEROS SL,Mejorar la empleabilidad de las personas desempleadas,"506,69"
AGROCANTABRIA SOCIEDAD COOPERATIVA,Mejorar la empleabilidad de las personas desempleadas,"653,28"
"AGROCAZA 2002,SL",Mejorar la empleabilidad de las personas desempleadas,"551,12"
AGROCENTRO HERMANOS VALVERDE SL,Mejorar la empleabilidad de las personas desempleadas,"1.266,73"
AGROCINEGETICA MODELO SL,Mejorar la empleabilidad de las personas desempleadas,"2.646,62"
"AGROCINEGETICA SAN HUBERTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"200,01"
AGROCLOT SL,Mejorar la empleabilidad de las personas desempleadas,"1.223,21"
"AGROCOMERN GUARDIOLA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.799,90"
"AGRO-CONSTRUCTORA LAS COLONIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"350,00"
AGROCONSULTING INTERNACIONAL SA,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
"AGROCONTROL 2007, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.770,72"
AGROCOR SL,Mejorar la empleabilidad de las personas desempleadas,"1.083,25"
AGROCUELLAR SL,Mejorar la empleabilidad de las personas desempleadas,"493,24"
AGRODAN SA,Mejorar la empleabilidad de las personas desempleadas,"592,61"
AGRODEX SL,Mejorar la empleabilidad de las personas desempleadas,"973,26"
AGRODIEGO SL,Mejorar la empleabilidad de las personas desempleadas,"596,67"
AGRODISTRIBUIDORA DE CASTELLON SL,Mejorar la empleabilidad de las personas desempleadas,"1.026,69"
"AGRODOMI, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.560,82"
"AGRO-DUBRA, SL",Mejorar la empleabilidad de las personas desempleadas,"193,24"
AGRODUERO SA,Mejorar la empleabilidad de las personas desempleadas,"66,60"
AGROESTEPA SL,Mejorar la empleabilidad de las personas desempleadas,"282,22"
AGROFANLO SL,Mejorar la empleabilidad de las personas desempleadas,"534,75"
AGROFINCAS LA VERA C.B.,Mejorar la empleabilidad de las personas desempleadas,"191,30"
AGROFIT S COOP,Mejorar la empleabilidad de las personas desempleadas,"479,26"
AGROFITOR SA,Mejorar la empleabilidad de las personas desempleadas,"757,56"
AGROFLIX SL,Mejorar la empleabilidad de las personas desempleadas,"711,51"
"AGROFORESTAL ACEBO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.292,36"
"AGROFORESTAL EXTREMENA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.010,50"
AGROFORESTAL JUCAR SLU,Mejorar la empleabilidad de las personas desempleadas,"800,00"
"AGROFORESTAL LLEIDA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
"AGROFORESTAL NAVA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
"AGROFRESH EXPORT CONSORTIUM, S.L.",Mejorar la empleabilidad de las personas desempleadas,"573,69"
AGROFRESNOS SL,Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
AGROFRUIT EXPORT,Mejorar la empleabilidad de las personas desempleadas,"23.501,34"
"AGROFRUTICOLA DEL VALLE DEL EBRO,S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.137,33"
"AGROFUSION, SA",Mejorar la empleabilidad de las personas desempleadas,"602,14"
AGROGAN CB,Mejorar la empleabilidad de las personas desempleadas,"279,92"
AGROGANADERA CONSULTING; SL,Mejorar la empleabilidad de las personas desempleadas,"637,44"
AGROGANADERA DE SERVICIOS CAMPINA SUR SL,Mejorar la empleabilidad de las personas desempleadas,"2.466,79"
AGROGANADERA DEL PIRINEO; SL,Mejorar la empleabilidad de las personas desempleadas,"599,90"
AGROGANADERA LA FRESNEDA SL,Mejorar la empleabilidad de las personas desempleadas,"8,88"
"AGROGANADERA VALLEHERMOSO,SL",Mejorar la empleabilidad de las personas desempleadas,"986,27"
"AGROGENESIS, SA",Mejorar la empleabilidad de las personas desempleadas,"2.195,00"
"AGROGERCAZA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"139,86"
"AGROGESTION Y APLICACIONES MEDIO AMBIENTALES,S.L.",Mejorar la empleabilidad de las personas desempleadas,"280,96"
AGROGIL SA,Mejorar la empleabilidad de las personas desempleadas,"838,13"
AGROGUADALIMAR SL,Mejorar la empleabilidad de las personas desempleadas,"406,07"
AGROHERSAN SL,Mejorar la empleabilidad de las personas desempleadas,"422,62"
"AGROHERTA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"948,26"
AGROHOSTELERAS LOIMAR SL,Mejorar la empleabilidad de las personas desempleadas,"928,40"
"AGROIBERICOS DERAZA, SL",Mejorar la empleabilidad de las personas desempleadas,"4.546,62"
AGROILLA S.A.T. N.9202,Mejorar la empleabilidad de las personas desempleadas,"377,68"
AGROINDUS SL,Mejorar la empleabilidad de las personas desempleadas,"2.759,64"
AGROINDUSTRIAL MELARIENSE SL,Mejorar la empleabilidad de las personas desempleadas,"1.236,53"
AGROINDUSTRIAL SAGI SL,Mejorar la empleabilidad de las personas desempleadas,"1.260,75"
"AGROINGENIERIA TINDAYA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"141,66"
AGROINICIATIVA,Mejorar la empleabilidad de las personas desempleadas,"538,29"
AGROINVER EBRE SL,Mejorar la empleabilidad de las personas desempleadas,"631,11"
AGROISA SL,Mejorar la empleabilidad de las personas desempleadas,"972,50"
AGROJES SDAD COOP,Mejorar la empleabilidad de las personas desempleadas,"313,35"
AGROJOAL SL,Mejorar la empleabilidad de las personas desempleadas,"2.298,84"
AGROKOMPLEX SL,Mejorar la empleabilidad de las personas desempleadas,"789,81"
AGROLAC SA,Mejorar la empleabilidad de las personas desempleadas,"519,98"
AGROLEMA SL,Mejorar la empleabilidad de las personas desempleadas,"302,20"
"AGROLIBER, SL",Mejorar la empleabilidad de las personas desempleadas,"1.899,87"
AGROLIMPIEZA VERDE S.L.,Mejorar la empleabilidad de las personas desempleadas,"360,00"
AGROLITO SL,Mejorar la empleabilidad de las personas desempleadas,"986,84"
AGROLIVENZA SL,Mejorar la empleabilidad de las personas desempleadas,"1.151,15"
AGROLOPEZ ARANDA SL,Mejorar la empleabilidad de las personas desempleadas,"4.399,45"
"AGROMAFRI, S.L",Mejorar la empleabilidad de las personas desempleadas,"1.862,03"
AGROMALLORCA SAT BA-09,Mejorar la empleabilidad de las personas desempleadas,"2.540,44"
AGROMANCHUELA SLL,Mejorar la empleabilidad de las personas desempleadas,"900,00"
AGROMARKET EQUIPAMIENTOS Y SERVICIOS SL,Mejorar la empleabilidad de las personas desempleadas,"348,81"
AGROMAR LOGISTICA SA,Mejorar la empleabilidad de las personas desempleadas,"600,00"
"AGROMARKET SPAIN TRADING, SL",Mejorar la empleabilidad de las personas desempleadas,"861,70"
AGROMECANICOS DURAN SA,Mejorar la empleabilidad de las personas desempleadas,"880,87"
