"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO"
"TURISMO Y COMUNICACION DE SALAMANCA SA","Mejorar la empleabilidad de las personas desempleadas","10.945,19"
"TURISMO Y HOTELES DE BALEARES, S.L.","Mejorar la empleabilidad de las personas desempleadas","5.747,37"
"TURISMO Y OCIO DE NERJA, SL","Mejorar la empleabilidad de las personas desempleadas","252,61"
"TURISMO Y REPRESENTACION AIR QUALITY, S.L.","Mejorar la empleabilidad de las personas desempleadas","6.858,27"
"TURISMO ZAPATA CRUM, SL","Mejorar la empleabilidad de las personas desempleadas","1.043,02"
"TURISMOS MOTOR SA","Mejorar la empleabilidad de las personas desempleadas","2.216,45"
"TURISMOS Y VEHICULOS INDUSTRIALES SA","Mejorar la empleabilidad de las personas desempleadas","100,00"
"TURISMOTOR SA","Mejorar la empleabilidad de las personas desempleadas","226,62"
"TURISOFT INTERNATIONAL BUSINESS, S.L.","Mejorar la empleabilidad de las personas desempleadas","864,42"
"TURISPALACIO SL","Mejorar la empleabilidad de las personas desempleadas","12.504,94"
"TURISTICA ES CANA SL","Mejorar la empleabilidad de las personas desempleadas","658,72"
"TURISTICA SES SAVINES SL","Mejorar la empleabilidad de las personas desempleadas","3.592,32"
"TURISTICAS ALLO CB","Mejorar la empleabilidad de las personas desempleadas","1.800,00"
"TURISTICAS MAR DE CRISTAL","Mejorar la empleabilidad de las personas desempleadas","3.996,67"
"TURISTICAS RURALES LA JOYA S.L.","Mejorar la empleabilidad de las personas desempleadas","318,72"
"TURISTVICTOR, SL","Mejorar la empleabilidad de las personas desempleadas","354,15"
"TURMIL SL","Mejorar la empleabilidad de las personas desempleadas","475,00"
"TURNAL EXPRESS S.L.","Mejorar la empleabilidad de las personas desempleadas","475,50"
"TURNER PUBLICACIONES SL","Mejorar la empleabilidad de las personas desempleadas","3.666,68"
"TURO ACCIO SOCIO CULTURAL (TASC)","Mejorar la empleabilidad de las personas desempleadas","1.153,39"
"TURO DE GARRIGUELLA, SL","Mejorar la empleabilidad de las personas desempleadas","1.300,00"
"TUROL CONSULTING, SL","Mejorar la empleabilidad de las personas desempleadas","1.161,60"
"TUROL TRADING SA","Mejorar la empleabilidad de las personas desempleadas","2.501,79"
"TUROLBROKER CORREDURIA DE SEGUROS, SL","Mejorar la empleabilidad de las personas desempleadas","594,93"
"TUROLENSE GANADERA SA","Mejorar la empleabilidad de las personas desempleadas","286,67"
"TUROLGRES SA","Mejorar la empleabilidad de las personas desempleadas","36,63"
"TUROLOT, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.866,60"
"TURON GENERACION SL","Mejorar la empleabilidad de las personas desempleadas","741,34"
"TURPIN FERNANDEZ SIMON 000767815L S.L.N.E.","Mejorar la empleabilidad de las personas desempleadas","330,06"
"TURRE WORLD TOURS, S.L.","Mejorar la empleabilidad de las personas desempleadas","316,36"
"TURRENT FONDU, CB.","Mejorar la empleabilidad de las personas desempleadas","933,20"
"TURRI INMUEBLES, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.265,49"
"TURRONES BLANCO S.L.","Mejorar la empleabilidad de las personas desempleadas","1.322,58"
"TURRONES COLOMA S.A.","Mejorar la empleabilidad de las personas desempleadas","136,91"
"TURRONES EL ROMERO, SA","Mejorar la empleabilidad de las personas desempleadas","100,00"
"TURRONES JOSE GARRIGOS S.A.","Mejorar la empleabilidad de las personas desempleadas","100,00"
"TURRONES MAZAPANES Y DULCES DE SONSECA SL","Mejorar la empleabilidad de las personas desempleadas","1.790,52"
"TURRONES ROIG SA","Mejorar la empleabilidad de las personas desempleadas","29,97"
"TURRONES VICTORIANO CANDELA, SL","Mejorar la empleabilidad de las personas desempleadas","2.449,58"
"TURRONES Y HELADOS ONZA DE ORO, SA","Mejorar la empleabilidad de las personas desempleadas","1.609,28"
"TURSA TRANSPORTES Y SERVICIOS 2000, SA","Mejorar la empleabilidad de las personas desempleadas","6.048,58"
"TURUCHANSK INTERNATIONAL SA","Mejorar la empleabilidad de las personas desempleadas","90,00"
"TURUNA S.L.","Mejorar la empleabilidad de las personas desempleadas","1.757,86"
"TURUNEN SL UNIPERSONAL","Mejorar la empleabilidad de las personas desempleadas","942,04"
"TURURAC S.L.","Mejorar la empleabilidad de las personas desempleadas","604,40"
"TURYCAR, SA","Mejorar la empleabilidad de las personas desempleadas","636,63"
"TURYVOZ SL","Mejorar la empleabilidad de las personas desempleadas","5,68"
"TUS OJOS SL","Mejorar la empleabilidad de las personas desempleadas","141,66"
"TUSET BCN, SL","Mejorar la empleabilidad de las personas desempleadas","354,15"
"TUSET CONSTRUCTA, SL","Mejorar la empleabilidad de las personas desempleadas","97,39"
"TUSET N 19 SA","Mejorar la empleabilidad de las personas desempleadas","1.436,63"
"TUSET PALLARES CONSULTORS EMPRESARIALS,S.L.","Mejorar la empleabilidad de las personas desempleadas","300,00"
"TUSET PROFESIONAL SL","Mejorar la empleabilidad de las personas desempleadas","695,87"
"TUSEUROS S.L.","Mejorar la empleabilidad de las personas desempleadas","1.102,28"
"TUSEUS BY BRASIL, S.L.","Mejorar la empleabilidad de las personas desempleadas","489,24"
"TUSOCA Y PROMOCIONES SL","Mejorar la empleabilidad de las personas desempleadas","998,70"
"TUSQUETS EDITORES SA","Mejorar la empleabilidad de las personas desempleadas","371,84"
"TUSSEN EXCELLENCE,S.L.","Mejorar la empleabilidad de las personas desempleadas","356,51"
"TUSSEN NUEVO ESTILO SL","Mejorar la empleabilidad de las personas desempleadas","679,97"
"TUSSY XXI SL","Mejorar la empleabilidad de las personas desempleadas","2.558,96"
"TUTATIS, COM.B.","Mejorar la empleabilidad de las personas desempleadas","535,92"
"TUTOR INVERSIONES, S.L.","Mejorar la empleabilidad de las personas desempleadas","99,97"
"TUTOR PROMOCIONES Y MARKETING, SL","Mejorar la empleabilidad de las personas desempleadas","54.965,60"
"TUTORIA EN CASA, S.L.","Mejorar la empleabilidad de las personas desempleadas","201,84"
"TUTTI PIZZA TUTTI PASTA, S.L.","Mejorar la empleabilidad de las personas desempleadas","74,37"
"TUTTI-FRUTTI 2000 SL","Mejorar la empleabilidad de las personas desempleadas","2.764,69"
"TUTTO DIVANI, SL","Mejorar la empleabilidad de las personas desempleadas","1.389,91"
"TUTTO ESTETICA SLL","Mejorar la empleabilidad de las personas desempleadas","543,03"
"TUTTO PICCOLO S.A.U.","Mejorar la empleabilidad de las personas desempleadas","2.161,16"
"TUTU GI SL","Mejorar la empleabilidad de las personas desempleadas","1.924,47"
"TUTUSAUS 2004, SL","Mejorar la empleabilidad de las personas desempleadas","4.279,13"
"TUTUSAUS PAPELES Y BOLSAS, SL","Mejorar la empleabilidad de las personas desempleadas","136,91"
"TUV INTERNACIONAL CATALUNYA GRUP TUV RHEINLAND, SL","Mejorar la empleabilidad de las personas desempleadas","1.153,00"
"TUV INTERNACIONAL GRUPO TUV RHEINLAND S.L.","Mejorar la empleabilidad de las personas desempleadas","6.866,83"
"TUV RHEINLAND IBERICA SA","Mejorar la empleabilidad de las personas desempleadas","1.641,68"
"TUVAFIL SDAD DE RESPONSABILIDAD LIMITADA","Mejorar la empleabilidad de las personas desempleadas","600,00"
"TUVATEXTIL SL","Mejorar la empleabilidad de las personas desempleadas","708,30"
"TUVI 2004, S.L.","Mejorar la empleabilidad de las personas desempleadas","270,35"
"TUXCLA SL","Mejorar la empleabilidad de las personas desempleadas","205,41"
"TUYCALDE SL","Mejorar la empleabilidad de las personas desempleadas","3.048,19"
"TUYOTU, SL","Mejorar la empleabilidad de las personas desempleadas","2.269,86"
"TUYPAN, SL","Mejorar la empleabilidad de las personas desempleadas","3.633,27"
"TUYSA, SA","Mejorar la empleabilidad de las personas desempleadas","1.266,73"
"TUYU TECHNOLOGY SL","Mejorar la empleabilidad de las personas desempleadas","14.136,49"
"TV FLASH PRODUCCIONS, SL","Mejorar la empleabilidad de las personas desempleadas","1.291,46"
"TV LOCAL ANTENA OROMANA, S.L.","Mejorar la empleabilidad de las personas desempleadas","2.089,48"
"TV MEDIA CAT,S.L.","Mejorar la empleabilidad de las personas desempleadas","1.009,28"
"TV SAT TECNOLOGIA, S.L.","Mejorar la empleabilidad de las personas desempleadas","738,99"
"TV-95, SL","Mejorar la empleabilidad de las personas desempleadas","1.593,92"
"TVEEZ SPAIN,S.L.","Mejorar la empleabilidad de las personas desempleadas","1.411,17"
"TVJ HAIR S.L. T","Mejorar la empleabilidad de las personas desempleadas","1.938,19"
"TVNS PG MEDIA,S.L.","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"TWENTIC TECNOLOGIAS DE LA INFORMACINN Y LA COMUNIC,S.L.","Mejorar la empleabilidad de las personas desempleadas","6.186,50"
"TWENTIETH CENTURY FOX HOME ENTERTAINMENT ESPANA SA","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"TWENTY CALZADOS,S.L.","Mejorar la empleabilidad de las personas desempleadas","756,67"
"TWENTY JEANS, SL","Mejorar la empleabilidad de las personas desempleadas","2.862,11"
"TWENTY4HELP KNOWLEDGE SERVICE ESPANA, SL","Mejorar la empleabilidad de las personas desempleadas","292,76"
"TWENTYNAILS SL","Mejorar la empleabilidad de las personas desempleadas","767,30"
"TWENTYS ATELIER SL","Mejorar la empleabilidad de las personas desempleadas","1.316,19"
"TWIGY FASHION SA","Mejorar la empleabilidad de las personas desempleadas","895,57"
"TWIN CAM AUDIO PERFORMANCE, SL","Mejorar la empleabilidad de las personas desempleadas","2.386,95"
"TWIN CLOCKS,S.L.","Mejorar la empleabilidad de las personas desempleadas","1.266,73"
"TWIN PIZZAS 99 SL","Mejorar la empleabilidad de las personas desempleadas","1.899,80"
"TWIN TYRES, S.L.L.","Mejorar la empleabilidad de las personas desempleadas","146,62"
"TWIN VOZ Y DATOS SL","Mejorar la empleabilidad de las personas desempleadas","1.426,60"
"TWINLAN SOLUCIONES Y PROYECTOS INFORMATICOS, SL","Mejorar la empleabilidad de las personas desempleadas","899,44"
"TWIN-PROJECT, SL","Mejorar la empleabilidad de las personas desempleadas","651,03"
"TWINS ALIMENTACION S.A","Mejorar la empleabilidad de las personas desempleadas","88.492,88"
"TWINS BENAZT, S.L.","Mejorar la empleabilidad de las personas desempleadas","59,00"
"TWINSOFT SA","Mejorar la empleabilidad de las personas desempleadas","488,89"
"TWINT SET TEXTIL SL EN CONSTITUCION","Mejorar la empleabilidad de las personas desempleadas","424,94"
"TWIN-TELCOM SL","Mejorar la empleabilidad de las personas desempleadas","3.360,56"
"TWISTED REALITY, SL","Mejorar la empleabilidad de las personas desempleadas","363,59"
"TWISTER CB","Mejorar la empleabilidad de las personas desempleadas","245,54"
"TWISTER-5 SL","Mejorar la empleabilidad de las personas desempleadas","1.899,70"
"TWK BERCAPE, S.L.","Mejorar la empleabilidad de las personas desempleadas","219,58"
"TWO MARKETS 2000 SL","Mejorar la empleabilidad de las personas desempleadas","24,42"
"TWO MULFIPLY 2.I.G.S.L","Mejorar la empleabilidad de las personas desempleadas","467,47"
"TWO SMALL, SL","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"TWO TIMES SYSTEM SL","Mejorar la empleabilidad de las personas desempleadas","1.346,62"
"TWOBITES,TECNOLOGIA Y SOLUCIONES, S.L.","Mejorar la empleabilidad de las personas desempleadas","423,31"
"TWOSANVIC, S.L.","Mejorar la empleabilidad de las personas desempleadas","709,99"
"TWOTRANS MANSALS 96 SL","Mejorar la empleabilidad de las personas desempleadas","143,19"
"TWT STRATEGIC Y HISTORICAL GAMES SL","Mejorar la empleabilidad de las personas desempleadas","562,22"
"TXAI SPORT,S.L.","Mejorar la empleabilidad de las personas desempleadas","703,55"
"TXAIRO LOGISTICA SL","Mejorar la empleabilidad de las personas desempleadas","295,54"
"TXAKOLI PRIMO SL","Mejorar la empleabilidad de las personas desempleadas","971,16"
"TXAMIZO Y GASTRONOMIA SLL","Mejorar la empleabilidad de las personas desempleadas","963,33"
"TXARRI TXIKI, S.L.","Mejorar la empleabilidad de las personas desempleadas","680,02"
"TXARRIDUNA SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"TXARTURI GARRAIOAK SL","Mejorar la empleabilidad de las personas desempleadas","533,36"
"TXARUT SL","Mejorar la empleabilidad de las personas desempleadas","5.357,41"
"TXAZA CB","Mejorar la empleabilidad de las personas desempleadas","196,57"
"TXE AYMAT SL","Mejorar la empleabilidad de las personas desempleadas","478,08"
"TXEMA RESTAURANTES SL","Mejorar la empleabilidad de las personas desempleadas","4.598,12"
"TXERTUETA, S.L.","Mejorar la empleabilidad de las personas desempleadas","134,26"
"TXESPI HOSTELERIA, SL","Mejorar la empleabilidad de las personas desempleadas","69,93"
"TXIBILI MONTAJES ELECTRICOS SL","Mejorar la empleabilidad de las personas desempleadas","973,38"
"TXIFARACAS SL","Mejorar la empleabilidad de las personas desempleadas","75,00"
"TXIMELA SA","Mejorar la empleabilidad de las personas desempleadas","600,00"
"TXIMISTA SL","Mejorar la empleabilidad de las personas desempleadas","1.301,35"
"TXIMU BIDAIAK SL","Mejorar la empleabilidad de las personas desempleadas","283,32"
"TXINDORRA KONTSULTORIA, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.237,80"
"TXINGUDI AUTOMOCION SL","Mejorar la empleabilidad de las personas desempleadas","863,36"
"TXINGUDI SASKI BALOI KIROL ELKARTEA IRUN- HONDARRIBIA","Mejorar la empleabilidad de las personas desempleadas","450,00"
"TXIPI BILBO SL","Mejorar la empleabilidad de las personas desempleadas","813,22"
"TXIPINERO SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"TXIPITXUSKI RESTAURANTE Y BAR SL","Mejorar la empleabilidad de las personas desempleadas","28,32"
"TXORI GESTION DE ESCUELAS INFANTILES, S.L","Mejorar la empleabilidad de las personas desempleadas","2.691,54"
"TXT E-SOLUTIONS, SL","Mejorar la empleabilidad de las personas desempleadas","1.859,08"
"TXT ESTUDI D ARQUITECTURA, SL","Mejorar la empleabilidad de las personas desempleadas","1.500,00"
"TXT INGENIERIA, SL","Mejorar la empleabilidad de las personas desempleadas","715,35"
"TXUKUNAK CB","Mejorar la empleabilidad de las personas desempleadas","1.689,91"
"TXULESARTE, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.283,05"
"TXURDINAGA REFORMAS, SL","Mejorar la empleabilidad de las personas desempleadas","749,85"
"TXURRUT SCL","Mejorar la empleabilidad de las personas desempleadas","115,09"
"TXUS CALDERERIA Y CERRAJERIA 2003 SL","Mejorar la empleabilidad de las personas desempleadas","306,64"
"TXUS GANGOITI S.L.","Mejorar la empleabilidad de las personas desempleadas","99,17"
"TYB SA","Mejorar la empleabilidad de las personas desempleadas","7.122,30"
"TYC LA MATA, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.561,63"
"TYCO ELECTRONICS AMP ESPANA, SA","Mejorar la empleabilidad de las personas desempleadas","2.532,20"
"TYCO ELECTRONICS PRINTED CIRCUIT GROUP ESPANA SL","Mejorar la empleabilidad de las personas desempleadas","784,56"
"TYCO ELECTRONICS RAYCHEM SA","Mejorar la empleabilidad de las personas desempleadas","920,79"
"TYCSA CONSULTORES DE NEGOCIO, SL","Mejorar la empleabilidad de las personas desempleadas","475,40"
"TYD FORTUNA SL","Mejorar la empleabilidad de las personas desempleadas","1.826,64"
"TYK PUERTA AFRO-LATINA,S.L.","Mejorar la empleabilidad de las personas desempleadas","184,11"
"TYKHE SA","Mejorar la empleabilidad de las personas desempleadas","102,50"
"TYM ARAGON,S.L.","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"TYMYPLAC, S.L.","Mejorar la empleabilidad de las personas desempleadas","142,06"
"TYNSTALIA CENTRAL OFFICE SL","Mejorar la empleabilidad de las personas desempleadas","774,32"
"TYP SISTEMAS COMUNICACIONES, S.L.","Mejorar la empleabilidad de las personas desempleadas","2.650,00"
"TYPE TECHNOLOGIES SA","Mejorar la empleabilidad de las personas desempleadas","821,34"
"TYPEMAKER ESPANA SL","Mejorar la empleabilidad de las personas desempleadas","708,30"
"TYPHON MOBILE SL","Mejorar la empleabilidad de las personas desempleadas","437,69"
"TYR FLOTA, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.569,73"
"TYREPA COMERCIAL SL","Mejorar la empleabilidad de las personas desempleadas","276,21"
"TYROLIT SA","Mejorar la empleabilidad de las personas desempleadas","4.854,92"
"TYRVAL SL","Mejorar la empleabilidad de las personas desempleadas","375,53"
"TYSKLAND UND HAMMER, SL","Mejorar la empleabilidad de las personas desempleadas","568,88"
"TYSSA VIAJES SL","Mejorar la empleabilidad de las personas desempleadas","149,95"
"TYVE TECHNOLOGIES SL","Mejorar la empleabilidad de las personas desempleadas","170,00"
"TZCB SL UNIPERSONAL","Mejorar la empleabilidad de las personas desempleadas","2.415,49"
"U C H HIPOTECARIO SA","Mejorar la empleabilidad de las personas desempleadas","365,96"
"U D MONTSERRAT IGUALADA","Mejorar la empleabilidad de las personas desempleadas","646,34"
"U PROMS, SL","Mejorar la empleabilidad de las personas desempleadas","583,35"
"U T N CLIMATIZACION SL","Mejorar la empleabilidad de las personas desempleadas","136,88"
"U V E SA","Mejorar la empleabilidad de las personas desempleadas","5.276,17"
"U.D. BARRI SANTES CREUS","Mejorar la empleabilidad de las personas desempleadas","777,50"
"U.D.A. GRAMANET","Mejorar la empleabilidad de las personas desempleadas","969,93"
"U.D.R. SL","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"U.F.E.C. GESTIO SERVEIS, SL","Mejorar la empleabilidad de las personas desempleadas","255,00"
"U.G.L. UNION GENERAL DE LIMPIEZA, SL","Mejorar la empleabilidad de las personas desempleadas","3.970,02"
"U.K. IMPORTS SL","Mejorar la empleabilidad de las personas desempleadas","463,27"
"U.R.K. DE COMUNICACIONES SL","Mejorar la empleabilidad de las personas desempleadas","797,98"
"U.R.V., SL","Mejorar la empleabilidad de las personas desempleadas","689,41"
"U.T.C. COOP.V.","Mejorar la empleabilidad de las personas desempleadas","1.893,24"
"U.V.I DEL AUTOMOVIL S.L","Mejorar la empleabilidad de las personas desempleadas","301,42"
"U1ST SPORTS ANDALUCIA SL","Mejorar la empleabilidad de las personas desempleadas","1.152,13"
"U1ST SPORTS BASKET ESPANA SL","Mejorar la empleabilidad de las personas desempleadas","279,58"
"U1ST SPORTS MARKETING SL","Mejorar la empleabilidad de las personas desempleadas","3.166,17"
"U1ST SPORTS, S.A.","Mejorar la empleabilidad de las personas desempleadas","802,83"
"UALKENS SL","Mejorar la empleabilidad de las personas desempleadas","1.899,80"
"UAV NAVIGATION, S.L.","Mejorar la empleabilidad de las personas desempleadas","666,70"
"UBACH MUNNE Y ASOCIADOS, SL","Mejorar la empleabilidad de las personas desempleadas","2.582,89"
"UBALDO CENTRO FLAMENCO SL","Mejorar la empleabilidad de las personas desempleadas","1.009,28"
"UBALDO I VENTURA CONSTRUCCIONS, SL","Mejorar la empleabilidad de las personas desempleadas","393,33"
"UBECA SA","Mejorar la empleabilidad de las personas desempleadas","22,22"
"UBEDA DENTAL STUDIO,S.L.P.","Mejorar la empleabilidad de las personas desempleadas","774,18"
"UBEDA SERVICIOS INMOBILIARIOS SL","Mejorar la empleabilidad de las personas desempleadas","996,28"
"UBEDA SIMON SL","Mejorar la empleabilidad de las personas desempleadas","66,60"
"UBEDA SOLAR, S.L.","Mejorar la empleabilidad de las personas desempleadas","152,26"
"UBEDA-GUIRAU SL","Mejorar la empleabilidad de las personas desempleadas","526,63"
"UBEDANOVA SL","Mejorar la empleabilidad de las personas desempleadas","760,86"
"UBEGON GALICIA, S.L.","Mejorar la empleabilidad de las personas desempleadas","51,33"
"UBELDENTAL SL","Mejorar la empleabilidad de las personas desempleadas","295,69"
"UBELOR INFORMATICA S.L,","Mejorar la empleabilidad de las personas desempleadas","1.253,34"
"UBESOL SL","Mejorar la empleabilidad de las personas desempleadas","31.976,49"
"UBI SOCIETAS, SL","Mejorar la empleabilidad de las personas desempleadas","231,34"
"UBI VEGA, SL","Mejorar la empleabilidad de las personas desempleadas","1.276,64"
"UBICAR GALICIA,S.L","Mejorar la empleabilidad de las personas desempleadas","2.373,16"
"UBILIBET,S.L","Mejorar la empleabilidad de las personas desempleadas","184,45"
"UBILLOA SL","Mejorar la empleabilidad de las personas desempleadas","1.800,00"
"UBIOTEX ESPAÑA, S.L.","Mejorar la empleabilidad de las personas desempleadas","3.233,30"
"UBIPLAST SL","Mejorar la empleabilidad de las personas desempleadas","588,86"
"UBISOFT SA","Mejorar la empleabilidad de las personas desempleadas","1.807,29"
"UBK CORREDURIA DE SEGUROS Y REASEGUROS, SA","Mejorar la empleabilidad de las personas desempleadas","13.826,42"
"UBK PATRIMONIOS, SL","Mejorar la empleabilidad de las personas desempleadas","555,14"
"UBRICAR SL","Mejorar la empleabilidad de las personas desempleadas","500,00"
"UBS BAÑK, SA","Mejorar la empleabilidad de las personas desempleadas","3.208,50"
"UBS SECURITIES ESPANA SOCIEDAD DE VALORES SA","Mejorar la empleabilidad de las personas desempleadas","2.593,59"
"UCANCA NATURAL SL","Mejorar la empleabilidad de las personas desempleadas","1.447,86"
"UCAR BILBAO SL","Mejorar la empleabilidad de las personas desempleadas","2.403,44"
"UCAR HERMANOS SA","Mejorar la empleabilidad de las personas desempleadas","515,46"
"UCARD CARDIO SL","Mejorar la empleabilidad de las personas desempleadas","698,83"
"UCASA PREFABRICADOS SL","Mejorar la empleabilidad de las personas desempleadas","1.151,07"
"UCB CAST PROFIL SA","Mejorar la empleabilidad de las personas desempleadas","806,70"
"UCB PHARMA, SA","Mejorar la empleabilidad de las personas desempleadas","203,05"
"UCEDA APLICACIONES DE PINTURA SL","Mejorar la empleabilidad de las personas desempleadas","237,79"
"UCELAY RIVED Y UCELAY SANZ CB","Mejorar la empleabilidad de las personas desempleadas","212,49"
"UCEVILLA EBANISTAS SL","Mejorar la empleabilidad de las personas desempleadas","132,25"
"UCHA BELLON, FERNANDO, 000946253D, S.L.N.E.","Mejorar la empleabilidad de las personas desempleadas","2.199,96"
"UCHA Y NOVOA SL","Mejorar la empleabilidad de las personas desempleadas","66,67"
"UCIARCO CONSTRUCCIONES, S.L.","Mejorar la empleabilidad de las personas desempleadas","849,93"
"UCLES Y DOMINGUEZ SL","Mejorar la empleabilidad de las personas desempleadas","4.664,45"
"UCO SA POBLA, S.A.L.","Mejorar la empleabilidad de las personas desempleadas","115,64"
"UCOFORMA SA","Mejorar la empleabilidad de las personas desempleadas","424,98"
"UCOIN SL","Mejorar la empleabilidad de las personas desempleadas","2.501,55"
"UCOMA UBRIQUE DE MADERA SOCIEDAD COOP ANDALUZA","Mejorar la empleabilidad de las personas desempleadas","375,53"
"UCOMBA PELUQUERAS SL","Mejorar la empleabilidad de las personas desempleadas","432,05"
"UCONOR SCL","Mejorar la empleabilidad de las personas desempleadas","592,60"
"UCRAFARMA SA","Mejorar la empleabilidad de las personas desempleadas","1.272,58"
"UDAPI Y ASOCIADOS SL","Mejorar la empleabilidad de las personas desempleadas","11.187,42"
"UDECO REPRESENTACIONES SL","Mejorar la empleabilidad de las personas desempleadas","84,99"
"UDECRAM SL","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"UDESER SL","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
