BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO""SECRETARIA GENERAL DEL SEPECAM ( 
CONSEJERIA DE TRABAJO)","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","13.093.812,51"UNION REGIONAL CC. OO. CLM,Apoyo a la gestión de los programas operativos,"1.415.976,84"
