nombre_beneficiario,nombre_operacion,montante_concedido,t_montante_concedido,montante_pagado_final_operacion,t_montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,uri
Instituto Español de Comercio Exterior (ICEX) (MITC),CAMPAÑA DE COMUNICACIÓN EN REINO UNIDO - PHE,"56.675,58",56675.58,"56.675,58",56675.58,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CAMPAÑA DE COMUNICACIÓN EN FRANCIA - PHE,"25.897,32",25897.32,"25.897,32",25897.32,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CAMPAÑA PROMO PUBLIRREPORTAJE TECHNOLOGY REVIEW,"39.989,65",39989.65,"39.989,65",39989.65,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CPSM JAMÓN SERRANO FRANCIA 2007 (PC),"13.150,98",13150.98,"13.150,98",13150.98,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CPROM JAMÓN SERRANO ALEMANIA 2007(PU),"14.834,56",14834.56,"14.834,56",14834.56,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),EXP3-REINVENTANDO EL CALZADO-TOKIO-2007,"25.263,87",25263.87,"25.263,87",25263.87,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),ACEITUNA RUSIA 2007,"7.876,68",7876.68,"7.876,68",7876.68,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PSEC1-CLEMENTINAS - EEUU. 2007/2008 - INTERCITRUS,"9.429,29",9429.29,"9.429,29",9429.29,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),OAP3 CAMPAÑA COMUNICACIÓN-JAPÓN,"36.309,09",36309.09,"36.309,09",36309.09,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPO1 PRODEXPO 2008 - MOSCU (PI),"254,27",254.27,"254,27",254.27,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PGV RU 2007-FERIA IMPORT. Y BUSQ.DISTR. 2008 (PC),"8.684,26",8684.26,"8.684,26",8684.26,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PROVISION Y GESTION DE CONTENIDOS,"29.844,89",29844.89,"29.844,89",29844.89,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPINF3 - SPIELWARENMESSE 2008 - NUREMBERG,"3.134,75",3134.75,"3.134,75",3134.75,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPO2 - COLLECTION PREMIERE MOSCOW I - 2008,"134.898,49",134898.49,"134.898,49",134898.49,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),ACTIVIDADES COMUNICACIÓN REINO UNIDO - FAMO 2008,"1.717,33",1717.33,"1.717,33",1717.33,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PGV SUIZA 2008-PRESENTACIÓN DIA DEL VINO 2008 (PI),"1.965,14",1965.14,"1.965,14",1965.14,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPINF(2) - ALA 2008,"5.125,53",5125.53,"5.125,53",5125.53,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPINF(2) - BEA 2008,"29.029,84",29029.84,"29.029,84",29029.84,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPO3 MOSBUILD 2008 - MOSCU - RUSIA,"3.657,73",3657.73,"3.657,73",3657.73,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPINF (2) MIPCOM'08 - CANNES,"7.720,68",7720.68,"7.720,68",7720.68,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PGV2 JAPON 2008 - AGENCIA DE VINOS 2008 (PU),"1.041,91",1041.91,"1.041,91",1041.91,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PGA EEUU PROGRAMA SPANISH PANTRY 2008 (PI),"8.778,01",8778.01,"8.778,01",8778.01,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),MEDPRO REVISTA FOODS FROM SPAIN NEWS 2008 (PI),"10.275,26",10275.26,"10.275,26",10275.26,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPO3 - COLLECTION PREMIERE MOSCOW I - 2008,"13.554,78",13554.78,"13.554,78",13554.78,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),OAP- VIAJE FERIA BREAD&BUTTER - ENERO 08 - TOKIO,"1.148,06",1148.06,"1.148,06",1148.06,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CPROM-PCOM RUSIA - CALZADO - 2008,"14.156,37",14156.37,"14.156,37",14156.37,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CPROM-PCOM ESTADOS UNIDOS - CALZADO - 2008,"26.267,55",26267.55,"26.267,55",26267.55,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),FPO6 FOODEX 2008-TOKIO (PC),"1.416,12",1416.12,"1.416,12",1416.12,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/%283635%29MD26.pdf
