"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO"
"ERCISA-AZAFATAS ERCILLA SA","Mejorar la empleabilidad de las personas desempleadas","808,41"
"ERCOAR ELECTRICIDAD SL","Mejorar la empleabilidad de las personas desempleadas","1.090,00"
"ERCOASTUR, S.L.","Mejorar la empleabilidad de las personas desempleadas","394,24"
"ERCOCOR SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ERCOSAM MONTAJES, S.L.","Mejorar la empleabilidad de las personas desempleadas","251,07"
"ERCROS INDUSTRIAL, SA","Mejorar la empleabilidad de las personas desempleadas","8.478,98"
"ERDAHOGAR ANDALUCIA SL (EN CONSTITUCION)","Mejorar la empleabilidad de las personas desempleadas","1.266,45"
"ERDIKUA, S.L.","Mejorar la empleabilidad de las personas desempleadas","2.323,20"
"ERDOCIAIN ELVIRA MA Y ERDOCIAIN ELVIRA R","Mejorar la empleabilidad de las personas desempleadas","262,07"
"ERE SERVICIOS JURIDICOS SL","Mejorar la empleabilidad de las personas desempleadas","2.277,09"
"EREAGA CATERING SL","Mejorar la empleabilidad de las personas desempleadas","730,76"
"EREBUIN, SL","Mejorar la empleabilidad de las personas desempleadas","46,62"
"ERECO AMBIENTAL,S.L.","Mejorar la empleabilidad de las personas desempleadas","3.073,24"
"ERECO LA CORUNA 2000 S.L","Mejorar la empleabilidad de las personas desempleadas","1.000,00"
"EREDE CANARIAS S.L.","Mejorar la empleabilidad de las personas desempleadas","633,30"
"EREIKI XXI SL","Mejorar la empleabilidad de las personas desempleadas","613,35"
"EREITEN KULTUR ZERBITZUAK SLL","Mejorar la empleabilidad de las personas desempleadas","495,81"
"EREKA INTERMEDIACIONES, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"EREMO SISTEMAS ENERGETICOS, S.L.","Mejorar la empleabilidad de las personas desempleadas","512,30"
"EREMU SA","Mejorar la empleabilidad de las personas desempleadas","200,09"
"ERES RELOCATION SPAIN, S.L","Mejorar la empleabilidad de las personas desempleadas","4.067,03"
"ERESA AUTOCLIMA SL","Mejorar la empleabilidad de las personas desempleadas","811,00"
"ERESA MEDICAL, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.526,64"
"ERESOL RENOVABLES, S.L.","Mejorar la empleabilidad de las personas desempleadas","348,18"
"ERFOLG SICHER, SL","Mejorar la empleabilidad de las personas desempleadas","203,05"
