"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO"
"IRUNA OCASION SL","Mejorar la empleabilidad de las personas desempleadas","519,88"
"IRUNA RALLYE SPORT,S.L","Mejorar la empleabilidad de las personas desempleadas","3.357,30"
"IRUNA RECAMBIOS DE FRENOS,S.L.","Mejorar la empleabilidad de las personas desempleadas","5.699,50"
"IRUNA SA","Mejorar la empleabilidad de las personas desempleadas","6.846,55"
"IRUNA SERVICIOS DE FORMACION VIAL SL","Mejorar la empleabilidad de las personas desempleadas","1.574,72"
"IRUNA TECNOLOGIAS DE AUTOMATIZACION SL","Mejorar la empleabilidad de las personas desempleadas","895,57"
"IRUNA TODOTEL SL","Mejorar la empleabilidad de las personas desempleadas","1.677,36"
"IRUNA WORLWIDE SL","Mejorar la empleabilidad de las personas desempleadas","224,36"
"IRUNALAC SL","Mejorar la empleabilidad de las personas desempleadas","2.050,87"
"IRUNATEX, S.L.","Mejorar la empleabilidad de las personas desempleadas","4.295,72"
"IRUNBOL S.L.","Mejorar la empleabilidad de las personas desempleadas","1.779,92"
"IRUN-TIR SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"IRURA URDAITEGIA SL","Mejorar la empleabilidad de las personas desempleadas","1.453,28"
"IRURENA IRUNEA SL","Mejorar la empleabilidad de las personas desempleadas","323,31"
"IRUSERVI,S.L.","Mejorar la empleabilidad de las personas desempleadas","346,60"
"IRUSTA-GAIN SL","Mejorar la empleabilidad de las personas desempleadas","670,00"
"IRUTARRAK, S.L.","Mejorar la empleabilidad de las personas desempleadas","36,63"
"IRUVISA, SA","Mejorar la empleabilidad de las personas desempleadas","609,89"
"IRVIA MANTENIMIENTO FERROVIARIO,S.A.","Mejorar la empleabilidad de las personas desempleadas","137,50"
"IRVON , SL","Mejorar la empleabilidad de las personas desempleadas","1.828,14"
"IRWELL MARKETING, SL","Mejorar la empleabilidad de las personas desempleadas","5.237,43"
"ISYRA PUBLICIDAD SL","Mejorar la empleabilidad de las personas desempleadas","100,00"
"IS21 INGENIERIA Y SERVICIOS GIJON SL","Mejorar la empleabilidad de las personas desempleadas","1.619,98"
"ISA CUATRO CB","Mejorar la empleabilidad de las personas desempleadas","2,22"
"ISABAL 96, SL","Mejorar la empleabilidad de las personas desempleadas","119,88"
"ISABAL-MARIMON, SL","Mejorar la empleabilidad de las personas desempleadas","70,83"
"ISABEL AGUADO ARTESANIA SL","Mejorar la empleabilidad de las personas desempleadas","2.869,59"
"ISABEL BB S, SL","Mejorar la empleabilidad de las personas desempleadas","400,00"
"ISABEL CABANILLAS, SA","Mejorar la empleabilidad de las personas desempleadas","1.653,33"
"ISABEL COSTURA NUPCIAL, SL","Mejorar la empleabilidad de las personas desempleadas","1.425,00"
"ISABEL CURRAS SL","Mejorar la empleabilidad de las personas desempleadas","1.243,33"
"ISABEL E INES GALAN, COM.B.","Mejorar la empleabilidad de las personas desempleadas","2.313,91"
"ISABEL GARCIA MIRANDA, S.L.UNIP.","Mejorar la empleabilidad de las personas desempleadas","13,33"
"ISABEL GIMENEZ BARQUERO Y OTROS CB","Mejorar la empleabilidad de las personas desempleadas","33,30"
"ISABEL GONZALEZ TORREGROSA E HIJOS, SL","Mejorar la empleabilidad de las personas desempleadas","89,13"
"ISABEL JIMENEZ PIEDRAS SEMIPRECIOSAS, S.L.","Mejorar la empleabilidad de las personas desempleadas","537,69"
"ISABEL LACAVE GRUPO ASESOR SL","Mejorar la empleabilidad de las personas desempleadas","2.204,69"
"ISABEL LOPEZ GARCIA Y CLAUDIO JESUS GARC JARA CB","Mejorar la empleabilidad de las personas desempleadas","47,77"
"ISABEL MARIA MECA RUIZ Y MARIA LUISA MUNERA SANCHEZ,C.B","Mejorar la empleabilidad de las personas desempleadas","653,96"
"ISABEL MESQUIDA SL","Mejorar la empleabilidad de las personas desempleadas","246,85"
"ISABEL MOREJON DEL VALLE Y SUSANA RAMOS ORTEGA -C.B.","Mejorar la empleabilidad de las personas desempleadas","531,20"
"ISABEL MORENO Y MIRIAN CARAVACA,COM.B.","Mejorar la empleabilidad de las personas desempleadas","195,94"
"ISABEL OTERO SL","Mejorar la empleabilidad de las personas desempleadas","86,75"
"ISABEL REDONDO SL","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"ISABEL SANCHEZ DE IBARGNEN SL","Mejorar la empleabilidad de las personas desempleadas","266,79"
"ISABEL SANCHIS SL","Mejorar la empleabilidad de las personas desempleadas","3.893,64"
"ISABEL Y MARIA LUISA S.L.","Mejorar la empleabilidad de las personas desempleadas","1.444,89"
"ISABEL Y MN CRUZ CB","Mejorar la empleabilidad de las personas desempleadas","509,97"
"ISABELIA INNOVAX, S.L.","Mejorar la empleabilidad de las personas desempleadas","358,87"
"ISABERI SL","Mejorar la empleabilidad de las personas desempleadas","2.079,25"
"ISABRI SA","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ISAC ARTES GRAFICAS SL","Mejorar la empleabilidad de las personas desempleadas","544,57"
"ISACH Y GARCIA ASESORES SL","Mejorar la empleabilidad de las personas desempleadas","1.102,50"
"ISACH SIMON FRANCISCO IGNACIO 000412450F S.L.N.E.","Mejorar la empleabilidad de las personas desempleadas","1.217,08"
"ISACOPE S COOP V","Mejorar la empleabilidad de las personas desempleadas","416,55"
"ISADDORA PATRIMONIAL, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.506,20"
"ISADENTENT SL","Mejorar la empleabilidad de las personas desempleadas","351,76"
"ISAFA SOLUTIONS,S.L.","Mejorar la empleabilidad de las personas desempleadas","666,70"
"ISAGE,SERVICIOS INTEGRALES S.L.","Mejorar la empleabilidad de las personas desempleadas","1.267,83"
"ISAGEMA SA","Mejorar la empleabilidad de las personas desempleadas","750,78"
"ISAGLOME SL","Mejorar la empleabilidad de las personas desempleadas","96,22"
"ISAGRAF, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.746,14"
"ISAGRI SL","Mejorar la empleabilidad de las personas desempleadas","3.828,61"
"ISAIAS PELUQUEROS SL","Mejorar la empleabilidad de las personas desempleadas","350,00"
"ISAIAS PEREZ CONSULTORES, S.L. PROFESIONAL UNIPERSONAL","Mejorar la empleabilidad de las personas desempleadas","139,27"
"ISAL 2000, SL","Mejorar la empleabilidad de las personas desempleadas","1.046,67"
"ISAMAR PA, SL","Mejorar la empleabilidad de las personas desempleadas","1.266,56"
"ISAMARO SL","Mejorar la empleabilidad de las personas desempleadas","765,00"
"ISAMIN, SL","Mejorar la empleabilidad de las personas desempleadas","639,21"
"ISAMOL GRAFICAS, SL","Mejorar la empleabilidad de las personas desempleadas","1.350,75"
"ISAMOR GROUP XXI, SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ISANIMAR SEGURIDAD, S.L.","Mejorar la empleabilidad de las personas desempleadas","277,50"
"ISANSOLE, SL","Mejorar la empleabilidad de las personas desempleadas","337,43"
"ISAPA,S.L.","Mejorar la empleabilidad de las personas desempleadas","300,00"
"ISAPAL QUIMICAS, S.L.L.","Mejorar la empleabilidad de las personas desempleadas","200,00"
"ISARDSAT, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.567,67"
"ISASMENDI, SL","Mejorar la empleabilidad de las personas desempleadas","1.506,66"
"ISASTUR SERVICIOS, SL","Mejorar la empleabilidad de las personas desempleadas","145,81"
"ISATEL GASTEIZ, SL","Mejorar la empleabilidad de las personas desempleadas","266,67"
"ISATIS FERMA, S.L.","Mejorar la empleabilidad de las personas desempleadas","618,58"
"ISATIS INVERSIONES SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ISBA Y COMPRARCASA SL","Mejorar la empleabilidad de las personas desempleadas","500,00"
"ISBAMA PORT, SL","Mejorar la empleabilidad de las personas desempleadas","2.515,10"
"ISBEL CB","Mejorar la empleabilidad de las personas desempleadas","396,63"
"ISBILIA ASESORES EMPRESARIALES SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ISBUT ESTUDIO 3 SL","Mejorar la empleabilidad de las personas desempleadas","1.266,73"
"ISBYLIA FLOWERS S.L.U.","Mejorar la empleabilidad de las personas desempleadas","141,66"
"ISC INGENIERIA DE SISTEMAS Y COMUNICACIONES SL","Mejorar la empleabilidad de las personas desempleadas","1.266,73"
"ISCAN TRANSPORTES SOCIO SANITARIOS SL","Mejorar la empleabilidad de las personas desempleadas","1.003,23"
"ISCAR IBERICA SA","Mejorar la empleabilidad de las personas desempleadas","115,51"
"ISCAR SOL NC, S.L.","Mejorar la empleabilidad de las personas desempleadas","979,94"
"ISCECO SL","Mejorar la empleabilidad de las personas desempleadas","43,29"
"ISCOM SERVICIOS INTEGRALES,S.L.","Mejorar la empleabilidad de las personas desempleadas","100,00"
"ISDE ARAGON SL","Mejorar la empleabilidad de las personas desempleadas","528,85"
"ISDE ING SL","Mejorar la empleabilidad de las personas desempleadas","857,50"
"ISDER-10 SL","Mejorar la empleabilidad de las personas desempleadas","31,86"
"ISDIN SA","Mejorar la empleabilidad de las personas desempleadas","1.716,48"
"ISECO SISTEMAS SL","Mejorar la empleabilidad de las personas desempleadas","451,87"
"ISEIN SL","Mejorar la empleabilidad de las personas desempleadas","409,89"
"ISELMA TORRIJOS SL","Mejorar la empleabilidad de las personas desempleadas","217,79"
"ISEMPABE SLL","Mejorar la empleabilidad de las personas desempleadas","193,58"
"ISERN CANADELL, SL","Mejorar la empleabilidad de las personas desempleadas","500,00"
"ISERN, SA","Mejorar la empleabilidad de las personas desempleadas","1.037,64"
"ISERTEC-ACR SL","Mejorar la empleabilidad de las personas desempleadas","1.112,62"
"ISERTIA COMUNICACION CORPORATIVA, S.L","Mejorar la empleabilidad de las personas desempleadas","1.114,37"
"ISEVAL SL","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"ISFERE SL","Mejorar la empleabilidad de las personas desempleadas","3.171,87"
"ISGAG SERVEIS A LA CONSTRUCCIO,S.L.","Mejorar la empleabilidad de las personas desempleadas","3.608,78"
"ISHIMI Y BAQUEDANO VETERINARIOS SL","Mejorar la empleabilidad de las personas desempleadas","427,31"
"ISI CONDAL, SL","Mejorar la empleabilidad de las personas desempleadas","3.133,43"
"ISI MODA SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ISIDORO BLAZQUEZ SA","Mejorar la empleabilidad de las personas desempleadas","1.779,92"
"ISIDORO CARDENO CHAPARRO CB","Mejorar la empleabilidad de las personas desempleadas","1.336,63"
"ISIDORO GALVEZ, SL","Mejorar la empleabilidad de las personas desempleadas","324,48"
"ISIDORO MARQUES GIL, SL","Mejorar la empleabilidad de las personas desempleadas","263,27"
"ISIDORO RIOJA E HIJOS SL","Mejorar la empleabilidad de las personas desempleadas","1.057,70"
"ISIDORO SALDANA GIMENEZ SL","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"ISIDRO FERRER DIVISION COCINAS S.L.","Mejorar la empleabilidad de las personas desempleadas","1.059,94"
"ISIDRO PEREZ AUDIOPROTESICO, S,L.","Mejorar la empleabilidad de las personas desempleadas","1.274,94"
"ISIDRO ROSARIO DURAN Y GEMMA MARTINEZ SANCHEZ, C.B.","Mejorar la empleabilidad de las personas desempleadas","624,45"
"ISIFROR S.L.","Mejorar la empleabilidad de las personas desempleadas","1.097,85"
"ISIHARA SCIENTIFIC SL","Mejorar la empleabilidad de las personas desempleadas","1.009,28"
"ISIMAT INGENIERIA,S.L.","Mejorar la empleabilidad de las personas desempleadas","242,12"
"ISIMOBEL,S.L.","Mejorar la empleabilidad de las personas desempleadas","77,91"
"ISIRED COMERCIAL ESPANA, S.L.","Mejorar la empleabilidad de las personas desempleadas","169,98"
"ISIS ASESORA SL","Mejorar la empleabilidad de las personas desempleadas","885,02"
"ISIS EDICIONES Y DISTRIBUCIONES S.L.","Mejorar la empleabilidad de las personas desempleadas","1.262,22"
"ISIS HOSTELERIA, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.726,98"
"ISIS SPORT XXI SL","Mejorar la empleabilidad de las personas desempleadas","2.718,71"
"ISIS SUN, SL","Mejorar la empleabilidad de las personas desempleadas","1.128,50"
"ISFRA SL","Mejorar la empleabilidad de las personas desempleadas","1.133,39"
"ISFYO INGENIERIA, S.L.","Mejorar la empleabilidad de las personas desempleadas","1.472,35"
"ISLA ABADIA VICTOR J. E IZCO IBARROLA JAVIER","Mejorar la empleabilidad de las personas desempleadas","362,21"
"ISLA ACUARELA,S.L.","Mejorar la empleabilidad de las personas desempleadas","1.000,00"
"ISLA AMIGA SL","Mejorar la empleabilidad de las personas desempleadas","103,87"
"ISLA AZUL PELUQUEROS, SL","Mejorar la empleabilidad de las personas desempleadas","18,89"
"ISLA CHOCOLATE SL","Mejorar la empleabilidad de las personas desempleadas","205,38"
"ISLA COCINA SA","Mejorar la empleabilidad de las personas desempleadas","415,51"
"ISLA DE CAPRI SL","Mejorar la empleabilidad de las personas desempleadas","830,77"
"ISLA DE LOTO SA","Mejorar la empleabilidad de las personas desempleadas","1.345,77"
"ISLA DE SAN LORENZO SL","Mejorar la empleabilidad de las personas desempleadas","5.515,64"
"ISLA DEL AIRE TIERRA Y MAR SL","Mejorar la empleabilidad de las personas desempleadas","991,62"
"ISLA DEL PARAISO 2.000 SL","Mejorar la empleabilidad de las personas desempleadas","3.478,94"
"ISLA DEL PINAR RESORT SA","Mejorar la empleabilidad de las personas desempleadas","6.418,19"
"ISLA GOLF INVERSIONES,S.L.","Mejorar la empleabilidad de las personas desempleadas","167,63"
"ISLA MARGARITA, SL","Mejorar la empleabilidad de las personas desempleadas","436,74"
"ISLA MARINA DE LOS REYES SL","Mejorar la empleabilidad de las personas desempleadas","2.143,29"
"ISLA MEDINA SA","Mejorar la empleabilidad de las personas desempleadas","1.785,56"
"ISLA MORENA SL","Mejorar la empleabilidad de las personas desempleadas","816,89"
"ISLA SAONA, S.L.","Mejorar la empleabilidad de las personas desempleadas","212,48"
"ISLA SOFT SL","Mejorar la empleabilidad de las personas desempleadas","637,70"
"ISLA TARIFASL","Mejorar la empleabilidad de las personas desempleadas","1.532,24"
"ISLA VERDE JARDINERIA Y SERVICIOS, SL","Mejorar la empleabilidad de las personas desempleadas","2.285,68"
"ISLA VERDE OBRAS Y SERVICIOS SL","Mejorar la empleabilidad de las personas desempleadas","1.785,26"
"ISLACREATIVA CONSULTING SL","Mejorar la empleabilidad de las personas desempleadas","637,47"
"ISLAND CONNECTIONS SL","Mejorar la empleabilidad de las personas desempleadas","400,00"
"ISLAND KNOWLEDGE ON SETTLEMENT, SL","Mejorar la empleabilidad de las personas desempleadas","1.889,98"
"ISLAND TRADING COMPANY SA UNIPERSONAL","Mejorar la empleabilidad de las personas desempleadas","819,25"
"ISLANTICA S.L.U.","Mejorar la empleabilidad de las personas desempleadas","186,47"
"ISLANTILLA GOLF RESORT, SL","Mejorar la empleabilidad de las personas desempleadas","2.641,38"
"ISLANTILLA OASIS HOTEL SA","Mejorar la empleabilidad de las personas desempleadas","6.195,81"
"ISLAS AIRWAYS SA","Mejorar la empleabilidad de las personas desempleadas","242,19"
"ISLAS HELICOPTERS, SLNE","Mejorar la empleabilidad de las personas desempleadas","148,72"
"ISLAS MONTAJES Y TALLERES","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","35.623,26"
"ISLAS NATURA 07 SA","Mejorar la empleabilidad de las personas desempleadas","13.580,70"
"ISLAVISION RENT, S.L.","Mejorar la empleabilidad de las personas desempleadas","456,66"
"ISLAYA CONSULTORIA AMBIENTAL SL","Mejorar la empleabilidad de las personas desempleadas","701,19"
"ISLENA DE MOTORES SL","Mejorar la empleabilidad de las personas desempleadas","2.597,75"
"ISLENA DE PREVENCION LABORAL SL","Mejorar la empleabilidad de las personas desempleadas","2.241,28"
"ISLENA MARITIMA DE CONTENEDORES SA","Mejorar la empleabilidad de las personas desempleadas","898,09"
"ISMA 2000 SL","Mejorar la empleabilidad de las personas desempleadas","389,81"
"ISMA C.B.","Mejorar la empleabilidad de las personas desempleadas","783,25"
"ISMAEL ALBERO SA","Mejorar la empleabilidad de las personas desempleadas","1.399,80"
"ISMAEL ANDRES SA","Mejorar la empleabilidad de las personas desempleadas","918,40"
"ISMAEL CAFE Y COPAS SL","Mejorar la empleabilidad de las personas desempleadas","1.348,87"
"ISMAEL DORADO SL","Mejorar la empleabilidad de las personas desempleadas","28,32"
"ISMAEL MONTOLIU VILLANUEVA CB","Mejorar la empleabilidad de las personas desempleadas","996,87"
"ISMAEL QUESADA SA","Mejorar la empleabilidad de las personas desempleadas","1.093,24"
"ISMAEL SANCHEZ MAESTRO Y PEDRO ESTEBAN ROMANIEGA","Mejorar la empleabilidad de las personas desempleadas","372,60"
"ISMAEL SANCHEZ SL","Mejorar la empleabilidad de las personas desempleadas","212,49"
"ISMAEL TELLO SA","Mejorar la empleabilidad de las personas desempleadas","3.036,77"
"ISMAEL TOLEDANO PROMOCIONES SL","Mejorar la empleabilidad de las personas desempleadas","3.039,86"
"ISMAFET SL","Mejorar la empleabilidad de las personas desempleadas","515,58"
"ISMANU BDN 2007,S.L.","Mejorar la empleabilidad de las personas desempleadas","828,06"
"ISMAR CB","Mejorar la empleabilidad de las personas desempleadas","1.024,66"
"ISMARMOTO S.L.","Mejorar la empleabilidad de las personas desempleadas","996,57"
"ISMAT SISTEMAS, S.L.","Mejorar la empleabilidad de las personas desempleadas","133,30"
"ISMIK SA","Mejorar la empleabilidad de las personas desempleadas","1.345,74"
"ISNA, SA","Mejorar la empleabilidad de las personas desempleadas","1.579,50"
"ISNAC SL","Mejorar la empleabilidad de las personas desempleadas","3.743,51"
"ISNAMA OOH LA LA S.L.","Mejorar la empleabilidad de las personas desempleadas","136,94"
"ISNOR SA","Mejorar la empleabilidad de las personas desempleadas","351,76"
"ISO PLUS, SL","Mejorar la empleabilidad de las personas desempleadas","564,32"
"ISOCAR SL","Mejorar la empleabilidad de las personas desempleadas","118,60"
"ISOCARNE SL","Mejorar la empleabilidad de las personas desempleadas","25,96"
"ISOCARR ARBUCIES, SLL","Mejorar la empleabilidad de las personas desempleadas","1.022,96"
"ISOCLIMA INSTALACIONES, S.L.","Mejorar la empleabilidad de las personas desempleadas","363,59"
"ISOCLIMA PROYECTOS E INSTALACIONES, SL","Mejorar la empleabilidad de las personas desempleadas","1.466,61"
"ISOCONFORT SL","Mejorar la empleabilidad de las personas desempleadas","1.566,67"
"ISO-EXPERTISE ESPANA SL","Mejorar la empleabilidad de las personas desempleadas","2.926,55"
"ISOFOTON SA","Mejorar la empleabilidad de las personas desempleadas","7.043,35"
"ISOFT SANIDAD, SA","Mejorar la empleabilidad de las personas desempleadas","4.709,89"
"ISOGENERA SL","Mejorar la empleabilidad de las personas desempleadas","264,43"
"ISO-GEST RECURSOS EMPRESARIALES,S.L.","Mejorar la empleabilidad de las personas desempleadas","577,24"
"ISOGOM SISTEMAS, SL","Mejorar la empleabilidad de las personas desempleadas","659,94"
"ISOGONA, SL","Mejorar la empleabilidad de las personas desempleadas","3.613,12"
"ISOGRAFICA IMAGEN, S.L.N.E.","Mejorar la empleabilidad de las personas desempleadas","597,74"
"ISO-INSTAL.LACIONS, SL","Mejorar la empleabilidad de las personas desempleadas","1.855,60"
"ISO-JAVA SL","Mejorar la empleabilidad de las personas desempleadas","247,90"
"ISOLA VENTO S.L","Mejorar la empleabilidad de las personas desempleadas","1.067,14"
"ISOLACK SA","Mejorar la empleabilidad de las personas desempleadas","891,13"
"ISOLANA FUNDACION PRIVADA, PROTECCION SOSTENIBLE DEL ME","Mejorar la empleabilidad de las personas desempleadas","331,06"
"ISOLINO Y JESUS CB GROVE","Mejorar la empleabilidad de las personas desempleadas","184,16"
"ISOLURO, SL","Mejorar la empleabilidad de las personas desempleadas","119,88"
"ISOLUX INGENIERIA, S.A.","Mejorar la empleabilidad de las personas desempleadas","524,98"
"ISOLUZ GUADARRAMA SL","Mejorar la empleabilidad de las personas desempleadas","632,72"
"ISOM ERIC SL","Mejorar la empleabilidad de las personas desempleadas","1.109,99"
"ISOMAB CONSULTORES SL","Mejorar la empleabilidad de las personas desempleadas","1.080,53"
"ISOMED SL","Mejorar la empleabilidad de las personas desempleadas","1.432,29"
"ISONA, IMATGE 1 PROTECCIO, S.L.","Mejorar la empleabilidad de las personas desempleadas","2.370,41"
"ISONELL, SL UNIPERSONAL","Mejorar la empleabilidad de las personas desempleadas","4.419,04"
"ISONER PRINCIPADO SL","Mejorar la empleabilidad de las personas desempleadas","1.046,82"
"ISOPAN IBERICA, SL","Mejorar la empleabilidad de las personas desempleadas","296,57"
"ISOPRACTIC, SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ISOPREVENT S.L","Mejorar la empleabilidad de las personas desempleadas","1.200,00"
"ISOQUIMEN, SL","Mejorar la empleabilidad de las personas desempleadas","5.456,15"
"ISOR PAPELERIA, SL","Mejorar la empleabilidad de las personas desempleadas","95,53"
"ISOTERMICA SL","Mejorar la empleabilidad de las personas desempleadas","1.900,00"
"ISOTROL PROGRAMACION Y DESARROLLOS TECNOLOGICOS SL","Mejorar la empleabilidad de las personas desempleadas","8.338,60"
"ISOTROL SA","Mejorar la empleabilidad de las personas desempleadas","7.810,35"
"ISOTUBI, SL","Mejorar la empleabilidad de las personas desempleadas","1.676,59"
"ISOVOLTA SA","Mejorar la empleabilidad de las personas desempleadas","1.264,44"
"ISOWAT MADE, S.L.","Mejorar la empleabilidad de las personas desempleadas","233,31"
"ISOWEAN CASTAN CASTRILLO; SL","Mejorar la empleabilidad de las personas desempleadas","36,63"
"ISP.ES, COMUNICACIONS, SL","Mejorar la empleabilidad de las personas desempleadas","423,22"
"ISPACOR JOYA SL","Mejorar la empleabilidad de las personas desempleadas","4.001,57"
"ISRACAT, SL","Mejorar la empleabilidad de las personas desempleadas","359,94"
"ISS FACILITY SERVICES MANTENIMIENT Y GEST INTEGRAL S.L.","Mejorar la empleabilidad de las personas desempleadas","35,41"
"ISS FACILITY SERVICES S.A.","Mejorar la empleabilidad de las personas desempleadas","141.941,43"
"ISS HIGIENE AMBIENTAL 3D, SA","Mejorar la empleabilidad de las personas desempleadas","2.816,96"
"ISS SALUD Y SERVICIOS SOCIOSANITARIOS, SA","Mejorar la empleabilidad de las personas desempleadas","120,00"
"ISS SERVICIOS AUXILIARES Y COMPLEMENTARIOS DE OFICINAS,","Mejorar la empleabilidad de las personas desempleadas","1.216,57"
"ISS SOLUCIONES DE JARDINERIA, SA","Mejorar la empleabilidad de las personas desempleadas","15.317,66"
"ISS SOLUCIONES DE LOGISTICA Y OUTSOURCING, S.L.","Mejorar la empleabilidad de las personas desempleadas","106,23"
