BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
SLICOR SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SNACKS DE VALENCIA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","11.870,35"
SOCIEDAD CANINA DE VALENCIA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"SOCIPHONE,S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SOCOLTIE COOP VALENCIANA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.344,73"
"SOGAR PUERTAS METALICAS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SOGORBMAC SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"SOLADOS BELTRAN-MELIANA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SOLDENE SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","768,00"
SOLUCIONES A MEDIDA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.000,00"
SOLUPLAC VALENCIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.000,00"
SONIA & SARI CARNISSERIA SLUNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SOPORTES TECNOMECANICOS VALENCIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
SORICASTEL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"SORRIBA MANTENIMIENTO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"SOSCLIMAN MEDITERRANEO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"SOTO-CENTER, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
SPACIO INGENIERIA SLU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SPAMEX COMUNICACION SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SPECIALLY FOR YOU SLU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"SPIRE FASHION GROUP 9, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","15.000,00"
STI FOODS & LOGISTIC ESPAÑA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"STIRPARO IBERICA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"STUDIO FITNESS SPORT, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
STYLE MEKKA SL UNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"SUAREZ CONSULTORES CORREDURIA DE 
SEGUROS SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
"SUAVIZANTES Y PLASTIFICANTES 
BITUMINOSOS SL","Desarrollo de Servicios específicos de empleo, formación y apoyo en sectores y empresas 
en reestructuración","6.000,00"
"SUAVIZANTES Y PLASTIFICANTES 
BITUMINOSOS SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SUCESORES DE FRANCISCO MONROY SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
SUCESORES DE NARCISO CHIVA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SUELPU SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
SUEPIME ASSESSORS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SUMEDEX SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","13.750,00"
SUMINISTROS ALGEMESI SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
"SUMINISTROS DE OFICINA OFICOMP, S.L.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"SUMINISTROS INDUSTRIALES TODOMADERA 
SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SUMINISTROS M-SOLER LEVANTE SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SUMMUM TORRENT SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
SUPERCARRETERO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SUPERCOR SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","695,92"
SUPERCOR SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.512,33"
SUPERCOR SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.799,33"
SUPERMERCADO ROSMARBE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SUPRASOFT SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SURESTE PRODUCTOS HOSTELEROS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SYSTEM ESPAÑA SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
SYVILA ESTILISTAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","15.000,00"
T. C. DUO CALZADOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
T.H.P. CERRAJEROS SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
TABLEROS GRAMAJE SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","937,50"
TALHER SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
TALLERES AGUSTIN CATALA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
TALLERES ALMARCHA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TALLERES ANTONIO VICENTE SL,Favorecer la integración social y laboral de las personas inmigrantes,"6.000,00"
"TALLERES AUTO RASA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TALLERES BAIREN SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"TALLERES EL SALT, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.000,00"
TALLERES FORO SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
TALLERES JOSE ANICETO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TALLERES JOSE SOGORB SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.000,00"
TALLERES JUAN SEGOVIA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
TALLERES JUVISA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TALLERES LUARTO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.943,21"
"TALLERES MELLADO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
TALLERES POHUER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
TALLERES POHUER SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.000,00"
TALLERES ROGAUTO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
TALLERS SANCHEZ I MORELLO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
TANATORIOS LA HOYA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
"TAPIA SUMINISTROS INDUSTRIALES, SLL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
TAPIDECOR A ALOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.000,00"
TAPILUX SDAD COOP VALENCIANA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"TAPIZAVI, SL UNIPERSONAL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.750,00"
TEC.HUMANO ECONOM.DE ORG. SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
TECNIFICACION DE OFICINAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TECNIGRUP DE LA PLANA SLU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"TECNO ADORNOS DE SURESTE SL EN 
CONSTITUCION","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TECNO CAUCHO SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
TECNO-AGUA ILICITANA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TECNOFRUTA LEVANTE SL,"Desarrollo de Servicios específicos de empleo, formación y apoyo en sectores y empresas 
en reestructuración","6.000,00"
TECNOFRUTA LEVANTE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TECNOLOGIA DE LIMPIEZA AMBIENTAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
TECNOMAVI SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
TELE ELDA SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
TELE PIZZA SA,Favorecer la integración social y laboral de las personas inmigrantes,"3.000,00"
TELECOMARCA SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.000,00"
"TELECOMUNICACION DE LEVANTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","44.500,00"
TELECOMUNICACIONES RAYMAR SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
TELECOR SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.000,00"
TELEVISION POPULAR DEL MEDITERRANEO SA,Favorecer la integración social y laboral de las personas inmigrantes,"6.000,00"
TEMUCORAL LIMPIEZAS Y SERVICIOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
"TEOCOLOR, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
TERESA RIVERA SL UNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
TERMIAS ALICANTINA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TERMOCLIMA LEVANTE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"TERMOPLASTICOS ATALAYA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TERRER GABINETE DE ASESORES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
TESS QUALITY SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
TEXTILES FRAU PEREZ SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
TEXTILES SANTEX SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.500,00"
TEXTILES Y ARTICULOS PARA EL CALZADO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
THE BRAVE MOLE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
THEMATICA EVENTS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
