nombre_beneficiario,nombre_operacion,montante_concedido,t_montante_concedido,montante_pagado_final_operacion,t_montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,uri
D.G. de Sostenibilidad de la Costa y el Mar (MARM),"REHABILITACIÓN DEL CAMINO DE ACCESO AL FARO, ESCALAS DE ESPAÑA Y ROSSI DE L'ILLA GROSSA, EN LA RESERVA NATURAL DE LAS ISLAS COLUMBRETES (CASTELLÓN)","439.866,00",439866.00,"422.947,67",422947.67,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AUTORIDAD PORTUARIA DE ALICANTE,URBANIZACION DEL VIAL EN MUELLES 12 Y 14 Y DEMOLICION DEL PUESTO DE CONTROL PUERTO DE ALICANTE,"335.903,78",335903.78,"335.903,78",335903.78,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AUTORIDAD PORTUARIA DE ALICANTE,Urbanización del nuevo vial de acceso norte del puerto de Alicante,"3.146.911,01",3146911.01,"3.146.911,01",3146911.01,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AUTORIDAD PORTUARIA DE ALICANTE,INSTALACIONES PARA SERVICIOS DE INSPECCIÓN EN EL PUERTO DE ALICANTE,"2.433.708,00",2433708.00,"130.912,30",130912.30,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AUTORIDAD PORTUARIA DE CASTELLON,DRAGADO DEL CANAL DE ENTRADA Y DE LA DÁRSENA SUR DEL PUERTO DE CASTELLÓN,"17.844.428,00",17844428.00,"1.050.000,00",1050000.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AUTORIDAD PORTUARIA DE VALENCIA,REMODELACION DEL EXTREMO DEL DIQUE DE LA AMPLIACIÓN SUR DEL PUERTO DE VALENCIA,"4.019.295,54",4019295.54,"3.879.151,41",3879151.41,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AUTORIDAD PORTUARIA DE VALENCIA,ACCESO FERROVIARIO AL NUEVO RECINTO DEL DIQUE DEL ESTE,"3.121.469,09",3121469.09,"1.871.081,36",1871081.36,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AUTORIDAD PORTUARIA DE VALENCIA,NUEVA DARSENA DE SERVICIOS NAUTICOS,"15.936.158,45",15936158.45,"15.438.362,53",15438362.53,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. ACCESOS Y ACOMETIDAS A NUEVO CENTRO DE CONTROL Y ZONA COMERCIAL,"150.000,00",150000.00,"139.554,03",139554.03,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),GRUPOS ELECTROGENOS PARA SERVICIOS ESENCIALES,"96.651,09",96651.09,"96.651,09",96651.09,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. NAVE Y SISTEMA NEUMATICO DE TRATAMIENTO DE RESIDUOS,"259.519,81",259519.81,"40.364,83",40364.83,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATCV PLANTA DE TRANSFERENCIA DE RESIDUOS,"96.382,44",96382.44,"86.042,11",86042.11,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATRP ACOMETIDAS ELÉCTRICAS DESDE SUBESTACIÓN DE IBERDROLA,"97.263,16",97263.16,"34.042,11",34042.11,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATRP. NUEVA CENTRAL ELÉCTRICA,"450.000,00",450000.00,"449.830,49",449830.49,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),CAMBIO DE PUERTAS AUTOMATICAS SALIDAS-LLEGADAS EDIFICIO TERMINAL,"92.000,00",92000.00,"92.000,00",92000.00,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATCV. CONSTRUCCIÓN DE NUEVA DEPURADORA,"187.224,00",187224.00,"48.561,23",48561.23,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),CONSTRUCCION DE UNA NUEVA DEPURADORA PARA EL AEROPUERTO DE VALENCIA,"2.297.561,62",2297561.62,"830.724,75",830724.75,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),REMODELACION RED SUMINISTRO DE AGUA EN TERMINAL T1,"150.462,86",150462.86,"150.462,86",150462.86,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. PROYECTO DE DRENAJE,"166.052,00",166052.00,"91.328,60",91328.60,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ATCV MEJORA SISTEMA ELECTRICO Y CAMBIO DE CELDAS EN CENTRAL ELECTRICA PARA LA FUTURA DISTRIBUCION A 20 KV,"322.320,00",322320.00,"263.202,72",263202.72,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. PROLONGACIÓN DE GALERÍA VISITABLE HASTA ZONA DE SERVICIO,"157.371,42",157371.42,"15.737,14",15737.14,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. ADECUACIÓN DEL AEROPUERTO DE VALENCIA A LAS NTAC,"153.454,50",153454.50,"50.989,50",50989.50,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ADECUACIÓN DEL AEROPUERTO DE VALENCIA A LAS NTAC,"2.101.812,66",2101812.66,"1.838.893,68",1838893.68,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),ADAPTACIÓN AGUA DEPURADA PARA RIEGO,"153.000,00",153000.00,"153.000,00",153000.00,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),AMPLIACIÓN CENTRAL ELÉCTRICA,"18.342.954,06",18342954.06,"1.066.060,50",1066060.50,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. AMPLIACIÓN CENTRAL ELÉCTRICA,"961.875,50",961875.50,"162.633,91",162633.91,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.R.P. AMPLIACIÓN CENTRAL ELÉCTRICA,"105.128,00",105128.00,"37.104,00",37104.00,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),CAMBIO DE LINEAS DE MEDIA TENSION DE 3 A 20 KV POR NORMATIVA II,"304.595,74",304595.74,"304.595,74",304595.74,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. AMPLIACIÓN CENTRAL ELÉCTRICA Y CAMBIO GRUPOS ELECTRÓGENOS DE EMERGENCIA,"252.407,00",252407.00,"102.425,71",102425.71,2007,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA (MF),A.T.C.V. DE LA OBRA ADAPTACION ACOMETIDA AGUA POTABLE,"112.900,32",112900.32,"77.758,62",77758.62,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS(ADIF),SUMINISTRO Y MONTAJE DE VIA EN LA COMUNIDAD VALENCIANA.,"89.532.100,77",89532100.77,"30.544.320,36",30544320.36,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS(ADIF),OBRAS DE PLATAFORMA EN LA COMUNIDAD VALENCIANA. FASE I,"203.125.890,67",203125890.67,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
ENTIDAD PUBLICA EMPRESARIAL RED.ES (MITC),Otras medidas destinadas a fomentar la investigación e innovación y el espíritu empresarial en las PYME,"587.782,85",587782.85,"231.425,80",231425.80,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CAMPAÑA DE COMUNICACIÓN JAPÓN - PHE 2008,"35.529,47",35529.47,"35.529,47",35529.47,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CAMPAÑA DE COMUNICACIÓN REINO UNIDO - PHE 2008,"73.900,47",73900.47,"73.900,47",73900.47,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CAMPAÑA DE COMUNICACIÓN EE.UU. - PHE 2008,"81.424,89",81424.89,"81.424,89",81424.89,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CPSM RUSIA 2008 - AZULEJO - ASCER,"85.958,10",85958.10,"85.958,10",85958.10,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),CPSM ESTADOS UNIDOS 2008 - AZULEJO - ASCER,"318.219,85",318219.85,"318.219,85",318219.85,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),TRADUCCION CONTENIDOS PORTAL MODA AL JAPONES 2008,"5.079,20",5079.20,"5.079,20",5079.20,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),MIVP2 CONGRESO MADRID-FUSIÓN'2008 (PC),"1.233,03",1233.03,"1.233,03",1233.03,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
Instituto Español de Comercio Exterior (ICEX) (MITC),PGV SUECIA 2008 - ACTIVIDADES GENERALES 2008 (PU),"922,94",922.94,"922,94",922.94,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3038)CV11.pdf
