nombre_beneficiario,nombre_operacion,montante_concedido,t_montante_concedido,montante_pagado_final_operacion,t_montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,uri
D.G. PARA EL DESARROLLO DE LA SOCIEDAD DE LA INFORMACIÓN (MITC),IFeC: Infraestructura de Firma Electrónica Cualificada,"45.020,50",45020.50,"45.020,50",45020.50,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA. INIA (MICINN),CONSTRUCCIÓN Y EQUIPAMIENTO DEL CENTRO PARA LA CALIDAD DE LOS ALIMENTOS EN SORIA,"1.000.000,00",1000000.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA. INIA (MICINN),CENTRO DE AGRICULTURA ECOLÓGICA Y DE MONTAÑA EN PLASENCIA,"1.500.000,00",1500000.00,"1.498.185,17",1498185.17,2008,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA. INIA (MICINN),CENTRO NACIONAL DE I+D EN CERDO IBÉRICO EN ZAFRA (BADAJOZ),"1.800.000,00",1800000.00,"1.188.764,21",1188764.21,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en CEUTA,"28.846,00",28846.00,"16.827,00",16827.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en CASTILLA Y LEÓN,"5.423.077,00",5423077.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en Castilla-La Mancha,"6.588.462,00",6588462.00,"5.330.326,00",5330326.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en NAVARRA,"726.923,00",726923.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en CATALUÑA,"5.734.616,00",5734616.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en la COMUNIDAD VALENCIANA,"9.346.153,00",9346153.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en PAÍS VASCO,"2.100.000,00",2100000.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
INSTITUTO DE CREDITO OFICIAL (ICO),Fondo JEREMIE del PO Fondo Tecnológico en EXTREMADURA,"3.242.308,00",3242308.00,"2.623.154,00",2623154.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3045)PO_FT11.pdf
