"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO"
"CARLOS 10 S.L.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","30.860,96"
"CARNES DE TERUEL, S. A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.250,00"
"CARNES OVIARAGON, S. COOP.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"CARPUCAR, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"CARRERAS ALMACENAJE Y DISTRIBUCION 
S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.500,00"
"CASA SALESIANA NTRA SRA DEL PILAR","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","15.899,56"
"CASA SALESIANA NTRA SRA DEL PILAR","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","16.534,80"
"CASES GESTION EMPRESARIAL, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"CASTELL INTEGRE, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","111.375,00"
"CELINDE COSMETICS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.250,00"
"CELTADIA, S.COOP.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","15.291,24"
"CEMENTOS BLANCOS DE ARAGON, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.500,00"
"CENTRA DANZA, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.148,40"
"CENTRO ALAUN S.L.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","3.837,43"
"CENTRO DE EDUCACION INFANTIL IMEJ, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.516,00"
"CENTRO DE ESTUDIOS PROFESIONALES DE 
ARAGON, SA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","21.450,00"
"CENTRO DE FISIOTERAPIA PROSALUD, S.C.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.187,50"
"CENTRO DE FORMACION DE CONDUCTORES 
OLIVAN, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","35.622,00"
"CENTRO DE RECURSOS OCUPACIONALES 
2020, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.180,00"
"CENTRO ENSEÑANZAS TECNICAS Y ADMTVA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","32.469,90"
"CENTRO ESTUDIOS PROFESIONALES ARAGO","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","10.938,01"
"CENTRO ESTUDIOS PROFESIONALES ARAGO","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","44.363,72"
"CENTRO ESTUDIOS SAN MIGUEL ZARAGOZA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","10.687,50"
"CENTRO ESTUDIOS SUP Y TECNICOS EMPR","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","22.933,52"
"CENTRO FORMACION CONDUCTORES OLIVAN","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","13.395,72"
"CENTRO FORMACION PERMANENTE SL","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","26.538,37"
"CENTRO FORMACION PERMANENTE SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","20.996,71"
"CENTRO FORMACION RIBAGORZA SL","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","10.656,55"
"CENTRO FORMACION VIRGEN DEL CASTILL","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","36.594,85"
"CENTRO MONTESSORI ARAGON S.L.","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","29.850,60"
"CENTRO SALESIANO NTRA. SRA. DEL PILAR","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","7.200,93"
"CENTRO TECNICAS ESTUDIO CEGIA SC","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","9.962,08"
"CERAMICA HOSTELEROS, S.L.L.","Fomentar el apoyo al trabajo por cuenta propia y la creación de empresas","7.000,00"
"CERTEST BIOTEC, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
"CHELATS SARRATE, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.250,00"
"CIA VIGILANCIA ARAGONESA S.L.","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","19.758,42"
"CIALIT S.A.","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","6.825,00"
"CILLERO & DE MOTTA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.000,00"
"CIUVAR EJEA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.125,00"
"CLINICA DENTAL LABENA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"CLINICA DENTAL LASANTA ESTEBAN, S. C.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.250,00"
"CLINICA VETERINARIA ROMAREDA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.180,25"
"COANFI, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"COCEMFE ARAGON, CONFEDERACION","Fomento de la cooperación transnacional e interregional","135.415,00"
"COLEGIO OF INGENIEROS TECN INDUST","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","42.194,25"
"COLEGIO OFICIAL DE FARMACEUTICOS DE 
ZARAGOZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"COLMAY INVESTIMENTS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.250,00"
"COLOUR & CLOTHS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.250,00"
"COM. PROP. ARZOBISPO APAOLAZA, 14","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"COM.ENTID.REPRES.PERSON. CON DISCAP","Fomento de la cooperación transnacional e interregional","150.000,00"
"COMARCA BAJO ARAGON-CASPE / BAIX","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","23.121,46"
"COMARCA DE ANDORRA-SIERRA DE ARCOS","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","59.606,97"
"COMARCA DE CAMPO DE BELCHITE","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","42.326,29"
"COMARCA DE CINCO VILLAS","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","14.417,62"
"COMARCA DE LA JACETANIA","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","100.000,00"
"COMARCA DE LOS MONEGROS","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","44.733,35"
"COMARCA DE MAESTRAZGO","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","80.512,12"
"COMARCA DE SOBRARBE","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","53.795,90"
"COMARCA DE TARAZONA Y EL MONCAYO","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","69.752,63"
"COMARCA DEL BAJO ARAGON","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","77.475,32"
"COMARCA DEL BAJO CINCA/BAIX CINCA","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","78.774,76"
"COMARCA DEL BAJO MARTIN","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","42.649,69"
"COMARCA DEL JILOCA","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","43.852,96"
"COMARCA DEL MATARRAÑA","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","38.211,59"
"COMARCA HOYA DE HUESCA/PLANA DE UES","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","100.000,00"
"COMARCA RIBERA BAJA DEL EBRO","Fomento de pactos, redes y asociaciones y apoyo a las iniciativas locales para el empleo y 
la inclusión","1.000,72"
"COMERCIAL GARO SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"COMERCIAL SOMPORT, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"COMEX INTEGRACION S.L.","Mejorar la adecuación de las organizaciones a las necesidades del mercado de trabajo","23.796,24"
"COMPUTER TARAZONA SL","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","25.291,48"
"COMPUTER ZARAGOZA, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.424,41"
"COMUNIDAD DE PROPIETARIOS C/ ASIN Y 
PALACIOS, 25","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.612,50"
"COMUSAT TELECOMUNICACIONES S.L.L.","Fomentar el apoyo al trabajo por cuenta propia y la creación de empresas","16.500,00"
"CONECTA CONSULTORES, S. L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"CONFECCIONES UNIMAR, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","195.527,86"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","120.437,98"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Mejorar la empleabilidad de las personas desempleadas","994.138,87"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","868.619,26"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","120.232,50"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","74.281,60"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","700,70"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","108.033,89"
"CONFEDER.REG EMPRESARIOS DE ARAGON","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","50.185,85"
"CONFEDERACION PEQUEÑA Y MEDIANA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","187.412,10"
"CONFEDERACION PEQUEÑA Y MEDIANA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","159.593,73"
"CONFEDERACION PEQUEÑA Y MEDIANA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","488.632,53"
"CONFEDERACION PEQUEÑA Y MEDIANA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","116.467,39"
"CONFEDERACION PEQUEÑA Y MEDIANA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","195.827,49"
